mcf_waso_average_landfilled,mcf_waso_average_open_dump,frac_wali_ww_domestic_rural_treatment_path_untreated_no_sewerage,frac_wali_ww_domestic_urban_treatment_path_untreated_with_sewerage,physparam_wali_bo_tonne_ch4_tonne_bod,frac_waso_initial_composition_mun_metal,mcf_trww_treated_septic,ef_waso_incineration_kg_ch4_per_kg_msw,factor_waso_waste_per_capita_scalar_food,mcf_trww_treated_latrine_improved,frac_wali_ww_domestic_urban_treatment_path_septic,physparam_waso_k_wood,frac_waso_initial_composition_mun_nappies,frac_wali_ww_domestic_rural_treatment_path_latrine_improved,physparam_wali_bo_tonne_ch4_tonne_cod,physparam_waso_k_rubber_leather,mcf_trww_treated_aerobic,physparam_waso_k_yard,physparam_waso_k_metal,physparam_waso_k_chemical_industrial,physparam_waso_k_food,mcf_trww_treated_latrine_unimproved,frac_wali_ww_domestic_rural_treatment_path_latrine_unimproved,physparam_waso_k_nappies,mcf_trww_treated_anaerobic,frac_waso_initial_composition_mun_glass,frac_waso_initial_composition_mun_other,frac_wali_ww_domestic_urban_treatment_path_latrine_unimproved,frac_waso_initial_composition_mun_textiles,va_mining_mmm_usd,physparam_waso_k_textiles,va_manufacturing_mmm_usd,density_wali_kg_n_per_m3_ww_industrial,va_commercial_mmm_usd,frac_wali_ww_domestic_rural_treatment_path_untreated_with_sewerage,population_rural,physparam_waso_k_other,physparam_waso_k_sludge,frac_wali_ww_domestic_urban_treatment_path_latrine_improved,frac_waso_initial_composition_mun_plastic,physparam_waso_k_glass,param_wali_f_noncon,frac_waso_initial_composition_mun_food,area_country_ha,frac_waso_initial_composition_mun_wood,frac_waso_initial_composition_mun_rubber_leather,physparam_waso_k_paper,physparam_waso_k_plastic,frac_waso_initial_composition_mun_yard,va_industrial_mmm_usd,frac_wali_ww_domestic_rural_treatment_path_septic,population_urban,frac_waso_initial_composition_mun_paper,frac_wali_ww_domestic_urban_treatment_path_untreated_no_sewerage,country
0.66,0.5,0.4628571428571429,0.48148148148148145,0.6,0.027,0.5,0.001,0.206910307,0.6,0.08024691358024691,0.028,0.0,0.14285714285714285,0.25,0.0,0.15,0.096,0.0,0.094,0.183,0.1,0.08571428571428572,0.096,0.8,0.033,0.06,0.018518518518518517,0.022,0.0,0.054,0.1641363272820774,0.3,0.8061751568377901,0.10857142857142857,189163.0,0.0,0.183,0.037037037037037035,0.103,0.0,1.04,0.627,2297000.0,0.003,0.0,0.054,0.0,0.0,0.2742718604135474,0.19999999999999998,156543.0,0.126,0.13580246913580246,belize
0.66,0.5,0.4628571428571429,0.48148148148148145,0.6,0.027,0.5,0.001,0.206910307,0.6,0.08024691358024691,0.028,0.0,0.14285714285714285,0.25,0.0,0.15,0.096,0.0,0.094,0.183,0.1,0.08571428571428572,0.096,0.8,0.033,0.06,0.018518518518518517,0.022,0.0,0.054,0.1478349221947986,0.3,0.8387260562740051,0.10857142857142857,193167.0,0.0,0.183,0.037037037037037035,0.103,0.0,1.04,0.627,2297000.0,0.003,0.0,0.054,0.0,0.0,0.2708344571665531,0.19999999999999998,160198.0,0.126,0.13580246913580246,belize
0.66,0.5,0.4628571428571429,0.48148148148148145,0.6,0.02,0.5,0.001,0.379239902,0.6,0.08024691358024691,0.028,0.019,0.14285714285714285,0.25,0.0,0.15,0.096,0.0,0.094,0.183,0.1,0.08571428571428572,0.096,0.8,0.03,0.072,0.018518518518518517,0.017,2.954671495,0.054,6.239061372,0.3,38.83107386,0.10857142857142857,1939122.0,0.0,0.183,0.037037037037037035,0.137,0.0,1.04,0.541,78083483.33333333,0.0,0.006,0.054,0.0,0.033,10.64896106,0.19999999999999998,2908682.0,0.124,0.13580246913580246,bolivia
0.66,0.5,0.4628571428571429,0.48148148148148145,0.6,0.02,0.5,0.001,0.379239902,0.6,0.08024691358024691,0.028,0.019,0.14285714285714285,0.25,0.0,0.15,0.096,0.0,0.094,0.183,0.1,0.08571428571428572,0.096,0.8,0.03,0.072,0.018518518518518517,0.017,3.080126548,0.054,6.518427514,0.3,40.7395256,0.10857142857142857,1935241.0,0.0,0.183,0.037037037037037035,0.137,0.0,1.04,0.541,78083483.33333333,0.0,0.006,0.054,0.0,0.033,10.93995588,0.19999999999999998,2964104.0,0.124,0.13580246913580246,bolivia
0.66,0.5,0.4628571428571429,0.48148148148148145,0.6,0.02,0.5,0.001,0.379239902,0.6,0.08024691358024691,0.028,0.019,0.14285714285714285,0.25,0.0,0.15,0.096,0.0,0.094,0.183,0.1,0.08571428571428572,0.096,0.8,0.03,0.072,0.018518518518518517,0.017,3.183768001,0.054,6.936925587999999,0.3,42.25398672,0.10857142857142857,1930482.0,0.0,0.183,0.037037037037037035,0.137,0.0,1.04,0.541,78083483.33333333,0.0,0.006,0.054,0.0,0.033,11.22497854,0.19999999999999998,3019472.0,0.124,0.13580246913580246,bolivia
0.66,0.5,0.4628571428571429,0.48148148148148145,0.6,0.02,0.5,0.001,0.379239902,0.6,0.08024691358024691,0.028,0.019,0.14285714285714285,0.25,0.0,0.15,0.096,0.0,0.094,0.183,0.1,0.08571428571428572,0.096,0.8,0.03,0.072,0.018518518518518517,0.017,3.266669999,0.054,7.196583448999999,0.3,43.09221382,0.10857142857142857,1924785.0,0.0,0.183,0.037037037037037035,0.137,0.0,1.04,0.541,78083483.33333333,0.0,0.006,0.054,0.0,0.033,11.80920172,0.19999999999999998,3074656.0,0.124,0.13580246913580246,bolivia
0.66,0.5,0.4628571428571429,0.48148148148148145,0.6,0.02,0.5,0.001,0.379239902,0.6,0.08024691358024691,0.028,0.019,0.14285714285714285,0.25,0.0,0.15,0.096,0.0,0.094,0.183,0.1,0.08571428571428572,0.096,0.8,0.03,0.072,0.018518518518518517,0.017,3.361588594,0.054,7.402811149,0.3,44.39106086,0.10857142857142857,1917502.0,0.0,0.183,0.037037037037037035,0.137,0.0,1.04,0.541,78083483.33333333,0.0,0.006,0.054,0.0,0.033,12.14492665,0.19999999999999998,3128555.0,0.124,0.13580246913580246,bolivia
0.66,0.5,0.4628571428571429,0.48148148148148145,0.6,0.02,0.5,0.001,0.379239902,0.6,0.08024691358024691,0.028,0.019,0.14285714285714285,0.25,0.0,0.15,0.096,0.0,0.094,0.183,0.1,0.08571428571428572,0.096,0.8,0.03,0.072,0.018518518518518517,0.017,3.455923617,0.054,7.607812281,0.3,45.67741973,0.10857142857142857,1909226.0,0.0,0.183,0.037037037037037035,0.137,0.0,1.04,0.541,78083483.33333333,0.0,0.006,0.054,0.0,0.033,12.47977591,0.19999999999999998,3182044.0,0.124,0.13580246913580246,bolivia
0.66,0.5,0.4628571428571429,0.48148148148148145,0.6,0.02,0.5,0.001,0.379239902,0.6,0.08024691358024691,0.028,0.019,0.14285714285714285,0.25,0.0,0.15,0.096,0.0,0.094,0.183,0.1,0.08571428571428572,0.096,0.8,0.03,0.072,0.018518518518518517,0.017,3.560140589,0.054,7.833481796,0.3,47.09170214,0.10857142857142857,1899964.0,0.0,0.183,0.037037037037037035,0.137,0.0,1.04,0.541,78083483.33333333,0.0,0.006,0.054,0.0,0.033,12.84997243,0.19999999999999998,3235075.0,0.124,0.13580246913580246,bolivia
0.66,0.5,0.4628571428571429,0.48148148148148145,0.6,0.02,0.5,0.001,0.379239902,0.6,0.08024691358024691,0.028,0.019,0.14285714285714285,0.25,0.0,0.15,0.096,0.0,0.094,0.183,0.1,0.08571428571428572,0.096,0.8,0.03,0.072,0.018518518518518517,0.017,3.67142209,0.054,8.074160761,0.3,48.59598329,0.10857142857142857,1889752.0,0.0,0.183,0.037037037037037035,0.137,0.0,1.04,0.541,78083483.33333333,0.0,0.006,0.054,0.0,0.033,13.2460467,0.19999999999999998,3287652.0,0.124,0.13580246913580246,bolivia
0.66,0.5,0.4628571428571429,0.48148148148148145,0.6,0.02,0.5,0.001,0.379239902,0.6,0.08024691358024691,0.028,0.019,0.14285714285714285,0.25,0.0,0.15,0.096,0.0,0.094,0.183,0.1,0.08571428571428572,0.096,0.8,0.03,0.072,0.018518518518518517,0.017,3.794604334,0.054,8.340166596,0.3,50.25520448,0.10857142857142857,1878616.0,0.0,0.183,0.037037037037037035,0.137,0.0,1.04,0.541,78083483.33333333,0.0,0.006,0.054,0.0,0.033,13.68496934,0.19999999999999998,3339763.0,0.124,0.13580246913580246,bolivia
0.66,0.5,0.4628571428571429,0.48148148148148145,0.6,0.02,0.5,0.001,0.62300364,0.6,0.08024691358024691,0.028,0.019,0.14285714285714285,0.25,0.0,0.15,0.096,0.0,0.094,0.183,0.1,0.08571428571428572,0.096,0.8,0.03,0.072,0.018518518518518517,0.017,12.604069593578547,0.054,200.72476871908088,0.3,711.33864486939,0.10857142857142857,31719370.0,0.0,0.183,0.037037037037037035,0.137,0.0,1.04,0.541,851577000.0,0.0,0.006,0.054,0.0,0.033,334.95544938030974,0.19999999999999998,156447982.0,0.124,0.13580246913580246,brazil
0.66,0.5,0.4628571428571429,0.48148148148148145,0.6,0.02,0.5,0.001,0.62300364,0.6,0.08024691358024691,0.028,0.019,0.14285714285714285,0.25,0.0,0.15,0.096,0.0,0.094,0.183,0.1,0.08571428571428572,0.096,0.8,0.03,0.072,0.018518518518518517,0.017,23.37722369469107,0.054,213.5923796878041,0.3,754.51598019291,0.10857142857142857,31470391.0,0.0,0.183,0.037037037037037035,0.137,0.0,1.04,0.541,851577000.0,0.0,0.006,0.054,0.0,0.033,348.9693813296247,0.19999999999999998,158660053.0,0.124,0.13580246913580246,brazil
0.66,0.5,0.4628571428571429,0.48148148148148145,0.6,0.02,0.5,0.001,0.62300364,0.6,0.08024691358024691,0.028,0.019,0.14285714285714285,0.25,0.0,0.15,0.096,0.0,0.094,0.183,0.1,0.08571428571428572,0.096,0.8,0.03,0.072,0.018518518518518517,0.017,29.626296351776176,0.054,221.3158479168658,0.3,792.952498911235,0.10857142857142857,31206854.0,0.0,0.183,0.037037037037037035,0.137,0.0,1.04,0.541,851577000.0,0.0,0.006,0.054,0.0,0.033,366.1108273995226,0.19999999999999998,160823507.0,0.124,0.13580246913580246,brazil
0.66,0.5,0.4628571428571429,0.48148148148148145,0.6,0.02,0.5,0.001,0.62300364,0.6,0.08024691358024691,0.028,0.019,0.14285714285714285,0.25,0.0,0.15,0.096,0.0,0.094,0.183,0.1,0.08571428571428572,0.096,0.8,0.03,0.072,0.018518518518518517,0.017,9.360914071680522,0.054,206.8500928869964,0.3,791.95486948958,0.10857142857142857,30936530.0,0.0,0.183,0.037037037037037035,0.137,0.0,1.04,0.541,851577000.0,0.0,0.006,0.054,0.0,0.033,346.5371594035415,0.19999999999999998,162949974.0,0.124,0.13580246913580246,brazil
0.66,0.5,0.4628571428571429,0.48148148148148145,0.6,0.02,0.5,0.001,0.62300364,0.6,0.08024691358024691,0.028,0.019,0.14285714285714285,0.25,0.0,0.15,0.096,0.0,0.094,0.183,0.1,0.08571428571428572,0.096,0.8,0.03,0.072,0.018518518518518517,0.017,27.78447702566921,0.054,216.67235714927816,0.3,851.57502044237,0.10857142857142857,30658541.0,0.0,0.183,0.037037037037037035,0.137,0.0,1.04,0.541,851577000.0,0.0,0.006,0.054,0.0,0.033,396.2885658303745,0.19999999999999998,165055095.0,0.124,0.13580246913580246,brazil
0.66,0.5,0.4628571428571429,0.48148148148148145,0.6,0.02,0.5,0.001,0.62300364,0.6,0.08024691358024691,0.028,0.019,0.14285714285714285,0.25,0.0,0.15,0.096,0.0,0.094,0.183,0.1,0.08571428571428572,0.096,0.8,0.03,0.072,0.018518518518518517,0.017,32.10426268354607,0.054,208.6722531747901,0.3,885.420214593635,0.10857142857142857,30356009.0,0.0,0.183,0.037037037037037035,0.137,0.0,1.04,0.541,851577000.0,0.0,0.006,0.054,0.0,0.033,409.1004584341412,0.19999999999999998,167158531.0,0.124,0.13580246913580246,brazil
0.66,0.5,0.4628571428571429,0.48148148148148145,0.6,0.02,0.5,0.001,0.62300364,0.6,0.08024691358024691,0.028,0.019,0.14285714285714285,0.25,0.0,0.15,0.096,0.0,0.094,0.183,0.1,0.08571428571428572,0.096,0.8,0.03,0.072,0.018518518518518517,0.017,23.18214059305421,0.054,192.6859608113865,0.3,902.43069512358,0.10857142857142857,30046545.0,0.0,0.183,0.037037037037037035,0.137,0.0,1.04,0.541,851577000.0,0.0,0.006,0.054,0.0,0.033,399.4816555926717,0.19999999999999998,169240746.0,0.124,0.13580246913580246,brazil
0.66,0.5,0.4628571428571429,0.48148148148148145,0.6,0.02,0.5,0.001,0.62300364,0.6,0.08024691358024691,0.028,0.019,0.14285714285714285,0.25,0.0,0.15,0.096,0.0,0.094,0.183,0.1,0.08571428571428572,0.096,0.8,0.03,0.072,0.018518518518518517,0.017,25.460069240408192,0.054,194.82587207688053,0.3,929.5471372343,0.10857142857142857,29735220.0,0.0,0.183,0.037037037037037035,0.137,0.0,1.04,0.541,851577000.0,0.0,0.006,0.054,0.0,0.033,394.5892265444715,0.19999999999999998,171300683.0,0.124,0.13580246913580246,brazil
0.66,0.5,0.4628571428571429,0.48148148148148145,0.6,0.02,0.5,0.001,0.62300364,0.6,0.08024691358024691,0.028,0.019,0.14285714285714285,0.25,0.0,0.15,0.096,0.0,0.094,0.183,0.1,0.08571428571428572,0.096,0.8,0.03,0.072,0.018518518518518517,0.017,15.312253167655378,0.054,193.14486973758224,0.3,934.231643390935,0.10857142857142857,29416963.0,0.0,0.183,0.037037037037037035,0.137,0.0,1.04,0.541,851577000.0,0.0,0.006,0.054,0.0,0.033,382.5204502981619,0.19999999999999998,173346780.0,0.124,0.13580246913580246,brazil
0.66,0.5,0.4628571428571429,0.48148148148148145,0.6,0.02,0.5,0.001,0.387238032,0.6,0.08024691358024691,0.028,0.019,0.14285714285714285,0.25,0.0,0.15,0.096,0.0,0.094,0.183,0.1,0.08571428571428572,0.096,0.8,0.03,0.072,0.018518518518518517,0.017,29.856387745945906,0.054,22.948482963937398,0.3,89.03282216694349,0.10857142857142857,2151926.0,0.0,0.183,0.037037037037037035,0.137,0.0,1.04,0.541,75636444.44444445,0.0,0.006,0.054,0.0,0.033,73.19742288673972,0.19999999999999998,14202580.0,0.124,0.13580246913580246,chile
0.66,0.5,0.4628571428571429,0.48148148148148145,0.6,0.02,0.5,0.001,0.387238032,0.6,0.08024691358024691,0.028,0.019,0.14285714285714285,0.25,0.0,0.15,0.096,0.0,0.094,0.183,0.1,0.08571428571428572,0.096,0.8,0.03,0.072,0.018518518518518517,0.017,30.75736259275448,0.054,22.33327731167572,0.3,93.4001710089225,0.10857142857142857,2165456.0,0.0,0.183,0.037037037037037035,0.137,0.0,1.04,0.541,75636444.44444445,0.0,0.006,0.054,0.0,0.033,74.61512062400814,0.19999999999999998,14364744.0,0.124,0.13580246913580246,chile
0.66,0.5,0.4628571428571429,0.48148148148148145,0.6,0.02,0.5,0.001,0.387238032,0.6,0.08024691358024691,0.028,0.019,0.14285714285714285,0.25,0.0,0.15,0.096,0.0,0.094,0.183,0.1,0.08571428571428572,0.096,0.8,0.03,0.072,0.018518518518518517,0.017,25.33518451512185,0.054,21.55346815281326,0.3,96.6967585814585,0.10857142857142857,2178923.0,0.0,0.183,0.037037037037037035,0.137,0.0,1.04,0.541,75636444.44444445,0.0,0.006,0.054,0.0,0.033,66.21657418188376,0.19999999999999998,14529331.0,0.124,0.13580246913580246,chile
0.66,0.5,0.4628571428571429,0.48148148148148145,0.6,0.02,0.5,0.001,0.387238032,0.6,0.08024691358024691,0.028,0.019,0.14285714285714285,0.25,0.0,0.15,0.096,0.0,0.094,0.183,0.1,0.08571428571428572,0.096,0.8,0.03,0.072,0.018518518518518517,0.017,15.380567969772914,0.054,21.3891254345588,0.3,95.184189743607,0.10857142857142857,2192333.0,0.0,0.183,0.037037037037037035,0.137,0.0,1.04,0.541,75636444.44444445,0.0,0.006,0.054,0.0,0.033,65.56320449313634,0.19999999999999998,14693850.0,0.124,0.13580246913580246,chile
0.66,0.5,0.4628571428571429,0.48148148148148145,0.6,0.02,0.5,0.001,0.387238032,0.6,0.08024691358024691,0.028,0.019,0.14285714285714285,0.25,0.0,0.15,0.096,0.0,0.094,0.183,0.1,0.08571428571428572,0.096,0.8,0.03,0.072,0.018518518518518517,0.017,22.65490555765457,0.054,21.705968215487776,0.3,100.746922549787,0.10857142857142857,2205502.0,0.0,0.183,0.037037037037037035,0.137,0.0,1.04,0.541,75636444.44444445,0.0,0.006,0.054,0.0,0.033,71.92341845588075,0.19999999999999998,14857028.0,0.124,0.13580246913580246,chile
0.66,0.5,0.4628571428571429,0.48148148148148145,0.6,0.02,0.5,0.001,0.387238032,0.6,0.08024691358024691,0.028,0.019,0.14285714285714285,0.25,0.0,0.15,0.096,0.0,0.094,0.183,0.1,0.08571428571428572,0.096,0.8,0.03,0.072,0.018518518518518517,0.017,24.540249757359963,0.054,23.5434202587088,0.3,106.9034852096565,0.10857142857142857,2217617.0,0.0,0.183,0.037037037037037035,0.137,0.0,1.04,0.541,75636444.44444445,0.0,0.006,0.054,0.0,0.033,74.19384526775436,0.19999999999999998,15015966.0,0.124,0.13580246913580246,chile
0.66,0.5,0.4628571428571429,0.48148148148148145,0.6,0.02,0.5,0.001,0.387238032,0.6,0.08024691358024691,0.028,0.019,0.14285714285714285,0.25,0.0,0.15,0.096,0.0,0.094,0.183,0.1,0.08571428571428572,0.096,0.8,0.03,0.072,0.018518518518518517,0.017,19.048929471382127,0.054,24.331590018154365,0.3,112.5892839074585,0.10857142857142857,2229159.0,0.0,0.183,0.037037037037037035,0.137,0.0,1.04,0.541,75636444.44444445,0.0,0.006,0.054,0.0,0.033,73.27111993735052,0.19999999999999998,15171199.0,0.124,0.13580246913580246,chile
0.66,0.5,0.4628571428571429,0.48148148148148145,0.6,0.02,0.5,0.001,0.387238032,0.6,0.08024691358024691,0.028,0.019,0.14285714285714285,0.25,0.0,0.15,0.096,0.0,0.094,0.183,0.1,0.08571428571428572,0.096,0.8,0.03,0.072,0.018518518518518517,0.017,16.333391622188817,0.054,26.04226258398952,0.3,117.1435252807685,0.10857142857142857,2241070.0,0.0,0.183,0.037037037037037035,0.137,0.0,1.04,0.541,75636444.44444445,0.0,0.006,0.054,0.0,0.033,73.08293394078237,0.19999999999999998,15330440.0,0.124,0.13580246913580246,chile
0.66,0.5,0.4628571428571429,0.48148148148148145,0.6,0.02,0.5,0.001,0.387238032,0.6,0.08024691358024691,0.028,0.019,0.14285714285714285,0.25,0.0,0.15,0.096,0.0,0.094,0.183,0.1,0.08571428571428572,0.096,0.8,0.03,0.072,0.018518518518518517,0.017,14.622267151021545,0.054,26.987213174594157,0.3,119.21314654586148,0.10857142857142857,2254856.0,0.0,0.183,0.037037037037037035,0.137,0.0,1.04,0.541,75636444.44444445,0.0,0.006,0.054,0.0,0.033,73.99608735741842,0.19999999999999998,15504112.0,0.124,0.13580246913580246,chile
0.66,0.5,0.4628571428571429,0.48148148148148145,0.6,0.02,0.5,0.001,0.261818522,0.6,0.08024691358024691,0.028,0.019,0.14285714285714285,0.25,0.0,0.15,0.096,0.0,0.094,0.183,0.1,0.08571428571428572,0.096,0.8,0.03,0.072,0.018518518518518517,0.017,2.4656500564860644,0.054,32.01891606381751,0.3,100.193082784887,0.10857142857142857,10185476.0,0.0,0.183,0.037037037037037035,0.137,0.0,1.04,0.541,114174922.22222222,0.0,0.006,0.054,0.0,0.033,61.94629719229787,0.19999999999999998,33015424.0,0.124,0.13580246913580246,colombia
0.66,0.5,0.4628571428571429,0.48148148148148145,0.6,0.02,0.5,0.001,0.261818522,0.6,0.08024691358024691,0.028,0.019,0.14285714285714285,0.25,0.0,0.15,0.096,0.0,0.094,0.183,0.1,0.08571428571428572,0.096,0.8,0.03,0.072,0.018518518518518517,0.017,2.6184526211439225,0.054,34.55212990249,0.3,106.944287769757,0.10857142857142857,10140104.0,0.0,0.183,0.037037037037037035,0.137,0.0,1.04,0.541,114174922.22222222,0.0,0.006,0.054,0.0,0.033,65.40506251643909,0.19999999999999998,33597407.0,0.124,0.13580246913580246,colombia
0.66,0.5,0.4628571428571429,0.48148148148148145,0.6,0.02,0.5,0.001,0.261818522,0.6,0.08024691358024691,0.028,0.019,0.14285714285714285,0.25,0.0,0.15,0.096,0.0,0.094,0.183,0.1,0.08571428571428572,0.096,0.8,0.03,0.072,0.018518518518518517,0.017,1.0689889648597273,0.054,33.96227822321562,0.3,110.455745907855,0.10857142857142857,10088363.0,0.0,0.183,0.037037037037037035,0.137,0.0,1.04,0.541,114174922.22222222,0.0,0.006,0.054,0.0,0.033,70.98127274098067,0.19999999999999998,34166608.0,0.124,0.13580246913580246,colombia
0.66,0.5,0.4628571428571429,0.48148148148148145,0.6,0.02,0.5,0.001,0.261818522,0.6,0.08024691358024691,0.028,0.019,0.14285714285714285,0.25,0.0,0.15,0.096,0.0,0.094,0.183,0.1,0.08571428571428572,0.096,0.8,0.03,0.072,0.018518518518518517,0.017,1.247312718567352,0.054,33.02298357278416,0.3,111.714553319949,0.10857142857142857,10029829.0,0.0,0.183,0.037037037037037035,0.137,0.0,1.04,0.541,114174922.22222222,0.0,0.006,0.054,0.0,0.033,69.81496966818725,0.19999999999999998,34720224.0,0.124,0.13580246913580246,colombia
0.66,0.5,0.4628571428571429,0.48148148148148145,0.6,0.02,0.5,0.001,0.261818522,0.6,0.08024691358024691,0.028,0.019,0.14285714285714285,0.25,0.0,0.15,0.096,0.0,0.094,0.183,0.1,0.08571428571428572,0.096,0.8,0.03,0.072,0.018518518518518517,0.017,1.7181989971158504,0.054,32.60902202617595,0.3,116.735741512332,0.10857142857142857,9965273.0,0.0,0.183,0.037037037037037035,0.137,0.0,1.04,0.541,114174922.22222222,0.0,0.006,0.054,0.0,0.033,73.2431703326228,0.19999999999999998,35257425.0,0.124,0.13580246913580246,colombia
0.66,0.5,0.4628571428571429,0.48148148148148145,0.6,0.02,0.5,0.001,0.261818522,0.6,0.08024691358024691,0.028,0.019,0.14285714285714285,0.25,0.0,0.15,0.096,0.0,0.094,0.183,0.1,0.08571428571428572,0.096,0.8,0.03,0.072,0.018518518518518517,0.017,1.947106604763177,0.054,33.00340586296726,0.3,124.846414736687,0.10857142857142857,9892834.0,0.0,0.183,0.037037037037037035,0.137,0.0,1.04,0.541,114174922.22222222,0.0,0.006,0.054,0.0,0.033,83.15309352039752,0.19999999999999998,35769912.0,0.124,0.13580246913580246,colombia
0.66,0.5,0.4628571428571429,0.48148148148148145,0.6,0.02,0.5,0.001,0.261818522,0.6,0.08024691358024691,0.028,0.019,0.14285714285714285,0.25,0.0,0.15,0.096,0.0,0.094,0.183,0.1,0.08571428571428572,0.096,0.8,0.03,0.072,0.018518518518518517,0.017,1.7810757542802385,0.054,33.96177275810406,0.3,129.731200213693,0.10857142857142857,9813667.0,0.0,0.183,0.037037037037037035,0.137,0.0,1.04,0.541,114174922.22222222,0.0,0.006,0.054,0.0,0.033,86.6747137766861,0.19999999999999998,36262053.0,0.124,0.13580246913580246,colombia
0.66,0.5,0.4628571428571429,0.48148148148148145,0.6,0.02,0.5,0.001,0.261818522,0.6,0.08024691358024691,0.028,0.019,0.14285714285714285,0.25,0.0,0.15,0.096,0.0,0.094,0.183,0.1,0.08571428571428572,0.096,0.8,0.03,0.072,0.018518518518518517,0.017,0.953415821041918,0.054,34.54077860003375,0.3,136.391591626026,0.10857142857142857,9735691.0,0.0,0.183,0.037037037037037035,0.137,0.0,1.04,0.541,114174922.22222222,0.0,0.006,0.054,0.0,0.033,89.32982375842636,0.19999999999999998,36759800.0,0.124,0.13580246913580246,colombia
0.66,0.5,0.4628571428571429,0.48148148148148145,0.6,0.02,0.5,0.001,0.261818522,0.6,0.08024691358024691,0.028,0.019,0.14285714285714285,0.25,0.0,0.15,0.096,0.0,0.094,0.183,0.1,0.08571428571428572,0.096,0.8,0.03,0.072,0.018518518518518517,0.017,0.7541833506944936,0.054,34.97440201777551,0.3,142.52789025227202,0.10857142857142857,9668302.0,0.0,0.183,0.037037037037037035,0.137,0.0,1.04,0.541,114174922.22222222,0.0,0.006,0.054,0.0,0.033,88.32696432577988,0.19999999999999998,37299403.0,0.124,0.13580246913580246,colombia
0.66,0.5,0.4628571428571429,0.48148148148148145,0.6,0.027,0.5,0.001,0.30687903,0.6,0.08024691358024691,0.028,0.0,0.14285714285714285,0.25,0.0,0.15,0.096,0.0,0.094,0.183,0.1,0.08571428571428572,0.096,0.8,0.033,0.06,0.018518518518518517,0.022,0.0231149736899297,0.054,6.525932699443828,0.3,19.79237214415945,0.10857142857142857,1436813.0,0.0,0.183,0.037037037037037035,0.103,0.0,1.04,0.627,5110000.0,0.003,0.0,0.054,0.0,0.0,9.38944906818936,0.19999999999999998,2908607.0,0.126,0.13580246913580246,costa_rica
0.66,0.5,0.4628571428571429,0.48148148148148145,0.6,0.027,0.5,0.001,0.30687903,0.6,0.08024691358024691,0.028,0.0,0.14285714285714285,0.25,0.0,0.15,0.096,0.0,0.094,0.183,0.1,0.08571428571428572,0.096,0.8,0.033,0.06,0.018518518518518517,0.022,0.0378429988142156,0.054,6.910037040564937,0.3,21.41834163846115,0.10857142857142857,1401816.0,0.0,0.183,0.037037037037037035,0.103,0.0,1.04,0.627,5110000.0,0.003,0.0,0.054,0.0,0.0,10.235309182784423,0.19999999999999998,3002809.0,0.126,0.13580246913580246,costa_rica
0.66,0.5,0.4628571428571429,0.48148148148148145,0.6,0.027,0.5,0.001,0.30687903,0.6,0.08024691358024691,0.028,0.0,0.14285714285714285,0.25,0.0,0.15,0.096,0.0,0.094,0.183,0.1,0.08571428571428572,0.096,0.8,0.033,0.06,0.018518518518518517,0.022,0.0031476273943977,0.054,6.790189372147306,0.3,22.433180121243694,0.10857142857142857,1366161.0,0.0,0.183,0.037037037037037035,0.103,0.0,1.04,0.627,5110000.0,0.003,0.0,0.054,0.0,0.0,10.567644119980354,0.19999999999999998,3096961.0,0.126,0.13580246913580246,costa_rica
0.66,0.5,0.4628571428571429,0.48148148148148145,0.6,0.027,0.5,0.001,0.30687903,0.6,0.08024691358024691,0.028,0.0,0.14285714285714285,0.25,0.0,0.15,0.096,0.0,0.094,0.183,0.1,0.08571428571428572,0.096,0.8,0.033,0.06,0.018518518518518517,0.022,0.003535072380865,0.054,6.29447149065714,0.3,22.2372361763042,0.10857142857142857,1330227.0,0.0,0.183,0.037037037037037035,0.103,0.0,1.04,0.627,5110000.0,0.003,0.0,0.054,0.0,0.0,10.461613672638205,0.19999999999999998,3190511.0,0.126,0.13580246913580246,costa_rica
0.66,0.5,0.4628571428571429,0.48148148148148145,0.6,0.027,0.5,0.001,0.30687903,0.6,0.08024691358024691,0.028,0.0,0.14285714285714285,0.25,0.0,0.15,0.096,0.0,0.094,0.183,0.1,0.08571428571428572,0.096,0.8,0.033,0.06,0.018518518518518517,0.022,0.0081283561353415,0.054,6.829925023501455,0.3,23.42922842607255,0.10857142857142857,1293748.0,0.0,0.183,0.037037037037037035,0.103,0.0,1.04,0.627,5110000.0,0.003,0.0,0.054,0.0,0.0,10.928781590228713,0.19999999999999998,3283622.0,0.126,0.13580246913580246,costa_rica
0.66,0.5,0.4628571428571429,0.48148148148148145,0.6,0.027,0.5,0.001,0.30687903,0.6,0.08024691358024691,0.028,0.0,0.14285714285714285,0.25,0.0,0.15,0.096,0.0,0.094,0.183,0.1,0.08571428571428572,0.096,0.8,0.033,0.06,0.018518518518518517,0.022,0.0162683512684995,0.054,6.993916781305055,0.3,24.46085466233005,0.10857142857142857,1257048.0,0.0,0.183,0.037037037037037035,0.103,0.0,1.04,0.627,5110000.0,0.003,0.0,0.054,0.0,0.0,11.051350868200611,0.19999999999999998,3376037.0,0.126,0.13580246913580246,costa_rica
