calib_targets,argentina,bahamas,barbados,belize,brazil,chile,colombia,costa_rica,dominican_republic,ecuador,el_salvador,guatemala,guyana,haiti,honduras,jamaica,mexico,nicaragua,panama,paraguay,peru,uruguay
ef_trww_treated_aerobic_g_n2o_per_g_n,2.351477478326256,0.5285221331539045,0.2647697704374227,0.1055875068355119,1.6830376515500949,0.26349362043848934,1.226318051384423,1.7407462744289008,2.2139558703851994,1.3676417272819983,0.9962965101819421,1.5848789068542029,1.2968089561337772,1.9415241831243488,2.2120320559656843,0.4608263626151278,0.6852246997556178,2.462362094684247,0.1338941682947691,1.139402320141722,0.9205097304061236,2.1293901419069434
ef_trww_treated_anaerobic_g_n2o_per_g_n,1.6793460471531227,1.8067528375117212,1.5078556777084455,0.9494831992294012,1.7311425215793492,0.5760443870948417,0.34477740710518284,1.7598351059475357,0.9128965289253612,0.8512938080031193,1.357856221638084,1.1604200372860582,0.8869144729037376,0.6823500732047485,0.37675002946238967,1.3969271529351441,0.06475899251088124,2.0062447316804706,0.4225118791405553,1.8686046936311003,0.7445299413596463,0.04964932318646208
ef_trww_treated_latrine_improved_g_n2o_per_g_n,1.3191227894616229,1.6609681182018223,1.2413551088845547,1.1026190841295536,1.6074435641148819,0.7479222818759168,0.33954773943702776,0.5631413448718985,0.10581428954681116,0.7958563820118322,1.0820623453783331,1.7107021662246515,1.4742241333209876,2.006842103551485,0.8516232876540097,1.8417229145084428,1.540744930694792,0.724850686843882,1.624936887901041,1.887918871335383,1.033668140335635,1.833073283706133
ef_trww_treated_latrine_unimproved_g_n2o_per_g_n,1.2379547039715746,0.11270208553486348,1.2846137009360405,1.1780778987261573,0.2764791927355498,0.24913790773279182,0.7043380364564733,1.8598990987610036,2.0006083398707517,1.5561664008951424,0.6858477974900893,1.0527230293405168,1.873384282601566,0.3716632670971128,0.7206445461163092,0.04191051994230791,1.7364227545873177,0.7650021125190037,0.6981802817738811,1.0754469567740221,0.32907530039204397,1.9118710056389532
ef_trww_treated_septic_g_n2o_per_g_n,0.33674590331871734,0.08521410163651481,0.052707865258364864,0.9013092766054667,0.41570677098413383,0.40669465971510604,0.23417238290736364,0.09530541565496783,0.10788931673682717,0.36816489263001745,0.5768064857781416,0.9060017173439392,0.6644365088972188,0.16045005902983292,0.313553165447363,0.5014836888870872,0.015020080097169281,0.8605230596700538,0.4463788728891229,0.4263314405555385,0.7156481988403812,0.30707000245951116
ef_trww_untreated_no_sewerage_g_n2o_per_g_n,7.165738194606955,0.3027410817786502,0.2611055960237101,0.2529937346754537,2.3767492109674486,0.8855651116925899,3.5503559004257954,1.4282287940776244,4.249321685186887,0.8922679132691286,1.0712173935968592,0.6435895095631383,0.40415414598784793,0.2317808074930504,0.5773370439627553,0.17809704033294418,1.5717109030575593,1.0575584990750613,0.20318809794000173,2.2051983664587125,2.8216636544872666,0.3206877650233803
ef_trww_untreated_with_sewerage_g_n2o_per_g_n,5.0032832037296915,0.6534697709413896,2.87114135931911,3.355362726041453,2.4293229093023787,2.8866058265162686,1.8556636657581327,2.5935681901979892,5.274173120655281,0.06494590494311034,4.120855539410241,0.3713439017621278,6.289052375397693,0.5939104552454413,0.11244343532849424,0.06577812792712648,2.9743789340074906,0.6698812689221291,2.1483357054538423,2.0271706946279577,1.4750363599555905,1.0745032361228979
mcf_trww_treated_aerobic,1.482199075379219,0.1400890687856416,0.9320432861597957,0.557406617840404,2.1436177610740725,1.4635655117912796,1.4878350279027037,2.356183607266037,1.931101983528964,0.7027853717758706,2.2704358829201605,1.2018280612000376,2.6390479202533057,0.6790459643268807,2.1423457678494815,0.4523608895106646,1.689222167615675,1.0462409042054448,0.387698465092847,1.772276528225379,0.626436116495863,2.2427807179196946
mcf_trww_treated_anaerobic,1.1294689300498049,1.1822708470306054,1.121490455910279,1.2069884832796003,1.2345244805373097,1.204624058742048,1.2030805833065683,1.1863935925481794,1.1463261033989818,1.0478810420000864,1.0789430647773464,1.1774232970900327,1.0031211299634317,1.1965350120227043,1.0931654028047741,1.1029853017027766,1.178608229118831,1.1674123098675104,1.072596407908094,1.0496445855392391,1.1390946101872506,1.2206379127692555
mcf_trww_treated_latrine_improved,1.6393935601960745,0.4158880474900604,2.269362789950078,1.694770977468734,2.2189775312859146,1.2636864231968046,1.3234827493754824,0.5906071764055772,0.32608423789233754,1.998646661655319,0.7113071938442199,0.16148926936367392,0.14938117775950802,0.8695355072608878,1.8188453997650096,0.4735294738663909,2.3845422082851493,0.39061774445812725,0.7195737349420296,0.8423809038333238,1.9518907453900027,2.7692951404662707
mcf_trww_treated_latrine_unimproved,0.4922964669248023,0.9013707914042672,0.49586090919722037,2.6216838226126202,0.7540156925171905,2.272764048805021,1.2053928784381465,2.6307103913290617,2.242050072871242,0.20721442639308874,2.181129021348672,1.7963769688762294,2.105106397392426,2.0521330713892967,0.6000411977060907,1.0300097169354738,1.5010946045091274,0.6416406125605862,1.4477209195265934,1.097752502463297,0.15228132302366446,0.19311830504446906
mcf_trww_treated_septic,1.000498972414944,1.002354347566936,1.0034253916028897,1.0013440240326157,1.0090690985384927,1.0059672889397515,1.0056457859475956,1.005159497413156,1.000218591898529,1.0016649738931407,1.000228462437117,1.0009394273180268,1.0080432110244857,1.005865722528193,1.0046815630736952,1.0057805688672723,1.0078665522256396,1.0070337076508595,1.001665717759817,1.0045218129366045,1.007435309825239,1.0070001764299168
mcf_trww_untreated_no_sewerage,0.06641731301850569,0.1912992708060863,0.23904435306431482,0.10639500598011539,0.6798902125652514,1.5665134586636478,0.6980482388215073,1.3971745459630136,0.24411841855987315,1.7612816530513824,1.414968863185379,0.10927638422428214,0.9703457710532313,0.11417758060312859,0.3265199399237332,0.27133296948422847,1.9810581731090624,0.13080406535716377,0.007569820313043222,0.6012758676755273,1.0617002353880562,0.43542455820524895
mcf_trww_untreated_with_sewerage,1.027186559694805,1.1132677960882753,1.122486396916008,1.0584560256966355,0.8696165890934555,0.8462831615847821,0.9894126215489599,1.1513064944938793,0.9675694357986664,0.9314620344558662,1.20405960357278,0.8236064538897045,0.8237569974922687,0.8375701504583679,0.9332392810767782,1.2083867378292492,1.0884397524362766,1.0128353818183449,1.084777683537866,0.845711015249953,1.2063772700187156,0.8357328599055538
frac_trww_nitrogen_removed_treated_aerobic,1.1031988377802031,1.3414197495334588,1.4368057516433512,0.931581969937615,0.954694898704793,0.6554172271654651,1.6422757956284129,0.7484818716923962,1.5398980010073557,1.8812231435858577,1.0476478347504432,0.4545572856312889,1.7100441741050936,1.221481990834631,1.1920158417113715,1.4505649299605374,0.7526114889704119,1.7216424795077836,0.488084906164873,0.1781908026530996,1.27011582933782,1.7707997872859231
frac_trww_nitrogen_removed_treated_anaerobic,0.3809707332736654,1.5054068242512897,0.3891370783974866,0.2068810354131499,1.7830825275632836,1.4003463602451471,1.692516578791725,1.8565938246346783,0.1827738962835591,0.6091044047143475,1.4859531201755745,1.166625041304622,1.0897997166618694,0.8362743456820934,1.134728816254917,1.431224648990574,1.368652927874226,0.866353905194826,0.8379235356223714,0.9477781802593849,0.30461444206392185,0.962747925273135
frac_trww_nitrogen_removed_treated_latrine_improved,1.3879053177453975,1.2035106232725874,1.4369648625252012,1.3858910807810059,0.8049644569006894,1.3834134810076169,0.8253023826800464,1.371126978405766,1.0406081531689177,1.4918539707798808,1.3848673926432982,1.6854570528973418,1.4199330543721695,1.1064508779604054,0.8360008379221024,0.7129096507944885,1.277167744928358,1.6888152866722292,0.7771346440325277,0.6403391021664373,1.051297918001547,1.6378945561043514
frac_trww_nitrogen_removed_treated_latrine_unimproved,0.8247263251671666,0.667251335831369,0.6785333375970523,1.1472290588708898,1.2841929719387961,1.3385341547022325,0.6538388595867072,0.6699937343969474,1.478563019957863,1.7242725342159908,0.906131766759841,1.4423457430552373,0.7194447948369741,1.3256290633203764,1.5306315861167876,0.9871622404244709,0.7996665781115485,1.75438262808608,1.36012409575376,0.8859279942432641,0.7529955103695057,0.8515965537249786
frac_trww_nitrogen_removed_treated_septic,0.9508921380407522,0.9496494151625738,1.3809959646388585,0.7881278289715039,1.1005221235791005,0.8731846563010265,1.2291375150467267,1.3414053785905642,1.4505949098661162,0.8353697423291933,1.6238698458214835,0.8531442147727625,1.5176535138312988,0.9407343775088666,1.3970121780560327,0.9854176109687806,1.0918510266531334,1.6528866093075767,1.6476527310732954,1.420387534725573,1.364792790448612,0.9600759492075142
frac_trww_nitrogen_removed_untreated_no_sewerage,1.0095690913859285,1.0030445032544166,1.001526767279403,1.0032152206566054,1.0032939370097513,1.0019780082492906,1.0034313043892902,1.0096901509191045,1.0085234627947453,1.009525842214434,1.0050731325846982,1.0075099444484181,1.0073938249529122,1.0062034666094462,1.0022937987268437,1.0002521898767376,1.0046276232029183,1.0066470304937654,1.0057051713039125,1.0086503492835515,1.0022317240063896,1.0001139641894952
frac_trww_nitrogen_removed_untreated_with_sewerage,1.0048110721693728,1.0002106573206495,1.0054830412702953,1.0023621009465227,1.0026641203538136,1.0029764776005532,1.0003713039124527,1.005775256896264,1.0015073504518037,1.0051175166297117,1.0040084972462628,1.0005054955534893,1.0004447750518561,1.004224848008011,1.0037648999833106,1.0022818205660062,1.0012963593448252,1.005596204372601,1.0038151491309635,1.0011195288844383,1.0087026392961878,1.004583067496364
frac_trww_tow_removed_treated_aerobic,0.44535955070227046,0.9571967708781121,0.8857547187116348,0.5010283623637882,0.8399858320577878,1.272133986377224,1.1928838235727237,1.126619762209205,1.3087263281324977,0.5417396342362436,0.8962704082822084,1.1841055862240908,0.9363416875849789,1.2424462298560606,0.6961414156343149,0.8911382729123404,0.4353667688099054,0.45873170611062425,0.4029138900035164,0.37560960956372025,0.9073421078349807,0.7440840569815341
frac_trww_tow_removed_treated_anaerobic,1.0314547594968584,1.2860730903675637,0.9844773155113855,1.1445320242310464,1.069735032250993,1.0479641405862878,0.8494581011567869,0.7704820424726757,1.1447076589145335,0.44413736603511395,1.056504476245526,1.2113882539301235,0.9301116885178662,1.2608015014961473,0.8508705395897518,0.8226787412738705,0.641843558004823,0.6848546098757878,1.0328704817136414,1.03918510249395,1.0489255693102297,0.5749987884908824
frac_trww_tow_removed_treated_latrine_improved,1.9138627053717625,1.53445105144177,1.7966899082574614,0.4774378989951234,1.487470866640921,1.2288872716012866,1.554806488747919,0.7310431174674746,1.045561479376858,0.3877518219715052,0.5634813370648076,1.4365461863225182,1.5151679092353876,2.124160525628032,0.9509187168699454,2.2055881936087767,2.0459761624223596,1.043605206473191,1.6501497145524238,1.5186068966858346,1.4078206027851274,1.8708828226845071
