Nation,Year,gdp,mineria,servicios,comercio,manufactura,industria
jamaica,1963,,,,0.5,,
mexico,1963,167.92127576666002,,,0.5,,
nicaragua,1963,3.93911748681316,,,0.5,,
panama,1963,3.9994939861902097,,,0.5,,
peru,1963,33.9072627311221,,0.475230206283439,0.5,0.167641097220907,0.26011772315875403
paraguay,1963,3.28462215473025,,0.380269784172662,0.5,0.14838315554453,0.179951004713471
el_salvador,1963,,,,0.5,,
uruguay,1963,15.7318966854676,,,0.5,,
argentina,1964,164.381681829118,,,0.5,,
bahamas,1964,3.28677268213085,,,0.5,,
belize,1964,0.13340979776335898,,,0.5,,
brazil,1964,226.951776343678,,0.44278650692238697,0.5,0.24674106809682597,0.32404340051720604
barbados,1964,,,,0.5,,
chile,1964,32.1875430059233,,0.500990099009901,0.5,0.24265041888804198,0.402741812642803
colombia,1964,37.1784716725884,,,0.5,,
costa_rica,1964,5.70362502251326,,0.537082142111619,0.5,,0.217227402336079
dominican_republic,1964,5.89078049272404,,0.870807319696502,0.5,,
ecuador,1964,14.1322715170189,,0.40124370757457695,0.5,0.21503053200733502,0.237626962521825
guatemala,1964,9.47861590124656,,,0.5,,
guyana,1964,1.60871693755502,,0.363282419886193,0.5,0.110811620245583,0.316262353998203
honduras,1964,2.90651725112629,,0.387964989059081,0.5,0.11641137855579901,0.178118161925602
haiti,1964,6.75726075703758,,,0.5,,
jamaica,1964,,,,0.5,,
mexico,1964,187.913110958828,,,0.5,,
nicaragua,1964,4.399934319928231,,,0.5,,
panama,1964,4.176756773743111,,,0.5,,
peru,1964,36.1274654186535,,0.46708931966539097,0.5,0.162493397341261,0.267704928775767
paraguay,1964,3.42298611930792,,0.387509329083418,0.5,0.15178943481303,0.18407195055585798
el_salvador,1964,,,,0.5,,
uruguay,1964,16.1158368931311,,,0.5,,
argentina,1965,181.755894113782,,0.386813582857261,0.5,0.41184160179361,0.484144764220088
bahamas,1965,3.62943833945034,,,0.5,,
belize,1965,0.139987622488494,,,0.5,,
brazil,1965,232.39861897592598,,0.41241620942646895,0.5,0.226448596603677,0.29026417681503497
barbados,1965,,,,0.5,,
chile,1965,32.493412377229305,,0.502472691701538,0.5,0.237758817455573,0.398728329982066
colombia,1965,38.516900888337,,0.46462108186747797,0.5,0.18964092051316,0.273789842613411
costa_rica,1965,6.17078200384715,,0.534453326488312,0.5,,0.23034235813453702
dominican_republic,1965,5.155503055259831,,0.45321472807116303,0.5,0.155500506699696,0.211032622761442
ecuador,1965,14.5951150666414,,0.410832539783663,0.5,0.204028745498562,0.23823590555194202
guatemala,1965,9.892051261131911,,0.542207791963932,0.5,0.140791057592839,0.170454571913367
guyana,1965,1.7782920917620202,,0.367172413793103,0.5,0.117793103448276,0.313931034482759
honduras,1965,3.16918376347755,,0.371571807726334,0.5,0.11304433303843499,0.174284871719257
haiti,1965,6.90333907553757,,,0.5,,
jamaica,1965,,,,0.5,,
mexico,1965,201.254941829122,,0.568880586080586,0.5,0.18651172161172203,0.256495604395604
nicaragua,1965,4.81903492017544,,,0.5,,
panama,1965,4.55934920870909,,,0.5,,
peru,1965,38.158455226542294,,0.47099517668938296,0.5,0.153455409408589,0.263730725973365
paraguay,1965,3.6341150391591,,0.39492288699635,0.5,0.1485717097259,0.18129553424461498
el_salvador,1965,8.43724115341494,,0.354828419085813,0.5,0.189354235975026,0.231417764207264
uruguay,1965,16.2843447369235,,,0.5,,
argentina,1966,180.55680291189898,,0.401170927423721,0.5,0.41008584889358196,0.49605814661101
bahamas,1966,3.9586983982326798,,,0.5,,
belize,1966,0.14666621513473402,,,0.5,,
brazil,1966,247.969326447313,,0.399301621142719,0.5,0.2241993071624,0.285165395666702
barbados,1966,,,,0.5,,
chile,1966,36.14445097319081,,0.497640791476408,0.5,0.227739726027397,0.392085235920851
colombia,1966,40.5339292482869,,0.467803779763935,0.5,0.187487207477656,0.261226717609333
costa_rica,1966,6.60084348847545,,0.539618530902832,0.5,,0.228570106733052
dominican_republic,1966,5.84960620949337,,0.41162719788596397,0.5,0.18162414879560898,0.241163444427281
ecuador,1966,14.5455609088964,,0.42441369852294697,0.5,0.219174307959368,0.253221286208196
guatemala,1966,10.4373114133097,,0.5365410225066509,0.5,0.147352987704034,0.178334148270655
guyana,1966,1.87135498756809,,0.372170781893004,0.5,0.109310699588477,0.316872427983539
honduras,1966,3.3394907001953302,,0.38067097008818995,0.5,0.11446495135921401,0.17137921629239
haiti,1966,6.86359056034821,,,0.5,,
jamaica,1966,7.0243897504185,,,0.5,,
mexico,1966,213.523723439305,,0.576705921052632,0.5,0.18779375,0.262379605263158
nicaragua,1966,4.97811783594541,,,0.5,,
panama,1966,4.90501179553582,,,0.5,,
peru,1966,41.3022999959878,,0.46569564187352197,0.5,0.140882717518664,0.26443461227702697
paraguay,1966,3.70648856129367,,0.395892984906817,0.5,0.14870515484992,0.187051378147252
el_salvador,1966,9.041443613833192,,0.364704363542474,0.5,0.20135123504604502,0.24842929684138
uruguay,1966,16.7831107562136,,,0.5,,
argentina,1967,186.320169964112,,0.42636201162440895,0.5,0.378240272440343,0.473834143823114
bahamas,1967,4.33865877813687,,,0.5,,
belize,1967,0.153872106921451,,,0.5,,
brazil,1967,258.3840381581,,0.43261597929749596,0.5,0.22094210489444,0.28691578848105403
barbados,1967,,,,0.5,,
chile,1967,37.4514342679816,,0.49727464541085603,0.5,0.23593365373344302,0.39746219669440797
colombia,1967,42.2099521636794,,0.459362870396668,0.5,0.201315914039572,0.279927577392786
costa_rica,1967,6.97379945742836,,0.537171701219886,0.5,,0.23082068601349398
dominican_republic,1967,6.0442543297913,,0.408098183223811,0.5,0.192307692307692,0.262510152575559
ecuador,1967,15.2177220335867,,0.421198398979459,0.5,0.216431617334777,0.246319110223745
guatemala,1967,10.8665119883396,,0.540270037839697,0.5,0.15348964568283502,0.18559814241486103
guyana,1967,1.95207816482417,,0.367975546672937,0.5,0.109334587350106,0.32518222431224997
honduras,1967,3.5391101880441,,0.372763751880956,0.5,0.113860558435044,0.189098812907541
haiti,1967,6.71824125008171,,,0.5,,
jamaica,1967,7.15143556916359,,,0.5,,
mexico,1967,226.02537704255099,,0.568704819277108,0.5,0.191579819277108,0.269716265060241
nicaragua,1967,5.325068446752691,,,0.5,,
panama,1967,5.32453407864102,,,0.5,,
peru,1967,42.893497705248,,0.454625045463472,0.5,0.154503413694853,0.277415085596853
paraguay,1967,4.04564587503386,,0.40420203940267696,0.5,0.15407236174428499,0.194538234772943
el_salvador,1967,9.53301323709493,,0.36844908830157697,0.5,0.204138496209793,0.246506863347675
uruguay,1967,16.1693802369893,,,0.5,,
argentina,1968,195.305461616884,,0.432426585257493,0.5,0.36196218835453203,0.47036065288628204
bahamas,1968,4.7040503622716106,,,0.5,,
belize,1968,0.165208211954016,,,0.5,,
brazil,1968,283.705673897594,,0.415898977534187,0.5,0.238226198208079,0.306396573405108
barbados,1968,,,,0.5,,
chile,1968,38.7966947788218,,0.496933682963966,0.5,0.254356284892573,0.41175351040433
colombia,1968,44.7143184343034,,0.46194723074705,0.5,0.199233795390414,0.274237399847583
costa_rica,1968,7.56471070992945,,0.527337283775865,0.5,,0.239881409871485
dominican_republic,1968,6.05869166498771,,0.41145398943564104,0.5,0.175145954962469,0.247986830758847
ecuador,1968,15.5082950615815,,0.40695396992494604,0.5,0.212086822529595,0.250430559683031
guatemala,1968,11.819074238432899,,0.534152685501397,0.5,0.157361626823968,0.186573610679913
guyana,1968,1.97208359970704,,0.363438520130577,0.5,0.106637649619151,0.344722524483134
honduras,1968,3.7726271634794997,,0.370207173778602,0.5,0.116728509585652,0.195964749536178
haiti,1968,6.9319899774374,,,0.5,,
jamaica,1968,7.56222348357129,,,0.5,,
mexico,1968,247.324378521465,,0.5704847411444139,0.5,0.196867302452316,0.274052861035422
nicaragua,1968,5.39658198881185,,,0.5,,
panama,1968,5.69604751383563,,,0.5,,
peru,1968,42.958797784293,,0.45432236933995296,0.5,0.160862533719054,0.27683318576311
paraguay,1968,4.22879525115548,,0.40953023426959395,0.5,0.15314608119710502,0.18784189868759998
el_salvador,1968,9.841567550521571,,0.37973376052391106,0.5,0.20935665808145898,0.246276318503771
uruguay,1968,16.4748055592257,,,0.5,,
argentina,1969,214.21010456927,,0.434271542070252,0.5,0.366454303394205,0.47386128304288905
bahamas,1969,5.126552293316361,,,0.5,,
belize,1969,0.173644362441885,,,0.5,,
brazil,1969,310.657712917865,,0.41740421596977906,0.5,0.243667444316655,0.315541595016891
barbados,1969,,,,0.5,,
chile,1969,40.3245021321073,,0.49395781402603395,0.5,0.250564860570545,0.42770513549365197
colombia,1969,47.443017455335195,,0.471466418444794,0.5,0.200102033509953,0.275168265788343
costa_rica,1969,7.98014948838752,,0.52920268545961,0.5,,0.239297645760656
dominican_republic,1969,6.71857078584482,,0.3984559122308,0.5,0.18667208451848802,0.255884771895993
ecuador,1969,16.2324142646977,,0.437448142284231,0.5,0.21725831210267899,0.256604756202432
guatemala,1969,12.3789330315586,,0.536411363904125,0.5,0.16115338470055898,0.19063624755953398
guyana,1969,2.11001875187545,,0.35018050541516205,0.5,0.105294825511432,0.348776574408343
honduras,1969,3.79735442744521,,0.38435625865596895,0.5,0.123278433886345,0.200673637674129
haiti,1969,7.1962335040028,,,0.5,,
jamaica,1969,7.98379278015423,,,0.5,,
mexico,1969,255.77945925369,,0.570667733990148,0.5,0.20025665024630498,0.27911970443349804
nicaragua,1969,5.73320479439456,,,0.5,,
panama,1969,6.17687305172074,,,0.5,,
peru,1969,44.468567081732004,,0.445166926670319,0.5,0.15890954915594,0.282587424956328
paraguay,1969,4.42759731865998,,0.40796941206682596,0.5,0.153698657497896,0.19120596921233202
el_salvador,1969,10.1845873979834,,0.38730703259005095,0.5,0.209643605870021,0.250200114351058
uruguay,1969,17.4410101751241,,,0.5,,
argentina,1970,220.73418030771398,0.0002566833520349,0.480836525009197,0.5,0.31544743657860097,0.42278789634459
bahamas,1970,4.83692005631953,0.0,,0.5,,
belize,1970,0.18199265093166803,0.0,,0.5,,
brazil,1970,342.966115061323,0.00489549107595905,0.414717722526064,0.5,0.246348328311771,0.321836451133203
barbados,1970,,,,0.5,,
chile,1970,41.062023957353304,0.0959895832307285,0.504821321519656,0.5,0.25471209242305703,0.413576922686121
colombia,1970,50.3881836518889,0.00017180319797441003,0.47543835864063605,0.5,0.206623583996144,0.276399433598457
costa_rica,1970,8.57891082525369,0.0,0.532730493761376,0.5,0.181623118449632,0.240968663988617
dominican_republic,1970,7.94314337688248,0.006669307071040929,0.398317064961293,0.5,0.185392123864019,0.251617156097935
ecuador,1970,17.3478943014979,6.502124337564e-05,0.416524648286063,0.5,0.231910656341616,0.274613684373877
guatemala,1970,13.085508119797701,3.688560559075e-05,0.540190756302521,0.5,0.157862447478992,0.186645850840336
guyana,1970,2.1998096902947304,0.15047350443965,0.355862584017924,0.5,0.106422703510082,0.353435399551904
honduras,1970,3.93507387564317,0.00526393487444465,0.410096887966805,0.5,0.12517289073305699,0.200553250345781
haiti,1970,7.24309204527674,0.0331509129412767,,0.5,,
jamaica,1970,8.946990197979611,0.0779917387893366,,0.5,,
mexico,1970,272.41147775218,0.00337809475477185,0.524616441441441,0.5,0.22039954954955,0.306047072072072
nicaragua,1970,5.810822445423979,0.0043593914897581,,0.5,,
panama,1970,6.6067356137336795,0.0,0.5979415789592111,0.5,0.20698377150545,0.25258733045232096
peru,1970,45.9653550381559,0.0332621837491013,0.445217182886473,0.5,0.17706412596090199,0.282535533826541
paraguay,1970,4.67348064763542,0.0,0.407385245792235,0.5,0.158717715994181,0.198733198969581
el_salvador,1970,10.4878126186429,0.0,0.352964022172792,0.5,0.20188539349645201,0.242629664936624
uruguay,1970,17.8479461584366,0.0,,0.5,,
argentina,1971,233.22360957490798,0.00017174774944779,0.431787867210794,0.5,0.35762858969726996,0.459547284532329
bahamas,1971,4.91559298381836,0.0,,0.5,,
belize,1971,0.18919854271838502,0.0,,0.5,,
brazil,1971,381.868493955806,0.00397243118337374,0.42202435746231304,0.5,0.251741112081931,0.32946197388139503
barbados,1971,,,,0.5,,
chile,1971,44.9311696271519,0.0606780412715262,0.524732436072107,0.5,0.24434749052993,0.385992959465738
colombia,1971,53.3916861955168,0.00026099187058522,0.49266771871752396,0.5,0.20375145939981798,0.277311625161977
costa_rica,1971,9.16043276116127,0.0,0.541235836117521,0.5,0.187193506537488,0.253201635975969
dominican_republic,1971,8.80667951387177,0.007255022333812901,0.399459945994599,0.5,0.183738373837384,0.259696740997942
ecuador,1971,18.439528973238602,6.222403821357e-05,0.41459115841476296,0.5,0.23093501398525199,0.283562788332304
guatemala,1971,13.816170774794399,2.629352981831e-05,0.5348689540507859,0.5,0.16018596332124102,0.188133968158001
guyana,1971,2.2682864848283,0.134700166935393,0.36536075163978,0.5,0.108668675766708,0.337883354015245
honduras,1971,4.09228021891059,0.004674676334758441,0.415184746922025,0.5,0.13406292749658,0.20451436388508898
haiti,1971,7.71247196973283,0.0294892660133113,,0.5,,
jamaica,1971,9.16691378876585,0.0730999187880168,,0.5,,
mexico,1971,282.660871575104,0.00228355440707795,0.535279591836735,0.5,0.220240612244898,0.296430816326531
nicaragua,1971,6.0028559778627795,0.00374523882673538,,0.5,,
panama,1971,7.24204839981116,0.0,0.600886780462876,0.5,0.195895026317703,0.252837949463396
peru,1971,48.0754130140451,0.0195494653367002,0.45212007267248305,0.5,0.184866887494712,0.284763885726302
paraguay,1971,4.93230510673137,0.0,0.39798545428489496,0.5,0.155969833763256,0.19975028661507602
el_salvador,1971,10.8924594371303,0.0,0.35996357872727897,0.5,0.20578019087444802,0.248069335311773
uruguay,1971,17.8030208197032,0.0,,0.5,,
argentina,1972,237.021461353032,0.00025931808756967,0.43433475818679496,0.5,0.36358073530149,0.45581648950747
bahamas,1972,4.74367818405711,0.0,,0.5,,
belize,1972,0.20853142467240599,0.0,,0.5,,
brazil,1972,427.464921480414,0.00458517275018666,0.41444303517517606,0.5,0.250862127539708,0.327994932908533
barbados,1972,,,,0.5,,
chile,1972,44.472895153325,0.052478205092985196,0.532992737461139,0.5,0.233757372351177,0.37797186245954
colombia,1972,57.4863733884996,0.00011149191354395001,0.477659877435211,0.5,0.213702574704399,0.28757370236375
costa_rica,1972,9.909577086746811,0.0,0.537999951313323,0.5,0.191472528542564,0.26105796148883903
dominican_republic,1972,9.72206023227037,0.0187456332713367,0.414662423266579,0.5,0.17475093086444599,0.265957151745502
ecuador,1972,19.364758284552398,6.292251594177e-05,0.42031867255358796,0.5,0.217516941647878,0.270508029618836
guatemala,1972,14.829317709707599,8.11824220543e-06,0.529484128872603,0.5,0.157412887260267,0.187635368581354
guyana,1972,2.19303220337919,0.11182114853027,0.38411480060070097,0.5,0.106624395127649,0.327548806941432
honduras,1972,4.328089881767331,0.007155119996263029,0.42092163268503296,0.5,0.13760897494451899,0.204856799804284
haiti,1972,7.78783113191615,0.0183054379629985,,0.5,,
jamaica,1972,10.81774252698,0.060259938963589395,,0.5,,
mexico,1972,305.920490042449,0.0025392590388213397,0.542833451327434,0.5,0.21784778761061901,0.29788
nicaragua,1972,6.13616277471094,0.00410995252496843,,0.5,,
panama,1972,7.57393789952802,0.0,0.619750656697333,0.5,0.185089419417828,0.241693362129594
peru,1972,49.747252387186094,0.0184356241272649,0.457339482747679,0.5,0.181746545971159,0.287485269985865
paraguay,1972,5.2593809307791,0.0,0.396454039773372,0.5,0.154851959256545,0.196802856582627
el_salvador,1972,11.5588093124443,0.0,0.363593201025544,0.5,0.20732440730541601,0.255816161807995
uruguay,1972,17.5680975226483,0.0,,0.5,,
argentina,1973,243.685921870563,0.00055811007499353,0.44695028348166405,0.5,0.343339746673214,0.43352239933790204
bahamas,1973,5.10265929542125,0.0,,0.5,,
belize,1973,0.219691805708795,0.0,,0.5,,
brazil,1973,487.176307067733,0.0038021358875509597,0.387144836733274,0.5,0.24221805692620801,0.316975657572163
barbados,1973,,,,0.5,,
chile,1973,42.236242805433406,0.0680675558758374,0.517239424928151,0.5,0.270873733921147,0.409814552582383
colombia,1973,61.3511563821964,9.349623926254e-05,0.45840598782694497,0.5,0.22723721006744502,0.305214673466031
costa_rica,1973,10.6734980417255,0.0,0.530730924479149,0.5,0.201320552218762,0.266994014534027
dominican_republic,1973,10.9757941491059,0.025850306606795898,0.39965029000341196,0.5,0.170121119071989,0.270043407072925
ecuador,1973,22.0662741584958,8.787556144212999e-05,0.445554758617853,0.5,0.18654434958315,0.243824375496479
guatemala,1973,15.8351657624856,1.080776254924e-05,0.529086387627028,0.5,0.15939891174689,0.191988549276485
guyana,1973,2.2203292996322697,0.102277602452059,0.43160669975186106,0.5,0.09972084367245661,0.297456575682382
honduras,1973,4.66870417167057,0.0212091757548751,0.409315145715898,0.5,0.143013706466504,0.217534258495028
haiti,1973,8.15816758607418,0.0138046750950655,,0.5,,
jamaica,1973,10.224334277204001,0.0613764150926299,,0.5,,
mexico,1973,329.969266443371,0.00549470447110842,0.537510709117221,0.5,0.21713227206946498,0.296561794500724
nicaragua,1973,6.52992119743234,0.0132623684985346,,0.5,,
panama,1973,7.98022742397667,0.0,0.610565173858369,0.5,0.18479753352686898,0.258922619338117
peru,1973,52.8698549622435,0.0451076693816478,0.451235095931575,0.5,0.186199799368745,0.30205744566316
paraguay,1973,5.64346368023765,0.0,0.373879796232372,0.5,0.153883144526735,0.19817629567033698
el_salvador,1973,12.1207608824182,0.0,0.358949470297853,0.5,0.198152975761273,0.242775528315492
uruguay,1973,17.6164448596594,0.0,,0.5,,
argentina,1974,257.171024124624,0.00066769580187173,0.46176359627142,0.5,0.340368852105037,0.43592802623992805
bahamas,1974,4.24774806815147,0.0,,0.5,,
belize,1974,0.249481981986577,0.0,,0.5,,
brazil,1974,526.9003644317979,0.00564244212699006,0.39128856530922396,0.5,0.254263923876306,0.333412563148844
barbados,1974,2.8490600891620597,0.0,,0.5,,
chile,1974,43.2423731814049,0.09903446164629219,0.444446848117663,0.5,0.29551258609196496,0.48733683346805895
colombia,1974,64.87624486048371,0.00012268796470653,0.461058861481959,0.5,0.23183842870613902,0.300058315549159
costa_rica,1974,11.265332833563601,0.0,0.530043815537912,0.5,0.20777560180524401,0.275762920433749
dominican_republic,1974,11.634550656700199,0.025989812387347003,0.357931435212086,0.5,0.18621184673753302,0.273970806371799
ecuador,1974,24.5395746220139,3.854955453517e-05,0.45733900780097797,0.5,0.188664931498874,0.26462607578786
guatemala,1974,16.8446623151922,0.00080610082682824,0.533778223431226,0.5,0.156692809004992,0.187242707171998
guyana,1974,2.39135771194363,0.154021350669152,0.332984183513146,0.5,0.12600817010579202,0.301455954750183
honduras,1974,4.6113892109512,0.0312559530973294,0.40889318511358097,0.5,0.14209763170613798,0.229096181730304
haiti,1974,8.62970062944979,0.021619537510051502,,0.5,,
jamaica,1974,9.79192046342693,0.11961978421345201,,0.5,,
mexico,1974,349.03102087720004,0.0067505799460743695,0.530233333333333,0.5,0.217538777777778,0.30848377777777797
nicaragua,1974,7.456675372135161,0.0121042257195806,,0.5,,
panama,1974,8.17560889324718,0.0,0.6224482335115961,0.5,0.202772133131558,0.258953265985093
peru,1974,57.832660969666605,0.0481048514300442,0.45359729976970004,0.5,0.19884441264734398,0.318221389697018
paraguay,1974,6.11647202418448,0.0,0.384586083551069,0.5,0.175901248087991,0.221832909765083
el_salvador,1974,12.7675248165101,9.425473495177e-05,0.375777366917185,0.5,0.19905395346603602,0.25132662616755097
uruguay,1974,18.1265016443823,0.0,,0.5,,
argentina,1975,257.097956428962,0.00029998885470856,0.432747682872493,0.5,0.382151082839456,0.5014132367847199
bahamas,1975,3.6189485561861803,0.0,,0.5,,
belize,1975,0.258445431614924,0.0,,0.5,,
brazil,1975,554.123457284639,0.006485331257713009,0.40348724032565697,0.5,0.255849225498264,0.339629154258264
barbados,1975,2.79492794746798,0.0,0.587184792495701,0.5,0.0884987340619196,0.16014085945933298
chile,1975,37.6588742588704,0.103917600184545,0.545645942069009,0.5,0.202766819282051,0.38130049793459897
colombia,1975,66.383485648104,0.00019790786344544,0.47613969608104495,0.5,0.23224917799697897,0.29218134423413
costa_rica,1975,11.501912827076,0.0,0.522886593687958,0.5,0.20395011011241,0.27372862355384003
dominican_republic,1975,12.2387623492379,0.020877549091004602,0.348938653034008,0.5,0.20896310291175801,0.30448967442238
ecuador,1975,27.2320945408722,9.3448378921e-06,0.485796854051342,0.5,0.18842138512165701,0.256197907574964
guatemala,1975,17.1731316849494,0.0006494732129567,0.5345772785869061,0.5,0.15144301818481,0.184936476590142
guyana,1975,2.59421710108966,0.131674457781042,0.319326315789474,0.5,0.136084210526316,0.317389473684211
honduras,1975,4.70964323988143,0.0120949948857733,0.430605026690391,0.5,0.141903914590747,0.224644128113879
haiti,1975,8.72659098082837,0.013040098152505699,,0.5,,
jamaica,1975,9.766844113316878,0.0688407246260447,,0.5,,
mexico,1975,369.081055690033,0.00227195717465492,0.526130909090909,0.5,0.210979454545455,0.305321909090909
nicaragua,1975,7.44524824870743,0.0026424588328570297,,0.5,,
panama,1975,8.31793965783137,0.0,0.611732432101601,0.5,0.21287472886856298,0.27622275181157
peru,1975,60.319964582930396,0.0130096933372599,0.47047962777421,0.5,0.181624474679324,0.287765098423164
paraguay,1975,6.53559988813855,0.0,0.384068284332516,0.5,0.15158355168846702,0.205495828060429
el_salvador,1975,13.1407874758119,2.803957959499e-05,0.381504342531031,0.5,0.20030570238064999,0.265163563617839
uruguay,1975,19.2316589175105,0.0,,0.5,,
argentina,1976,251.90907302399302,0.0003895149349496,0.409540839988848,0.5,0.39116760327857897,0.508936968312364
bahamas,1976,3.8065977328554,0.0,,0.5,,
belize,1976,0.258357506040861,0.0,,0.5,,
brazil,1976,610.9606180809631,0.00866695523430321,0.41515166967918,0.5,0.26688897802086,0.348677256052904
barbados,1976,2.91679270340581,0.0,0.6381298233844199,0.5,0.0970750298518911,0.17613016454889
chile,1976,39.102182251584,0.109194038414762,0.503469831233595,0.5,0.23262795497375102,0.399710978281343
colombia,1976,69.5223416262367,0.00022033330803476002,0.461292201326394,0.5,0.24175324553328198,0.308334116144062
costa_rica,1976,12.136538274865101,0.0,0.521755112306293,0.5,0.196951962699994,0.274482965427847
dominican_republic,1976,13.0622012901117,0.0196511021327137,0.39838036188789094,0.5,0.206200177147919,0.301678577852329
ecuador,1976,29.246503666727502,1.704373172741e-05,0.493407365624635,0.5,0.193186712481648,0.269810310043415
guatemala,1976,18.441756538235598,0.00070332035914877,0.526024166677013,0.5,0.15574905936595201,0.20102908386461
guyana,1976,2.6340879681859497,0.137845286200159,0.385001320306311,0.5,0.118739547575037,0.32118651527154296
honduras,1976,5.20418842055849,0.009320190809422691,0.43100888097214,0.5,0.134643921908157,0.20771514123572501
haiti,1976,9.46301363239726,0.0168074783318057,,0.5,,
jamaica,1976,9.11302763031234,0.0699654045701079,,0.5,,
