Year,Nation,Production Quantity,Unit,Item
2000,Argentina,11200,tonnes,"Peas, dry"
2001,Argentina,20000,tonnes,"Peas, dry"
2002,Argentina,22000,tonnes,"Peas, dry"
2003,Argentina,24000,tonnes,"Peas, dry"
2004,Argentina,28000,tonnes,"Peas, dry"
2005,Argentina,36000,tonnes,"Peas, dry"
2006,Argentina,55000,tonnes,"Peas, dry"
2007,Argentina,50000,tonnes,"Peas, dry"
2008,Argentina,50000,tonnes,"Peas, dry"
2009,Argentina,51560,tonnes,"Peas, dry"
2010,Argentina,55580,tonnes,"Peas, dry"
2011,Argentina,56636,tonnes,"Peas, dry"
2012,Argentina,53315,tonnes,"Peas, dry"
2013,Argentina,54294,tonnes,"Peas, dry"
2014,Argentina,145000,tonnes,"Peas, dry"
2015,Argentina,208000,tonnes,"Peas, dry"
2016,Argentina,140000,tonnes,"Peas, dry"
2017,Argentina,120000,tonnes,"Peas, dry"
2018,Argentina,109736,tonnes,"Peas, dry"
2019,Argentina,102802,tonnes,"Peas, dry"
1961,Argentina,41200,tonnes,"Peas, green"
1962,Argentina,41800,tonnes,"Peas, green"
1963,Argentina,32700,tonnes,"Peas, green"
1964,Argentina,42900,tonnes,"Peas, green"
1965,Argentina,47200,tonnes,"Peas, green"
1966,Argentina,41900,tonnes,"Peas, green"
1967,Argentina,31300,tonnes,"Peas, green"
1968,Argentina,31500,tonnes,"Peas, green"
1969,Argentina,30000,tonnes,"Peas, green"
1970,Argentina,34000,tonnes,"Peas, green"
1971,Argentina,31200,tonnes,"Peas, green"
1972,Argentina,32800,tonnes,"Peas, green"
1973,Argentina,31400,tonnes,"Peas, green"
1974,Argentina,34200,tonnes,"Peas, green"
1975,Argentina,84100,tonnes,"Peas, green"
1976,Argentina,51300,tonnes,"Peas, green"
1977,Argentina,34000,tonnes,"Peas, green"
1978,Argentina,35000,tonnes,"Peas, green"
1979,Argentina,49000,tonnes,"Peas, green"
1980,Argentina,35600,tonnes,"Peas, green"
1981,Argentina,27800,tonnes,"Peas, green"
1982,Argentina,28700,tonnes,"Peas, green"
1983,Argentina,24100,tonnes,"Peas, green"
1984,Argentina,22500,tonnes,"Peas, green"
1985,Argentina,23300,tonnes,"Peas, green"
1986,Argentina,19600,tonnes,"Peas, green"
1987,Argentina,22507,tonnes,"Peas, green"
1988,Argentina,25000,tonnes,"Peas, green"
1989,Argentina,20000,tonnes,"Peas, green"
1990,Argentina,23000,tonnes,"Peas, green"
1991,Argentina,23474,tonnes,"Peas, green"
1992,Argentina,24000,tonnes,"Peas, green"
1993,Argentina,24527,tonnes,"Peas, green"
1994,Argentina,24478,tonnes,"Peas, green"
1995,Argentina,24464,tonnes,"Peas, green"
1996,Argentina,24589,tonnes,"Peas, green"
1997,Argentina,24738,tonnes,"Peas, green"
1998,Argentina,24867,tonnes,"Peas, green"
1999,Argentina,25000,tonnes,"Peas, green"
2000,Argentina,25161,tonnes,"Peas, green"
2001,Argentina,25323,tonnes,"Peas, green"
2002,Argentina,25500,tonnes,"Peas, green"
2003,Argentina,25628,tonnes,"Peas, green"
2004,Argentina,25549,tonnes,"Peas, green"
2005,Argentina,25872,tonnes,"Peas, green"
2006,Argentina,25700,tonnes,"Peas, green"
2007,Argentina,26500,tonnes,"Peas, green"
2008,Argentina,26855,tonnes,"Peas, green"
2009,Argentina,26919,tonnes,"Peas, green"
2010,Argentina,27169,tonnes,"Peas, green"
2011,Argentina,27418,tonnes,"Peas, green"
2012,Argentina,28000,tonnes,"Peas, green"
2013,Argentina,27876,tonnes,"Peas, green"
2014,Argentina,28040,tonnes,"Peas, green"
2015,Argentina,28302,tonnes,"Peas, green"
2016,Argentina,28594,tonnes,"Peas, green"
2017,Argentina,28816,tonnes,"Peas, green"
2018,Argentina,29038,tonnes,"Peas, green"
2019,Argentina,29260,tonnes,"Peas, green"
1961,Bahamas,320,tonnes,Pigeon peas
1962,Bahamas,350,tonnes,Pigeon peas
1963,Bahamas,380,tonnes,Pigeon peas
1964,Bahamas,400,tonnes,Pigeon peas
1965,Bahamas,430,tonnes,Pigeon peas
1966,Bahamas,460,tonnes,Pigeon peas
1967,Bahamas,480,tonnes,Pigeon peas
1968,Bahamas,500,tonnes,Pigeon peas
1969,Bahamas,520,tonnes,Pigeon peas
1970,Bahamas,540,tonnes,Pigeon peas
1971,Bahamas,560,tonnes,Pigeon peas
1972,Bahamas,575,tonnes,Pigeon peas
1973,Bahamas,595,tonnes,Pigeon peas
1974,Bahamas,610,tonnes,Pigeon peas
1975,Bahamas,625,tonnes,Pigeon peas
1976,Bahamas,640,tonnes,Pigeon peas
1977,Bahamas,655,tonnes,Pigeon peas
1978,Bahamas,459,tonnes,Pigeon peas
1979,Bahamas,490,tonnes,Pigeon peas
1980,Bahamas,520,tonnes,Pigeon peas
1981,Bahamas,550,tonnes,Pigeon peas
1982,Bahamas,580,tonnes,Pigeon peas
1983,Bahamas,620,tonnes,Pigeon peas
1984,Bahamas,640,tonnes,Pigeon peas
1985,Bahamas,650,tonnes,Pigeon peas
1986,Bahamas,650,tonnes,Pigeon peas
1987,Bahamas,660,tonnes,Pigeon peas
1988,Bahamas,660,tonnes,Pigeon peas
1989,Bahamas,630,tonnes,Pigeon peas
1990,Bahamas,600,tonnes,Pigeon peas
1991,Bahamas,500,tonnes,Pigeon peas
1992,Bahamas,400,tonnes,Pigeon peas
1993,Bahamas,300,tonnes,Pigeon peas
1994,Bahamas,139,tonnes,Pigeon peas
1995,Bahamas,140,tonnes,Pigeon peas
1996,Bahamas,147,tonnes,Pigeon peas
1997,Bahamas,144,tonnes,Pigeon peas
1998,Bahamas,141,tonnes,Pigeon peas
1999,Bahamas,130,tonnes,Pigeon peas
2000,Bahamas,115,tonnes,Pigeon peas
2001,Bahamas,110,tonnes,Pigeon peas
2002,Bahamas,115,tonnes,Pigeon peas
2003,Bahamas,120,tonnes,Pigeon peas
2004,Bahamas,125,tonnes,Pigeon peas
2005,Bahamas,128,tonnes,Pigeon peas
2006,Bahamas,130,tonnes,Pigeon peas
2007,Bahamas,135,tonnes,Pigeon peas
2008,Bahamas,147,tonnes,Pigeon peas
2009,Bahamas,159,tonnes,Pigeon peas
2010,Bahamas,172,tonnes,Pigeon peas
2011,Bahamas,174,tonnes,Pigeon peas
2012,Bahamas,176,tonnes,Pigeon peas
2013,Bahamas,180,tonnes,Pigeon peas
2014,Bahamas,184,tonnes,Pigeon peas
2015,Bahamas,183,tonnes,Pigeon peas
2016,Bahamas,193,tonnes,Pigeon peas
2017,Bahamas,198,tonnes,Pigeon peas
2018,Bahamas,203,tonnes,Pigeon peas
2019,Bahamas,208,tonnes,Pigeon peas
1961,Barbados,400,tonnes,Pulses nes
1962,Barbados,400,tonnes,Pulses nes
1963,Barbados,400,tonnes,Pulses nes
1964,Barbados,300,tonnes,Pulses nes
1965,Barbados,350,tonnes,Pulses nes
1966,Barbados,318,tonnes,Pulses nes
1967,Barbados,450,tonnes,Pulses nes
1968,Barbados,570,tonnes,Pulses nes
1969,Barbados,628,tonnes,Pulses nes
1970,Barbados,650,tonnes,Pulses nes
1971,Barbados,708,tonnes,Pulses nes
1972,Barbados,730,tonnes,Pulses nes
1973,Barbados,770,tonnes,Pulses nes
1974,Barbados,700,tonnes,Pulses nes
1975,Barbados,710,tonnes,Pulses nes
1976,Barbados,720,tonnes,Pulses nes
1977,Barbados,740,tonnes,Pulses nes
1978,Barbados,760,tonnes,Pulses nes
1979,Barbados,760,tonnes,Pulses nes
1980,Barbados,770,tonnes,Pulses nes
1981,Barbados,780,tonnes,Pulses nes
1982,Barbados,800,tonnes,Pulses nes
1983,Barbados,820,tonnes,Pulses nes
1984,Barbados,830,tonnes,Pulses nes
1985,Barbados,830,tonnes,Pulses nes
1986,Barbados,830,tonnes,Pulses nes
1987,Barbados,840,tonnes,Pulses nes
1988,Barbados,840,tonnes,Pulses nes
1989,Barbados,840,tonnes,Pulses nes
1990,Barbados,860,tonnes,Pulses nes
1991,Barbados,860,tonnes,Pulses nes
1992,Barbados,840,tonnes,Pulses nes
1993,Barbados,840,tonnes,Pulses nes
1994,Barbados,840,tonnes,Pulses nes
1995,Barbados,840,tonnes,Pulses nes
1996,Barbados,840,tonnes,Pulses nes
1997,Barbados,840,tonnes,Pulses nes
1998,Barbados,840,tonnes,Pulses nes
1999,Barbados,770,tonnes,Pulses nes
2000,Barbados,770,tonnes,Pulses nes
2001,Barbados,770,tonnes,Pulses nes
2002,Barbados,775,tonnes,Pulses nes
2003,Barbados,790,tonnes,Pulses nes
2004,Barbados,815,tonnes,Pulses nes
2005,Barbados,830,tonnes,Pulses nes
2006,Barbados,880,tonnes,Pulses nes
2007,Barbados,900,tonnes,Pulses nes
2008,Barbados,950,tonnes,Pulses nes
2009,Barbados,1035,tonnes,Pulses nes
2010,Barbados,1196,tonnes,Pulses nes
2011,Barbados,1380,tonnes,Pulses nes
2012,Barbados,1600,tonnes,Pulses nes
2013,Barbados,1650,tonnes,Pulses nes
2014,Barbados,1600,tonnes,Pulses nes
2015,Barbados,1547,tonnes,Pulses nes
2016,Barbados,1959,tonnes,Pulses nes
2017,Barbados,2087,tonnes,Pulses nes
2018,Barbados,2210,tonnes,Pulses nes
2019,Barbados,2333,tonnes,Pulses nes
1961,Belize,,tonnes,"Peas, dry"
1962,Belize,,tonnes,"Peas, dry"
1963,Belize,,tonnes,"Peas, dry"
1964,Belize,,tonnes,"Peas, dry"
1965,Belize,,tonnes,"Peas, dry"
1966,Belize,,tonnes,"Peas, dry"
1967,Belize,,tonnes,"Peas, dry"
1968,Belize,,tonnes,"Peas, dry"
1969,Belize,,tonnes,"Peas, dry"
1970,Belize,,tonnes,"Peas, dry"
1971,Belize,,tonnes,"Peas, dry"
1972,Belize,,tonnes,"Peas, dry"
1973,Belize,,tonnes,"Peas, dry"
1974,Belize,,tonnes,"Peas, dry"
1975,Belize,,tonnes,"Peas, dry"
1976,Belize,,tonnes,"Peas, dry"
1977,Belize,,tonnes,"Peas, dry"
1978,Belize,,tonnes,"Peas, dry"
1979,Belize,,tonnes,"Peas, dry"
1980,Belize,,tonnes,"Peas, dry"
1981,Belize,,tonnes,"Peas, dry"
1982,Belize,,tonnes,"Peas, dry"
1983,Belize,,tonnes,"Peas, dry"
1984,Belize,,tonnes,"Peas, dry"
1985,Belize,,tonnes,"Peas, dry"
1986,Belize,,tonnes,"Peas, dry"
1987,Belize,,tonnes,"Peas, dry"
1988,Belize,,tonnes,"Peas, dry"
1989,Belize,,tonnes,"Peas, dry"
1990,Belize,,tonnes,"Peas, dry"
1991,Belize,,tonnes,"Peas, dry"
1992,Belize,,tonnes,"Peas, dry"
1993,Belize,150,tonnes,"Peas, dry"
1994,Belize,726,tonnes,"Peas, dry"
1995,Belize,2057,tonnes,"Peas, dry"
1996,Belize,1298,tonnes,"Peas, dry"
1997,Belize,1787,tonnes,"Peas, dry"
1998,Belize,1183,tonnes,"Peas, dry"
1999,Belize,2186,tonnes,"Peas, dry"
2000,Belize,2858,tonnes,"Peas, dry"
2001,Belize,3265,tonnes,"Peas, dry"
2002,Belize,3731,tonnes,"Peas, dry"
2003,Belize,3131,tonnes,"Peas, dry"
2004,Belize,2699,tonnes,"Peas, dry"
2005,Belize,2290,tonnes,"Peas, dry"
2006,Belize,2226,tonnes,"Peas, dry"
2007,Belize,2466,tonnes,"Peas, dry"
2008,Belize,3067,tonnes,"Peas, dry"
2009,Belize,3673,tonnes,"Peas, dry"
2010,Belize,2678,tonnes,"Peas, dry"
2011,Belize,3185,tonnes,"Peas, dry"
2012,Belize,2720,tonnes,"Peas, dry"
2013,Belize,2924,tonnes,"Peas, dry"
2014,Belize,2031,tonnes,"Peas, dry"
2015,Belize,2703,tonnes,"Peas, dry"
2016,Belize,4117,tonnes,"Peas, dry"
2017,Belize,1670,tonnes,"Peas, dry"
2018,Belize,1545,tonnes,"Peas, dry"
2019,Belize,2030,tonnes,"Peas, dry"
1961,Belize,,tonnes,"Peas, green"
1962,Belize,,tonnes,"Peas, green"
1963,Belize,,tonnes,"Peas, green"
1964,Belize,,tonnes,"Peas, green"
1965,Belize,,tonnes,"Peas, green"
1966,Belize,,tonnes,"Peas, green"
1967,Belize,,tonnes,"Peas, green"
1968,Belize,,tonnes,"Peas, green"
1969,Belize,,tonnes,"Peas, green"
1970,Belize,,tonnes,"Peas, green"
1971,Belize,,tonnes,"Peas, green"
1972,Belize,,tonnes,"Peas, green"
1973,Belize,,tonnes,"Peas, green"
1974,Belize,,tonnes,"Peas, green"
1975,Belize,,tonnes,"Peas, green"
1976,Belize,,tonnes,"Peas, green"
1977,Belize,,tonnes,"Peas, green"
1978,Belize,,tonnes,"Peas, green"
1979,Belize,,tonnes,"Peas, green"
1980,Belize,,tonnes,"Peas, green"
1981,Belize,,tonnes,"Peas, green"
1982,Belize,,tonnes,"Peas, green"
1983,Belize,,tonnes,"Peas, green"
1984,Belize,,tonnes,"Peas, green"
1985,Belize,,tonnes,"Peas, green"
1986,Belize,,tonnes,"Peas, green"
1987,Belize,,tonnes,"Peas, green"
1988,Belize,,tonnes,"Peas, green"
1989,Belize,,tonnes,"Peas, green"
1990,Belize,,tonnes,"Peas, green"
1991,Belize,,tonnes,"Peas, green"
1992,Belize,,tonnes,"Peas, green"
1993,Belize,,tonnes,"Peas, green"
1994,Belize,,tonnes,"Peas, green"
1995,Belize,,tonnes,"Peas, green"
1996,Belize,,tonnes,"Peas, green"
1997,Belize,,tonnes,"Peas, green"
1998,Belize,,tonnes,"Peas, green"
1999,Belize,,tonnes,"Peas, green"
2000,Belize,,tonnes,"Peas, green"
2001,Belize,,tonnes,"Peas, green"
2002,Belize,,tonnes,"Peas, green"
2003,Belize,,tonnes,"Peas, green"
2004,Belize,,tonnes,"Peas, green"
2005,Belize,,tonnes,"Peas, green"
2006,Belize,,tonnes,"Peas, green"
2007,Belize,,tonnes,"Peas, green"
2008,Belize,500,tonnes,"Peas, green"
2009,Belize,800,tonnes,"Peas, green"
2010,Belize,1500,tonnes,"Peas, green"
2011,Belize,3500,tonnes,"Peas, green"
2012,Belize,2000,tonnes,"Peas, green"
2013,Belize,2000,tonnes,"Peas, green"
2014,Belize,2270,tonnes,"Peas, green"
2015,Belize,2812,tonnes,"Peas, green"
2016,Belize,2737,tonnes,"Peas, green"
2017,Belize,2901,tonnes,"Peas, green"
2018,Belize,3065,tonnes,"Peas, green"
2019,Belize,3229,tonnes,"Peas, green"
1961,Bolivia (Plurinational State of),4000,tonnes,"Broad beans, horse beans, dry"
1962,Bolivia (Plurinational State of),4000,tonnes,"Broad beans, horse beans, dry"
1963,Bolivia (Plurinational State of),4000,tonnes,"Broad beans, horse beans, dry"
