Area.Code..FAO.,Nation,Item,Year,Value,Unit,Element,EmissionFactorTONco2e,ef_agactivity_vegetables_gg_ch4_ha
95,Honduras,"Onions, dry",1977,1666,tonnes,Production,0.18,299.88
95,Honduras,"Onions, dry",1978,1728,tonnes,Production,0.18,311.04
95,Honduras,"Onions, dry",1979,1287,tonnes,Production,0.18,231.66
95,Honduras,"Onions, dry",1980,2400,tonnes,Production,0.18,432
95,Honduras,"Onions, dry",1981,2800,tonnes,Production,0.18,504
95,Honduras,"Onions, dry",1982,2700,tonnes,Production,0.18,486
95,Honduras,"Onions, dry",1983,1891,tonnes,Production,0.18,340.38
95,Honduras,"Onions, dry",1984,4000,tonnes,Production,0.18,720
95,Honduras,"Onions, dry",1985,4300,tonnes,Production,0.18,774
95,Honduras,"Onions, dry",1986,4500,tonnes,Production,0.18,810
95,Honduras,"Onions, dry",1987,4500,tonnes,Production,0.18,810
95,Honduras,"Onions, dry",1988,5000,tonnes,Production,0.18,900
95,Honduras,"Onions, dry",1989,5545,tonnes,Production,0.18,998.1
95,Honduras,"Onions, dry",1990,5727,tonnes,Production,0.18,1030.86
95,Honduras,"Onions, dry",1991,5918,tonnes,Production,0.18,1065.24
95,Honduras,"Onions, dry",1992,8735,tonnes,Production,0.18,1572.3
95,Honduras,"Onions, dry",1993,6241,tonnes,Production,0.18,1123.38
95,Honduras,"Onions, dry",1994,7139,tonnes,Production,0.18,1285.02
95,Honduras,"Onions, dry",1995,7500,tonnes,Production,0.18,1350
95,Honduras,"Onions, dry",1996,8063,tonnes,Production,0.18,1451.34
95,Honduras,"Onions, dry",1997,8703,tonnes,Production,0.18,1566.54
95,Honduras,"Onions, dry",1998,9163,tonnes,Production,0.18,1649.34
95,Honduras,"Onions, dry",1999,9831,tonnes,Production,0.18,1769.58
95,Honduras,"Onions, dry",2000,10547,tonnes,Production,0.18,1898.46
95,Honduras,"Onions, dry",2001,11316,tonnes,Production,0.18,2036.88
95,Honduras,"Onions, dry",2002,15861,tonnes,Production,0.18,2854.98
95,Honduras,"Onions, dry",2003,16720,tonnes,Production,0.18,3009.6
95,Honduras,"Onions, dry",2004,17679,tonnes,Production,0.18,3182.22
95,Honduras,"Onions, dry",2005,18587,tonnes,Production,0.18,3345.66
95,Honduras,"Onions, dry",2006,18844,tonnes,Production,0.18,3391.92
95,Honduras,"Onions, dry",2007,21557,tonnes,Production,0.18,3880.26
95,Honduras,"Onions, dry",2008,21773,tonnes,Production,0.18,3919.14
95,Honduras,"Onions, dry",2009,13464,tonnes,Production,0.18,2423.52
95,Honduras,"Onions, dry",2010,16180,tonnes,Production,0.18,2912.4
95,Honduras,"Onions, dry",2011,13280,tonnes,Production,0.18,2390.4
95,Honduras,"Onions, dry",2012,12958,tonnes,Production,0.18,2332.44
95,Honduras,"Onions, dry",2013,13861,tonnes,Production,0.18,2494.98
95,Honduras,"Onions, dry",2014,16500,tonnes,Production,0.18,2970
95,Honduras,"Onions, dry",2015,13500,tonnes,Production,0.18,2430
95,Honduras,"Onions, dry",2016,15000,tonnes,Production,0.18,2700
95,Honduras,"Onions, dry",2017,15093,tonnes,Production,0.18,2716.74
95,Honduras,"Onions, dry",2018,14465,tonnes,Production,0.18,2603.7
95,Honduras,"Onions, dry",2019,13899,tonnes,Production,0.18,2501.82
109,Jamaica,Cabbages and other brassicas,1961,6096,tonnes,Production,0.32,1950.72
109,Jamaica,Cabbages and other brassicas,1962,6096,tonnes,Production,0.32,1950.72
109,Jamaica,Cabbages and other brassicas,1963,7498,tonnes,Production,0.32,2399.36
109,Jamaica,Cabbages and other brassicas,1964,7076,tonnes,Production,0.32,2264.32
109,Jamaica,Cabbages and other brassicas,1965,6096,tonnes,Production,0.32,1950.72
109,Jamaica,Cabbages and other brassicas,1966,5605,tonnes,Production,0.32,1793.6
109,Jamaica,Cabbages and other brassicas,1967,9875,tonnes,Production,0.32,3160
109,Jamaica,Cabbages and other brassicas,1968,6747,tonnes,Production,0.32,2159.04
109,Jamaica,Cabbages and other brassicas,1969,4759,tonnes,Production,0.32,1522.88
109,Jamaica,Cabbages and other brassicas,1970,7085,tonnes,Production,0.32,2267.2
109,Jamaica,Cabbages and other brassicas,1971,11014,tonnes,Production,0.32,3524.48
109,Jamaica,Cabbages and other brassicas,1972,9542,tonnes,Production,0.32,3053.44
109,Jamaica,Cabbages and other brassicas,1973,6985,tonnes,Production,0.32,2235.2
109,Jamaica,Cabbages and other brassicas,1974,12338,tonnes,Production,0.32,3948.16
109,Jamaica,Cabbages and other brassicas,1975,8085,tonnes,Production,0.32,2587.2
109,Jamaica,Cabbages and other brassicas,1976,15418,tonnes,Production,0.32,4933.76
109,Jamaica,Cabbages and other brassicas,1977,8877,tonnes,Production,0.32,2840.64
109,Jamaica,Cabbages and other brassicas,1978,12863,tonnes,Production,0.32,4116.16
109,Jamaica,Cabbages and other brassicas,1979,13786,tonnes,Production,0.32,4411.52
109,Jamaica,Cabbages and other brassicas,1980,14319,tonnes,Production,0.32,4582.08
109,Jamaica,Cabbages and other brassicas,1981,15747,tonnes,Production,0.32,5039.04
109,Jamaica,Cabbages and other brassicas,1982,16293,tonnes,Production,0.32,5213.76
109,Jamaica,Cabbages and other brassicas,1983,17152,tonnes,Production,0.32,5488.64
109,Jamaica,Cabbages and other brassicas,1984,17954,tonnes,Production,0.32,5745.28
109,Jamaica,Cabbages and other brassicas,1985,16123,tonnes,Production,0.32,5159.36
109,Jamaica,Cabbages and other brassicas,1986,15159,tonnes,Production,0.32,4850.88
109,Jamaica,Cabbages and other brassicas,1987,14195,tonnes,Production,0.32,4542.4
109,Jamaica,Cabbages and other brassicas,1988,13069,tonnes,Production,0.32,4182.08
109,Jamaica,Cabbages and other brassicas,1989,17412,tonnes,Production,0.32,5571.84
109,Jamaica,Cabbages and other brassicas,1990,17336,tonnes,Production,0.32,5547.52
109,Jamaica,Cabbages and other brassicas,1991,14999,tonnes,Production,0.32,4799.68
109,Jamaica,Cabbages and other brassicas,1992,14885,tonnes,Production,0.32,4763.2
109,Jamaica,Cabbages and other brassicas,1993,21647,tonnes,Production,0.32,6927.04
109,Jamaica,Cabbages and other brassicas,1994,24981,tonnes,Production,0.32,7993.92
109,Jamaica,Cabbages and other brassicas,1995,27446,tonnes,Production,0.32,8782.72
109,Jamaica,Cabbages and other brassicas,1996,32809,tonnes,Production,0.32,10498.88
109,Jamaica,Cabbages and other brassicas,1997,22515,tonnes,Production,0.32,7204.8
109,Jamaica,Cabbages and other brassicas,1998,23311,tonnes,Production,0.32,7459.52
109,Jamaica,Cabbages and other brassicas,1999,27156,tonnes,Production,0.32,8689.92
109,Jamaica,Cabbages and other brassicas,2000,19282,tonnes,Production,0.32,6170.24
109,Jamaica,Cabbages and other brassicas,2001,22475,tonnes,Production,0.32,7192
109,Jamaica,Cabbages and other brassicas,2002,19297,tonnes,Production,0.32,6175.04
109,Jamaica,Cabbages and other brassicas,2003,25859,tonnes,Production,0.32,8274.88
109,Jamaica,Cabbages and other brassicas,2004,22366,tonnes,Production,0.32,7157.12
109,Jamaica,Cabbages and other brassicas,2005,20222,tonnes,Production,0.32,6471.04
109,Jamaica,Cabbages and other brassicas,2006,25676,tonnes,Production,0.32,8216.32
109,Jamaica,Cabbages and other brassicas,2007,22110,tonnes,Production,0.32,7075.2
109,Jamaica,Cabbages and other brassicas,2008,20648,tonnes,Production,0.32,6607.36
109,Jamaica,Cabbages and other brassicas,2009,25896,tonnes,Production,0.32,8286.72
109,Jamaica,Cabbages and other brassicas,2010,24515,tonnes,Production,0.32,7844.8
109,Jamaica,Cabbages and other brassicas,2011,33046,tonnes,Production,0.32,10574.72
109,Jamaica,Cabbages and other brassicas,2012,32687,tonnes,Production,0.32,10459.84
109,Jamaica,Cabbages and other brassicas,2013,34584,tonnes,Production,0.32,11066.88
109,Jamaica,Cabbages and other brassicas,2014,31993,tonnes,Production,0.32,10237.76
109,Jamaica,Cabbages and other brassicas,2015,32210,tonnes,Production,0.32,10307.2
109,Jamaica,Cabbages and other brassicas,2016,37689,tonnes,Production,0.32,12060.48
109,Jamaica,Cabbages and other brassicas,2017,35818,tonnes,Production,0.32,11461.76
109,Jamaica,Cabbages and other brassicas,2018,39135,tonnes,Production,0.32,12523.2
109,Jamaica,Cabbages and other brassicas,2019,38392,tonnes,Production,0.32,12285.44
109,Jamaica,Lettuce and chicory,1961,1087,tonnes,Production,3.15,3424.05
109,Jamaica,Lettuce and chicory,1962,816,tonnes,Production,3.15,2570.4
109,Jamaica,Lettuce and chicory,1963,907,tonnes,Production,3.15,2857.05
109,Jamaica,Lettuce and chicory,1964,2134,tonnes,Production,3.15,6722.1
109,Jamaica,Lettuce and chicory,1965,3048,tonnes,Production,3.15,9601.2
109,Jamaica,Lettuce and chicory,1966,3048,tonnes,Production,3.15,9601.2
109,Jamaica,Lettuce and chicory,1967,2722,tonnes,Production,3.15,8574.3
109,Jamaica,Lettuce and chicory,1968,2370,tonnes,Production,3.15,7465.5
109,Jamaica,Lettuce and chicory,1969,1149,tonnes,Production,3.15,3619.35
109,Jamaica,Lettuce and chicory,1970,2148,tonnes,Production,3.15,6766.2
109,Jamaica,Lettuce and chicory,1971,4577,tonnes,Production,3.15,14417.55
109,Jamaica,Lettuce and chicory,1972,3918,tonnes,Production,3.15,12341.7
109,Jamaica,Lettuce and chicory,1973,3524,tonnes,Production,3.15,11100.6
109,Jamaica,Lettuce and chicory,1974,2342,tonnes,Production,3.15,7377.3
109,Jamaica,Lettuce and chicory,1975,2773,tonnes,Production,3.15,8734.95
109,Jamaica,Lettuce and chicory,1976,3824,tonnes,Production,3.15,12045.6
109,Jamaica,Lettuce and chicory,1977,1057,tonnes,Production,3.15,3329.55
109,Jamaica,Lettuce and chicory,1978,1156,tonnes,Production,3.15,3641.4
109,Jamaica,Lettuce and chicory,1979,1362,tonnes,Production,3.15,4290.3
109,Jamaica,Lettuce and chicory,1980,1119,tonnes,Production,3.15,3524.85
109,Jamaica,Lettuce and chicory,1981,1281,tonnes,Production,3.15,4035.15
109,Jamaica,Lettuce and chicory,1982,1484,tonnes,Production,3.15,4674.6
109,Jamaica,Lettuce and chicory,1983,2090,tonnes,Production,3.15,6583.5
109,Jamaica,Lettuce and chicory,1984,2081,tonnes,Production,3.15,6555.15
109,Jamaica,Lettuce and chicory,1985,2450,tonnes,Production,3.15,7717.5
109,Jamaica,Lettuce and chicory,1986,2101,tonnes,Production,3.15,6618.15
109,Jamaica,Lettuce and chicory,1987,2418,tonnes,Production,3.15,7616.7
109,Jamaica,Lettuce and chicory,1988,2249,tonnes,Production,3.15,7084.35
109,Jamaica,Lettuce and chicory,1989,3072,tonnes,Production,3.15,9676.8
109,Jamaica,Lettuce and chicory,1990,2355,tonnes,Production,3.15,7418.25
109,Jamaica,Lettuce and chicory,1991,3379,tonnes,Production,3.15,10643.85
109,Jamaica,Lettuce and chicory,1992,3873,tonnes,Production,3.15,12199.95
109,Jamaica,Lettuce and chicory,1993,3830,tonnes,Production,3.15,12064.5
109,Jamaica,Lettuce and chicory,1994,5056,tonnes,Production,3.15,15926.4
109,Jamaica,Lettuce and chicory,1995,6064,tonnes,Production,3.15,19101.6
109,Jamaica,Lettuce and chicory,1996,8435,tonnes,Production,3.15,26570.25
109,Jamaica,Lettuce and chicory,1997,6007,tonnes,Production,3.15,18922.05
109,Jamaica,Lettuce and chicory,1998,4635,tonnes,Production,3.15,14600.25
109,Jamaica,Lettuce and chicory,1999,5335,tonnes,Production,3.15,16805.25
109,Jamaica,Lettuce and chicory,2000,3257,tonnes,Production,3.15,10259.55
109,Jamaica,Lettuce and chicory,2001,4296,tonnes,Production,3.15,13532.4
109,Jamaica,Lettuce and chicory,2002,3574,tonnes,Production,3.15,11258.1
109,Jamaica,Lettuce and chicory,2003,4787,tonnes,Production,3.15,15079.05
109,Jamaica,Lettuce and chicory,2004,4891,tonnes,Production,3.15,15406.65
109,Jamaica,Lettuce and chicory,2005,4777,tonnes,Production,3.15,15047.55
109,Jamaica,Lettuce and chicory,2006,6405,tonnes,Production,3.15,20175.75
109,Jamaica,Lettuce and chicory,2007,6300,tonnes,Production,3.15,19845
109,Jamaica,Lettuce and chicory,2008,6011,tonnes,Production,3.15,18934.65
109,Jamaica,Lettuce and chicory,2009,7325,tonnes,Production,3.15,23073.75
109,Jamaica,Lettuce and chicory,2010,7203,tonnes,Production,3.15,22689.45
109,Jamaica,Lettuce and chicory,2011,11185,tonnes,Production,3.15,35232.75
109,Jamaica,Lettuce and chicory,2012,10372,tonnes,Production,3.15,32671.8
109,Jamaica,Lettuce and chicory,2013,11368,tonnes,Production,3.15,35809.2
109,Jamaica,Lettuce and chicory,2014,11299,tonnes,Production,3.15,35591.85
109,Jamaica,Lettuce and chicory,2015,11452,tonnes,Production,3.15,36073.8
109,Jamaica,Lettuce and chicory,2016,14126,tonnes,Production,3.15,44496.9
109,Jamaica,Lettuce and chicory,2017,13313,tonnes,Production,3.15,41935.95
109,Jamaica,Lettuce and chicory,2018,15630,tonnes,Production,3.15,49234.5
109,Jamaica,Lettuce and chicory,2019,14821,tonnes,Production,3.15,46686.15
109,Jamaica,Spinach,1961,1334,tonnes,Production,0.54,720.36
109,Jamaica,Spinach,1962,862,tonnes,Production,0.54,465.48
109,Jamaica,Spinach,1963,1334,tonnes,Production,0.54,720.36
109,Jamaica,Spinach,1964,1334,tonnes,Production,0.54,720.36
109,Jamaica,Spinach,1965,1334,tonnes,Production,0.54,720.36
109,Jamaica,Spinach,1966,1334,tonnes,Production,0.54,720.36
109,Jamaica,Spinach,1967,1089,tonnes,Production,0.54,588.06
109,Jamaica,Spinach,1968,998,tonnes,Production,0.54,538.92
109,Jamaica,Spinach,1969,998,tonnes,Production,0.54,538.92
109,Jamaica,Spinach,1970,998,tonnes,Production,0.54,538.92
109,Jamaica,Spinach,1971,998,tonnes,Production,0.54,538.92
109,Jamaica,Spinach,1972,1043,tonnes,Production,0.54,563.22
109,Jamaica,Spinach,1973,1089,tonnes,Production,0.54,588.06
109,Jamaica,Spinach,1974,1089,tonnes,Production,0.54,588.06
109,Jamaica,Spinach,1975,1089,tonnes,Production,0.54,588.06
109,Jamaica,Spinach,1976,1100,tonnes,Production,0.54,594
109,Jamaica,Spinach,1977,1100,tonnes,Production,0.54,594
109,Jamaica,Spinach,1978,1200,tonnes,Production,0.54,648
109,Jamaica,Spinach,1979,11304,tonnes,Production,0.54,6104.16
109,Jamaica,Spinach,1980,13921,tonnes,Production,0.54,7517.34
109,Jamaica,Spinach,1981,12201,tonnes,Production,0.54,6588.54
109,Jamaica,Spinach,1982,10384,tonnes,Production,0.54,5607.36
109,Jamaica,Spinach,1983,10208,tonnes,Production,0.54,5512.32
109,Jamaica,Spinach,1984,11776,tonnes,Production,0.54,6359.04
109,Jamaica,Spinach,1985,11088,tonnes,Production,0.54,5987.52
109,Jamaica,Spinach,1986,10822,tonnes,Production,0.54,5843.88
109,Jamaica,Spinach,1987,9778,tonnes,Production,0.54,5280.12
109,Jamaica,Spinach,1988,9178,tonnes,Production,0.54,4956.12
109,Jamaica,Spinach,1989,10536,tonnes,Production,0.54,5689.44
109,Jamaica,Spinach,1990,12500,tonnes,Production,0.54,6750
109,Jamaica,Spinach,1991,14000,tonnes,Production,0.54,7560
109,Jamaica,Spinach,1992,15500,tonnes,Production,0.54,8370
109,Jamaica,Spinach,1993,17000,tonnes,Production,0.54,9180
109,Jamaica,Spinach,1994,17941,tonnes,Production,0.54,9688.14
109,Jamaica,Spinach,1995,17796,tonnes,Production,0.54,9609.84
109,Jamaica,Spinach,1996,17941,tonnes,Production,0.54,9688.14
109,Jamaica,Spinach,1997,13513,tonnes,Production,0.54,7297.02
109,Jamaica,Spinach,1998,14024,tonnes,Production,0.54,7572.96
109,Jamaica,Spinach,1999,14425,tonnes,Production,0.54,7789.5
109,Jamaica,Spinach,2000,11937,tonnes,Production,0.54,6445.98
109,Jamaica,Spinach,2001,12964,tonnes,Production,0.54,7000.56
109,Jamaica,Spinach,2002,11342,tonnes,Production,0.54,6124.68
109,Jamaica,Spinach,2003,13668,tonnes,Production,0.54,7380.72
109,Jamaica,Spinach,2004,11535,tonnes,Production,0.54,6228.9
109,Jamaica,Spinach,2005,11845,tonnes,Production,0.54,6396.3
109,Jamaica,Spinach,2006,13708,tonnes,Production,0.54,7402.32
109,Jamaica,Spinach,2007,12192,tonnes,Production,0.54,6583.68
109,Jamaica,Spinach,2008,11184,tonnes,Production,0.54,6039.36
109,Jamaica,Spinach,2009,12938,tonnes,Production,0.54,6986.52
109,Jamaica,Spinach,2010,12886,tonnes,Production,0.54,6958.44
109,Jamaica,Spinach,2011,15693,tonnes,Production,0.54,8474.22
109,Jamaica,Spinach,2012,16607,tonnes,Production,0.54,8967.78
109,Jamaica,Spinach,2013,15840,tonnes,Production,0.54,8553.6
109,Jamaica,Spinach,2014,14472,tonnes,Production,0.54,7814.88
109,Jamaica,Spinach,2015,13959,tonnes,Production,0.54,7537.86
109,Jamaica,Spinach,2016,16490,tonnes,Production,0.54,8904.6
109,Jamaica,Spinach,2017,16338,tonnes,Production,0.54,8822.52
109,Jamaica,Spinach,2018,17025,tonnes,Production,0.54,9193.5
109,Jamaica,Spinach,2019,16710,tonnes,Production,0.54,9023.4
109,Jamaica,Tomatoes,1961,1588,tonnes,Production,0.46,730.48
109,Jamaica,Tomatoes,1962,1361,tonnes,Production,0.46,626.06
109,Jamaica,Tomatoes,1963,2268,tonnes,Production,0.46,1043.28
109,Jamaica,Tomatoes,1964,3726,tonnes,Production,0.46,1713.96
109,Jamaica,Tomatoes,1965,4480,tonnes,Production,0.46,2060.8
109,Jamaica,Tomatoes,1966,6078,tonnes,Production,0.46,2795.88
109,Jamaica,Tomatoes,1967,5686,tonnes,Production,0.46,2615.56
109,Jamaica,Tomatoes,1968,5296,tonnes,Production,0.46,2436.16
109,Jamaica,Tomatoes,1969,4680,tonnes,Production,0.46,2152.8
109,Jamaica,Tomatoes,1970,6554,tonnes,Production,0.46,3014.84
109,Jamaica,Tomatoes,1971,9149,tonnes,Production,0.46,4208.54
109,Jamaica,Tomatoes,1972,8230,tonnes,Production,0.46,3785.8
109,Jamaica,Tomatoes,1973,8818,tonnes,Production,0.46,4056.28
109,Jamaica,Tomatoes,1974,8579,tonnes,Production,0.46,3946.34
109,Jamaica,Tomatoes,1975,8505,tonnes,Production,0.46,3912.3
109,Jamaica,Tomatoes,1976,11966,tonnes,Production,0.46,5504.36
109,Jamaica,Tomatoes,1977,16891,tonnes,Production,0.46,7769.86
109,Jamaica,Tomatoes,1978,17393,tonnes,Production,0.46,8000.78
109,Jamaica,Tomatoes,1979,20798,tonnes,Production,0.46,9567.08
109,Jamaica,Tomatoes,1980,23168,tonnes,Production,0.46,10657.28
109,Jamaica,Tomatoes,1981,22535,tonnes,Production,0.46,10366.1
109,Jamaica,Tomatoes,1982,17031,tonnes,Production,0.46,7834.26
109,Jamaica,Tomatoes,1983,19161,tonnes,Production,0.46,8814.06
109,Jamaica,Tomatoes,1984,29539,tonnes,Production,0.46,13587.94
109,Jamaica,Tomatoes,1985,19500,tonnes,Production,0.46,8970
109,Jamaica,Tomatoes,1986,16457,tonnes,Production,0.46,7570.22
109,Jamaica,Tomatoes,1987,15965,tonnes,Production,0.46,7343.9
109,Jamaica,Tomatoes,1988,12957,tonnes,Production,0.46,5960.22
109,Jamaica,Tomatoes,1989,15269,tonnes,Production,0.46,7023.74
109,Jamaica,Tomatoes,1990,14261,tonnes,Production,0.46,6560.06
109,Jamaica,Tomatoes,1991,10936,tonnes,Production,0.46,5030.56
109,Jamaica,Tomatoes,1992,14068,tonnes,Production,0.46,6471.28
109,Jamaica,Tomatoes,1993,17398,tonnes,Production,0.46,8003.08
109,Jamaica,Tomatoes,1994,20133,tonnes,Production,0.46,9261.18
109,Jamaica,Tomatoes,1995,21211,tonnes,Production,0.46,9757.06
109,Jamaica,Tomatoes,1996,24114,tonnes,Production,0.46,11092.44
109,Jamaica,Tomatoes,1997,17235,tonnes,Production,0.46,7928.1
109,Jamaica,Tomatoes,1998,17730,tonnes,Production,0.46,8155.8
109,Jamaica,Tomatoes,1999,21561,tonnes,Production,0.46,9918.06
109,Jamaica,Tomatoes,2000,20941,tonnes,Production,0.46,9632.86
109,Jamaica,Tomatoes,2001,24129,tonnes,Production,0.46,11099.34
109,Jamaica,Tomatoes,2002,19395,tonnes,Production,0.46,8921.7
109,Jamaica,Tomatoes,2003,25025,tonnes,Production,0.46,11511.5
109,Jamaica,Tomatoes,2004,18654,tonnes,Production,0.46,8580.84
109,Jamaica,Tomatoes,2005,20434,tonnes,Production,0.46,9399.64
109,Jamaica,Tomatoes,2006,23090,tonnes,Production,0.46,10621.4
109,Jamaica,Tomatoes,2007,19576,tonnes,Production,0.46,9004.96
109,Jamaica,Tomatoes,2008,19387,tonnes,Production,0.46,8918.02
109,Jamaica,Tomatoes,2009,21190,tonnes,Production,0.46,9747.4
109,Jamaica,Tomatoes,2010,19006,tonnes,Production,0.46,8742.76
109,Jamaica,Tomatoes,2011,26950,tonnes,Production,0.46,12397
109,Jamaica,Tomatoes,2012,26526,tonnes,Production,0.46,12201.96
109,Jamaica,Tomatoes,2013,29128,tonnes,Production,0.46,13398.88
109,Jamaica,Tomatoes,2014,25238,tonnes,Production,0.46,11609.48
109,Jamaica,Tomatoes,2015,23890,tonnes,Production,0.46,10989.4
109,Jamaica,Tomatoes,2016,31427,tonnes,Production,0.46,14456.42
109,Jamaica,Tomatoes,2017,27545,tonnes,Production,0.46,12670.7
109,Jamaica,Tomatoes,2018,30450,tonnes,Production,0.46,14007
109,Jamaica,Tomatoes,2019,28270,tonnes,Production,0.46,13004.2
109,Jamaica,Cauliflowers and broccoli,1961,202,tonnes,Production,0.35,70.7
109,Jamaica,Cauliflowers and broccoli,1962,227,tonnes,Production,0.35,79.45
109,Jamaica,Cauliflowers and broccoli,1963,227,tonnes,Production,0.35,79.45
109,Jamaica,Cauliflowers and broccoli,1964,124,tonnes,Production,0.35,43.4
109,Jamaica,Cauliflowers and broccoli,1965,142,tonnes,Production,0.35,49.7
109,Jamaica,Cauliflowers and broccoli,1966,262,tonnes,Production,0.35,91.7
109,Jamaica,Cauliflowers and broccoli,1967,223,tonnes,Production,0.35,78.05
109,Jamaica,Cauliflowers and broccoli,1968,115,tonnes,Production,0.35,40.25
109,Jamaica,Cauliflowers and broccoli,1969,48,tonnes,Production,0.35,16.8
109,Jamaica,Cauliflowers and broccoli,1970,130,tonnes,Production,0.35,45.5
109,Jamaica,Cauliflowers and broccoli,1971,143,tonnes,Production,0.35,50.05
109,Jamaica,Cauliflowers and broccoli,1972,128,tonnes,Production,0.35,44.8
109,Jamaica,Cauliflowers and broccoli,1973,105,tonnes,Production,0.35,36.75
109,Jamaica,Cauliflowers and broccoli,1974,88,tonnes,Production,0.35,30.8
109,Jamaica,Cauliflowers and broccoli,1975,54,tonnes,Production,0.35,18.9
109,Jamaica,Cauliflowers and broccoli,1976,68,tonnes,Production,0.35,23.8
109,Jamaica,Cauliflowers and broccoli,1977,33,tonnes,Production,0.35,11.55
109,Jamaica,Cauliflowers and broccoli,1978,32,tonnes,Production,0.35,11.2
109,Jamaica,Cauliflowers and broccoli,1979,55,tonnes,Production,0.35,19.25
109,Jamaica,Cauliflowers and broccoli,1980,11,tonnes,Production,0.35,3.85
109,Jamaica,Cauliflowers and broccoli,1981,11,tonnes,Production,0.35,3.85
109,Jamaica,Cauliflowers and broccoli,1982,44,tonnes,Production,0.35,15.4
109,Jamaica,Cauliflowers and broccoli,1983,97,tonnes,Production,0.35,33.95
109,Jamaica,Cauliflowers and broccoli,1984,174,tonnes,Production,0.35,60.9
109,Jamaica,Cauliflowers and broccoli,1985,349,tonnes,Production,0.35,122.15
109,Jamaica,Cauliflowers and broccoli,1986,262,tonnes,Production,0.35,91.7
109,Jamaica,Cauliflowers and broccoli,1987,207,tonnes,Production,0.35,72.45
109,Jamaica,Cauliflowers and broccoli,1988,217,tonnes,Production,0.35,75.95
109,Jamaica,Cauliflowers and broccoli,1989,371,tonnes,Production,0.35,129.85
109,Jamaica,Cauliflowers and broccoli,1990,551,tonnes,Production,0.35,192.85
109,Jamaica,Cauliflowers and broccoli,1991,399,tonnes,Production,0.35,139.65
109,Jamaica,Cauliflowers and broccoli,1992,494,tonnes,Production,0.35,172.9
109,Jamaica,Cauliflowers and broccoli,1993,800,tonnes,Production,0.35,280
109,Jamaica,Cauliflowers and broccoli,1994,992,tonnes,Production,0.35,347.2
109,Jamaica,Cauliflowers and broccoli,1995,1278,tonnes,Production,0.35,447.3
109,Jamaica,Cauliflowers and broccoli,1996,999,tonnes,Production,0.35,349.65
109,Jamaica,Cauliflowers and broccoli,1997,777,tonnes,Production,0.35,271.95
109,Jamaica,Cauliflowers and broccoli,1998,818,tonnes,Production,0.35,286.3
109,Jamaica,Cauliflowers and broccoli,1999,1127,tonnes,Production,0.35,394.45
109,Jamaica,Cauliflowers and broccoli,2000,1308,tonnes,Production,0.35,457.8
109,Jamaica,Cauliflowers and broccoli,2001,1698,tonnes,Production,0.35,594.3
109,Jamaica,Cauliflowers and broccoli,2002,1587,tonnes,Production,0.35,555.45
109,Jamaica,Cauliflowers and broccoli,2003,1533,tonnes,Production,0.35,536.55
109,Jamaica,Cauliflowers and broccoli,2004,1209,tonnes,Production,0.35,423.15
109,Jamaica,Cauliflowers and broccoli,2005,1141,tonnes,Production,0.35,399.35
109,Jamaica,Cauliflowers and broccoli,2006,1545,tonnes,Production,0.35,540.75
109,Jamaica,Cauliflowers and broccoli,2007,2040,tonnes,Production,0.35,714
109,Jamaica,Cauliflowers and broccoli,2008,1679,tonnes,Production,0.35,587.65
109,Jamaica,Cauliflowers and broccoli,2009,1967,tonnes,Production,0.35,688.45
109,Jamaica,Cauliflowers and broccoli,2010,1434,tonnes,Production,0.35,501.9
109,Jamaica,Cauliflowers and broccoli,2011,2118,tonnes,Production,0.35,741.3
109,Jamaica,Cauliflowers and broccoli,2012,2051,tonnes,Production,0.35,717.85
109,Jamaica,Cauliflowers and broccoli,2013,2212,tonnes,Production,0.35,774.2
109,Jamaica,Cauliflowers and broccoli,2014,1899,tonnes,Production,0.35,664.65
109,Jamaica,Cauliflowers and broccoli,2015,1740,tonnes,Production,0.35,609
109,Jamaica,Cauliflowers and broccoli,2016,1897,tonnes,Production,0.35,663.95
109,Jamaica,Cauliflowers and broccoli,2017,1501,tonnes,Production,0.35,525.35
109,Jamaica,Cauliflowers and broccoli,2018,1523,tonnes,Production,0.35,533.05
109,Jamaica,Cauliflowers and broccoli,2019,1942,tonnes,Production,0.35,679.7
109,Jamaica,Eggplants (aubergines),1961,80,tonnes,Production,1.35,108
109,Jamaica,Eggplants (aubergines),1962,80,tonnes,Production,1.35,108
109,Jamaica,Eggplants (aubergines),1963,91,tonnes,Production,1.35,122.85
109,Jamaica,Eggplants (aubergines),1964,98,tonnes,Production,1.35,132.3
109,Jamaica,Eggplants (aubergines),1965,127,tonnes,Production,1.35,171.45
109,Jamaica,Eggplants (aubergines),1966,272,tonnes,Production,1.35,367.2
109,Jamaica,Eggplants (aubergines),1967,182,tonnes,Production,1.35,245.7
109,Jamaica,Eggplants (aubergines),1968,84,tonnes,Production,1.35,113.4
109,Jamaica,Eggplants (aubergines),1969,72,tonnes,Production,1.35,97.2
109,Jamaica,Eggplants (aubergines),1970,180,tonnes,Production,1.35,243
109,Jamaica,Eggplants (aubergines),1971,116,tonnes,Production,1.35,156.6
109,Jamaica,Eggplants (aubergines),1972,129,tonnes,Production,1.35,174.15
109,Jamaica,Eggplants (aubergines),1973,48,tonnes,Production,1.35,64.8
109,Jamaica,Eggplants (aubergines),1974,64,tonnes,Production,1.35,86.4
