Area.Code..FAO.,Nation,Item,Year,Value,Unit,Element,EmissionFactorTONco2e,ef_agactivity_nuts_gg_ch4_ha
138,Mexico,"Almonds, with shell",2006,58,tonnes,Production,1.74,100.92
138,Mexico,"Almonds, with shell",2007,61,tonnes,Production,1.74,106.14
138,Mexico,"Almonds, with shell",2008,60,tonnes,Production,1.74,104.4
138,Mexico,"Almonds, with shell",2009,59,tonnes,Production,1.74,102.66
138,Mexico,"Almonds, with shell",2010,58,tonnes,Production,1.74,100.92
138,Mexico,"Almonds, with shell",2011,57,tonnes,Production,1.74,99.18
138,Mexico,"Almonds, with shell",2012,56,tonnes,Production,1.74,97.44
138,Mexico,"Almonds, with shell",2013,55,tonnes,Production,1.74,95.7
138,Mexico,"Almonds, with shell",2014,47,tonnes,Production,1.74,81.78
138,Mexico,"Almonds, with shell",2015,46,tonnes,Production,1.74,80.04
138,Mexico,"Almonds, with shell",2016,45,tonnes,Production,1.74,78.3
138,Mexico,"Almonds, with shell",2017,42,tonnes,Production,1.74,73.08
138,Mexico,"Almonds, with shell",2018,40,tonnes,Production,1.74,69.6
138,Mexico,"Almonds, with shell",2019,38,tonnes,Production,1.74,66.12
138,Mexico,"Walnuts, with shell",1961,3481,tonnes,Production,1.62,5639.22
138,Mexico,"Walnuts, with shell",1962,2674,tonnes,Production,1.62,4331.88
138,Mexico,"Walnuts, with shell",1963,2978,tonnes,Production,1.62,4824.36
138,Mexico,"Walnuts, with shell",1964,3108,tonnes,Production,1.62,5034.96
138,Mexico,"Walnuts, with shell",1965,3818,tonnes,Production,1.62,6185.16
138,Mexico,"Walnuts, with shell",1966,4016,tonnes,Production,1.62,6505.92
138,Mexico,"Walnuts, with shell",1967,4396,tonnes,Production,1.62,7121.52
138,Mexico,"Walnuts, with shell",1968,5462,tonnes,Production,1.62,8848.44
138,Mexico,"Walnuts, with shell",1969,10387,tonnes,Production,1.62,16826.94
138,Mexico,"Walnuts, with shell",1970,7106,tonnes,Production,1.62,11511.72
138,Mexico,"Walnuts, with shell",1971,7170,tonnes,Production,1.62,11615.4
138,Mexico,"Walnuts, with shell",1972,6045,tonnes,Production,1.62,9792.9
138,Mexico,"Walnuts, with shell",1973,8004,tonnes,Production,1.62,12966.48
138,Mexico,"Walnuts, with shell",1974,6696,tonnes,Production,1.62,10847.52
138,Mexico,"Walnuts, with shell",1975,6017,tonnes,Production,1.62,9747.54
138,Mexico,"Walnuts, with shell",1976,4210,tonnes,Production,1.62,6820.2
138,Mexico,"Walnuts, with shell",1977,4566,tonnes,Production,1.62,7396.92
138,Mexico,"Walnuts, with shell",1978,4277,tonnes,Production,1.62,6928.74
138,Mexico,"Walnuts, with shell",1979,3628,tonnes,Production,1.62,5877.36
138,Mexico,"Walnuts, with shell",1980,3147,tonnes,Production,1.62,5098.14
138,Mexico,"Walnuts, with shell",1981,5985,tonnes,Production,1.62,9695.7
138,Mexico,"Walnuts, with shell",1982,6120,tonnes,Production,1.62,9914.4
138,Mexico,"Walnuts, with shell",1983,2691,tonnes,Production,1.62,4359.42
138,Mexico,"Walnuts, with shell",1984,6845,tonnes,Production,1.62,11088.9
138,Mexico,"Walnuts, with shell",1985,5922,tonnes,Production,1.62,9593.64
138,Mexico,"Walnuts, with shell",1986,11240,tonnes,Production,1.62,18208.8
138,Mexico,"Walnuts, with shell",1987,5700,tonnes,Production,1.62,9234
138,Mexico,"Walnuts, with shell",1988,4900,tonnes,Production,1.62,7938
138,Mexico,"Walnuts, with shell",1989,700,tonnes,Production,1.62,1134
138,Mexico,"Walnuts, with shell",1990,1000,tonnes,Production,1.62,1620
138,Mexico,"Walnuts, with shell",1991,3600,tonnes,Production,1.62,5832
138,Mexico,"Walnuts, with shell",1992,2900,tonnes,Production,1.62,4698
138,Mexico,"Walnuts, with shell",1993,2800,tonnes,Production,1.62,4536
138,Mexico,"Walnuts, with shell",1994,3700,tonnes,Production,1.62,5994
138,Mexico,"Walnuts, with shell",1995,6000,tonnes,Production,1.62,9720
138,Mexico,"Walnuts, with shell",1996,6942,tonnes,Production,1.62,11246.04
138,Mexico,"Walnuts, with shell",1997,2947,tonnes,Production,1.62,4774.14
138,Mexico,"Walnuts, with shell",1998,55000,tonnes,Production,1.62,89100
138,Mexico,"Walnuts, with shell",1999,58000,tonnes,Production,1.62,93960
138,Mexico,"Walnuts, with shell",2000,60000,tonnes,Production,1.62,97200
138,Mexico,"Walnuts, with shell",2001,65000,tonnes,Production,1.62,105300
138,Mexico,"Walnuts, with shell",2002,70000,tonnes,Production,1.62,113400
138,Mexico,"Walnuts, with shell",2003,71951,tonnes,Production,1.62,116560.62
138,Mexico,"Walnuts, with shell",2004,81499,tonnes,Production,1.62,132028.38
138,Mexico,"Walnuts, with shell",2005,79871,tonnes,Production,1.62,129391.02
138,Mexico,"Walnuts, with shell",2006,68359,tonnes,Production,1.62,110741.58
138,Mexico,"Walnuts, with shell",2007,79162,tonnes,Production,1.62,128242.44
138,Mexico,"Walnuts, with shell",2008,79770,tonnes,Production,1.62,129227.4
138,Mexico,"Walnuts, with shell",2009,115350,tonnes,Production,1.62,186867
138,Mexico,"Walnuts, with shell",2010,76627,tonnes,Production,1.62,124135.74
138,Mexico,"Walnuts, with shell",2011,96476,tonnes,Production,1.62,156291.12
138,Mexico,"Walnuts, with shell",2012,110605,tonnes,Production,1.62,179180.1
138,Mexico,"Walnuts, with shell",2013,106945,tonnes,Production,1.62,173250.9
138,Mexico,"Walnuts, with shell",2014,125758,tonnes,Production,1.62,203727.96
138,Mexico,"Walnuts, with shell",2015,122714,tonnes,Production,1.62,198796.68
138,Mexico,"Walnuts, with shell",2016,141818,tonnes,Production,1.62,229745.16
138,Mexico,"Walnuts, with shell",2017,147198,tonnes,Production,1.62,238460.76
138,Mexico,"Walnuts, with shell",2018,159535,tonnes,Production,1.62,258446.7
138,Mexico,"Walnuts, with shell",2019,171368,tonnes,Production,1.62,277616.16
138,Mexico,Pistachios,1984,2,tonnes,Production,1.53,3.06
138,Mexico,Pistachios,1985,13,tonnes,Production,1.53,19.89
138,Mexico,Pistachios,1986,24,tonnes,Production,1.53,36.72
138,Mexico,Pistachios,1990,0,tonnes,Production,1.53,0
138,Mexico,Pistachios,1991,15,tonnes,Production,1.53,22.95
138,Mexico,Pistachios,1992,117,tonnes,Production,1.53,179.01
138,Mexico,Pistachios,1993,54,tonnes,Production,1.53,82.62
138,Mexico,Pistachios,1994,12,tonnes,Production,1.53,18.36
138,Mexico,Pistachios,1995,15,tonnes,Production,1.53,22.95
138,Mexico,Pistachios,1996,13,tonnes,Production,1.53,19.89
138,Mexico,Pistachios,1997,52,tonnes,Production,1.53,79.56
138,Mexico,Pistachios,1998,59,tonnes,Production,1.53,90.27
138,Mexico,Pistachios,1999,36,tonnes,Production,1.53,55.08
138,Mexico,Pistachios,2000,31,tonnes,Production,1.53,47.43
138,Mexico,Pistachios,2001,21,tonnes,Production,1.53,32.13
138,Mexico,Pistachios,2002,7,tonnes,Production,1.53,10.71
138,Mexico,Pistachios,2003,7,tonnes,Production,1.53,10.71
138,Mexico,Pistachios,2004,11,tonnes,Production,1.53,16.83
138,Mexico,Pistachios,2005,26,tonnes,Production,1.53,39.78
138,Mexico,Pistachios,2006,4,tonnes,Production,1.53,6.12
138,Mexico,Pistachios,2007,10,tonnes,Production,1.53,15.3
138,Mexico,Pistachios,2008,21,tonnes,Production,1.53,32.13
138,Mexico,Pistachios,2009,66,tonnes,Production,1.53,100.98
138,Mexico,Pistachios,2010,71,tonnes,Production,1.53,108.63
138,Mexico,Pistachios,2011,69,tonnes,Production,1.53,105.57
138,Mexico,Pistachios,2012,38,tonnes,Production,1.53,58.14
138,Mexico,Pistachios,2013,58,tonnes,Production,1.53,88.74
138,Mexico,Pistachios,2014,30,tonnes,Production,1.53,45.9
138,Mexico,Pistachios,2015,58,tonnes,Production,1.53,88.74
138,Mexico,Pistachios,2016,54,tonnes,Production,1.53,82.62
138,Mexico,Pistachios,2017,37,tonnes,Production,1.53,56.61
138,Mexico,Pistachios,2018,61,tonnes,Production,1.53,93.33
138,Mexico,Pistachios,2019,39,tonnes,Production,1.53,59.67
170,Peru,"Cashew nuts, with shell",1961,NA,tonnes,Production,1.55,NA
170,Peru,"Cashew nuts, with shell",1962,NA,tonnes,Production,1.55,NA
170,Peru,"Cashew nuts, with shell",1963,NA,tonnes,Production,1.55,NA
170,Peru,"Cashew nuts, with shell",1964,NA,tonnes,Production,1.55,NA
170,Peru,"Cashew nuts, with shell",1965,NA,tonnes,Production,1.55,NA
170,Peru,"Cashew nuts, with shell",1966,NA,tonnes,Production,1.55,NA
170,Peru,"Cashew nuts, with shell",1967,NA,tonnes,Production,1.55,NA
170,Peru,"Cashew nuts, with shell",1968,NA,tonnes,Production,1.55,NA
170,Peru,"Cashew nuts, with shell",1969,NA,tonnes,Production,1.55,NA
170,Peru,"Cashew nuts, with shell",1970,NA,tonnes,Production,1.55,NA
170,Peru,"Cashew nuts, with shell",1971,NA,tonnes,Production,1.55,NA
170,Peru,"Cashew nuts, with shell",1972,NA,tonnes,Production,1.55,NA
170,Peru,"Cashew nuts, with shell",1973,NA,tonnes,Production,1.55,NA
170,Peru,"Cashew nuts, with shell",1974,NA,tonnes,Production,1.55,NA
170,Peru,"Cashew nuts, with shell",1975,NA,tonnes,Production,1.55,NA
170,Peru,"Cashew nuts, with shell",1976,NA,tonnes,Production,1.55,NA
170,Peru,"Cashew nuts, with shell",1977,NA,tonnes,Production,1.55,NA
170,Peru,"Cashew nuts, with shell",1978,NA,tonnes,Production,1.55,NA
170,Peru,"Cashew nuts, with shell",1979,NA,tonnes,Production,1.55,NA
170,Peru,"Cashew nuts, with shell",1980,NA,tonnes,Production,1.55,NA
170,Peru,"Cashew nuts, with shell",1981,NA,tonnes,Production,1.55,NA
170,Peru,"Cashew nuts, with shell",1982,NA,tonnes,Production,1.55,NA
170,Peru,"Cashew nuts, with shell",1983,NA,tonnes,Production,1.55,NA
170,Peru,"Cashew nuts, with shell",1984,NA,tonnes,Production,1.55,NA
170,Peru,"Cashew nuts, with shell",1985,NA,tonnes,Production,1.55,NA
170,Peru,"Cashew nuts, with shell",1986,NA,tonnes,Production,1.55,NA
170,Peru,"Cashew nuts, with shell",1987,NA,tonnes,Production,1.55,NA
170,Peru,"Cashew nuts, with shell",1988,NA,tonnes,Production,1.55,NA
170,Peru,"Cashew nuts, with shell",1989,2650,tonnes,Production,1.55,4107.5
170,Peru,"Cashew nuts, with shell",1990,2700,tonnes,Production,1.55,4185
170,Peru,"Cashew nuts, with shell",1991,2350,tonnes,Production,1.55,3642.5
170,Peru,"Cashew nuts, with shell",1992,2585,tonnes,Production,1.55,4006.75
170,Peru,"Cashew nuts, with shell",1993,2600,tonnes,Production,1.55,4030
170,Peru,"Cashew nuts, with shell",1994,1525,tonnes,Production,1.55,2363.75
170,Peru,"Cashew nuts, with shell",1995,1662,tonnes,Production,1.55,2576.1
170,Peru,"Cashew nuts, with shell",1996,1613,tonnes,Production,1.55,2500.15
170,Peru,"Cashew nuts, with shell",1997,1150,tonnes,Production,1.55,1782.5
170,Peru,"Cashew nuts, with shell",1998,2220,tonnes,Production,1.55,3441
170,Peru,"Cashew nuts, with shell",1999,3265,tonnes,Production,1.55,5060.75
170,Peru,"Cashew nuts, with shell",2000,2717,tonnes,Production,1.55,4211.35
170,Peru,"Cashew nuts, with shell",2001,2465,tonnes,Production,1.55,3820.75
170,Peru,"Cashew nuts, with shell",2002,2142,tonnes,Production,1.55,3320.1
170,Peru,"Cashew nuts, with shell",2003,2173,tonnes,Production,1.55,3368.15
170,Peru,"Cashew nuts, with shell",2004,2408,tonnes,Production,1.55,3732.4
170,Peru,"Cashew nuts, with shell",2005,2213,tonnes,Production,1.55,3430.15
170,Peru,"Cashew nuts, with shell",2006,2250,tonnes,Production,1.55,3487.5
170,Peru,"Cashew nuts, with shell",2007,2350,tonnes,Production,1.55,3642.5
170,Peru,"Cashew nuts, with shell",2008,2350,tonnes,Production,1.55,3642.5
170,Peru,"Cashew nuts, with shell",2009,2535,tonnes,Production,1.55,3929.25
170,Peru,"Cashew nuts, with shell",2010,2124,tonnes,Production,1.55,3292.2
170,Peru,"Cashew nuts, with shell",2011,2588,tonnes,Production,1.55,4011.4
170,Peru,"Cashew nuts, with shell",2012,2706,tonnes,Production,1.55,4194.3
170,Peru,"Cashew nuts, with shell",2013,2778,tonnes,Production,1.55,4305.9
170,Peru,"Cashew nuts, with shell",2014,2757,tonnes,Production,1.55,4273.35
170,Peru,"Cashew nuts, with shell",2015,2556,tonnes,Production,1.55,3961.8
170,Peru,"Cashew nuts, with shell",2016,2663,tonnes,Production,1.55,4127.65
170,Peru,"Cashew nuts, with shell",2017,3248,tonnes,Production,1.55,5034.4
170,Peru,"Cashew nuts, with shell",2018,2668,tonnes,Production,1.55,4135.4
170,Peru,"Cashew nuts, with shell",2019,1699,tonnes,Production,1.55,2633.45
170,Peru,"Almonds, with shell",1999,NA,tonnes,Production,1.74,NA
170,Peru,"Almonds, with shell",2000,NA,tonnes,Production,1.74,NA
170,Peru,"Almonds, with shell",2001,NA,tonnes,Production,1.74,NA
170,Peru,"Almonds, with shell",2002,NA,tonnes,Production,1.74,NA
170,Peru,"Almonds, with shell",2003,NA,tonnes,Production,1.74,NA
170,Peru,"Almonds, with shell",2004,NA,tonnes,Production,1.74,NA
170,Peru,"Almonds, with shell",2005,NA,tonnes,Production,1.74,NA
170,Peru,"Almonds, with shell",2006,NA,tonnes,Production,1.74,NA
170,Peru,"Almonds, with shell",2007,NA,tonnes,Production,1.74,NA
170,Peru,"Almonds, with shell",2008,NA,tonnes,Production,1.74,NA
170,Peru,"Almonds, with shell",2009,NA,tonnes,Production,1.74,NA
170,Peru,"Almonds, with shell",2010,NA,tonnes,Production,1.74,NA
170,Peru,"Almonds, with shell",2011,NA,tonnes,Production,1.74,NA
170,Peru,"Almonds, with shell",2012,NA,tonnes,Production,1.74,NA
170,Peru,"Almonds, with shell",2013,NA,tonnes,Production,1.74,NA
170,Peru,"Almonds, with shell",2014,NA,tonnes,Production,1.74,NA
170,Peru,"Almonds, with shell",2015,NA,tonnes,Production,1.74,NA
170,Peru,"Almonds, with shell",2016,NA,tonnes,Production,1.74,NA
170,Peru,"Almonds, with shell",2017,NA,tonnes,Production,1.74,NA
170,Peru,"Almonds, with shell",2018,NA,tonnes,Production,1.74,NA
170,Peru,"Almonds, with shell",2019,NA,tonnes,Production,1.74,NA
170,Peru,"Walnuts, with shell",1961,NA,tonnes,Production,1.62,NA
170,Peru,"Walnuts, with shell",1962,NA,tonnes,Production,1.62,NA
170,Peru,"Walnuts, with shell",1963,NA,tonnes,Production,1.62,NA
170,Peru,"Walnuts, with shell",1964,NA,tonnes,Production,1.62,NA
170,Peru,"Walnuts, with shell",1965,NA,tonnes,Production,1.62,NA
170,Peru,"Walnuts, with shell",1966,NA,tonnes,Production,1.62,NA
170,Peru,"Walnuts, with shell",1967,NA,tonnes,Production,1.62,NA
170,Peru,"Walnuts, with shell",1968,NA,tonnes,Production,1.62,NA
170,Peru,"Walnuts, with shell",1969,NA,tonnes,Production,1.62,NA
170,Peru,"Walnuts, with shell",1970,NA,tonnes,Production,1.62,NA
170,Peru,"Walnuts, with shell",1971,NA,tonnes,Production,1.62,NA
170,Peru,"Walnuts, with shell",1972,NA,tonnes,Production,1.62,NA
170,Peru,"Walnuts, with shell",1973,NA,tonnes,Production,1.62,NA
170,Peru,"Walnuts, with shell",1974,NA,tonnes,Production,1.62,NA
170,Peru,"Walnuts, with shell",1975,NA,tonnes,Production,1.62,NA
170,Peru,"Walnuts, with shell",1976,NA,tonnes,Production,1.62,NA
170,Peru,"Walnuts, with shell",1977,NA,tonnes,Production,1.62,NA
170,Peru,"Walnuts, with shell",1978,NA,tonnes,Production,1.62,NA
170,Peru,"Walnuts, with shell",1979,NA,tonnes,Production,1.62,NA
170,Peru,"Walnuts, with shell",1980,1800,tonnes,Production,1.62,2916
170,Peru,"Walnuts, with shell",1981,800,tonnes,Production,1.62,1296
170,Peru,"Walnuts, with shell",1982,1500,tonnes,Production,1.62,2430
170,Peru,"Walnuts, with shell",1983,1800,tonnes,Production,1.62,2916
170,Peru,"Walnuts, with shell",1984,2000,tonnes,Production,1.62,3240
170,Peru,"Walnuts, with shell",1985,2100,tonnes,Production,1.62,3402
170,Peru,"Walnuts, with shell",1986,2400,tonnes,Production,1.62,3888
170,Peru,"Walnuts, with shell",1987,1800,tonnes,Production,1.62,2916
170,Peru,"Walnuts, with shell",1988,1300,tonnes,Production,1.62,2106
170,Peru,"Walnuts, with shell",1989,2000,tonnes,Production,1.62,3240
170,Peru,"Walnuts, with shell",1990,1800,tonnes,Production,1.62,2916
170,Peru,"Walnuts, with shell",1991,1300,tonnes,Production,1.62,2106
170,Peru,"Walnuts, with shell",1992,1289,tonnes,Production,1.62,2088.18
170,Peru,"Walnuts, with shell",1993,1382,tonnes,Production,1.62,2238.84
170,Peru,"Walnuts, with shell",1994,1600,tonnes,Production,1.62,2592
170,Peru,"Walnuts, with shell",1995,1800,tonnes,Production,1.62,2916
170,Peru,"Walnuts, with shell",1996,2100,tonnes,Production,1.62,3402
170,Peru,"Walnuts, with shell",1997,3000,tonnes,Production,1.62,4860
170,Peru,"Walnuts, with shell",1998,1500,tonnes,Production,1.62,2430
170,Peru,"Walnuts, with shell",1999,341,tonnes,Production,1.62,552.42
170,Peru,"Walnuts, with shell",2000,334,tonnes,Production,1.62,541.08
170,Peru,"Walnuts, with shell",2001,237,tonnes,Production,1.62,383.94
170,Peru,"Walnuts, with shell",2002,257,tonnes,Production,1.62,416.34
170,Peru,"Walnuts, with shell",2003,179,tonnes,Production,1.62,289.98
170,Peru,"Walnuts, with shell",2004,203,tonnes,Production,1.62,328.86
170,Peru,"Walnuts, with shell",2005,274,tonnes,Production,1.62,443.88
170,Peru,"Walnuts, with shell",2006,301,tonnes,Production,1.62,487.62
170,Peru,"Walnuts, with shell",2007,237,tonnes,Production,1.62,383.94
170,Peru,"Walnuts, with shell",2008,287,tonnes,Production,1.62,464.94
170,Peru,"Walnuts, with shell",2009,218,tonnes,Production,1.62,353.16
170,Peru,"Walnuts, with shell",2010,241,tonnes,Production,1.62,390.42
170,Peru,"Walnuts, with shell",2011,303,tonnes,Production,1.62,490.86
170,Peru,"Walnuts, with shell",2012,347,tonnes,Production,1.62,562.14
170,Peru,"Walnuts, with shell",2013,357,tonnes,Production,1.62,578.34
170,Peru,"Walnuts, with shell",2014,333,tonnes,Production,1.62,539.46
170,Peru,"Walnuts, with shell",2015,325,tonnes,Production,1.62,526.5
170,Peru,"Walnuts, with shell",2016,294,tonnes,Production,1.62,476.28
170,Peru,"Walnuts, with shell",2017,300,tonnes,Production,1.62,486
170,Peru,"Walnuts, with shell",2018,312,tonnes,Production,1.62,505.44
170,Peru,"Walnuts, with shell",2019,483,tonnes,Production,1.62,782.46
