Year,Nation,Production Quantity,Unit,Item
1999,Argentina,1213300,tonnes,Beer of barley
2000,Argentina,1209000,tonnes,Beer of barley
2001,Argentina,1239000,tonnes,Beer of barley
2002,Argentina,1199000,tonnes,Beer of barley
2003,Argentina,1295000,tonnes,Beer of barley
2004,Argentina,1280000,tonnes,Beer of barley
2005,Argentina,1370000,tonnes,Beer of barley
2006,Argentina,1400000,tonnes,Beer of barley
2007,Argentina,1450000,tonnes,Beer of barley
2008,Argentina,1715000,tonnes,Beer of barley
2009,Argentina,1720000,tonnes,Beer of barley
2010,Argentina,1750000,tonnes,Beer of barley
2011,Argentina,1700000,tonnes,Beer of barley
2012,Argentina,1670000,tonnes,Beer of barley
2013,Argentina,1860000,tonnes,Beer of barley
2014,Argentina,1650000,tonnes,Beer of barley
2015,Argentina,1680000,tonnes,Beer of barley
2016,Argentina,1800000,tonnes,Beer of barley
2017,Argentina,1885600,tonnes,Beer of barley
2018,Argentina,1914000,tonnes,Beer of barley
1961,Argentina,1476700,tonnes,Sorghum
1962,Argentina,1597600,tonnes,Sorghum
1963,Argentina,1175800,tonnes,Sorghum
1964,Argentina,1486500,tonnes,Sorghum
1965,Argentina,1058500,tonnes,Sorghum
1966,Argentina,2385900,tonnes,Sorghum
1967,Argentina,1617500,tonnes,Sorghum
1968,Argentina,2033300,tonnes,Sorghum
1969,Argentina,2615500,tonnes,Sorghum
1970,Argentina,4068400,tonnes,Sorghum
1971,Argentina,4784000,tonnes,Sorghum
1972,Argentina,2487900,tonnes,Sorghum
1973,Argentina,5147300,tonnes,Sorghum
1974,Argentina,6068600,tonnes,Sorghum
1975,Argentina,4937800,tonnes,Sorghum
1976,Argentina,5167300,tonnes,Sorghum
1977,Argentina,6730000,tonnes,Sorghum
1978,Argentina,7360000,tonnes,Sorghum
1979,Argentina,6297000,tonnes,Sorghum
1980,Argentina,2960000,tonnes,Sorghum
1981,Argentina,7550000,tonnes,Sorghum
1982,Argentina,8000000,tonnes,Sorghum
1983,Argentina,8100000,tonnes,Sorghum
1984,Argentina,6900000,tonnes,Sorghum
1985,Argentina,6200000,tonnes,Sorghum
1986,Argentina,4000000,tonnes,Sorghum
1987,Argentina,2996800,tonnes,Sorghum
1988,Argentina,3200000,tonnes,Sorghum
1989,Argentina,1500000,tonnes,Sorghum
1990,Argentina,2050000,tonnes,Sorghum
1991,Argentina,2252400,tonnes,Sorghum
1992,Argentina,2767000,tonnes,Sorghum
1993,Argentina,2859700,tonnes,Sorghum
1994,Argentina,2148000,tonnes,Sorghum
1995,Argentina,1649482,tonnes,Sorghum
1996,Argentina,2131720,tonnes,Sorghum
1997,Argentina,2499000,tonnes,Sorghum
1998,Argentina,3762335,tonnes,Sorghum
1999,Argentina,3221750,tonnes,Sorghum
2000,Argentina,3344493,tonnes,Sorghum
2001,Argentina,2908775,tonnes,Sorghum
2002,Argentina,2847225,tonnes,Sorghum
2003,Argentina,2684780,tonnes,Sorghum
2004,Argentina,2164953,tonnes,Sorghum
2005,Argentina,2894250,tonnes,Sorghum
2006,Argentina,2327865,tonnes,Sorghum
2007,Argentina,2794967,tonnes,Sorghum
2008,Argentina,2936840,tonnes,Sorghum
2009,Argentina,1471270,tonnes,Sorghum
2010,Argentina,3637427,tonnes,Sorghum
2011,Argentina,4458442,tonnes,Sorghum
2012,Argentina,4252310,tonnes,Sorghum
2013,Argentina,3635837,tonnes,Sorghum
2014,Argentina,3466410,tonnes,Sorghum
2015,Argentina,3098148,tonnes,Sorghum
2016,Argentina,3029330,tonnes,Sorghum
2017,Argentina,2526931,tonnes,Sorghum
2018,Argentina,1563445,tonnes,Sorghum
2019,Argentina,1601435,tonnes,Sorghum
1961,Argentina,5725000,tonnes,Wheat
1962,Argentina,5700000,tonnes,Wheat
1963,Argentina,8940000,tonnes,Wheat
1964,Argentina,11260000,tonnes,Wheat
1965,Argentina,6079000,tonnes,Wheat
1966,Argentina,6247000,tonnes,Wheat
1967,Argentina,7320000,tonnes,Wheat
1968,Argentina,5740000,tonnes,Wheat
1969,Argentina,7020000,tonnes,Wheat
1970,Argentina,4920000,tonnes,Wheat
1971,Argentina,5440000,tonnes,Wheat
1972,Argentina,7900000,tonnes,Wheat
1973,Argentina,6560000,tonnes,Wheat
1974,Argentina,5970000,tonnes,Wheat
1975,Argentina,8570000,tonnes,Wheat
1976,Argentina,11582000,tonnes,Wheat
1977,Argentina,5653100,tonnes,Wheat
1978,Argentina,8469400,tonnes,Wheat
1979,Argentina,8317800,tonnes,Wheat
1980,Argentina,7974700,tonnes,Wheat
1981,Argentina,8369600,tonnes,Wheat
1982,Argentina,15097700,tonnes,Wheat
1983,Argentina,13111400,tonnes,Wheat
1984,Argentina,13678600,tonnes,Wheat
1985,Argentina,8742800,tonnes,Wheat
1986,Argentina,8756500,tonnes,Wheat
1987,Argentina,9101200,tonnes,Wheat
1988,Argentina,8596900,tonnes,Wheat
1989,Argentina,10055700,tonnes,Wheat
1990,Argentina,10055700,tonnes,Wheat
1991,Argentina,11036600,tonnes,Wheat
1992,Argentina,9998500,tonnes,Wheat
1993,Argentina,9995900,tonnes,Wheat
1994,Argentina,9736500,tonnes,Wheat
1995,Argentina,11406460,tonnes,Wheat
1996,Argentina,9542315,tonnes,Wheat
1997,Argentina,16106700,tonnes,Wheat
1998,Argentina,15086820,tonnes,Wheat
1999,Argentina,12600600,tonnes,Wheat
2000,Argentina,15478660,tonnes,Wheat
2001,Argentina,16146620,tonnes,Wheat
2002,Argentina,15427820,tonnes,Wheat
2003,Argentina,12399040,tonnes,Wheat
2004,Argentina,14710175,tonnes,Wheat
2005,Argentina,16139170,tonnes,Wheat
2006,Argentina,12721976,tonnes,Wheat
2007,Argentina,14662945,tonnes,Wheat
2008,Argentina,16486532,tonnes,Wheat
2009,Argentina,8508156,tonnes,Wheat
2010,Argentina,9016373,tonnes,Wheat
2011,Argentina,16067929,tonnes,Wheat
2012,Argentina,14683475,tonnes,Wheat
2013,Argentina,8134409,tonnes,Wheat
2014,Argentina,9188339,tonnes,Wheat
2015,Argentina,13930078,tonnes,Wheat
2016,Argentina,11314952,tonnes,Wheat
2017,Argentina,18395106,tonnes,Wheat
2018,Argentina,18518045,tonnes,Wheat
2019,Argentina,19459727,tonnes,Wheat
1961,Barbados,1500,tonnes,Beer of barley
1962,Barbados,2600,tonnes,Beer of barley
1963,Barbados,3100,tonnes,Beer of barley
1964,Barbados,3350,tonnes,Beer of barley
1965,Barbados,3890,tonnes,Beer of barley
1966,Barbados,4816,tonnes,Beer of barley
1967,Barbados,4304,tonnes,Beer of barley
1968,Barbados,4330,tonnes,Beer of barley
1969,Barbados,4674,tonnes,Beer of barley
1970,Barbados,6143,tonnes,Beer of barley
1971,Barbados,6215,tonnes,Beer of barley
1972,Barbados,7950,tonnes,Beer of barley
1973,Barbados,8047,tonnes,Beer of barley
1974,Barbados,8410,tonnes,Beer of barley
1975,Barbados,7252,tonnes,Beer of barley
1976,Barbados,7267,tonnes,Beer of barley
1977,Barbados,8709,tonnes,Beer of barley
1978,Barbados,11139,tonnes,Beer of barley
1979,Barbados,8569,tonnes,Beer of barley
1980,Barbados,9890,tonnes,Beer of barley
1981,Barbados,10749,tonnes,Beer of barley
1982,Barbados,10341,tonnes,Beer of barley
1983,Barbados,10848,tonnes,Beer of barley
1984,Barbados,8702,tonnes,Beer of barley
1985,Barbados,8308,tonnes,Beer of barley
1986,Barbados,9546,tonnes,Beer of barley
1987,Barbados,10092,tonnes,Beer of barley
1988,Barbados,10410,tonnes,Beer of barley
1989,Barbados,11517,tonnes,Beer of barley
1990,Barbados,11713,tonnes,Beer of barley
1991,Barbados,11600,tonnes,Beer of barley
1992,Barbados,9324,tonnes,Beer of barley
1993,Barbados,11500,tonnes,Beer of barley
1994,Barbados,12000,tonnes,Beer of barley
1995,Barbados,7000,tonnes,Beer of barley
1996,Barbados,7591,tonnes,Beer of barley
1997,Barbados,7550,tonnes,Beer of barley
1998,Barbados,8698,tonnes,Beer of barley
1999,Barbados,7569,tonnes,Beer of barley
2000,Barbados,6863,tonnes,Beer of barley
2001,Barbados,6700,tonnes,Beer of barley
2002,Barbados,6800,tonnes,Beer of barley
2003,Barbados,7000,tonnes,Beer of barley
2004,Barbados,7000,tonnes,Beer of barley
2005,Barbados,7000,tonnes,Beer of barley
2006,Barbados,8000,tonnes,Beer of barley
2007,Barbados,8000,tonnes,Beer of barley
2008,Barbados,8000,tonnes,Beer of barley
2009,Barbados,8000,tonnes,Beer of barley
2010,Barbados,8000,tonnes,Beer of barley
2011,Barbados,8000,tonnes,Beer of barley
2012,Barbados,8000,tonnes,Beer of barley
2013,Barbados,8000,tonnes,Beer of barley
2014,Barbados,8000,tonnes,Beer of barley
2015,Barbados,8000,tonnes,Beer of barley
2016,Barbados,8000,tonnes,Beer of barley
2017,Barbados,8000,tonnes,Beer of barley
2018,Barbados,8000,tonnes,Beer of barley
1972,Belize,2000,tonnes,Beer of barley
1973,Belize,2382,tonnes,Beer of barley
1974,Belize,3386,tonnes,Beer of barley
1975,Belize,3668,tonnes,Beer of barley
1976,Belize,3696,tonnes,Beer of barley
1977,Belize,4132,tonnes,Beer of barley
1978,Belize,2925,tonnes,Beer of barley
1979,Belize,3135,tonnes,Beer of barley
1980,Belize,3132,tonnes,Beer of barley
1981,Belize,4041,tonnes,Beer of barley
1982,Belize,3719,tonnes,Beer of barley
1983,Belize,3865,tonnes,Beer of barley
1984,Belize,2864,tonnes,Beer of barley
1985,Belize,2728,tonnes,Beer of barley
1986,Belize,2473,tonnes,Beer of barley
1987,Belize,2582,tonnes,Beer of barley
1988,Belize,2909,tonnes,Beer of barley
1989,Belize,3200,tonnes,Beer of barley
1990,Belize,3787,tonnes,Beer of barley
1991,Belize,3787,tonnes,Beer of barley
1992,Belize,4319,tonnes,Beer of barley
1993,Belize,8500,tonnes,Beer of barley
1994,Belize,6800,tonnes,Beer of barley
1995,Belize,5890,tonnes,Beer of barley
1996,Belize,6150,tonnes,Beer of barley
1997,Belize,6610,tonnes,Beer of barley
1998,Belize,5100,tonnes,Beer of barley
1999,Belize,5785,tonnes,Beer of barley
2000,Belize,9350,tonnes,Beer of barley
2001,Belize,8150,tonnes,Beer of barley
2002,Belize,9100,tonnes,Beer of barley
2003,Belize,8500,tonnes,Beer of barley
2004,Belize,1140,tonnes,Beer of barley
2005,Belize,6430,tonnes,Beer of barley
2006,Belize,9750,tonnes,Beer of barley
2007,Belize,11250,tonnes,Beer of barley
2008,Belize,8700,tonnes,Beer of barley
2009,Belize,10280,tonnes,Beer of barley
2010,Belize,7980,tonnes,Beer of barley
2011,Belize,10800,tonnes,Beer of barley
2012,Belize,11200,tonnes,Beer of barley
2013,Belize,11300,tonnes,Beer of barley
2014,Belize,12000,tonnes,Beer of barley
2015,Belize,10230,tonnes,Beer of barley
2016,Belize,12195,tonnes,Beer of barley
2017,Belize,17289,tonnes,Beer of barley
2018,Belize,29656,tonnes,Beer of barley
1961,Belize,,tonnes,Sorghum
1962,Belize,,tonnes,Sorghum
1963,Belize,,tonnes,Sorghum
1964,Belize,,tonnes,Sorghum
1965,Belize,,tonnes,Sorghum
1966,Belize,,tonnes,Sorghum
1967,Belize,,tonnes,Sorghum
1968,Belize,,tonnes,Sorghum
1969,Belize,,tonnes,Sorghum
1970,Belize,,tonnes,Sorghum
1971,Belize,,tonnes,Sorghum
1972,Belize,,tonnes,Sorghum
1973,Belize,,tonnes,Sorghum
1974,Belize,,tonnes,Sorghum
1975,Belize,,tonnes,Sorghum
1976,Belize,,tonnes,Sorghum
1977,Belize,,tonnes,Sorghum
1978,Belize,,tonnes,Sorghum
1979,Belize,,tonnes,Sorghum
1980,Belize,,tonnes,Sorghum
1981,Belize,,tonnes,Sorghum
1982,Belize,,tonnes,Sorghum
1983,Belize,,tonnes,Sorghum
1984,Belize,,tonnes,Sorghum
1985,Belize,,tonnes,Sorghum
1986,Belize,,tonnes,Sorghum
1987,Belize,,tonnes,Sorghum
1988,Belize,,tonnes,Sorghum
1989,Belize,4764,tonnes,Sorghum
1990,Belize,6550,tonnes,Sorghum
1991,Belize,5405,tonnes,Sorghum
1992,Belize,4990,tonnes,Sorghum
1993,Belize,6707,tonnes,Sorghum
1994,Belize,4742,tonnes,Sorghum
1995,Belize,5431,tonnes,Sorghum
1996,Belize,6314,tonnes,Sorghum
1997,Belize,5788,tonnes,Sorghum
1998,Belize,5177,tonnes,Sorghum
1999,Belize,9042,tonnes,Sorghum
2000,Belize,6306,tonnes,Sorghum
2001,Belize,8411,tonnes,Sorghum
2002,Belize,12089,tonnes,Sorghum
2003,Belize,9154,tonnes,Sorghum
2004,Belize,8146,tonnes,Sorghum
2005,Belize,6759,tonnes,Sorghum
2006,Belize,4580,tonnes,Sorghum
2007,Belize,6855,tonnes,Sorghum
2008,Belize,10690,tonnes,Sorghum
2009,Belize,9326,tonnes,Sorghum
2010,Belize,19917,tonnes,Sorghum
2011,Belize,9981,tonnes,Sorghum
2012,Belize,15837,tonnes,Sorghum
2013,Belize,19503,tonnes,Sorghum
2014,Belize,9091,tonnes,Sorghum
2015,Belize,10594,tonnes,Sorghum
2016,Belize,9592,tonnes,Sorghum
2017,Belize,10089,tonnes,Sorghum
2018,Belize,8200,tonnes,Sorghum
2019,Belize,13165,tonnes,Sorghum
1961,Bolivia (Plurinational State of),59900,tonnes,Barley
1962,Bolivia (Plurinational State of),60500,tonnes,Barley
1963,Bolivia (Plurinational State of),63000,tonnes,Barley
1964,Bolivia (Plurinational State of),61600,tonnes,Barley
1965,Bolivia (Plurinational State of),60000,tonnes,Barley
1966,Bolivia (Plurinational State of),60000,tonnes,Barley
1967,Bolivia (Plurinational State of),56000,tonnes,Barley
1968,Bolivia (Plurinational State of),60100,tonnes,Barley
1969,Bolivia (Plurinational State of),61600,tonnes,Barley
1970,Bolivia (Plurinational State of),61500,tonnes,Barley
1971,Bolivia (Plurinational State of),65700,tonnes,Barley
1972,Bolivia (Plurinational State of),70100,tonnes,Barley
1973,Bolivia (Plurinational State of),72400,tonnes,Barley
1974,Bolivia (Plurinational State of),75121,tonnes,Barley
1975,Bolivia (Plurinational State of),79600,tonnes,Barley
1976,Bolivia (Plurinational State of),91770,tonnes,Barley
1977,Bolivia (Plurinational State of),59895,tonnes,Barley
1978,Bolivia (Plurinational State of),59145,tonnes,Barley
1979,Bolivia (Plurinational State of),52335,tonnes,Barley
1980,Bolivia (Plurinational State of),48555,tonnes,Barley
1981,Bolivia (Plurinational State of),56630,tonnes,Barley
1982,Bolivia (Plurinational State of),61300,tonnes,Barley
1983,Bolivia (Plurinational State of),29666,tonnes,Barley
1984,Bolivia (Plurinational State of),61410,tonnes,Barley
1985,Bolivia (Plurinational State of),75460,tonnes,Barley
1986,Bolivia (Plurinational State of),78070,tonnes,Barley
1987,Bolivia (Plurinational State of),78850,tonnes,Barley
1988,Bolivia (Plurinational State of),69010,tonnes,Barley
1989,Bolivia (Plurinational State of),57652,tonnes,Barley
1990,Bolivia (Plurinational State of),65064,tonnes,Barley
1991,Bolivia (Plurinational State of),50886,tonnes,Barley
1992,Bolivia (Plurinational State of),60700,tonnes,Barley
1993,Bolivia (Plurinational State of),64359,tonnes,Barley
1994,Bolivia (Plurinational State of),59308,tonnes,Barley
1995,Bolivia (Plurinational State of),58843,tonnes,Barley
1996,Bolivia (Plurinational State of),64189,tonnes,Barley
1997,Bolivia (Plurinational State of),57105,tonnes,Barley
1998,Bolivia (Plurinational State of),60069,tonnes,Barley
1999,Bolivia (Plurinational State of),65869,tonnes,Barley
2000,Bolivia (Plurinational State of),66550,tonnes,Barley
2001,Bolivia (Plurinational State of),68300,tonnes,Barley
2002,Bolivia (Plurinational State of),62204,tonnes,Barley
2003,Bolivia (Plurinational State of),69955,tonnes,Barley
2004,Bolivia (Plurinational State of),72636,tonnes,Barley
2005,Bolivia (Plurinational State of),73996,tonnes,Barley
2006,Bolivia (Plurinational State of),75226,tonnes,Barley
2007,Bolivia (Plurinational State of),72589,tonnes,Barley
2008,Bolivia (Plurinational State of),73228,tonnes,Barley
2009,Bolivia (Plurinational State of),47608,tonnes,Barley
2010,Bolivia (Plurinational State of),49314,tonnes,Barley
2011,Bolivia (Plurinational State of),50580,tonnes,Barley
2012,Bolivia (Plurinational State of),51877,tonnes,Barley
2013,Bolivia (Plurinational State of),45535,tonnes,Barley
2014,Bolivia (Plurinational State of),44798,tonnes,Barley
2015,Bolivia (Plurinational State of),51405,tonnes,Barley
2016,Bolivia (Plurinational State of),45996,tonnes,Barley
2017,Bolivia (Plurinational State of),45483,tonnes,Barley
2018,Bolivia (Plurinational State of),46620,tonnes,Barley
2019,Bolivia (Plurinational State of),47951,tonnes,Barley
1961,Bolivia (Plurinational State of),19900,tonnes,Beer of barley
1962,Bolivia (Plurinational State of),21600,tonnes,Beer of barley
1963,Bolivia (Plurinational State of),23500,tonnes,Beer of barley
1964,Bolivia (Plurinational State of),25700,tonnes,Beer of barley
1965,Bolivia (Plurinational State of),24900,tonnes,Beer of barley
1966,Bolivia (Plurinational State of),28700,tonnes,Beer of barley
1967,Bolivia (Plurinational State of),30200,tonnes,Beer of barley
1968,Bolivia (Plurinational State of),30600,tonnes,Beer of barley
1969,Bolivia (Plurinational State of),34100,tonnes,Beer of barley
1970,Bolivia (Plurinational State of),38100,tonnes,Beer of barley
1971,Bolivia (Plurinational State of),41200,tonnes,Beer of barley
1972,Bolivia (Plurinational State of),42600,tonnes,Beer of barley
1973,Bolivia (Plurinational State of),44200,tonnes,Beer of barley
1974,Bolivia (Plurinational State of),56300,tonnes,Beer of barley
1975,Bolivia (Plurinational State of),75200,tonnes,Beer of barley
1976,Bolivia (Plurinational State of),95670,tonnes,Beer of barley
1977,Bolivia (Plurinational State of),105770,tonnes,Beer of barley
1978,Bolivia (Plurinational State of),111606,tonnes,Beer of barley
1979,Bolivia (Plurinational State of),120000,tonnes,Beer of barley
1980,Bolivia (Plurinational State of),112788,tonnes,Beer of barley
1981,Bolivia (Plurinational State of),114134,tonnes,Beer of barley
1982,Bolivia (Plurinational State of),90189,tonnes,Beer of barley
1983,Bolivia (Plurinational State of),71788,tonnes,Beer of barley
1984,Bolivia (Plurinational State of),70147,tonnes,Beer of barley
1985,Bolivia (Plurinational State of),76800,tonnes,Beer of barley
1986,Bolivia (Plurinational State of),88700,tonnes,Beer of barley
1987,Bolivia (Plurinational State of),91800,tonnes,Beer of barley
1988,Bolivia (Plurinational State of),90300,tonnes,Beer of barley
1989,Bolivia (Plurinational State of),106000,tonnes,Beer of barley
1990,Bolivia (Plurinational State of),107000,tonnes,Beer of barley
1991,Bolivia (Plurinational State of),115000,tonnes,Beer of barley
1992,Bolivia (Plurinational State of),114000,tonnes,Beer of barley
1993,Bolivia (Plurinational State of),139700,tonnes,Beer of barley
1994,Bolivia (Plurinational State of),140900,tonnes,Beer of barley
1995,Bolivia (Plurinational State of),157100,tonnes,Beer of barley
1996,Bolivia (Plurinational State of),155000,tonnes,Beer of barley
1997,Bolivia (Plurinational State of),165000,tonnes,Beer of barley
1998,Bolivia (Plurinational State of),168621,tonnes,Beer of barley
1999,Bolivia (Plurinational State of),224000,tonnes,Beer of barley
2000,Bolivia (Plurinational State of),219500,tonnes,Beer of barley
2001,Bolivia (Plurinational State of),210000,tonnes,Beer of barley
2002,Bolivia (Plurinational State of),211000,tonnes,Beer of barley
2003,Bolivia (Plurinational State of),165368,tonnes,Beer of barley
2004,Bolivia (Plurinational State of),204246,tonnes,Beer of barley
2005,Bolivia (Plurinational State of),230568,tonnes,Beer of barley
2006,Bolivia (Plurinational State of),257260,tonnes,Beer of barley
2007,Bolivia (Plurinational State of),275000,tonnes,Beer of barley
2008,Bolivia (Plurinational State of),305000,tonnes,Beer of barley
2009,Bolivia (Plurinational State of),305000,tonnes,Beer of barley
2010,Bolivia (Plurinational State of),310642,tonnes,Beer of barley
2011,Bolivia (Plurinational State of),302960,tonnes,Beer of barley
2012,Bolivia (Plurinational State of),341741,tonnes,Beer of barley
2013,Bolivia (Plurinational State of),344489,tonnes,Beer of barley
2014,Bolivia (Plurinational State of),359767,tonnes,Beer of barley
2015,Bolivia (Plurinational State of),321740,tonnes,Beer of barley
2016,Bolivia (Plurinational State of),383008,tonnes,Beer of barley
2017,Bolivia (Plurinational State of),382000,tonnes,Beer of barley
2018,Bolivia (Plurinational State of),465000,tonnes,Beer of barley
1976,Bolivia (Plurinational State of),1000,tonnes,Sorghum
1977,Bolivia (Plurinational State of),3840,tonnes,Sorghum
1978,Bolivia (Plurinational State of),5300,tonnes,Sorghum
1979,Bolivia (Plurinational State of),13150,tonnes,Sorghum
1980,Bolivia (Plurinational State of),27720,tonnes,Sorghum
1981,Bolivia (Plurinational State of),21280,tonnes,Sorghum
1982,Bolivia (Plurinational State of),13000,tonnes,Sorghum
1983,Bolivia (Plurinational State of),4792,tonnes,Sorghum
1984,Bolivia (Plurinational State of),41411,tonnes,Sorghum
1985,Bolivia (Plurinational State of),68345,tonnes,Sorghum
1986,Bolivia (Plurinational State of),59300,tonnes,Sorghum
1987,Bolivia (Plurinational State of),34722,tonnes,Sorghum
1988,Bolivia (Plurinational State of),57140,tonnes,Sorghum
1989,Bolivia (Plurinational State of),77078,tonnes,Sorghum
1990,Bolivia (Plurinational State of),50720,tonnes,Sorghum
1991,Bolivia (Plurinational State of),47110,tonnes,Sorghum
1992,Bolivia (Plurinational State of),42405,tonnes,Sorghum
1993,Bolivia (Plurinational State of),120740,tonnes,Sorghum
1994,Bolivia (Plurinational State of),50003,tonnes,Sorghum
1995,Bolivia (Plurinational State of),104051,tonnes,Sorghum
1996,Bolivia (Plurinational State of),105050,tonnes,Sorghum
1997,Bolivia (Plurinational State of),76298,tonnes,Sorghum
1998,Bolivia (Plurinational State of),120795,tonnes,Sorghum
1999,Bolivia (Plurinational State of),148017,tonnes,Sorghum
2000,Bolivia (Plurinational State of),94521,tonnes,Sorghum
2001,Bolivia (Plurinational State of),104597,tonnes,Sorghum
2002,Bolivia (Plurinational State of),172257,tonnes,Sorghum
2003,Bolivia (Plurinational State of),131998,tonnes,Sorghum
2004,Bolivia (Plurinational State of),165275,tonnes,Sorghum
2005,Bolivia (Plurinational State of),203699,tonnes,Sorghum
2006,Bolivia (Plurinational State of),271001,tonnes,Sorghum
2007,Bolivia (Plurinational State of),336292,tonnes,Sorghum
2008,Bolivia (Plurinational State of),404446,tonnes,Sorghum
2009,Bolivia (Plurinational State of),503038,tonnes,Sorghum
2010,Bolivia (Plurinational State of),338397,tonnes,Sorghum
2011,Bolivia (Plurinational State of),360516,tonnes,Sorghum
2012,Bolivia (Plurinational State of),353208,tonnes,Sorghum
2013,Bolivia (Plurinational State of),820921,tonnes,Sorghum
2014,Bolivia (Plurinational State of),656494,tonnes,Sorghum
2015,Bolivia (Plurinational State of),858101,tonnes,Sorghum
2016,Bolivia (Plurinational State of),802518,tonnes,Sorghum
2017,Bolivia (Plurinational State of),556868,tonnes,Sorghum
2018,Bolivia (Plurinational State of),1023314,tonnes,Sorghum
2019,Bolivia (Plurinational State of),949039,tonnes,Sorghum
1961,Bolivia (Plurinational State of),45000,tonnes,Wheat
1962,Bolivia (Plurinational State of),40000,tonnes,Wheat
1963,Bolivia (Plurinational State of),55000,tonnes,Wheat
1964,Bolivia (Plurinational State of),57000,tonnes,Wheat
1965,Bolivia (Plurinational State of),55000,tonnes,Wheat
1966,Bolivia (Plurinational State of),41000,tonnes,Wheat
1967,Bolivia (Plurinational State of),27000,tonnes,Wheat
1968,Bolivia (Plurinational State of),45000,tonnes,Wheat
