Year,Nation,Production Quantity,Unit,Item
1975,Argentina,3269,tonnes,"Oil, maize"
1976,Argentina,3175,tonnes,"Oil, maize"
1977,Argentina,3891,tonnes,"Oil, maize"
1978,Argentina,3548,tonnes,"Oil, maize"
1979,Argentina,4069,tonnes,"Oil, maize"
1980,Argentina,6041,tonnes,"Oil, maize"
1981,Argentina,5049,tonnes,"Oil, maize"
1982,Argentina,5815,tonnes,"Oil, maize"
1983,Argentina,5656,tonnes,"Oil, maize"
1984,Argentina,10736,tonnes,"Oil, maize"
1985,Argentina,9437,tonnes,"Oil, maize"
1986,Argentina,8541,tonnes,"Oil, maize"
1987,Argentina,5294,tonnes,"Oil, maize"
1988,Argentina,5276,tonnes,"Oil, maize"
1989,Argentina,15700,tonnes,"Oil, maize"
1990,Argentina,25700,tonnes,"Oil, maize"
1991,Argentina,26300,tonnes,"Oil, maize"
1992,Argentina,26900,tonnes,"Oil, maize"
1993,Argentina,28100,tonnes,"Oil, maize"
1994,Argentina,30800,tonnes,"Oil, maize"
1995,Argentina,30900,tonnes,"Oil, maize"
1996,Argentina,28100,tonnes,"Oil, maize"
1997,Argentina,30100,tonnes,"Oil, maize"
1998,Argentina,31000,tonnes,"Oil, maize"
1999,Argentina,31200,tonnes,"Oil, maize"
2000,Argentina,34000,tonnes,"Oil, maize"
2001,Argentina,32700,tonnes,"Oil, maize"
2002,Argentina,33500,tonnes,"Oil, maize"
2003,Argentina,34700,tonnes,"Oil, maize"
2004,Argentina,35700,tonnes,"Oil, maize"
2005,Argentina,35500,tonnes,"Oil, maize"
2006,Argentina,34000,tonnes,"Oil, maize"
2007,Argentina,35600,tonnes,"Oil, maize"
2008,Argentina,37500,tonnes,"Oil, maize"
2009,Argentina,37800,tonnes,"Oil, maize"
2010,Argentina,38200,tonnes,"Oil, maize"
2011,Argentina,38900,tonnes,"Oil, maize"
2012,Argentina,40900,tonnes,"Oil, maize"
2013,Argentina,39100,tonnes,"Oil, maize"
2014,Argentina,40700,tonnes,"Oil, maize"
2015,Argentina,41600,tonnes,"Oil, maize"
2016,Argentina,43500,tonnes,"Oil, maize"
2017,Argentina,45400,tonnes,"Oil, maize"
2018,Argentina,46800,tonnes,"Oil, maize"
1961,Bahamas,100,tonnes,Maize
1962,Bahamas,150,tonnes,Maize
1963,Bahamas,200,tonnes,Maize
1964,Bahamas,250,tonnes,Maize
1965,Bahamas,300,tonnes,Maize
1966,Bahamas,430,tonnes,Maize
1967,Bahamas,450,tonnes,Maize
1968,Bahamas,470,tonnes,Maize
1969,Bahamas,490,tonnes,Maize
1970,Bahamas,510,tonnes,Maize
1971,Bahamas,530,tonnes,Maize
1972,Bahamas,550,tonnes,Maize
1973,Bahamas,580,tonnes,Maize
1974,Bahamas,595,tonnes,Maize
1975,Bahamas,610,tonnes,Maize
1976,Bahamas,625,tonnes,Maize
1977,Bahamas,640,tonnes,Maize
1978,Bahamas,730,tonnes,Maize
1979,Bahamas,720,tonnes,Maize
1980,Bahamas,719,tonnes,Maize
1981,Bahamas,720,tonnes,Maize
1982,Bahamas,740,tonnes,Maize
1983,Bahamas,750,tonnes,Maize
1984,Bahamas,800,tonnes,Maize
1985,Bahamas,820,tonnes,Maize
1986,Bahamas,820,tonnes,Maize
1987,Bahamas,750,tonnes,Maize
1988,Bahamas,700,tonnes,Maize
1989,Bahamas,700,tonnes,Maize
1990,Bahamas,750,tonnes,Maize
1991,Bahamas,750,tonnes,Maize
1992,Bahamas,500,tonnes,Maize
1993,Bahamas,400,tonnes,Maize
1994,Bahamas,312,tonnes,Maize
1995,Bahamas,312,tonnes,Maize
1996,Bahamas,312,tonnes,Maize
1997,Bahamas,348,tonnes,Maize
1998,Bahamas,377,tonnes,Maize
1999,Bahamas,379,tonnes,Maize
2000,Bahamas,312,tonnes,Maize
2001,Bahamas,300,tonnes,Maize
2002,Bahamas,305,tonnes,Maize
2003,Bahamas,340,tonnes,Maize
2004,Bahamas,355,tonnes,Maize
2005,Bahamas,360,tonnes,Maize
2006,Bahamas,380,tonnes,Maize
2007,Bahamas,400,tonnes,Maize
2008,Bahamas,500,tonnes,Maize
2009,Bahamas,600,tonnes,Maize
2010,Bahamas,678,tonnes,Maize
2011,Bahamas,687,tonnes,Maize
2012,Bahamas,690,tonnes,Maize
2013,Bahamas,691,tonnes,Maize
2014,Bahamas,688,tonnes,Maize
2015,Bahamas,597,tonnes,Maize
2016,Bahamas,617,tonnes,Maize
2017,Bahamas,633,tonnes,Maize
2018,Bahamas,650,tonnes,Maize
2019,Bahamas,666,tonnes,Maize
1961,Barbados,716,tonnes,Maize
1962,Barbados,899,tonnes,Maize
1963,Barbados,708,tonnes,Maize
1964,Barbados,508,tonnes,Maize
1965,Barbados,560,tonnes,Maize
1966,Barbados,830,tonnes,Maize
1967,Barbados,1000,tonnes,Maize
1968,Barbados,1449,tonnes,Maize
1969,Barbados,1754,tonnes,Maize
1970,Barbados,1600,tonnes,Maize
1971,Barbados,1400,tonnes,Maize
1972,Barbados,2073,tonnes,Maize
1973,Barbados,2000,tonnes,Maize
1974,Barbados,2000,tonnes,Maize
1975,Barbados,2000,tonnes,Maize
1976,Barbados,2000,tonnes,Maize
1977,Barbados,2000,tonnes,Maize
1978,Barbados,2000,tonnes,Maize
1979,Barbados,2000,tonnes,Maize
1980,Barbados,2000,tonnes,Maize
1981,Barbados,2000,tonnes,Maize
1982,Barbados,2000,tonnes,Maize
1983,Barbados,2000,tonnes,Maize
1984,Barbados,2400,tonnes,Maize
1985,Barbados,2000,tonnes,Maize
1986,Barbados,2100,tonnes,Maize
1987,Barbados,2100,tonnes,Maize
1988,Barbados,2200,tonnes,Maize
1989,Barbados,2200,tonnes,Maize
1990,Barbados,2300,tonnes,Maize
1991,Barbados,2100,tonnes,Maize
1992,Barbados,1800,tonnes,Maize
1993,Barbados,1600,tonnes,Maize
1994,Barbados,1300,tonnes,Maize
1995,Barbados,1100,tonnes,Maize
1996,Barbados,800,tonnes,Maize
1997,Barbados,650,tonnes,Maize
1998,Barbados,520,tonnes,Maize
1999,Barbados,390,tonnes,Maize
2000,Barbados,300,tonnes,Maize
2001,Barbados,250,tonnes,Maize
2002,Barbados,218,tonnes,Maize
2003,Barbados,263,tonnes,Maize
2004,Barbados,250,tonnes,Maize
2005,Barbados,260,tonnes,Maize
2006,Barbados,270,tonnes,Maize
2007,Barbados,280,tonnes,Maize
2008,Barbados,268,tonnes,Maize
2009,Barbados,263,tonnes,Maize
2010,Barbados,260,tonnes,Maize
2011,Barbados,269,tonnes,Maize
2012,Barbados,320,tonnes,Maize
2013,Barbados,340,tonnes,Maize
2014,Barbados,81,tonnes,Maize
2015,Barbados,122,tonnes,Maize
2016,Barbados,96,tonnes,Maize
2017,Barbados,74,tonnes,Maize
2018,Barbados,109,tonnes,Maize
2019,Barbados,42,tonnes,Maize
1990,Barbados,168,tonnes,"Maize, green"
1991,Barbados,168,tonnes,"Maize, green"
1992,Barbados,191,tonnes,"Maize, green"
1993,Barbados,72,tonnes,"Maize, green"
1994,Barbados,233,tonnes,"Maize, green"
1995,Barbados,750,tonnes,"Maize, green"
1996,Barbados,750,tonnes,"Maize, green"
1997,Barbados,650,tonnes,"Maize, green"
1998,Barbados,650,tonnes,"Maize, green"
1999,Barbados,650,tonnes,"Maize, green"
2000,Barbados,655,tonnes,"Maize, green"
2001,Barbados,660,tonnes,"Maize, green"
2002,Barbados,680,tonnes,"Maize, green"
2003,Barbados,700,tonnes,"Maize, green"
2004,Barbados,700,tonnes,"Maize, green"
2005,Barbados,720,tonnes,"Maize, green"
2006,Barbados,760,tonnes,"Maize, green"
2007,Barbados,780,tonnes,"Maize, green"
2008,Barbados,766,tonnes,"Maize, green"
2009,Barbados,717,tonnes,"Maize, green"
2010,Barbados,680,tonnes,"Maize, green"
2011,Barbados,644,tonnes,"Maize, green"
2012,Barbados,600,tonnes,"Maize, green"
2013,Barbados,608,tonnes,"Maize, green"
2014,Barbados,600,tonnes,"Maize, green"
2015,Barbados,598,tonnes,"Maize, green"
2016,Barbados,669,tonnes,"Maize, green"
2017,Barbados,666,tonnes,"Maize, green"
2018,Barbados,668,tonnes,"Maize, green"
2019,Barbados,670,tonnes,"Maize, green"
1961,Belize,4000,tonnes,Maize
1962,Belize,2495,tonnes,Maize
1963,Belize,2631,tonnes,Maize
1964,Belize,3039,tonnes,Maize
1965,Belize,3447,tonnes,Maize
1966,Belize,3058,tonnes,Maize
1967,Belize,6713,tonnes,Maize
1968,Belize,7018,tonnes,Maize
1969,Belize,7711,tonnes,Maize
1970,Belize,15876,tonnes,Maize
1971,Belize,15876,tonnes,Maize
1972,Belize,14610,tonnes,Maize
1973,Belize,16102,tonnes,Maize
1974,Belize,12791,tonnes,Maize
1975,Belize,11793,tonnes,Maize
1976,Belize,18144,tonnes,Maize
1977,Belize,17055,tonnes,Maize
1978,Belize,19504,tonnes,Maize
1979,Belize,15422,tonnes,Maize
1980,Belize,18825,tonnes,Maize
1981,Belize,21137,tonnes,Maize
1982,Belize,21183,tonnes,Maize
1983,Belize,17599,tonnes,Maize
1984,Belize,16158,tonnes,Maize
1985,Belize,19631,tonnes,Maize
1986,Belize,18483,tonnes,Maize
1987,Belize,23225,tonnes,Maize
1988,Belize,23121,tonnes,Maize
1989,Belize,18766,tonnes,Maize
1990,Belize,18671,tonnes,Maize
1991,Belize,31809,tonnes,Maize
1992,Belize,26461,tonnes,Maize
1993,Belize,27188,tonnes,Maize
1994,Belize,23263,tonnes,Maize
1995,Belize,28205,tonnes,Maize
1996,Belize,36877,tonnes,Maize
1997,Belize,37358,tonnes,Maize
1998,Belize,37607,tonnes,Maize
1999,Belize,40639,tonnes,Maize
2000,Belize,31722,tonnes,Maize
2001,Belize,36735,tonnes,Maize
2002,Belize,33390,tonnes,Maize
2003,Belize,38130,tonnes,Maize
2004,Belize,35350,tonnes,Maize
2005,Belize,47239,tonnes,Maize
2006,Belize,36955,tonnes,Maize
2007,Belize,45523,tonnes,Maize
2008,Belize,37052,tonnes,Maize
2009,Belize,57335,tonnes,Maize
2010,Belize,58049,tonnes,Maize
2011,Belize,62706,tonnes,Maize
2012,Belize,63472,tonnes,Maize
2013,Belize,71926,tonnes,Maize
2014,Belize,69169,tonnes,Maize
2015,Belize,57702,tonnes,Maize
2016,Belize,65762,tonnes,Maize
2017,Belize,89536,tonnes,Maize
2018,Belize,77766,tonnes,Maize
2019,Belize,58049,tonnes,Maize
1961,Bolivia (Plurinational State of),258800,tonnes,Maize
1962,Bolivia (Plurinational State of),264800,tonnes,Maize
1963,Bolivia (Plurinational State of),270500,tonnes,Maize
1964,Bolivia (Plurinational State of),200000,tonnes,Maize
1965,Bolivia (Plurinational State of),277100,tonnes,Maize
1966,Bolivia (Plurinational State of),268600,tonnes,Maize
1967,Bolivia (Plurinational State of),277700,tonnes,Maize
1968,Bolivia (Plurinational State of),287500,tonnes,Maize
1969,Bolivia (Plurinational State of),290300,tonnes,Maize
1970,Bolivia (Plurinational State of),285700,tonnes,Maize
1971,Bolivia (Plurinational State of),296600,tonnes,Maize
1972,Bolivia (Plurinational State of),268500,tonnes,Maize
1973,Bolivia (Plurinational State of),275825,tonnes,Maize
1974,Bolivia (Plurinational State of),276660,tonnes,Maize
1975,Bolivia (Plurinational State of),305000,tonnes,Maize
1976,Bolivia (Plurinational State of),338170,tonnes,Maize
1977,Bolivia (Plurinational State of),304715,tonnes,Maize
1978,Bolivia (Plurinational State of),337370,tonnes,Maize
1979,Bolivia (Plurinational State of),378045,tonnes,Maize
1980,Bolivia (Plurinational State of),383365,tonnes,Maize
1981,Bolivia (Plurinational State of),503710,tonnes,Maize
1982,Bolivia (Plurinational State of),449605,tonnes,Maize
1983,Bolivia (Plurinational State of),337190,tonnes,Maize
1984,Bolivia (Plurinational State of),496612,tonnes,Maize
1985,Bolivia (Plurinational State of),553938,tonnes,Maize
1986,Bolivia (Plurinational State of),457300,tonnes,Maize
1987,Bolivia (Plurinational State of),480694,tonnes,Maize
1988,Bolivia (Plurinational State of),445570,tonnes,Maize
1989,Bolivia (Plurinational State of),400444,tonnes,Maize
1990,Bolivia (Plurinational State of),390952,tonnes,Maize
1991,Bolivia (Plurinational State of),429713,tonnes,Maize
1992,Bolivia (Plurinational State of),503481,tonnes,Maize
1993,Bolivia (Plurinational State of),537025,tonnes,Maize
1994,Bolivia (Plurinational State of),493533,tonnes,Maize
1995,Bolivia (Plurinational State of),515439,tonnes,Maize
1996,Bolivia (Plurinational State of),498414,tonnes,Maize
1997,Bolivia (Plurinational State of),355718,tonnes,Maize
1998,Bolivia (Plurinational State of),479601,tonnes,Maize
1999,Bolivia (Plurinational State of),488606,tonnes,Maize
2000,Bolivia (Plurinational State of),653271,tonnes,Maize
2001,Bolivia (Plurinational State of),677829,tonnes,Maize
2002,Bolivia (Plurinational State of),672772,tonnes,Maize
2003,Bolivia (Plurinational State of),691643,tonnes,Maize
2004,Bolivia (Plurinational State of),538091,tonnes,Maize
2005,Bolivia (Plurinational State of),738352,tonnes,Maize
2006,Bolivia (Plurinational State of),894436,tonnes,Maize
2007,Bolivia (Plurinational State of),770365,tonnes,Maize
2008,Bolivia (Plurinational State of),1001803,tonnes,Maize
2009,Bolivia (Plurinational State of),1174447,tonnes,Maize
2010,Bolivia (Plurinational State of),1018988,tonnes,Maize
2011,Bolivia (Plurinational State of),918091,tonnes,Maize
2012,Bolivia (Plurinational State of),1043059,tonnes,Maize
2013,Bolivia (Plurinational State of),915150,tonnes,Maize
2014,Bolivia (Plurinational State of),1006622,tonnes,Maize
2015,Bolivia (Plurinational State of),1056557,tonnes,Maize
2016,Bolivia (Plurinational State of),984628,tonnes,Maize
2017,Bolivia (Plurinational State of),954909,tonnes,Maize
2018,Bolivia (Plurinational State of),1260926,tonnes,Maize
2019,Bolivia (Plurinational State of),987503,tonnes,Maize
1961,Bolivia (Plurinational State of),53300,tonnes,"Maize, green"
1962,Bolivia (Plurinational State of),59300,tonnes,"Maize, green"
1963,Bolivia (Plurinational State of),65600,tonnes,"Maize, green"
1964,Bolivia (Plurinational State of),67900,tonnes,"Maize, green"
1965,Bolivia (Plurinational State of),83400,tonnes,"Maize, green"
1966,Bolivia (Plurinational State of),104800,tonnes,"Maize, green"
1967,Bolivia (Plurinational State of),109200,tonnes,"Maize, green"
1968,Bolivia (Plurinational State of),113500,tonnes,"Maize, green"
1969,Bolivia (Plurinational State of),90000,tonnes,"Maize, green"
1970,Bolivia (Plurinational State of),93000,tonnes,"Maize, green"
1971,Bolivia (Plurinational State of),93000,tonnes,"Maize, green"
1972,Bolivia (Plurinational State of),96000,tonnes,"Maize, green"
1973,Bolivia (Plurinational State of),96000,tonnes,"Maize, green"
1974,Bolivia (Plurinational State of),98880,tonnes,"Maize, green"
1975,Bolivia (Plurinational State of),100875,tonnes,"Maize, green"
1976,Bolivia (Plurinational State of),107235,tonnes,"Maize, green"
1977,Bolivia (Plurinational State of),105600,tonnes,"Maize, green"
1978,Bolivia (Plurinational State of),78035,tonnes,"Maize, green"
1979,Bolivia (Plurinational State of),68365,tonnes,"Maize, green"
1980,Bolivia (Plurinational State of),68110,tonnes,"Maize, green"
1981,Bolivia (Plurinational State of),32570,tonnes,"Maize, green"
1982,Bolivia (Plurinational State of),65960,tonnes,"Maize, green"
1983,Bolivia (Plurinational State of),28498,tonnes,"Maize, green"
1984,Bolivia (Plurinational State of),45905,tonnes,"Maize, green"
1985,Bolivia (Plurinational State of),49704,tonnes,"Maize, green"
1986,Bolivia (Plurinational State of),54900,tonnes,"Maize, green"
1987,Bolivia (Plurinational State of),55400,tonnes,"Maize, green"
1988,Bolivia (Plurinational State of),58000,tonnes,"Maize, green"
1989,Bolivia (Plurinational State of),55212,tonnes,"Maize, green"
1990,Bolivia (Plurinational State of),49759,tonnes,"Maize, green"
1991,Bolivia (Plurinational State of),59266,tonnes,"Maize, green"
1992,Bolivia (Plurinational State of),52960,tonnes,"Maize, green"
1993,Bolivia (Plurinational State of),57460,tonnes,"Maize, green"
1994,Bolivia (Plurinational State of),58900,tonnes,"Maize, green"
1995,Bolivia (Plurinational State of),59350,tonnes,"Maize, green"
1996,Bolivia (Plurinational State of),60115,tonnes,"Maize, green"
1997,Bolivia (Plurinational State of),55000,tonnes,"Maize, green"
1998,Bolivia (Plurinational State of),51851,tonnes,"Maize, green"
1999,Bolivia (Plurinational State of),50000,tonnes,"Maize, green"
2000,Bolivia (Plurinational State of),45000,tonnes,"Maize, green"
2001,Bolivia (Plurinational State of),40000,tonnes,"Maize, green"
2002,Bolivia (Plurinational State of),35000,tonnes,"Maize, green"
2003,Bolivia (Plurinational State of),30965,tonnes,"Maize, green"
2004,Bolivia (Plurinational State of),31172,tonnes,"Maize, green"
2005,Bolivia (Plurinational State of),32160,tonnes,"Maize, green"
2006,Bolivia (Plurinational State of),34321,tonnes,"Maize, green"
2007,Bolivia (Plurinational State of),34320,tonnes,"Maize, green"
2008,Bolivia (Plurinational State of),34852,tonnes,"Maize, green"
2009,Bolivia (Plurinational State of),22195,tonnes,"Maize, green"
2010,Bolivia (Plurinational State of),22299,tonnes,"Maize, green"
2011,Bolivia (Plurinational State of),22788,tonnes,"Maize, green"
2012,Bolivia (Plurinational State of),22975,tonnes,"Maize, green"
2013,Bolivia (Plurinational State of),22148,tonnes,"Maize, green"
2014,Bolivia (Plurinational State of),21831,tonnes,"Maize, green"
2015,Bolivia (Plurinational State of),25588,tonnes,"Maize, green"
2016,Bolivia (Plurinational State of),23970,tonnes,"Maize, green"
2017,Bolivia (Plurinational State of),24888,tonnes,"Maize, green"
2018,Bolivia (Plurinational State of),25215,tonnes,"Maize, green"
2019,Bolivia (Plurinational State of),26047,tonnes,"Maize, green"
1961,Brazil,9036237,tonnes,Maize
1962,Brazil,9587285,tonnes,Maize
1963,Brazil,10418267,tonnes,Maize
1964,Brazil,9408043,tonnes,Maize
1965,Brazil,12111921,tonnes,Maize
1966,Brazil,11371455,tonnes,Maize
1967,Brazil,12824380,tonnes,Maize
1968,Brazil,12813638,tonnes,Maize
1969,Brazil,12693435,tonnes,Maize
1970,Brazil,14216009,tonnes,Maize
1971,Brazil,14129749,tonnes,Maize
1972,Brazil,14891444,tonnes,Maize
1973,Brazil,14185877,tonnes,Maize
1974,Brazil,16273227,tonnes,Maize
1975,Brazil,16334516,tonnes,Maize
1976,Brazil,17751072,tonnes,Maize
1977,Brazil,19255936,tonnes,Maize
1978,Brazil,13569401,tonnes,Maize
1979,Brazil,16306380,tonnes,Maize
1980,Brazil,20372080,tonnes,Maize
1981,Brazil,21116912,tonnes,Maize
1982,Brazil,21842480,tonnes,Maize
1983,Brazil,18731216,tonnes,Maize
1984,Brazil,21164144,tonnes,Maize
1985,Brazil,22018176,tonnes,Maize
1986,Brazil,20541230,tonnes,Maize
1987,Brazil,26786650,tonnes,Maize
1988,Brazil,24749550,tonnes,Maize
1989,Brazil,26589870,tonnes,Maize
1990,Brazil,21347770,tonnes,Maize
1991,Brazil,23624340,tonnes,Maize
1992,Brazil,30506127,tonnes,Maize
1993,Brazil,30055633,tonnes,Maize
1994,Brazil,32487625,tonnes,Maize
1995,Brazil,36266951,tonnes,Maize
1996,Brazil,29652791,tonnes,Maize
1997,Brazil,32948044,tonnes,Maize
1998,Brazil,29601753,tonnes,Maize
1999,Brazil,32239479,tonnes,Maize
2000,Brazil,32321000,tonnes,Maize
2001,Brazil,41962475,tonnes,Maize
2002,Brazil,35940832,tonnes,Maize
2003,Brazil,48327323,tonnes,Maize
2004,Brazil,41787558,tonnes,Maize
2005,Brazil,35113312,tonnes,Maize
2006,Brazil,42661677,tonnes,Maize
2007,Brazil,52112217,tonnes,Maize
2008,Brazil,58933347,tonnes,Maize
2009,Brazil,50719822,tonnes,Maize
2010,Brazil,55364271,tonnes,Maize
2011,Brazil,55660235,tonnes,Maize
2012,Brazil,71072810,tonnes,Maize
2013,Brazil,80273172,tonnes,Maize
2014,Brazil,79881614,tonnes,Maize
2015,Brazil,85283074,tonnes,Maize
2016,Brazil,64188314,tonnes,Maize
2017,Brazil,97910658,tonnes,Maize
2018,Brazil,82366531,tonnes,Maize
2019,Brazil,101138617,tonnes,Maize
1961,Brazil,31553,tonnes,"Oil, maize"
1962,Brazil,33583,tonnes,"Oil, maize"
1963,Brazil,24238,tonnes,"Oil, maize"
1964,Brazil,26915,tonnes,"Oil, maize"
1965,Brazil,32603,tonnes,"Oil, maize"
1966,Brazil,31325,tonnes,"Oil, maize"
1967,Brazil,32060,tonnes,"Oil, maize"
1968,Brazil,33390,tonnes,"Oil, maize"
1969,Brazil,36278,tonnes,"Oil, maize"
1970,Brazil,33653,tonnes,"Oil, maize"
1971,Brazil,34878,tonnes,"Oil, maize"
1972,Brazil,36838,tonnes,"Oil, maize"
1973,Brazil,40163,tonnes,"Oil, maize"
1974,Brazil,40530,tonnes,"Oil, maize"
1975,Brazil,41020,tonnes,"Oil, maize"
1976,Brazil,41335,tonnes,"Oil, maize"
1977,Brazil,41965,tonnes,"Oil, maize"
1978,Brazil,42595,tonnes,"Oil, maize"
1979,Brazil,44590,tonnes,"Oil, maize"
1980,Brazil,44153,tonnes,"Oil, maize"
1981,Brazil,44590,tonnes,"Oil, maize"
1982,Brazil,45413,tonnes,"Oil, maize"
1983,Brazil,46480,tonnes,"Oil, maize"
1984,Brazil,47688,tonnes,"Oil, maize"
1985,Brazil,48773,tonnes,"Oil, maize"
1986,Brazil,49613,tonnes,"Oil, maize"
1987,Brazil,50645,tonnes,"Oil, maize"
1988,Brazil,51258,tonnes,"Oil, maize"
1989,Brazil,51660,tonnes,"Oil, maize"
1990,Brazil,51660,tonnes,"Oil, maize"
1991,Brazil,52500,tonnes,"Oil, maize"
1992,Brazil,54250,tonnes,"Oil, maize"
1993,Brazil,55125,tonnes,"Oil, maize"
1994,Brazil,52500,tonnes,"Oil, maize"
1995,Brazil,49000,tonnes,"Oil, maize"
1996,Brazil,49000,tonnes,"Oil, maize"
1997,Brazil,52504,tonnes,"Oil, maize"
1998,Brazil,45500,tonnes,"Oil, maize"
1999,Brazil,45500,tonnes,"Oil, maize"
2000,Brazil,43432,tonnes,"Oil, maize"
2001,Brazil,54755,tonnes,"Oil, maize"
2002,Brazil,61219,tonnes,"Oil, maize"
2003,Brazil,77991,tonnes,"Oil, maize"
2004,Brazil,73493,tonnes,"Oil, maize"
2005,Brazil,69980,tonnes,"Oil, maize"
2006,Brazil,76999,tonnes,"Oil, maize"
2007,Brazil,80494,tonnes,"Oil, maize"
2008,Brazil,80516,tonnes,"Oil, maize"
2009,Brazil,80502,tonnes,"Oil, maize"
2010,Brazil,80497,tonnes,"Oil, maize"
2011,Brazil,81367,tonnes,"Oil, maize"
2012,Brazil,91692,tonnes,"Oil, maize"
2013,Brazil,93797,tonnes,"Oil, maize"
2014,Brazil,94500,tonnes,"Oil, maize"
2015,Brazil,96700,tonnes,"Oil, maize"
2016,Brazil,98000,tonnes,"Oil, maize"
2017,Brazil,124834,tonnes,"Oil, maize"
2018,Brazil,145548,tonnes,"Oil, maize"
1961,Chile,162810,tonnes,Maize
1962,Chile,180760,tonnes,Maize
1963,Chile,176020,tonnes,Maize
1964,Chile,241520,tonnes,Maize
1965,Chile,260000,tonnes,Maize
1966,Chile,285327,tonnes,Maize
1967,Chile,362200,tonnes,Maize
1968,Chile,320810,tonnes,Maize
1969,Chile,153792,tonnes,Maize
1970,Chile,239052,tonnes,Maize
1971,Chile,258300,tonnes,Maize
1972,Chile,282990,tonnes,Maize
1973,Chile,294016,tonnes,Maize
1974,Chile,366300,tonnes,Maize
1975,Chile,328987,tonnes,Maize
1976,Chile,247950,tonnes,Maize
1977,Chile,355320,tonnes,Maize
1978,Chile,256880,tonnes,Maize
1979,Chile,489270,tonnes,Maize
1980,Chile,405190,tonnes,Maize
1981,Chile,518150,tonnes,Maize
1982,Chile,425000,tonnes,Maize
1983,Chile,511550,tonnes,Maize
1984,Chile,721390,tonnes,Maize
1985,Chile,771776,tonnes,Maize
1986,Chile,721289,tonnes,Maize
1987,Chile,617244,tonnes,Maize
1988,Chile,660855,tonnes,Maize
1989,Chile,938464,tonnes,Maize
1990,Chile,823150,tonnes,Maize
1991,Chile,835723,tonnes,Maize
1992,Chile,911056,tonnes,Maize
1993,Chile,899496,tonnes,Maize
1994,Chile,937250,tonnes,Maize
1995,Chile,942223,tonnes,Maize
1996,Chile,931572,tonnes,Maize
1997,Chile,880735,tonnes,Maize
1998,Chile,943276,tonnes,Maize
1999,Chile,624037,tonnes,Maize
2000,Chile,652019,tonnes,Maize
