Year,Nation,Production Quantity,Unit,Item
1962,Argentina,198007,tonnes,Cottonseed
1963,Argentina,237705,tonnes,Cottonseed
1964,Argentina,180724,tonnes,Cottonseed
1965,Argentina,267856,tonnes,Cottonseed
1966,Argentina,213300,tonnes,Cottonseed
1967,Argentina,158200,tonnes,Cottonseed
1968,Argentina,138142,tonnes,Cottonseed
1969,Argentina,218300,tonnes,Cottonseed
1970,Argentina,271600,tonnes,Cottonseed
1971,Argentina,168800,tonnes,Cottonseed
1972,Argentina,172100,tonnes,Cottonseed
1973,Argentina,244000,tonnes,Cottonseed
1974,Argentina,237500,tonnes,Cottonseed
1975,Argentina,314000,tonnes,Cottonseed
1976,Argentina,259400,tonnes,Cottonseed
1977,Argentina,300000,tonnes,Cottonseed
1978,Argentina,414200,tonnes,Cottonseed
1979,Argentina,329600,tonnes,Cottonseed
1980,Argentina,275863,tonnes,Cottonseed
1981,Argentina,149728,tonnes,Cottonseed
1982,Argentina,268296,tonnes,Cottonseed
1983,Argentina,203075,tonnes,Cottonseed
1984,Argentina,325893,tonnes,Cottonseed
1985,Argentina,292601,tonnes,Cottonseed
1986,Argentina,207000,tonnes,Cottonseed
1987,Argentina,174300,tonnes,Cottonseed
1988,Argentina,467050,tonnes,Cottonseed
1989,Argentina,340600,tonnes,Cottonseed
1990,Argentina,507600,tonnes,Cottonseed
1991,Argentina,429600,tonnes,Cottonseed
1992,Argentina,358600,tonnes,Cottonseed
1993,Argentina,237200,tonnes,Cottonseed
1994,Argentina,400200,tonnes,Cottonseed
1995,Argentina,638000,tonnes,Cottonseed
1996,Argentina,747600,tonnes,Cottonseed
1997,Argentina,564400,tonnes,Cottonseed
1998,Argentina,542000,tonnes,Cottonseed
1999,Argentina,337000,tonnes,Cottonseed
2000,Argentina,223000,tonnes,Cottonseed
2001,Argentina,257000,tonnes,Cottonseed
2002,Argentina,104000,tonnes,Cottonseed
2003,Argentina,111000,tonnes,Cottonseed
2004,Argentina,190000,tonnes,Cottonseed
2005,Argentina,246400,tonnes,Cottonseed
2006,Argentina,229773,tonnes,Cottonseed
2007,Argentina,299960,tonnes,Cottonseed
2008,Argentina,271500,tonnes,Cottonseed
2009,Argentina,213700,tonnes,Cottonseed
2010,Argentina,414450,tonnes,Cottonseed
2011,Argentina,567898,tonnes,Cottonseed
2012,Argentina,389750,tonnes,Cottonseed
2013,Argentina,298650,tonnes,Cottonseed
2014,Argentina,520000,tonnes,Cottonseed
2015,Argentina,437000,tonnes,Cottonseed
2016,Argentina,340000,tonnes,Cottonseed
2017,Argentina,310000,tonnes,Cottonseed
2018,Argentina,420000,tonnes,Cottonseed
1961,Argentina,1451,tonnes,Flax fibre and tow
1962,Argentina,2325,tonnes,Flax fibre and tow
1963,Argentina,1370,tonnes,Flax fibre and tow
1964,Argentina,2034,tonnes,Flax fibre and tow
1965,Argentina,1806,tonnes,Flax fibre and tow
1966,Argentina,2046,tonnes,Flax fibre and tow
1967,Argentina,2055,tonnes,Flax fibre and tow
1968,Argentina,2100,tonnes,Flax fibre and tow
1969,Argentina,3405,tonnes,Flax fibre and tow
1970,Argentina,2271,tonnes,Flax fibre and tow
1971,Argentina,1860,tonnes,Flax fibre and tow
1972,Argentina,2040,tonnes,Flax fibre and tow
1973,Argentina,1290,tonnes,Flax fibre and tow
1974,Argentina,1740,tonnes,Flax fibre and tow
1975,Argentina,1605,tonnes,Flax fibre and tow
1976,Argentina,1536,tonnes,Flax fibre and tow
1977,Argentina,1410,tonnes,Flax fibre and tow
1978,Argentina,1470,tonnes,Flax fibre and tow
1979,Argentina,1410,tonnes,Flax fibre and tow
1980,Argentina,1320,tonnes,Flax fibre and tow
1981,Argentina,1350,tonnes,Flax fibre and tow
1982,Argentina,1400,tonnes,Flax fibre and tow
1983,Argentina,1400,tonnes,Flax fibre and tow
1984,Argentina,1400,tonnes,Flax fibre and tow
1985,Argentina,1400,tonnes,Flax fibre and tow
1986,Argentina,1400,tonnes,Flax fibre and tow
1987,Argentina,1400,tonnes,Flax fibre and tow
1988,Argentina,1500,tonnes,Flax fibre and tow
1989,Argentina,1500,tonnes,Flax fibre and tow
1990,Argentina,1600,tonnes,Flax fibre and tow
1991,Argentina,1700,tonnes,Flax fibre and tow
1992,Argentina,1800,tonnes,Flax fibre and tow
1993,Argentina,1900,tonnes,Flax fibre and tow
1994,Argentina,1917,tonnes,Flax fibre and tow
1995,Argentina,1949,tonnes,Flax fibre and tow
1996,Argentina,2000,tonnes,Flax fibre and tow
1997,Argentina,1958,tonnes,Flax fibre and tow
1998,Argentina,1936,tonnes,Flax fibre and tow
1999,Argentina,1900,tonnes,Flax fibre and tow
2000,Argentina,1911,tonnes,Flax fibre and tow
2001,Argentina,1917,tonnes,Flax fibre and tow
2002,Argentina,1929,tonnes,Flax fibre and tow
2003,Argentina,1948,tonnes,Flax fibre and tow
2004,Argentina,1972,tonnes,Flax fibre and tow
2005,Argentina,2001,tonnes,Flax fibre and tow
2006,Argentina,2000,tonnes,Flax fibre and tow
2007,Argentina,2100,tonnes,Flax fibre and tow
2008,Argentina,2204,tonnes,Flax fibre and tow
2009,Argentina,2288,tonnes,Flax fibre and tow
2010,Argentina,2373,tonnes,Flax fibre and tow
2011,Argentina,2479,tonnes,Flax fibre and tow
2012,Argentina,2600,tonnes,Flax fibre and tow
2013,Argentina,2700,tonnes,Flax fibre and tow
2014,Argentina,2562,tonnes,Flax fibre and tow
2015,Argentina,2494,tonnes,Flax fibre and tow
2016,Argentina,2605,tonnes,Flax fibre and tow
2017,Argentina,2637,tonnes,Flax fibre and tow
2018,Argentina,2666,tonnes,Flax fibre and tow
2019,Argentina,2695,tonnes,Flax fibre and tow
1961,Argentina,26038,tonnes,"Oil, cottonseed"
1962,Argentina,24344,tonnes,"Oil, cottonseed"
1963,Argentina,25482,tonnes,"Oil, cottonseed"
1964,Argentina,21812,tonnes,"Oil, cottonseed"
1965,Argentina,31416,tonnes,"Oil, cottonseed"
1966,Argentina,25926,tonnes,"Oil, cottonseed"
1967,Argentina,24600,tonnes,"Oil, cottonseed"
1968,Argentina,18738,tonnes,"Oil, cottonseed"
1969,Argentina,27612,tonnes,"Oil, cottonseed"
1970,Argentina,33949,tonnes,"Oil, cottonseed"
1971,Argentina,21909,tonnes,"Oil, cottonseed"
1972,Argentina,19244,tonnes,"Oil, cottonseed"
1973,Argentina,27916,tonnes,"Oil, cottonseed"
1974,Argentina,22974,tonnes,"Oil, cottonseed"
1975,Argentina,46706,tonnes,"Oil, cottonseed"
1976,Argentina,33309,tonnes,"Oil, cottonseed"
1977,Argentina,39391,tonnes,"Oil, cottonseed"
1978,Argentina,53974,tonnes,"Oil, cottonseed"
1979,Argentina,49182,tonnes,"Oil, cottonseed"
1980,Argentina,53583,tonnes,"Oil, cottonseed"
1981,Argentina,21033,tonnes,"Oil, cottonseed"
1982,Argentina,35376,tonnes,"Oil, cottonseed"
1983,Argentina,27206,tonnes,"Oil, cottonseed"
1984,Argentina,40562,tonnes,"Oil, cottonseed"
1985,Argentina,38083,tonnes,"Oil, cottonseed"
1986,Argentina,23477,tonnes,"Oil, cottonseed"
1987,Argentina,21094,tonnes,"Oil, cottonseed"
1988,Argentina,55971,tonnes,"Oil, cottonseed"
1989,Argentina,37283,tonnes,"Oil, cottonseed"
1990,Argentina,50831,tonnes,"Oil, cottonseed"
1991,Argentina,62354,tonnes,"Oil, cottonseed"
1992,Argentina,55934,tonnes,"Oil, cottonseed"
1993,Argentina,31489,tonnes,"Oil, cottonseed"
1994,Argentina,47783,tonnes,"Oil, cottonseed"
1995,Argentina,64902,tonnes,"Oil, cottonseed"
1996,Argentina,66659,tonnes,"Oil, cottonseed"
1997,Argentina,41900,tonnes,"Oil, cottonseed"
1998,Argentina,49118,tonnes,"Oil, cottonseed"
1999,Argentina,44400,tonnes,"Oil, cottonseed"
2000,Argentina,26200,tonnes,"Oil, cottonseed"
2001,Argentina,30300,tonnes,"Oil, cottonseed"
2002,Argentina,13100,tonnes,"Oil, cottonseed"
2003,Argentina,7000,tonnes,"Oil, cottonseed"
2004,Argentina,10100,tonnes,"Oil, cottonseed"
2005,Argentina,19750,tonnes,"Oil, cottonseed"
2006,Argentina,6800,tonnes,"Oil, cottonseed"
2007,Argentina,11600,tonnes,"Oil, cottonseed"
2008,Argentina,4099,tonnes,"Oil, cottonseed"
2009,Argentina,5822,tonnes,"Oil, cottonseed"
2010,Argentina,19943,tonnes,"Oil, cottonseed"
2011,Argentina,23360,tonnes,"Oil, cottonseed"
2012,Argentina,17041,tonnes,"Oil, cottonseed"
2013,Argentina,14532,tonnes,"Oil, cottonseed"
2014,Argentina,26700,tonnes,"Oil, cottonseed"
2015,Argentina,18400,tonnes,"Oil, cottonseed"
2016,Argentina,9900,tonnes,"Oil, cottonseed"
2017,Argentina,7300,tonnes,"Oil, cottonseed"
2018,Argentina,20100,tonnes,"Oil, cottonseed"
1961,Argentina,393100,tonnes,Seed cotton
1962,Argentina,341000,tonnes,Seed cotton
1963,Argentina,438500,tonnes,Seed cotton
1964,Argentina,337200,tonnes,Seed cotton
1965,Argentina,457000,tonnes,Seed cotton
1966,Argentina,370200,tonnes,Seed cotton
1967,Argentina,269800,tonnes,Seed cotton
1968,Argentina,230000,tonnes,Seed cotton
1969,Argentina,366500,tonnes,Seed cotton
1970,Argentina,458200,tonnes,Seed cotton
1971,Argentina,285000,tonnes,Seed cotton
1972,Argentina,292200,tonnes,Seed cotton
1973,Argentina,424000,tonnes,Seed cotton
1974,Argentina,418400,tonnes,Seed cotton
1975,Argentina,541000,tonnes,Seed cotton
1976,Argentina,445000,tonnes,Seed cotton
1977,Argentina,522000,tonnes,Seed cotton
1978,Argentina,714000,tonnes,Seed cotton
1979,Argentina,572600,tonnes,Seed cotton
1980,Argentina,485400,tonnes,Seed cotton
1981,Argentina,265300,tonnes,Seed cotton
1982,Argentina,491000,tonnes,Seed cotton
1983,Argentina,373300,tonnes,Seed cotton
1984,Argentina,610000,tonnes,Seed cotton
1985,Argentina,536100,tonnes,Seed cotton
1986,Argentina,376600,tonnes,Seed cotton
1987,Argentina,322800,tonnes,Seed cotton
1988,Argentina,849400,tonnes,Seed cotton
1989,Argentina,619350,tonnes,Seed cotton
1990,Argentina,922950,tonnes,Seed cotton
1991,Argentina,789400,tonnes,Seed cotton
1992,Argentina,651960,tonnes,Seed cotton
1993,Argentina,431145,tonnes,Seed cotton
1994,Argentina,705840,tonnes,Seed cotton
1995,Argentina,1122547,tonnes,Seed cotton
1996,Argentina,1347000,tonnes,Seed cotton
1997,Argentina,1030000,tonnes,Seed cotton
1998,Argentina,987000,tonnes,Seed cotton
1999,Argentina,618000,tonnes,Seed cotton
2000,Argentina,417680,tonnes,Seed cotton
2001,Argentina,509405,tonnes,Seed cotton
2002,Argentina,218159,tonnes,Seed cotton
2003,Argentina,201506,tonnes,Seed cotton
2004,Argentina,353799,tonnes,Seed cotton
2005,Argentina,448315,tonnes,Seed cotton
2006,Argentina,417770,tonnes,Seed cotton
2007,Argentina,545382,tonnes,Seed cotton
2008,Argentina,493601,tonnes,Seed cotton
2009,Argentina,388528,tonnes,Seed cotton
2010,Argentina,753502,tonnes,Seed cotton
2011,Argentina,1032542,tonnes,Seed cotton
2012,Argentina,708650,tonnes,Seed cotton
2013,Argentina,520028,tonnes,Seed cotton
2014,Argentina,1019653,tonnes,Seed cotton
2015,Argentina,795345,tonnes,Seed cotton
2016,Argentina,673145,tonnes,Seed cotton
2017,Argentina,616160,tonnes,Seed cotton
2018,Argentina,813692,tonnes,Seed cotton
2019,Argentina,872721,tonnes,Seed cotton
1961,Argentina,48400,tonnes,"Tobacco, unmanufactured"
1962,Argentina,47200,tonnes,"Tobacco, unmanufactured"
1963,Argentina,55000,tonnes,"Tobacco, unmanufactured"
1964,Argentina,48600,tonnes,"Tobacco, unmanufactured"
1965,Argentina,52500,tonnes,"Tobacco, unmanufactured"
1966,Argentina,44700,tonnes,"Tobacco, unmanufactured"
1967,Argentina,63000,tonnes,"Tobacco, unmanufactured"
1968,Argentina,62000,tonnes,"Tobacco, unmanufactured"
1969,Argentina,53500,tonnes,"Tobacco, unmanufactured"
1970,Argentina,66000,tonnes,"Tobacco, unmanufactured"
1971,Argentina,61700,tonnes,"Tobacco, unmanufactured"
1972,Argentina,73600,tonnes,"Tobacco, unmanufactured"
1973,Argentina,71000,tonnes,"Tobacco, unmanufactured"
1974,Argentina,97700,tonnes,"Tobacco, unmanufactured"
1975,Argentina,97800,tonnes,"Tobacco, unmanufactured"
1976,Argentina,94600,tonnes,"Tobacco, unmanufactured"
1977,Argentina,90000,tonnes,"Tobacco, unmanufactured"
1978,Argentina,63000,tonnes,"Tobacco, unmanufactured"
1979,Argentina,70000,tonnes,"Tobacco, unmanufactured"
1980,Argentina,62044,tonnes,"Tobacco, unmanufactured"
1981,Argentina,50889,tonnes,"Tobacco, unmanufactured"
1982,Argentina,68677,tonnes,"Tobacco, unmanufactured"
1983,Argentina,74254,tonnes,"Tobacco, unmanufactured"
1984,Argentina,78301,tonnes,"Tobacco, unmanufactured"
1985,Argentina,60243,tonnes,"Tobacco, unmanufactured"
1986,Argentina,66361,tonnes,"Tobacco, unmanufactured"
1987,Argentina,69765,tonnes,"Tobacco, unmanufactured"
1988,Argentina,72235,tonnes,"Tobacco, unmanufactured"
1989,Argentina,80459,tonnes,"Tobacco, unmanufactured"
1990,Argentina,67634,tonnes,"Tobacco, unmanufactured"
1991,Argentina,94504,tonnes,"Tobacco, unmanufactured"
1992,Argentina,109157,tonnes,"Tobacco, unmanufactured"
1993,Argentina,112305,tonnes,"Tobacco, unmanufactured"
1994,Argentina,81957,tonnes,"Tobacco, unmanufactured"
1995,Argentina,79011,tonnes,"Tobacco, unmanufactured"
1996,Argentina,98201,tonnes,"Tobacco, unmanufactured"
1997,Argentina,123206,tonnes,"Tobacco, unmanufactured"
1998,Argentina,116510,tonnes,"Tobacco, unmanufactured"
1999,Argentina,113400,tonnes,"Tobacco, unmanufactured"
2000,Argentina,114509,tonnes,"Tobacco, unmanufactured"
2001,Argentina,98110,tonnes,"Tobacco, unmanufactured"
2002,Argentina,132437,tonnes,"Tobacco, unmanufactured"
2003,Argentina,115837,tonnes,"Tobacco, unmanufactured"
2004,Argentina,157294,tonnes,"Tobacco, unmanufactured"
2005,Argentina,161064,tonnes,"Tobacco, unmanufactured"
2006,Argentina,144345,tonnes,"Tobacco, unmanufactured"
2007,Argentina,127740,tonnes,"Tobacco, unmanufactured"
2008,Argentina,130381,tonnes,"Tobacco, unmanufactured"
2009,Argentina,135531,tonnes,"Tobacco, unmanufactured"
2010,Argentina,132870,tonnes,"Tobacco, unmanufactured"
2011,Argentina,135241,tonnes,"Tobacco, unmanufactured"
2012,Argentina,115334,tonnes,"Tobacco, unmanufactured"
2013,Argentina,112348,tonnes,"Tobacco, unmanufactured"
2014,Argentina,127085,tonnes,"Tobacco, unmanufactured"
2015,Argentina,109106,tonnes,"Tobacco, unmanufactured"
2016,Argentina,93671,tonnes,"Tobacco, unmanufactured"
2017,Argentina,117154,tonnes,"Tobacco, unmanufactured"
2018,Argentina,104093,tonnes,"Tobacco, unmanufactured"
2019,Argentina,106319,tonnes,"Tobacco, unmanufactured"
1961,Bolivia (Plurinational State of),990,tonnes,Cotton lint
1962,Bolivia (Plurinational State of),990,tonnes,Cotton lint
1963,Bolivia (Plurinational State of),1320,tonnes,Cotton lint
1964,Bolivia (Plurinational State of),1650,tonnes,Cotton lint
1965,Bolivia (Plurinational State of),1980,tonnes,Cotton lint
1966,Bolivia (Plurinational State of),2970,tonnes,Cotton lint
1967,Bolivia (Plurinational State of),2640,tonnes,Cotton lint
1968,Bolivia (Plurinational State of),3630,tonnes,Cotton lint
1969,Bolivia (Plurinational State of),4436,tonnes,Cotton lint
1970,Bolivia (Plurinational State of),5100,tonnes,Cotton lint
1971,Bolivia (Plurinational State of),9800,tonnes,Cotton lint
1972,Bolivia (Plurinational State of),15000,tonnes,Cotton lint
1973,Bolivia (Plurinational State of),37600,tonnes,Cotton lint
1974,Bolivia (Plurinational State of),26700,tonnes,Cotton lint
1975,Bolivia (Plurinational State of),22020,tonnes,Cotton lint
1976,Bolivia (Plurinational State of),12615,tonnes,Cotton lint
1977,Bolivia (Plurinational State of),15875,tonnes,Cotton lint
1978,Bolivia (Plurinational State of),18075,tonnes,Cotton lint
1979,Bolivia (Plurinational State of),15735,tonnes,Cotton lint
1980,Bolivia (Plurinational State of),6800,tonnes,Cotton lint
1981,Bolivia (Plurinational State of),6515,tonnes,Cotton lint
1982,Bolivia (Plurinational State of),3900,tonnes,Cotton lint
1983,Bolivia (Plurinational State of),3221,tonnes,Cotton lint
1984,Bolivia (Plurinational State of),2374,tonnes,Cotton lint
1985,Bolivia (Plurinational State of),4698,tonnes,Cotton lint
1986,Bolivia (Plurinational State of),4000,tonnes,Cotton lint
1987,Bolivia (Plurinational State of),2202,tonnes,Cotton lint
1988,Bolivia (Plurinational State of),3670,tonnes,Cotton lint
1989,Bolivia (Plurinational State of),1240,tonnes,Cotton lint
1990,Bolivia (Plurinational State of),2188,tonnes,Cotton lint
1991,Bolivia (Plurinational State of),8677,tonnes,Cotton lint
1992,Bolivia (Plurinational State of),9860,tonnes,Cotton lint
1993,Bolivia (Plurinational State of),8555,tonnes,Cotton lint
1994,Bolivia (Plurinational State of),10591,tonnes,Cotton lint
1995,Bolivia (Plurinational State of),16325,tonnes,Cotton lint
1996,Bolivia (Plurinational State of),25543,tonnes,Cotton lint
1997,Bolivia (Plurinational State of),22253,tonnes,Cotton lint
1998,Bolivia (Plurinational State of),18500,tonnes,Cotton lint
1999,Bolivia (Plurinational State of),16000,tonnes,Cotton lint
2000,Bolivia (Plurinational State of),14500,tonnes,Cotton lint
2001,Bolivia (Plurinational State of),25600,tonnes,Cotton lint
2002,Bolivia (Plurinational State of),18056,tonnes,Cotton lint
2003,Bolivia (Plurinational State of),19411,tonnes,Cotton lint
2004,Bolivia (Plurinational State of),25600,tonnes,Cotton lint
2005,Bolivia (Plurinational State of),25600,tonnes,Cotton lint
2006,Bolivia (Plurinational State of),25600,tonnes,Cotton lint
2007,Bolivia (Plurinational State of),25600,tonnes,Cotton lint
2008,Bolivia (Plurinational State of),25600,tonnes,Cotton lint
2009,Bolivia (Plurinational State of),28300,tonnes,Cotton lint
2010,Bolivia (Plurinational State of),29000,tonnes,Cotton lint
2011,Bolivia (Plurinational State of),29100,tonnes,Cotton lint
2012,Bolivia (Plurinational State of),28400,tonnes,Cotton lint
2013,Bolivia (Plurinational State of),29000,tonnes,Cotton lint
2014,Bolivia (Plurinational State of),31600,tonnes,Cotton lint
2015,Bolivia (Plurinational State of),31600,tonnes,Cotton lint
2016,Bolivia (Plurinational State of),31600,tonnes,Cotton lint
2017,Bolivia (Plurinational State of),31600,tonnes,Cotton lint
2018,Bolivia (Plurinational State of),31600,tonnes,Cotton lint
1961,Bolivia (Plurinational State of),2010,tonnes,Cottonseed
1962,Bolivia (Plurinational State of),2010,tonnes,Cottonseed
1963,Bolivia (Plurinational State of),2680,tonnes,Cottonseed
1964,Bolivia (Plurinational State of),3350,tonnes,Cottonseed
1965,Bolivia (Plurinational State of),4020,tonnes,Cottonseed
1966,Bolivia (Plurinational State of),6030,tonnes,Cottonseed
1967,Bolivia (Plurinational State of),5360,tonnes,Cottonseed
1968,Bolivia (Plurinational State of),7360,tonnes,Cottonseed
1969,Bolivia (Plurinational State of),8200,tonnes,Cottonseed
1970,Bolivia (Plurinational State of),10800,tonnes,Cottonseed
1971,Bolivia (Plurinational State of),17900,tonnes,Cottonseed
1972,Bolivia (Plurinational State of),31200,tonnes,Cottonseed
1973,Bolivia (Plurinational State of),72850,tonnes,Cottonseed
1974,Bolivia (Plurinational State of),55500,tonnes,Cottonseed
1975,Bolivia (Plurinational State of),40890,tonnes,Cottonseed
1976,Bolivia (Plurinational State of),21000,tonnes,Cottonseed
1977,Bolivia (Plurinational State of),25940,tonnes,Cottonseed
1978,Bolivia (Plurinational State of),30640,tonnes,Cottonseed
1979,Bolivia (Plurinational State of),24705,tonnes,Cottonseed
1980,Bolivia (Plurinational State of),12000,tonnes,Cottonseed
1981,Bolivia (Plurinational State of),11500,tonnes,Cottonseed
1982,Bolivia (Plurinational State of),7526,tonnes,Cottonseed
1983,Bolivia (Plurinational State of),6000,tonnes,Cottonseed
1984,Bolivia (Plurinational State of),4500,tonnes,Cottonseed
1985,Bolivia (Plurinational State of),8800,tonnes,Cottonseed
1986,Bolivia (Plurinational State of),7058,tonnes,Cottonseed
1987,Bolivia (Plurinational State of),3886,tonnes,Cottonseed
1988,Bolivia (Plurinational State of),6476,tonnes,Cottonseed
1989,Bolivia (Plurinational State of),2350,tonnes,Cottonseed
1990,Bolivia (Plurinational State of),3501,tonnes,Cottonseed
1991,Bolivia (Plurinational State of),13883,tonnes,Cottonseed
1992,Bolivia (Plurinational State of),15776,tonnes,Cottonseed
1993,Bolivia (Plurinational State of),14116,tonnes,Cottonseed
1994,Bolivia (Plurinational State of),20000,tonnes,Cottonseed
1995,Bolivia (Plurinational State of),30700,tonnes,Cottonseed
1996,Bolivia (Plurinational State of),48000,tonnes,Cottonseed
1997,Bolivia (Plurinational State of),41800,tonnes,Cottonseed
1998,Bolivia (Plurinational State of),34800,tonnes,Cottonseed
1999,Bolivia (Plurinational State of),30000,tonnes,Cottonseed
2000,Bolivia (Plurinational State of),27000,tonnes,Cottonseed
2001,Bolivia (Plurinational State of),48000,tonnes,Cottonseed
2002,Bolivia (Plurinational State of),52342,tonnes,Cottonseed
2003,Bolivia (Plurinational State of),61784,tonnes,Cottonseed
2004,Bolivia (Plurinational State of),61236,tonnes,Cottonseed
2005,Bolivia (Plurinational State of),65331,tonnes,Cottonseed
2006,Bolivia (Plurinational State of),63356,tonnes,Cottonseed
2007,Bolivia (Plurinational State of),65804,tonnes,Cottonseed
2008,Bolivia (Plurinational State of),56505,tonnes,Cottonseed
2009,Bolivia (Plurinational State of),62820,tonnes,Cottonseed
2010,Bolivia (Plurinational State of),64200,tonnes,Cottonseed
2011,Bolivia (Plurinational State of),66000,tonnes,Cottonseed
2012,Bolivia (Plurinational State of),69000,tonnes,Cottonseed
2013,Bolivia (Plurinational State of),69500,tonnes,Cottonseed
2014,Bolivia (Plurinational State of),70095,tonnes,Cottonseed
2015,Bolivia (Plurinational State of),70095,tonnes,Cottonseed
2016,Bolivia (Plurinational State of),70095,tonnes,Cottonseed
2017,Bolivia (Plurinational State of),70095,tonnes,Cottonseed
2018,Bolivia (Plurinational State of),70095,tonnes,Cottonseed
1961,Bolivia (Plurinational State of),314,tonnes,"Oil, cottonseed"
1962,Bolivia (Plurinational State of),314,tonnes,"Oil, cottonseed"
1963,Bolivia (Plurinational State of),253,tonnes,"Oil, cottonseed"
1964,Bolivia (Plurinational State of),520,tonnes,"Oil, cottonseed"
1965,Bolivia (Plurinational State of),463,tonnes,"Oil, cottonseed"
1966,Bolivia (Plurinational State of),465,tonnes,"Oil, cottonseed"
1967,Bolivia (Plurinational State of),674,tonnes,"Oil, cottonseed"
1968,Bolivia (Plurinational State of),509,tonnes,"Oil, cottonseed"
1969,Bolivia (Plurinational State of),959,tonnes,"Oil, cottonseed"
1970,Bolivia (Plurinational State of),1182,tonnes,"Oil, cottonseed"
1971,Bolivia (Plurinational State of),2680,tonnes,"Oil, cottonseed"
1972,Bolivia (Plurinational State of),4738,tonnes,"Oil, cottonseed"
1973,Bolivia (Plurinational State of),8236,tonnes,"Oil, cottonseed"
1974,Bolivia (Plurinational State of),8666,tonnes,"Oil, cottonseed"
1975,Bolivia (Plurinational State of),6424,tonnes,"Oil, cottonseed"
1976,Bolivia (Plurinational State of),3201,tonnes,"Oil, cottonseed"
1977,Bolivia (Plurinational State of),4018,tonnes,"Oil, cottonseed"
1978,Bolivia (Plurinational State of),4765,tonnes,"Oil, cottonseed"
1979,Bolivia (Plurinational State of),3857,tonnes,"Oil, cottonseed"
1980,Bolivia (Plurinational State of),1863,tonnes,"Oil, cottonseed"
1981,Bolivia (Plurinational State of),1807,tonnes,"Oil, cottonseed"
1982,Bolivia (Plurinational State of),1171,tonnes,"Oil, cottonseed"
1983,Bolivia (Plurinational State of),956,tonnes,"Oil, cottonseed"
1984,Bolivia (Plurinational State of),759,tonnes,"Oil, cottonseed"
1985,Bolivia (Plurinational State of),1380,tonnes,"Oil, cottonseed"
1986,Bolivia (Plurinational State of),1108,tonnes,"Oil, cottonseed"
1987,Bolivia (Plurinational State of),588,tonnes,"Oil, cottonseed"
1988,Bolivia (Plurinational State of),1026,tonnes,"Oil, cottonseed"
1989,Bolivia (Plurinational State of),366,tonnes,"Oil, cottonseed"
1990,Bolivia (Plurinational State of),498,tonnes,"Oil, cottonseed"
1991,Bolivia (Plurinational State of),2158,tonnes,"Oil, cottonseed"
1992,Bolivia (Plurinational State of),2485,tonnes,"Oil, cottonseed"
1993,Bolivia (Plurinational State of),2221,tonnes,"Oil, cottonseed"
