Year,Nation,Production Quantity,Unit,Item
1972,Chile,,tonnes,"Oil, cottonseed"
1973,Chile,,tonnes,"Oil, cottonseed"
1974,Chile,,tonnes,"Oil, cottonseed"
1975,Chile,,tonnes,"Oil, cottonseed"
1976,Chile,,tonnes,"Oil, cottonseed"
1977,Chile,,tonnes,"Oil, cottonseed"
1978,Chile,,tonnes,"Oil, cottonseed"
1979,Chile,,tonnes,"Oil, cottonseed"
1980,Chile,,tonnes,"Oil, cottonseed"
1981,Chile,,tonnes,"Oil, cottonseed"
1982,Chile,,tonnes,"Oil, cottonseed"
1983,Chile,,tonnes,"Oil, cottonseed"
1984,Chile,,tonnes,"Oil, cottonseed"
1985,Chile,,tonnes,"Oil, cottonseed"
1986,Chile,,tonnes,"Oil, cottonseed"
1987,Chile,,tonnes,"Oil, cottonseed"
1988,Chile,,tonnes,"Oil, cottonseed"
1989,Chile,,tonnes,"Oil, cottonseed"
1990,Chile,300,tonnes,"Oil, cottonseed"
1991,Chile,500,tonnes,"Oil, cottonseed"
1992,Chile,700,tonnes,"Oil, cottonseed"
1993,Chile,800,tonnes,"Oil, cottonseed"
1994,Chile,1000,tonnes,"Oil, cottonseed"
1995,Chile,1200,tonnes,"Oil, cottonseed"
1996,Chile,1400,tonnes,"Oil, cottonseed"
1997,Chile,1800,tonnes,"Oil, cottonseed"
1998,Chile,2000,tonnes,"Oil, cottonseed"
1999,Chile,500,tonnes,"Oil, cottonseed"
2000,Chile,1000,tonnes,"Oil, cottonseed"
2001,Chile,900,tonnes,"Oil, cottonseed"
2002,Chile,600,tonnes,"Oil, cottonseed"
2003,Chile,400,tonnes,"Oil, cottonseed"
2004,Chile,800,tonnes,"Oil, cottonseed"
2005,Chile,600,tonnes,"Oil, cottonseed"
2006,Chile,1000,tonnes,"Oil, cottonseed"
2007,Chile,1200,tonnes,"Oil, cottonseed"
2008,Chile,1300,tonnes,"Oil, cottonseed"
2009,Chile,1100,tonnes,"Oil, cottonseed"
2010,Chile,800,tonnes,"Oil, cottonseed"
2011,Chile,1100,tonnes,"Oil, cottonseed"
2012,Chile,1300,tonnes,"Oil, cottonseed"
2013,Chile,1100,tonnes,"Oil, cottonseed"
2014,Chile,900,tonnes,"Oil, cottonseed"
2015,Chile,500,tonnes,"Oil, cottonseed"
2016,Chile,800,tonnes,"Oil, cottonseed"
2017,Chile,700,tonnes,"Oil, cottonseed"
2018,Chile,800,tonnes,"Oil, cottonseed"
1961,Chile,7586,tonnes,"Tobacco, unmanufactured"
1962,Chile,7370,tonnes,"Tobacco, unmanufactured"
1963,Chile,5600,tonnes,"Tobacco, unmanufactured"
1964,Chile,7090,tonnes,"Tobacco, unmanufactured"
1965,Chile,5900,tonnes,"Tobacco, unmanufactured"
1966,Chile,4930,tonnes,"Tobacco, unmanufactured"
1967,Chile,7386,tonnes,"Tobacco, unmanufactured"
1968,Chile,9405,tonnes,"Tobacco, unmanufactured"
1969,Chile,6015,tonnes,"Tobacco, unmanufactured"
1970,Chile,8532,tonnes,"Tobacco, unmanufactured"
1971,Chile,6406,tonnes,"Tobacco, unmanufactured"
1972,Chile,5449,tonnes,"Tobacco, unmanufactured"
1973,Chile,3778,tonnes,"Tobacco, unmanufactured"
1974,Chile,5362,tonnes,"Tobacco, unmanufactured"
1975,Chile,8354,tonnes,"Tobacco, unmanufactured"
1976,Chile,7673,tonnes,"Tobacco, unmanufactured"
1977,Chile,8697,tonnes,"Tobacco, unmanufactured"
1978,Chile,9422,tonnes,"Tobacco, unmanufactured"
1979,Chile,7508,tonnes,"Tobacco, unmanufactured"
1980,Chile,14412,tonnes,"Tobacco, unmanufactured"
1981,Chile,5901,tonnes,"Tobacco, unmanufactured"
1982,Chile,5655,tonnes,"Tobacco, unmanufactured"
1983,Chile,5750,tonnes,"Tobacco, unmanufactured"
1984,Chile,8135,tonnes,"Tobacco, unmanufactured"
1985,Chile,7770,tonnes,"Tobacco, unmanufactured"
1986,Chile,7849,tonnes,"Tobacco, unmanufactured"
1987,Chile,8271,tonnes,"Tobacco, unmanufactured"
1988,Chile,10425,tonnes,"Tobacco, unmanufactured"
1989,Chile,10545,tonnes,"Tobacco, unmanufactured"
1990,Chile,14412,tonnes,"Tobacco, unmanufactured"
1991,Chile,15409,tonnes,"Tobacco, unmanufactured"
1992,Chile,16498,tonnes,"Tobacco, unmanufactured"
1993,Chile,19636,tonnes,"Tobacco, unmanufactured"
1994,Chile,16007,tonnes,"Tobacco, unmanufactured"
1995,Chile,12159,tonnes,"Tobacco, unmanufactured"
1996,Chile,10999,tonnes,"Tobacco, unmanufactured"
1997,Chile,11117,tonnes,"Tobacco, unmanufactured"
1998,Chile,11679,tonnes,"Tobacco, unmanufactured"
1999,Chile,11789,tonnes,"Tobacco, unmanufactured"
2000,Chile,10521,tonnes,"Tobacco, unmanufactured"
2001,Chile,7382,tonnes,"Tobacco, unmanufactured"
2002,Chile,6976,tonnes,"Tobacco, unmanufactured"
2003,Chile,7713,tonnes,"Tobacco, unmanufactured"
2004,Chile,9321,tonnes,"Tobacco, unmanufactured"
2005,Chile,9850,tonnes,"Tobacco, unmanufactured"
2006,Chile,8349,tonnes,"Tobacco, unmanufactured"
2007,Chile,8341,tonnes,"Tobacco, unmanufactured"
2008,Chile,6214,tonnes,"Tobacco, unmanufactured"
2009,Chile,5626,tonnes,"Tobacco, unmanufactured"
2010,Chile,7950,tonnes,"Tobacco, unmanufactured"
2011,Chile,7554,tonnes,"Tobacco, unmanufactured"
2012,Chile,7554,tonnes,"Tobacco, unmanufactured"
2013,Chile,7934,tonnes,"Tobacco, unmanufactured"
2014,Chile,6362,tonnes,"Tobacco, unmanufactured"
2015,Chile,7274,tonnes,"Tobacco, unmanufactured"
2016,Chile,7561,tonnes,"Tobacco, unmanufactured"
2017,Chile,4315,tonnes,"Tobacco, unmanufactured"
2018,Chile,5700,tonnes,"Tobacco, unmanufactured"
2019,Chile,7362,tonnes,"Tobacco, unmanufactured"
1961,Colombia,76500,tonnes,Cotton lint
1962,Colombia,82300,tonnes,Cotton lint
1963,Colombia,72600,tonnes,Cotton lint
1964,Colombia,66000,tonnes,Cotton lint
1965,Colombia,65000,tonnes,Cotton lint
1966,Colombia,75400,tonnes,Cotton lint
1967,Colombia,96600,tonnes,Cotton lint
1968,Colombia,120200,tonnes,Cotton lint
1969,Colombia,125000,tonnes,Cotton lint
1970,Colombia,128000,tonnes,Cotton lint
1971,Colombia,112300,tonnes,Cotton lint
1972,Colombia,144500,tonnes,Cotton lint
1973,Colombia,115600,tonnes,Cotton lint
1974,Colombia,145800,tonnes,Cotton lint
1975,Colombia,138700,tonnes,Cotton lint
1976,Colombia,142100,tonnes,Cotton lint
1977,Colombia,161600,tonnes,Cotton lint
1978,Colombia,110600,tonnes,Cotton lint
1979,Colombia,94500,tonnes,Cotton lint
1980,Colombia,116000,tonnes,Cotton lint
1981,Colombia,121000,tonnes,Cotton lint
1982,Colombia,51000,tonnes,Cotton lint
1983,Colombia,43000,tonnes,Cotton lint
1984,Colombia,91848,tonnes,Cotton lint
1985,Colombia,118205,tonnes,Cotton lint
1986,Colombia,119492,tonnes,Cotton lint
1987,Colombia,114315,tonnes,Cotton lint
1988,Colombia,120619,tonnes,Cotton lint
1989,Colombia,111910,tonnes,Cotton lint
1990,Colombia,119385,tonnes,Cotton lint
1991,Colombia,157525,tonnes,Cotton lint
1992,Colombia,116504,tonnes,Cotton lint
1993,Colombia,72165,tonnes,Cotton lint
1994,Colombia,56277,tonnes,Cotton lint
1995,Colombia,55000,tonnes,Cotton lint
1996,Colombia,71000,tonnes,Cotton lint
1997,Colombia,36000,tonnes,Cotton lint
1998,Colombia,36000,tonnes,Cotton lint
1999,Colombia,33730,tonnes,Cotton lint
2000,Colombia,36500,tonnes,Cotton lint
2001,Colombia,37000,tonnes,Cotton lint
2002,Colombia,31000,tonnes,Cotton lint
2003,Colombia,34307,tonnes,Cotton lint
2004,Colombia,55552,tonnes,Cotton lint
2005,Colombia,55382,tonnes,Cotton lint
2006,Colombia,37539,tonnes,Cotton lint
2007,Colombia,42037,tonnes,Cotton lint
2008,Colombia,25600,tonnes,Cotton lint
2009,Colombia,29829,tonnes,Cotton lint
2010,Colombia,35717,tonnes,Cotton lint
2011,Colombia,35530,tonnes,Cotton lint
2012,Colombia,37040,tonnes,Cotton lint
2013,Colombia,24394,tonnes,Cotton lint
2014,Colombia,28433,tonnes,Cotton lint
2015,Colombia,24324,tonnes,Cotton lint
2016,Colombia,28596,tonnes,Cotton lint
2017,Colombia,8890,tonnes,Cotton lint
2018,Colombia,11549,tonnes,Cotton lint
1961,Colombia,132000,tonnes,Cottonseed
1962,Colombia,142000,tonnes,Cottonseed
1963,Colombia,126000,tonnes,Cottonseed
1964,Colombia,114300,tonnes,Cottonseed
1965,Colombia,114000,tonnes,Cottonseed
1966,Colombia,125100,tonnes,Cottonseed
1967,Colombia,158300,tonnes,Cottonseed
1968,Colombia,200800,tonnes,Cottonseed
1969,Colombia,213500,tonnes,Cottonseed
1970,Colombia,213600,tonnes,Cottonseed
1971,Colombia,188200,tonnes,Cottonseed
1972,Colombia,246100,tonnes,Cottonseed
1973,Colombia,199000,tonnes,Cottonseed
1974,Colombia,249300,tonnes,Cottonseed
1975,Colombia,235100,tonnes,Cottonseed
1976,Colombia,235000,tonnes,Cottonseed
1977,Colombia,276600,tonnes,Cottonseed
1978,Colombia,186200,tonnes,Cottonseed
1979,Colombia,160900,tonnes,Cottonseed
1980,Colombia,216000,tonnes,Cottonseed
1981,Colombia,200000,tonnes,Cottonseed
1982,Colombia,84000,tonnes,Cottonseed
1983,Colombia,72000,tonnes,Cottonseed
1984,Colombia,132734,tonnes,Cottonseed
1985,Colombia,185240,tonnes,Cottonseed
1986,Colombia,184198,tonnes,Cottonseed
1987,Colombia,181000,tonnes,Cottonseed
1988,Colombia,214000,tonnes,Cottonseed
1989,Colombia,170810,tonnes,Cottonseed
1990,Colombia,182219,tonnes,Cottonseed
1991,Colombia,240433,tonnes,Cottonseed
1992,Colombia,177822,tonnes,Cottonseed
1993,Colombia,105000,tonnes,Cottonseed
1994,Colombia,84815,tonnes,Cottonseed
1995,Colombia,89000,tonnes,Cottonseed
1996,Colombia,110000,tonnes,Cottonseed
1997,Colombia,67000,tonnes,Cottonseed
1998,Colombia,59600,tonnes,Cottonseed
1999,Colombia,68000,tonnes,Cottonseed
2000,Colombia,67000,tonnes,Cottonseed
2001,Colombia,72000,tonnes,Cottonseed
2002,Colombia,58000,tonnes,Cottonseed
2003,Colombia,50702,tonnes,Cottonseed
2004,Colombia,81376,tonnes,Cottonseed
2005,Colombia,59577,tonnes,Cottonseed
2006,Colombia,51375,tonnes,Cottonseed
2007,Colombia,55000,tonnes,Cottonseed
2008,Colombia,35000,tonnes,Cottonseed
2009,Colombia,33600,tonnes,Cottonseed
2010,Colombia,36600,tonnes,Cottonseed
2011,Colombia,53079,tonnes,Cottonseed
2012,Colombia,53611,tonnes,Cottonseed
2013,Colombia,35307,tonnes,Cottonseed
2014,Colombia,41154,tonnes,Cottonseed
2015,Colombia,26154,tonnes,Cottonseed
2016,Colombia,41389,tonnes,Cottonseed
2017,Colombia,12867,tonnes,Cottonseed
2018,Colombia,16716,tonnes,Cottonseed
1961,Colombia,20098,tonnes,"Oil, cottonseed"
1962,Colombia,21816,tonnes,"Oil, cottonseed"
1963,Colombia,19238,tonnes,"Oil, cottonseed"
1964,Colombia,17395,tonnes,"Oil, cottonseed"
1965,Colombia,17270,tonnes,"Oil, cottonseed"
1966,Colombia,19051,tonnes,"Oil, cottonseed"
1967,Colombia,24166,tonnes,"Oil, cottonseed"
1968,Colombia,30689,tonnes,"Oil, cottonseed"
1969,Colombia,32543,tonnes,"Oil, cottonseed"
1970,Colombia,33089,tonnes,"Oil, cottonseed"
1971,Colombia,28650,tonnes,"Oil, cottonseed"
1972,Colombia,34816,tonnes,"Oil, cottonseed"
1973,Colombia,30295,tonnes,"Oil, cottonseed"
1974,Colombia,38168,tonnes,"Oil, cottonseed"
1975,Colombia,35886,tonnes,"Oil, cottonseed"
1976,Colombia,35478,tonnes,"Oil, cottonseed"
1977,Colombia,42350,tonnes,"Oil, cottonseed"
1978,Colombia,28627,tonnes,"Oil, cottonseed"
1979,Colombia,24488,tonnes,"Oil, cottonseed"
1980,Colombia,33201,tonnes,"Oil, cottonseed"
1981,Colombia,31224,tonnes,"Oil, cottonseed"
1982,Colombia,12949,tonnes,"Oil, cottonseed"
1983,Colombia,10755,tonnes,"Oil, cottonseed"
1984,Colombia,20092,tonnes,"Oil, cottonseed"
1985,Colombia,28456,tonnes,"Oil, cottonseed"
1986,Colombia,28348,tonnes,"Oil, cottonseed"
1987,Colombia,27595,tonnes,"Oil, cottonseed"
1988,Colombia,33031,tonnes,"Oil, cottonseed"
1989,Colombia,26117,tonnes,"Oil, cottonseed"
1990,Colombia,27621,tonnes,"Oil, cottonseed"
1991,Colombia,37080,tonnes,"Oil, cottonseed"
1992,Colombia,27601,tonnes,"Oil, cottonseed"
1993,Colombia,16318,tonnes,"Oil, cottonseed"
1994,Colombia,13215,tonnes,"Oil, cottonseed"
1995,Colombia,13608,tonnes,"Oil, cottonseed"
1996,Colombia,17140,tonnes,"Oil, cottonseed"
1997,Colombia,9826,tonnes,"Oil, cottonseed"
1998,Colombia,9744,tonnes,"Oil, cottonseed"
1999,Colombia,9500,tonnes,"Oil, cottonseed"
2000,Colombia,7500,tonnes,"Oil, cottonseed"
2001,Colombia,9000,tonnes,"Oil, cottonseed"
2002,Colombia,9500,tonnes,"Oil, cottonseed"
2003,Colombia,7100,tonnes,"Oil, cottonseed"
2004,Colombia,8900,tonnes,"Oil, cottonseed"
2005,Colombia,12800,tonnes,"Oil, cottonseed"
2006,Colombia,10600,tonnes,"Oil, cottonseed"
2007,Colombia,10400,tonnes,"Oil, cottonseed"
2008,Colombia,9200,tonnes,"Oil, cottonseed"
2009,Colombia,7600,tonnes,"Oil, cottonseed"
2010,Colombia,8100,tonnes,"Oil, cottonseed"
2011,Colombia,8900,tonnes,"Oil, cottonseed"
2012,Colombia,3754,tonnes,"Oil, cottonseed"
2013,Colombia,5351,tonnes,"Oil, cottonseed"
2014,Colombia,8100,tonnes,"Oil, cottonseed"
2015,Colombia,250,tonnes,"Oil, cottonseed"
2016,Colombia,0,tonnes,"Oil, cottonseed"
2017,Colombia,6143,tonnes,"Oil, cottonseed"
2018,Colombia,6127,tonnes,"Oil, cottonseed"
1961,Colombia,218000,tonnes,Seed cotton
1962,Colombia,229000,tonnes,Seed cotton
1963,Colombia,202000,tonnes,Seed cotton
1964,Colombia,193200,tonnes,Seed cotton
1965,Colombia,181300,tonnes,Seed cotton
1966,Colombia,208000,tonnes,Seed cotton
1967,Colombia,265300,tonnes,Seed cotton
1968,Colombia,334000,tonnes,Seed cotton
1969,Colombia,357000,tonnes,Seed cotton
1970,Colombia,376400,tonnes,Seed cotton
1971,Colombia,322400,tonnes,Seed cotton
1972,Colombia,412100,tonnes,Seed cotton
1973,Colombia,334800,tonnes,Seed cotton
1974,Colombia,420300,tonnes,Seed cotton
1975,Colombia,400900,tonnes,Seed cotton
1976,Colombia,408600,tonnes,Seed cotton
1977,Colombia,480500,tonnes,Seed cotton
1978,Colombia,330300,tonnes,Seed cotton
1979,Colombia,281600,tonnes,Seed cotton
1980,Colombia,353200,tonnes,Seed cotton
1981,Colombia,366900,tonnes,Seed cotton
1982,Colombia,153600,tonnes,Seed cotton
1983,Colombia,130400,tonnes,Seed cotton
1984,Colombia,243300,tonnes,Seed cotton
1985,Colombia,339570,tonnes,Seed cotton
1986,Colombia,337660,tonnes,Seed cotton
1987,Colombia,320530,tonnes,Seed cotton
1988,Colombia,376440,tonnes,Seed cotton
1989,Colombia,294500,tonnes,Seed cotton
1990,Colombia,314170,tonnes,Seed cotton
1991,Colombia,432269,tonnes,Seed cotton
1992,Colombia,342429,tonnes,Seed cotton
1993,Colombia,187270,tonnes,Seed cotton
1994,Colombia,149219,tonnes,Seed cotton
1995,Colombia,148818,tonnes,Seed cotton
1996,Colombia,184107,tonnes,Seed cotton
1997,Colombia,108998,tonnes,Seed cotton
1998,Colombia,96764,tonnes,Seed cotton
1999,Colombia,111368,tonnes,Seed cotton
2000,Colombia,111106,tonnes,Seed cotton
2001,Colombia,113992,tonnes,Seed cotton
2002,Colombia,92211,tonnes,Seed cotton
2003,Colombia,92244,tonnes,Seed cotton
2004,Colombia,154733,tonnes,Seed cotton
2005,Colombia,138945,tonnes,Seed cotton
2006,Colombia,108150,tonnes,Seed cotton
2007,Colombia,125564,tonnes,Seed cotton
2008,Colombia,76603,tonnes,Seed cotton
2009,Colombia,70926,tonnes,Seed cotton
2010,Colombia,89485,tonnes,Seed cotton
2011,Colombia,96508,tonnes,Seed cotton
2012,Colombia,97474,tonnes,Seed cotton
2013,Colombia,64194,tonnes,Seed cotton
2014,Colombia,83498,tonnes,Seed cotton
2015,Colombia,84803,tonnes,Seed cotton
2016,Colombia,75253,tonnes,Seed cotton
2017,Colombia,23394,tonnes,Seed cotton
2018,Colombia,30393,tonnes,Seed cotton
2019,Colombia,60155,tonnes,Seed cotton
1961,Colombia,27884,tonnes,"Tobacco, unmanufactured"
1962,Colombia,38213,tonnes,"Tobacco, unmanufactured"
1963,Colombia,41771,tonnes,"Tobacco, unmanufactured"
1964,Colombia,41395,tonnes,"Tobacco, unmanufactured"
1965,Colombia,40190,tonnes,"Tobacco, unmanufactured"
1966,Colombia,44250,tonnes,"Tobacco, unmanufactured"
1967,Colombia,42500,tonnes,"Tobacco, unmanufactured"
1968,Colombia,43000,tonnes,"Tobacco, unmanufactured"
1969,Colombia,44500,tonnes,"Tobacco, unmanufactured"
1970,Colombia,42000,tonnes,"Tobacco, unmanufactured"
1971,Colombia,39300,tonnes,"Tobacco, unmanufactured"
1972,Colombia,36100,tonnes,"Tobacco, unmanufactured"
1973,Colombia,39700,tonnes,"Tobacco, unmanufactured"
1974,Colombia,41100,tonnes,"Tobacco, unmanufactured"
1975,Colombia,57600,tonnes,"Tobacco, unmanufactured"
1976,Colombia,68300,tonnes,"Tobacco, unmanufactured"
1977,Colombia,57300,tonnes,"Tobacco, unmanufactured"
1978,Colombia,45900,tonnes,"Tobacco, unmanufactured"
1979,Colombia,59600,tonnes,"Tobacco, unmanufactured"
1980,Colombia,45400,tonnes,"Tobacco, unmanufactured"
1981,Colombia,50400,tonnes,"Tobacco, unmanufactured"
1982,Colombia,48700,tonnes,"Tobacco, unmanufactured"
1983,Colombia,47800,tonnes,"Tobacco, unmanufactured"
1984,Colombia,34599,tonnes,"Tobacco, unmanufactured"
1985,Colombia,27237,tonnes,"Tobacco, unmanufactured"
1986,Colombia,28574,tonnes,"Tobacco, unmanufactured"
1987,Colombia,34870,tonnes,"Tobacco, unmanufactured"
1988,Colombia,35700,tonnes,"Tobacco, unmanufactured"
1989,Colombia,33710,tonnes,"Tobacco, unmanufactured"
1990,Colombia,32989,tonnes,"Tobacco, unmanufactured"
1991,Colombia,34338,tonnes,"Tobacco, unmanufactured"
1992,Colombia,27908,tonnes,"Tobacco, unmanufactured"
1993,Colombia,34321,tonnes,"Tobacco, unmanufactured"
1994,Colombia,26905,tonnes,"Tobacco, unmanufactured"
1995,Colombia,26000,tonnes,"Tobacco, unmanufactured"
1996,Colombia,30412,tonnes,"Tobacco, unmanufactured"
1997,Colombia,23319,tonnes,"Tobacco, unmanufactured"
1998,Colombia,30235,tonnes,"Tobacco, unmanufactured"
1999,Colombia,26057,tonnes,"Tobacco, unmanufactured"
2000,Colombia,27767,tonnes,"Tobacco, unmanufactured"
2001,Colombia,26158,tonnes,"Tobacco, unmanufactured"
2002,Colombia,26475,tonnes,"Tobacco, unmanufactured"
2003,Colombia,34458,tonnes,"Tobacco, unmanufactured"
2004,Colombia,32486,tonnes,"Tobacco, unmanufactured"
2005,Colombia,34940,tonnes,"Tobacco, unmanufactured"
2006,Colombia,20557,tonnes,"Tobacco, unmanufactured"
2007,Colombia,18109,tonnes,"Tobacco, unmanufactured"
2008,Colombia,21176,tonnes,"Tobacco, unmanufactured"
2009,Colombia,9953,tonnes,"Tobacco, unmanufactured"
2010,Colombia,10760,tonnes,"Tobacco, unmanufactured"
2011,Colombia,17838,tonnes,"Tobacco, unmanufactured"
2012,Colombia,22267,tonnes,"Tobacco, unmanufactured"
2013,Colombia,22604,tonnes,"Tobacco, unmanufactured"
2014,Colombia,28600,tonnes,"Tobacco, unmanufactured"
2015,Colombia,10475,tonnes,"Tobacco, unmanufactured"
2016,Colombia,10475,tonnes,"Tobacco, unmanufactured"
2017,Colombia,16329,tonnes,"Tobacco, unmanufactured"
2018,Colombia,10599,tonnes,"Tobacco, unmanufactured"
2019,Colombia,10437,tonnes,"Tobacco, unmanufactured"
1961,Costa Rica,1206,tonnes,Cotton lint
1962,Costa Rica,1494,tonnes,Cotton lint
1963,Costa Rica,1709,tonnes,Cotton lint
1964,Costa Rica,3246,tonnes,Cotton lint
1965,Costa Rica,4791,tonnes,Cotton lint
1966,Costa Rica,3990,tonnes,Cotton lint
1967,Costa Rica,4565,tonnes,Cotton lint
1968,Costa Rica,3393,tonnes,Cotton lint
1969,Costa Rica,1435,tonnes,Cotton lint
1970,Costa Rica,285,tonnes,Cotton lint
1971,Costa Rica,310,tonnes,Cotton lint
1972,Costa Rica,126,tonnes,Cotton lint
1973,Costa Rica,526,tonnes,Cotton lint
1974,Costa Rica,604,tonnes,Cotton lint
1975,Costa Rica,184,tonnes,Cotton lint
1976,Costa Rica,1725,tonnes,Cotton lint
1977,Costa Rica,7022,tonnes,Cotton lint
1978,Costa Rica,2722,tonnes,Cotton lint
1979,Costa Rica,3738,tonnes,Cotton lint
1980,Costa Rica,4100,tonnes,Cotton lint
1981,Costa Rica,5264,tonnes,Cotton lint
1982,Costa Rica,1743,tonnes,Cotton lint
1983,Costa Rica,1339,tonnes,Cotton lint
1984,Costa Rica,1294,tonnes,Cotton lint
1985,Costa Rica,1279,tonnes,Cotton lint
1986,Costa Rica,645,tonnes,Cotton lint
1987,Costa Rica,480,tonnes,Cotton lint
1988,Costa Rica,1164,tonnes,Cotton lint
1989,Costa Rica,240,tonnes,Cotton lint
1990,Costa Rica,215,tonnes,Cotton lint
1991,Costa Rica,150,tonnes,Cotton lint
1992,Costa Rica,145,tonnes,Cotton lint
1993,Costa Rica,115,tonnes,Cotton lint
1994,Costa Rica,110,tonnes,Cotton lint
1995,Costa Rica,140,tonnes,Cotton lint
1996,Costa Rica,140,tonnes,Cotton lint
1997,Costa Rica,120,tonnes,Cotton lint
1998,Costa Rica,130,tonnes,Cotton lint
1999,Costa Rica,135,tonnes,Cotton lint
2000,Costa Rica,120,tonnes,Cotton lint
2001,Costa Rica,150,tonnes,Cotton lint
2002,Costa Rica,100,tonnes,Cotton lint
2003,Costa Rica,110,tonnes,Cotton lint
2004,Costa Rica,110,tonnes,Cotton lint
2005,Costa Rica,220,tonnes,Cotton lint
2006,Costa Rica,220,tonnes,Cotton lint
2007,Costa Rica,323,tonnes,Cotton lint
2008,Costa Rica,453,tonnes,Cotton lint
2009,Costa Rica,194,tonnes,Cotton lint
2010,Costa Rica,220,tonnes,Cotton lint
2011,Costa Rica,230,tonnes,Cotton lint
2012,Costa Rica,239,tonnes,Cotton lint
2013,Costa Rica,665,tonnes,Cotton lint
2014,Costa Rica,245,tonnes,Cotton lint
2015,Costa Rica,258,tonnes,Cotton lint
2016,Costa Rica,200,tonnes,Cotton lint
2017,Costa Rica,200,tonnes,Cotton lint
2018,Costa Rica,200,tonnes,Cotton lint
1961,Costa Rica,2120,tonnes,Cottonseed
1962,Costa Rica,2630,tonnes,Cottonseed
1963,Costa Rica,3020,tonnes,Cottonseed
1964,Costa Rica,5720,tonnes,Cottonseed
1965,Costa Rica,8450,tonnes,Cottonseed
1966,Costa Rica,7050,tonnes,Cottonseed
1967,Costa Rica,8080,tonnes,Cottonseed
1968,Costa Rica,6000,tonnes,Cottonseed
1969,Costa Rica,2530,tonnes,Cottonseed
1970,Costa Rica,500,tonnes,Cottonseed
1971,Costa Rica,540,tonnes,Cottonseed
1972,Costa Rica,220,tonnes,Cottonseed
1973,Costa Rica,930,tonnes,Cottonseed
1974,Costa Rica,1050,tonnes,Cottonseed
1975,Costa Rica,380,tonnes,Cottonseed
1976,Costa Rica,3450,tonnes,Cottonseed
1977,Costa Rica,14044,tonnes,Cottonseed
1978,Costa Rica,5444,tonnes,Cottonseed
1979,Costa Rica,7476,tonnes,Cottonseed
1980,Costa Rica,7600,tonnes,Cottonseed
1981,Costa Rica,9472,tonnes,Cottonseed
1982,Costa Rica,3130,tonnes,Cottonseed
1983,Costa Rica,2181,tonnes,Cottonseed
1984,Costa Rica,2107,tonnes,Cottonseed
1985,Costa Rica,2083,tonnes,Cottonseed
1986,Costa Rica,1050,tonnes,Cottonseed
1987,Costa Rica,782,tonnes,Cottonseed
1988,Costa Rica,1896,tonnes,Cottonseed
1989,Costa Rica,493,tonnes,Cottonseed
1990,Costa Rica,480,tonnes,Cottonseed
1991,Costa Rica,229,tonnes,Cottonseed
1992,Costa Rica,215,tonnes,Cottonseed
1993,Costa Rica,149,tonnes,Cottonseed
1994,Costa Rica,160,tonnes,Cottonseed
1995,Costa Rica,170,tonnes,Cottonseed
1996,Costa Rica,150,tonnes,Cottonseed
1997,Costa Rica,130,tonnes,Cottonseed
1998,Costa Rica,140,tonnes,Cottonseed
1999,Costa Rica,120,tonnes,Cottonseed
2000,Costa Rica,125,tonnes,Cottonseed
2001,Costa Rica,160,tonnes,Cottonseed
2002,Costa Rica,120,tonnes,Cottonseed
2003,Costa Rica,125,tonnes,Cottonseed
2004,Costa Rica,120,tonnes,Cottonseed
2005,Costa Rica,340,tonnes,Cottonseed
2006,Costa Rica,340,tonnes,Cottonseed
2007,Costa Rica,500,tonnes,Cottonseed
2008,Costa Rica,700,tonnes,Cottonseed
2009,Costa Rica,300,tonnes,Cottonseed
2010,Costa Rica,340,tonnes,Cottonseed
2011,Costa Rica,360,tonnes,Cottonseed
2012,Costa Rica,370,tonnes,Cottonseed
2013,Costa Rica,1030,tonnes,Cottonseed
2014,Costa Rica,376,tonnes,Cottonseed
2015,Costa Rica,400,tonnes,Cottonseed
2016,Costa Rica,400,tonnes,Cottonseed
2017,Costa Rica,392,tonnes,Cottonseed
2018,Costa Rica,397,tonnes,Cottonseed
1961,Costa Rica,336,tonnes,"Oil, cottonseed"
1962,Costa Rica,599,tonnes,"Oil, cottonseed"
1963,Costa Rica,782,tonnes,"Oil, cottonseed"
1964,Costa Rica,1254,tonnes,"Oil, cottonseed"
1965,Costa Rica,1345,tonnes,"Oil, cottonseed"
1966,Costa Rica,1201,tonnes,"Oil, cottonseed"
1967,Costa Rica,3058,tonnes,"Oil, cottonseed"
1968,Costa Rica,2162,tonnes,"Oil, cottonseed"
1969,Costa Rica,1447,tonnes,"Oil, cottonseed"
1970,Costa Rica,747,tonnes,"Oil, cottonseed"
1971,Costa Rica,1163,tonnes,"Oil, cottonseed"
1972,Costa Rica,1515,tonnes,"Oil, cottonseed"
1973,Costa Rica,1509,tonnes,"Oil, cottonseed"
1974,Costa Rica,1746,tonnes,"Oil, cottonseed"
1975,Costa Rica,900,tonnes,"Oil, cottonseed"
1976,Costa Rica,514,tonnes,"Oil, cottonseed"
1977,Costa Rica,2263,tonnes,"Oil, cottonseed"
1978,Costa Rica,638,tonnes,"Oil, cottonseed"
1979,Costa Rica,1181,tonnes,"Oil, cottonseed"
1980,Costa Rica,1199,tonnes,"Oil, cottonseed"
1981,Costa Rica,1520,tonnes,"Oil, cottonseed"
1982,Costa Rica,497,tonnes,"Oil, cottonseed"
1983,Costa Rica,344,tonnes,"Oil, cottonseed"
