Year,Nation,Production Quantity,Unit,Item
1987,Mexico,1187,tonnes,"Cashew nuts, with shell"
1988,Mexico,1101,tonnes,"Cashew nuts, with shell"
1989,Mexico,357,tonnes,"Cashew nuts, with shell"
1990,Mexico,168,tonnes,"Cashew nuts, with shell"
1991,Mexico,183,tonnes,"Cashew nuts, with shell"
1992,Mexico,,tonnes,"Cashew nuts, with shell"
1993,Mexico,,tonnes,"Cashew nuts, with shell"
1994,Mexico,94,tonnes,"Cashew nuts, with shell"
1995,Mexico,235,tonnes,"Cashew nuts, with shell"
1996,Mexico,362,tonnes,"Cashew nuts, with shell"
1997,Mexico,301,tonnes,"Cashew nuts, with shell"
1998,Mexico,835,tonnes,"Cashew nuts, with shell"
1999,Mexico,1515,tonnes,"Cashew nuts, with shell"
2000,Mexico,1001,tonnes,"Cashew nuts, with shell"
2001,Mexico,1113,tonnes,"Cashew nuts, with shell"
2002,Mexico,4375,tonnes,"Cashew nuts, with shell"
2003,Mexico,996,tonnes,"Cashew nuts, with shell"
2004,Mexico,2282,tonnes,"Cashew nuts, with shell"
2005,Mexico,4123,tonnes,"Cashew nuts, with shell"
2006,Mexico,3165,tonnes,"Cashew nuts, with shell"
2007,Mexico,2998,tonnes,"Cashew nuts, with shell"
2008,Mexico,4171,tonnes,"Cashew nuts, with shell"
2009,Mexico,4108,tonnes,"Cashew nuts, with shell"
2010,Mexico,4406,tonnes,"Cashew nuts, with shell"
2011,Mexico,4260,tonnes,"Cashew nuts, with shell"
2012,Mexico,4423,tonnes,"Cashew nuts, with shell"
2013,Mexico,4360,tonnes,"Cashew nuts, with shell"
2014,Mexico,4227,tonnes,"Cashew nuts, with shell"
2015,Mexico,4288,tonnes,"Cashew nuts, with shell"
2016,Mexico,3603,tonnes,"Cashew nuts, with shell"
2017,Mexico,3767,tonnes,"Cashew nuts, with shell"
2018,Mexico,3556,tonnes,"Cashew nuts, with shell"
2019,Mexico,3563,tonnes,"Cashew nuts, with shell"
1984,Mexico,2,tonnes,Pistachios
1985,Mexico,13,tonnes,Pistachios
1986,Mexico,24,tonnes,Pistachios
1990,Mexico,0,tonnes,Pistachios
1991,Mexico,15,tonnes,Pistachios
1992,Mexico,117,tonnes,Pistachios
1993,Mexico,54,tonnes,Pistachios
1994,Mexico,12,tonnes,Pistachios
1995,Mexico,15,tonnes,Pistachios
1996,Mexico,13,tonnes,Pistachios
1997,Mexico,52,tonnes,Pistachios
1998,Mexico,59,tonnes,Pistachios
1999,Mexico,36,tonnes,Pistachios
2000,Mexico,31,tonnes,Pistachios
2001,Mexico,21,tonnes,Pistachios
2002,Mexico,7,tonnes,Pistachios
2003,Mexico,7,tonnes,Pistachios
2004,Mexico,11,tonnes,Pistachios
2005,Mexico,26,tonnes,Pistachios
2006,Mexico,4,tonnes,Pistachios
2007,Mexico,10,tonnes,Pistachios
2008,Mexico,21,tonnes,Pistachios
2009,Mexico,66,tonnes,Pistachios
2010,Mexico,71,tonnes,Pistachios
2011,Mexico,69,tonnes,Pistachios
2012,Mexico,38,tonnes,Pistachios
2013,Mexico,58,tonnes,Pistachios
2014,Mexico,30,tonnes,Pistachios
2015,Mexico,58,tonnes,Pistachios
2016,Mexico,54,tonnes,Pistachios
2017,Mexico,37,tonnes,Pistachios
2018,Mexico,61,tonnes,Pistachios
2019,Mexico,39,tonnes,Pistachios
1961,Mexico,3481,tonnes,"Walnuts, with shell"
1962,Mexico,2674,tonnes,"Walnuts, with shell"
1963,Mexico,2978,tonnes,"Walnuts, with shell"
1964,Mexico,3108,tonnes,"Walnuts, with shell"
1965,Mexico,3818,tonnes,"Walnuts, with shell"
1966,Mexico,4016,tonnes,"Walnuts, with shell"
1967,Mexico,4396,tonnes,"Walnuts, with shell"
1968,Mexico,5462,tonnes,"Walnuts, with shell"
1969,Mexico,10387,tonnes,"Walnuts, with shell"
1970,Mexico,7106,tonnes,"Walnuts, with shell"
1971,Mexico,7170,tonnes,"Walnuts, with shell"
1972,Mexico,6045,tonnes,"Walnuts, with shell"
1973,Mexico,8004,tonnes,"Walnuts, with shell"
1974,Mexico,6696,tonnes,"Walnuts, with shell"
1975,Mexico,6017,tonnes,"Walnuts, with shell"
1976,Mexico,4210,tonnes,"Walnuts, with shell"
1977,Mexico,4566,tonnes,"Walnuts, with shell"
1978,Mexico,4277,tonnes,"Walnuts, with shell"
1979,Mexico,3628,tonnes,"Walnuts, with shell"
1980,Mexico,3147,tonnes,"Walnuts, with shell"
1981,Mexico,5985,tonnes,"Walnuts, with shell"
1982,Mexico,6120,tonnes,"Walnuts, with shell"
1983,Mexico,2691,tonnes,"Walnuts, with shell"
1984,Mexico,6845,tonnes,"Walnuts, with shell"
1985,Mexico,5922,tonnes,"Walnuts, with shell"
1986,Mexico,11240,tonnes,"Walnuts, with shell"
1987,Mexico,5700,tonnes,"Walnuts, with shell"
1988,Mexico,4900,tonnes,"Walnuts, with shell"
1989,Mexico,700,tonnes,"Walnuts, with shell"
1990,Mexico,1000,tonnes,"Walnuts, with shell"
1991,Mexico,3600,tonnes,"Walnuts, with shell"
1992,Mexico,2900,tonnes,"Walnuts, with shell"
1993,Mexico,2800,tonnes,"Walnuts, with shell"
1994,Mexico,3700,tonnes,"Walnuts, with shell"
1995,Mexico,6000,tonnes,"Walnuts, with shell"
1996,Mexico,6942,tonnes,"Walnuts, with shell"
1997,Mexico,2947,tonnes,"Walnuts, with shell"
1998,Mexico,55000,tonnes,"Walnuts, with shell"
1999,Mexico,58000,tonnes,"Walnuts, with shell"
2000,Mexico,60000,tonnes,"Walnuts, with shell"
2001,Mexico,65000,tonnes,"Walnuts, with shell"
2002,Mexico,70000,tonnes,"Walnuts, with shell"
2003,Mexico,71951,tonnes,"Walnuts, with shell"
2004,Mexico,81499,tonnes,"Walnuts, with shell"
2005,Mexico,79871,tonnes,"Walnuts, with shell"
2006,Mexico,68359,tonnes,"Walnuts, with shell"
2007,Mexico,79162,tonnes,"Walnuts, with shell"
2008,Mexico,79770,tonnes,"Walnuts, with shell"
2009,Mexico,115350,tonnes,"Walnuts, with shell"
2010,Mexico,76627,tonnes,"Walnuts, with shell"
2011,Mexico,96476,tonnes,"Walnuts, with shell"
2012,Mexico,110605,tonnes,"Walnuts, with shell"
2013,Mexico,106945,tonnes,"Walnuts, with shell"
2014,Mexico,125758,tonnes,"Walnuts, with shell"
2015,Mexico,122714,tonnes,"Walnuts, with shell"
2016,Mexico,141818,tonnes,"Walnuts, with shell"
2017,Mexico,147198,tonnes,"Walnuts, with shell"
2018,Mexico,159535,tonnes,"Walnuts, with shell"
2019,Mexico,171368,tonnes,"Walnuts, with shell"
1999,Peru,,tonnes,"Almonds, with shell"
2000,Peru,,tonnes,"Almonds, with shell"
2001,Peru,,tonnes,"Almonds, with shell"
2002,Peru,,tonnes,"Almonds, with shell"
2003,Peru,,tonnes,"Almonds, with shell"
2004,Peru,,tonnes,"Almonds, with shell"
2005,Peru,,tonnes,"Almonds, with shell"
2006,Peru,,tonnes,"Almonds, with shell"
2007,Peru,,tonnes,"Almonds, with shell"
2008,Peru,,tonnes,"Almonds, with shell"
2009,Peru,,tonnes,"Almonds, with shell"
2010,Peru,,tonnes,"Almonds, with shell"
2011,Peru,,tonnes,"Almonds, with shell"
2012,Peru,,tonnes,"Almonds, with shell"
2013,Peru,,tonnes,"Almonds, with shell"
2014,Peru,,tonnes,"Almonds, with shell"
2015,Peru,,tonnes,"Almonds, with shell"
2016,Peru,,tonnes,"Almonds, with shell"
2017,Peru,,tonnes,"Almonds, with shell"
2018,Peru,,tonnes,"Almonds, with shell"
2019,Peru,,tonnes,"Almonds, with shell"
1961,Peru,1800,tonnes,"Brazil nuts, with shell"
1962,Peru,1800,tonnes,"Brazil nuts, with shell"
1963,Peru,1200,tonnes,"Brazil nuts, with shell"
1964,Peru,1800,tonnes,"Brazil nuts, with shell"
1965,Peru,1700,tonnes,"Brazil nuts, with shell"
1966,Peru,1588,tonnes,"Brazil nuts, with shell"
1967,Peru,1443,tonnes,"Brazil nuts, with shell"
1968,Peru,1317,tonnes,"Brazil nuts, with shell"
1969,Peru,1387,tonnes,"Brazil nuts, with shell"
1970,Peru,1680,tonnes,"Brazil nuts, with shell"
1971,Peru,1635,tonnes,"Brazil nuts, with shell"
1972,Peru,1247,tonnes,"Brazil nuts, with shell"
1973,Peru,1349,tonnes,"Brazil nuts, with shell"
1974,Peru,1367,tonnes,"Brazil nuts, with shell"
1975,Peru,1384,tonnes,"Brazil nuts, with shell"
1976,Peru,1283,tonnes,"Brazil nuts, with shell"
1977,Peru,1315,tonnes,"Brazil nuts, with shell"
1978,Peru,1240,tonnes,"Brazil nuts, with shell"
1979,Peru,1177,tonnes,"Brazil nuts, with shell"
1980,Peru,1107,tonnes,"Brazil nuts, with shell"
1981,Peru,1302,tonnes,"Brazil nuts, with shell"
1982,Peru,1476,tonnes,"Brazil nuts, with shell"
1983,Peru,1521,tonnes,"Brazil nuts, with shell"
1984,Peru,1656,tonnes,"Brazil nuts, with shell"
1985,Peru,1430,tonnes,"Brazil nuts, with shell"
1986,Peru,1396,tonnes,"Brazil nuts, with shell"
1987,Peru,1506,tonnes,"Brazil nuts, with shell"
1988,Peru,1607,tonnes,"Brazil nuts, with shell"
1989,Peru,1572,tonnes,"Brazil nuts, with shell"
1990,Peru,1639,tonnes,"Brazil nuts, with shell"
1991,Peru,1634,tonnes,"Brazil nuts, with shell"
1992,Peru,1564,tonnes,"Brazil nuts, with shell"
1993,Peru,1582,tonnes,"Brazil nuts, with shell"
1994,Peru,1525,tonnes,"Brazil nuts, with shell"
1995,Peru,1662,tonnes,"Brazil nuts, with shell"
1996,Peru,1336,tonnes,"Brazil nuts, with shell"
1997,Peru,1500,tonnes,"Brazil nuts, with shell"
1998,Peru,2200,tonnes,"Brazil nuts, with shell"
1999,Peru,4900,tonnes,"Brazil nuts, with shell"
2000,Peru,4000,tonnes,"Brazil nuts, with shell"
2001,Peru,4000,tonnes,"Brazil nuts, with shell"
2002,Peru,4000,tonnes,"Brazil nuts, with shell"
2003,Peru,4800,tonnes,"Brazil nuts, with shell"
2004,Peru,4500,tonnes,"Brazil nuts, with shell"
2005,Peru,6800,tonnes,"Brazil nuts, with shell"
2006,Peru,6000,tonnes,"Brazil nuts, with shell"
2007,Peru,6000,tonnes,"Brazil nuts, with shell"
2008,Peru,6100,tonnes,"Brazil nuts, with shell"
2009,Peru,6000,tonnes,"Brazil nuts, with shell"
2010,Peru,5800,tonnes,"Brazil nuts, with shell"
2011,Peru,5800,tonnes,"Brazil nuts, with shell"
2012,Peru,5600,tonnes,"Brazil nuts, with shell"
2013,Peru,5600,tonnes,"Brazil nuts, with shell"
2014,Peru,5600,tonnes,"Brazil nuts, with shell"
2015,Peru,5795,tonnes,"Brazil nuts, with shell"
2016,Peru,6136,tonnes,"Brazil nuts, with shell"
2017,Peru,6096,tonnes,"Brazil nuts, with shell"
2018,Peru,6151,tonnes,"Brazil nuts, with shell"
2019,Peru,6205,tonnes,"Brazil nuts, with shell"
1961,Peru,,tonnes,"Cashew nuts, with shell"
1962,Peru,,tonnes,"Cashew nuts, with shell"
1963,Peru,,tonnes,"Cashew nuts, with shell"
1964,Peru,,tonnes,"Cashew nuts, with shell"
1965,Peru,,tonnes,"Cashew nuts, with shell"
1966,Peru,,tonnes,"Cashew nuts, with shell"
1967,Peru,,tonnes,"Cashew nuts, with shell"
1968,Peru,,tonnes,"Cashew nuts, with shell"
1969,Peru,,tonnes,"Cashew nuts, with shell"
1970,Peru,,tonnes,"Cashew nuts, with shell"
1971,Peru,,tonnes,"Cashew nuts, with shell"
1972,Peru,,tonnes,"Cashew nuts, with shell"
1973,Peru,,tonnes,"Cashew nuts, with shell"
1974,Peru,,tonnes,"Cashew nuts, with shell"
1975,Peru,,tonnes,"Cashew nuts, with shell"
1976,Peru,,tonnes,"Cashew nuts, with shell"
1977,Peru,,tonnes,"Cashew nuts, with shell"
1978,Peru,,tonnes,"Cashew nuts, with shell"
1979,Peru,,tonnes,"Cashew nuts, with shell"
1980,Peru,,tonnes,"Cashew nuts, with shell"
1981,Peru,,tonnes,"Cashew nuts, with shell"
1982,Peru,,tonnes,"Cashew nuts, with shell"
1983,Peru,,tonnes,"Cashew nuts, with shell"
1984,Peru,,tonnes,"Cashew nuts, with shell"
1985,Peru,,tonnes,"Cashew nuts, with shell"
1986,Peru,,tonnes,"Cashew nuts, with shell"
1987,Peru,,tonnes,"Cashew nuts, with shell"
1988,Peru,,tonnes,"Cashew nuts, with shell"
1989,Peru,2650,tonnes,"Cashew nuts, with shell"
1990,Peru,2700,tonnes,"Cashew nuts, with shell"
1991,Peru,2350,tonnes,"Cashew nuts, with shell"
1992,Peru,2585,tonnes,"Cashew nuts, with shell"
1993,Peru,2600,tonnes,"Cashew nuts, with shell"
1994,Peru,1525,tonnes,"Cashew nuts, with shell"
1995,Peru,1662,tonnes,"Cashew nuts, with shell"
1996,Peru,1613,tonnes,"Cashew nuts, with shell"
1997,Peru,1150,tonnes,"Cashew nuts, with shell"
1998,Peru,2220,tonnes,"Cashew nuts, with shell"
1999,Peru,3265,tonnes,"Cashew nuts, with shell"
2000,Peru,2717,tonnes,"Cashew nuts, with shell"
2001,Peru,2465,tonnes,"Cashew nuts, with shell"
2002,Peru,2142,tonnes,"Cashew nuts, with shell"
2003,Peru,2173,tonnes,"Cashew nuts, with shell"
2004,Peru,2408,tonnes,"Cashew nuts, with shell"
2005,Peru,2213,tonnes,"Cashew nuts, with shell"
2006,Peru,2250,tonnes,"Cashew nuts, with shell"
2007,Peru,2350,tonnes,"Cashew nuts, with shell"
2008,Peru,2350,tonnes,"Cashew nuts, with shell"
2009,Peru,2535,tonnes,"Cashew nuts, with shell"
2010,Peru,2124,tonnes,"Cashew nuts, with shell"
2011,Peru,2588,tonnes,"Cashew nuts, with shell"
2012,Peru,2706,tonnes,"Cashew nuts, with shell"
2013,Peru,2778,tonnes,"Cashew nuts, with shell"
2014,Peru,2757,tonnes,"Cashew nuts, with shell"
2015,Peru,2556,tonnes,"Cashew nuts, with shell"
2016,Peru,2663,tonnes,"Cashew nuts, with shell"
2017,Peru,3248,tonnes,"Cashew nuts, with shell"
2018,Peru,2668,tonnes,"Cashew nuts, with shell"
2019,Peru,1699,tonnes,"Cashew nuts, with shell"
1961,Peru,,tonnes,Chestnut
1962,Peru,,tonnes,Chestnut
1963,Peru,,tonnes,Chestnut
1964,Peru,,tonnes,Chestnut
1965,Peru,,tonnes,Chestnut
1966,Peru,,tonnes,Chestnut
1967,Peru,,tonnes,Chestnut
1968,Peru,,tonnes,Chestnut
1969,Peru,,tonnes,Chestnut
1970,Peru,,tonnes,Chestnut
1971,Peru,,tonnes,Chestnut
1972,Peru,,tonnes,Chestnut
1973,Peru,,tonnes,Chestnut
1974,Peru,,tonnes,Chestnut
1975,Peru,,tonnes,Chestnut
1976,Peru,,tonnes,Chestnut
1977,Peru,,tonnes,Chestnut
1978,Peru,,tonnes,Chestnut
1979,Peru,,tonnes,Chestnut
1980,Peru,1500,tonnes,Chestnut
1981,Peru,1755,tonnes,Chestnut
1982,Peru,1881,tonnes,Chestnut
1983,Peru,1586,tonnes,Chestnut
1984,Peru,1672,tonnes,Chestnut
1985,Peru,1780,tonnes,Chestnut
1986,Peru,1682,tonnes,Chestnut
1987,Peru,1644,tonnes,Chestnut
1988,Peru,1586,tonnes,Chestnut
1989,Peru,2053,tonnes,Chestnut
1990,Peru,2083,tonnes,Chestnut
1991,Peru,1508,tonnes,Chestnut
1992,Peru,1154,tonnes,Chestnut
1993,Peru,1278,tonnes,Chestnut
1994,Peru,1657,tonnes,Chestnut
1995,Peru,2215,tonnes,Chestnut
1996,Peru,2202,tonnes,Chestnut
1997,Peru,2070,tonnes,Chestnut
1998,Peru,750,tonnes,Chestnut
1999,Peru,1954,tonnes,Chestnut
2000,Peru,1990,tonnes,Chestnut
2001,Peru,525,tonnes,Chestnut
2002,Peru,670,tonnes,Chestnut
2003,Peru,759,tonnes,Chestnut
2004,Peru,775,tonnes,Chestnut
2005,Peru,600,tonnes,Chestnut
2006,Peru,800,tonnes,Chestnut
2007,Peru,800,tonnes,Chestnut
2008,Peru,850,tonnes,Chestnut
2009,Peru,860,tonnes,Chestnut
2010,Peru,753,tonnes,Chestnut
2011,Peru,687,tonnes,Chestnut
2012,Peru,667,tonnes,Chestnut
2013,Peru,628,tonnes,Chestnut
2014,Peru,610,tonnes,Chestnut
2015,Peru,638,tonnes,Chestnut
2016,Peru,649,tonnes,Chestnut
2017,Peru,635,tonnes,Chestnut
2018,Peru,621,tonnes,Chestnut
2019,Peru,607,tonnes,Chestnut
1961,Peru,,tonnes,"Walnuts, with shell"
1962,Peru,,tonnes,"Walnuts, with shell"
1963,Peru,,tonnes,"Walnuts, with shell"
1964,Peru,,tonnes,"Walnuts, with shell"
1965,Peru,,tonnes,"Walnuts, with shell"
1966,Peru,,tonnes,"Walnuts, with shell"
1967,Peru,,tonnes,"Walnuts, with shell"
1968,Peru,,tonnes,"Walnuts, with shell"
1969,Peru,,tonnes,"Walnuts, with shell"
1970,Peru,,tonnes,"Walnuts, with shell"
1971,Peru,,tonnes,"Walnuts, with shell"
1972,Peru,,tonnes,"Walnuts, with shell"
1973,Peru,,tonnes,"Walnuts, with shell"
1974,Peru,,tonnes,"Walnuts, with shell"
1975,Peru,,tonnes,"Walnuts, with shell"
1976,Peru,,tonnes,"Walnuts, with shell"
1977,Peru,,tonnes,"Walnuts, with shell"
1978,Peru,,tonnes,"Walnuts, with shell"
1979,Peru,,tonnes,"Walnuts, with shell"
1980,Peru,1800,tonnes,"Walnuts, with shell"
1981,Peru,800,tonnes,"Walnuts, with shell"
1982,Peru,1500,tonnes,"Walnuts, with shell"
1983,Peru,1800,tonnes,"Walnuts, with shell"
1984,Peru,2000,tonnes,"Walnuts, with shell"
1985,Peru,2100,tonnes,"Walnuts, with shell"
1986,Peru,2400,tonnes,"Walnuts, with shell"
1987,Peru,1800,tonnes,"Walnuts, with shell"
1988,Peru,1300,tonnes,"Walnuts, with shell"
1989,Peru,2000,tonnes,"Walnuts, with shell"
1990,Peru,1800,tonnes,"Walnuts, with shell"
1991,Peru,1300,tonnes,"Walnuts, with shell"
1992,Peru,1289,tonnes,"Walnuts, with shell"
1993,Peru,1382,tonnes,"Walnuts, with shell"
1994,Peru,1600,tonnes,"Walnuts, with shell"
1995,Peru,1800,tonnes,"Walnuts, with shell"
1996,Peru,2100,tonnes,"Walnuts, with shell"
1997,Peru,3000,tonnes,"Walnuts, with shell"
1998,Peru,1500,tonnes,"Walnuts, with shell"
1999,Peru,341,tonnes,"Walnuts, with shell"
2000,Peru,334,tonnes,"Walnuts, with shell"
2001,Peru,237,tonnes,"Walnuts, with shell"
2002,Peru,257,tonnes,"Walnuts, with shell"
2003,Peru,179,tonnes,"Walnuts, with shell"
2004,Peru,203,tonnes,"Walnuts, with shell"
2005,Peru,274,tonnes,"Walnuts, with shell"
2006,Peru,301,tonnes,"Walnuts, with shell"
2007,Peru,237,tonnes,"Walnuts, with shell"
2008,Peru,287,tonnes,"Walnuts, with shell"
2009,Peru,218,tonnes,"Walnuts, with shell"
2010,Peru,241,tonnes,"Walnuts, with shell"
2011,Peru,303,tonnes,"Walnuts, with shell"
2012,Peru,347,tonnes,"Walnuts, with shell"
2013,Peru,357,tonnes,"Walnuts, with shell"
2014,Peru,333,tonnes,"Walnuts, with shell"
2015,Peru,325,tonnes,"Walnuts, with shell"
2016,Peru,294,tonnes,"Walnuts, with shell"
2017,Peru,300,tonnes,"Walnuts, with shell"
2018,Peru,312,tonnes,"Walnuts, with shell"
2019,Peru,483,tonnes,"Walnuts, with shell"
1997,Trinidad and Tobago,,tonnes,Chestnut
1998,Trinidad and Tobago,,tonnes,Chestnut
1999,Trinidad and Tobago,,tonnes,Chestnut
2000,Trinidad and Tobago,,tonnes,Chestnut
2001,Trinidad and Tobago,,tonnes,Chestnut
2002,Trinidad and Tobago,,tonnes,Chestnut
2003,Trinidad and Tobago,,tonnes,Chestnut
2004,Trinidad and Tobago,,tonnes,Chestnut
2005,Trinidad and Tobago,,tonnes,Chestnut
2006,Trinidad and Tobago,,tonnes,Chestnut
2007,Trinidad and Tobago,,tonnes,Chestnut
2008,Trinidad and Tobago,,tonnes,Chestnut
2009,Trinidad and Tobago,,tonnes,Chestnut
2010,Trinidad and Tobago,,tonnes,Chestnut
2011,Trinidad and Tobago,,tonnes,Chestnut
2012,Trinidad and Tobago,,tonnes,Chestnut
2013,Trinidad and Tobago,,tonnes,Chestnut
2014,Trinidad and Tobago,,tonnes,Chestnut
2015,Trinidad and Tobago,,tonnes,Chestnut
2016,Trinidad and Tobago,,tonnes,Chestnut
2017,Trinidad and Tobago,,tonnes,Chestnut
2018,Trinidad and Tobago,,tonnes,Chestnut
2019,Trinidad and Tobago,,tonnes,Chestnut
