Year,Nation,Production Quantity,Unit,Item
1971,Belize,20,tonnes,"Cocoa, beans"
1972,Belize,25,tonnes,"Cocoa, beans"
1973,Belize,37,tonnes,"Cocoa, beans"
1974,Belize,40,tonnes,"Cocoa, beans"
1975,Belize,42,tonnes,"Cocoa, beans"
1976,Belize,42,tonnes,"Cocoa, beans"
1977,Belize,45,tonnes,"Cocoa, beans"
1978,Belize,45,tonnes,"Cocoa, beans"
1979,Belize,45,tonnes,"Cocoa, beans"
1980,Belize,44,tonnes,"Cocoa, beans"
1981,Belize,44,tonnes,"Cocoa, beans"
1982,Belize,42,tonnes,"Cocoa, beans"
1983,Belize,41,tonnes,"Cocoa, beans"
1984,Belize,55,tonnes,"Cocoa, beans"
1985,Belize,64,tonnes,"Cocoa, beans"
1986,Belize,80,tonnes,"Cocoa, beans"
1987,Belize,66,tonnes,"Cocoa, beans"
1988,Belize,57,tonnes,"Cocoa, beans"
1989,Belize,83,tonnes,"Cocoa, beans"
1990,Belize,167,tonnes,"Cocoa, beans"
1991,Belize,91,tonnes,"Cocoa, beans"
1992,Belize,143,tonnes,"Cocoa, beans"
1993,Belize,72,tonnes,"Cocoa, beans"
1994,Belize,24,tonnes,"Cocoa, beans"
1995,Belize,34,tonnes,"Cocoa, beans"
1996,Belize,55,tonnes,"Cocoa, beans"
1997,Belize,84,tonnes,"Cocoa, beans"
1998,Belize,90,tonnes,"Cocoa, beans"
1999,Belize,23,tonnes,"Cocoa, beans"
2000,Belize,30,tonnes,"Cocoa, beans"
2001,Belize,30,tonnes,"Cocoa, beans"
2002,Belize,25,tonnes,"Cocoa, beans"
2003,Belize,41,tonnes,"Cocoa, beans"
2004,Belize,40,tonnes,"Cocoa, beans"
2005,Belize,22,tonnes,"Cocoa, beans"
2006,Belize,43,tonnes,"Cocoa, beans"
2007,Belize,25,tonnes,"Cocoa, beans"
2008,Belize,50,tonnes,"Cocoa, beans"
2009,Belize,39,tonnes,"Cocoa, beans"
2010,Belize,26,tonnes,"Cocoa, beans"
2011,Belize,26,tonnes,"Cocoa, beans"
2012,Belize,68,tonnes,"Cocoa, beans"
2013,Belize,66,tonnes,"Cocoa, beans"
2014,Belize,75,tonnes,"Cocoa, beans"
2015,Belize,72,tonnes,"Cocoa, beans"
2016,Belize,85,tonnes,"Cocoa, beans"
2017,Belize,244,tonnes,"Cocoa, beans"
2018,Belize,110,tonnes,"Cocoa, beans"
2019,Belize,110,tonnes,"Cocoa, beans"
1961,Bolivia (Plurinational State of),1100,tonnes,"Cocoa, beans"
1962,Bolivia (Plurinational State of),1100,tonnes,"Cocoa, beans"
1963,Bolivia (Plurinational State of),1100,tonnes,"Cocoa, beans"
1964,Bolivia (Plurinational State of),1100,tonnes,"Cocoa, beans"
1965,Bolivia (Plurinational State of),1100,tonnes,"Cocoa, beans"
1966,Bolivia (Plurinational State of),1000,tonnes,"Cocoa, beans"
1967,Bolivia (Plurinational State of),1200,tonnes,"Cocoa, beans"
1968,Bolivia (Plurinational State of),1300,tonnes,"Cocoa, beans"
1969,Bolivia (Plurinational State of),1300,tonnes,"Cocoa, beans"
1970,Bolivia (Plurinational State of),1300,tonnes,"Cocoa, beans"
1971,Bolivia (Plurinational State of),1750,tonnes,"Cocoa, beans"
1972,Bolivia (Plurinational State of),2485,tonnes,"Cocoa, beans"
1973,Bolivia (Plurinational State of),1370,tonnes,"Cocoa, beans"
1974,Bolivia (Plurinational State of),2354,tonnes,"Cocoa, beans"
1975,Bolivia (Plurinational State of),2735,tonnes,"Cocoa, beans"
1976,Bolivia (Plurinational State of),2995,tonnes,"Cocoa, beans"
1977,Bolivia (Plurinational State of),3110,tonnes,"Cocoa, beans"
1978,Bolivia (Plurinational State of),2165,tonnes,"Cocoa, beans"
1979,Bolivia (Plurinational State of),2020,tonnes,"Cocoa, beans"
1980,Bolivia (Plurinational State of),2260,tonnes,"Cocoa, beans"
1981,Bolivia (Plurinational State of),2235,tonnes,"Cocoa, beans"
1982,Bolivia (Plurinational State of),2342,tonnes,"Cocoa, beans"
1983,Bolivia (Plurinational State of),2250,tonnes,"Cocoa, beans"
1984,Bolivia (Plurinational State of),2747,tonnes,"Cocoa, beans"
1985,Bolivia (Plurinational State of),3020,tonnes,"Cocoa, beans"
1986,Bolivia (Plurinational State of),3520,tonnes,"Cocoa, beans"
1987,Bolivia (Plurinational State of),3640,tonnes,"Cocoa, beans"
1988,Bolivia (Plurinational State of),3490,tonnes,"Cocoa, beans"
1989,Bolivia (Plurinational State of),3580,tonnes,"Cocoa, beans"
1990,Bolivia (Plurinational State of),3591,tonnes,"Cocoa, beans"
1991,Bolivia (Plurinational State of),3616,tonnes,"Cocoa, beans"
1992,Bolivia (Plurinational State of),3545,tonnes,"Cocoa, beans"
1993,Bolivia (Plurinational State of),3710,tonnes,"Cocoa, beans"
1994,Bolivia (Plurinational State of),3765,tonnes,"Cocoa, beans"
1995,Bolivia (Plurinational State of),3850,tonnes,"Cocoa, beans"
1996,Bolivia (Plurinational State of),3860,tonnes,"Cocoa, beans"
1997,Bolivia (Plurinational State of),4000,tonnes,"Cocoa, beans"
1998,Bolivia (Plurinational State of),4000,tonnes,"Cocoa, beans"
1999,Bolivia (Plurinational State of),4200,tonnes,"Cocoa, beans"
2000,Bolivia (Plurinational State of),4300,tonnes,"Cocoa, beans"
2001,Bolivia (Plurinational State of),4320,tonnes,"Cocoa, beans"
2002,Bolivia (Plurinational State of),4325,tonnes,"Cocoa, beans"
2003,Bolivia (Plurinational State of),4201,tonnes,"Cocoa, beans"
2004,Bolivia (Plurinational State of),4268,tonnes,"Cocoa, beans"
2005,Bolivia (Plurinational State of),4358,tonnes,"Cocoa, beans"
2006,Bolivia (Plurinational State of),4474,tonnes,"Cocoa, beans"
2007,Bolivia (Plurinational State of),4699,tonnes,"Cocoa, beans"
2008,Bolivia (Plurinational State of),4745,tonnes,"Cocoa, beans"
2009,Bolivia (Plurinational State of),4510,tonnes,"Cocoa, beans"
2010,Bolivia (Plurinational State of),4450,tonnes,"Cocoa, beans"
2011,Bolivia (Plurinational State of),4580,tonnes,"Cocoa, beans"
2012,Bolivia (Plurinational State of),4763,tonnes,"Cocoa, beans"
2013,Bolivia (Plurinational State of),7325,tonnes,"Cocoa, beans"
2014,Bolivia (Plurinational State of),5971,tonnes,"Cocoa, beans"
2015,Bolivia (Plurinational State of),6065,tonnes,"Cocoa, beans"
2016,Bolivia (Plurinational State of),6143,tonnes,"Cocoa, beans"
2017,Bolivia (Plurinational State of),5518,tonnes,"Cocoa, beans"
2018,Bolivia (Plurinational State of),5846,tonnes,"Cocoa, beans"
2019,Bolivia (Plurinational State of),5835,tonnes,"Cocoa, beans"
1961,Brazil,155901,tonnes,"Cocoa, beans"
1962,Brazil,140363,tonnes,"Cocoa, beans"
1963,Brazil,143495,tonnes,"Cocoa, beans"
1964,Brazil,153685,tonnes,"Cocoa, beans"
1965,Brazil,160823,tonnes,"Cocoa, beans"
1966,Brazil,172900,tonnes,"Cocoa, beans"
1967,Brazil,194692,tonnes,"Cocoa, beans"
1968,Brazil,149338,tonnes,"Cocoa, beans"
1969,Brazil,211162,tonnes,"Cocoa, beans"
1970,Brazil,197061,tonnes,"Cocoa, beans"
1971,Brazil,218701,tonnes,"Cocoa, beans"
1972,Brazil,221469,tonnes,"Cocoa, beans"
1973,Brazil,195916,tonnes,"Cocoa, beans"
1974,Brazil,242400,tonnes,"Cocoa, beans"
1975,Brazil,281887,tonnes,"Cocoa, beans"
1976,Brazil,231796,tonnes,"Cocoa, beans"
1977,Brazil,249755,tonnes,"Cocoa, beans"
1978,Brazil,284490,tonnes,"Cocoa, beans"
1979,Brazil,336326,tonnes,"Cocoa, beans"
1980,Brazil,319141,tonnes,"Cocoa, beans"
1981,Brazil,335625,tonnes,"Cocoa, beans"
1982,Brazil,351149,tonnes,"Cocoa, beans"
1983,Brazil,380256,tonnes,"Cocoa, beans"
1984,Brazil,329903,tonnes,"Cocoa, beans"
1985,Brazil,430789,tonnes,"Cocoa, beans"
1986,Brazil,459477,tonnes,"Cocoa, beans"
1987,Brazil,328740,tonnes,"Cocoa, beans"
1988,Brazil,374491,tonnes,"Cocoa, beans"
1989,Brazil,392184,tonnes,"Cocoa, beans"
1990,Brazil,256246,tonnes,"Cocoa, beans"
1991,Brazil,320967,tonnes,"Cocoa, beans"
1992,Brazil,328518,tonnes,"Cocoa, beans"
1993,Brazil,340885,tonnes,"Cocoa, beans"
1994,Brazil,330577,tonnes,"Cocoa, beans"
1995,Brazil,296705,tonnes,"Cocoa, beans"
1996,Brazil,256777,tonnes,"Cocoa, beans"
1997,Brazil,277966,tonnes,"Cocoa, beans"
1998,Brazil,280801,tonnes,"Cocoa, beans"
1999,Brazil,205003,tonnes,"Cocoa, beans"
2000,Brazil,196788,tonnes,"Cocoa, beans"
2001,Brazil,185662,tonnes,"Cocoa, beans"
2002,Brazil,174796,tonnes,"Cocoa, beans"
2003,Brazil,170004,tonnes,"Cocoa, beans"
2004,Brazil,196005,tonnes,"Cocoa, beans"
2005,Brazil,208620,tonnes,"Cocoa, beans"
2006,Brazil,212270,tonnes,"Cocoa, beans"
2007,Brazil,201651,tonnes,"Cocoa, beans"
2008,Brazil,202030,tonnes,"Cocoa, beans"
2009,Brazil,218487,tonnes,"Cocoa, beans"
2010,Brazil,235389,tonnes,"Cocoa, beans"
2011,Brazil,248524,tonnes,"Cocoa, beans"
2012,Brazil,253211,tonnes,"Cocoa, beans"
2013,Brazil,256186,tonnes,"Cocoa, beans"
2014,Brazil,273793,tonnes,"Cocoa, beans"
2015,Brazil,278299,tonnes,"Cocoa, beans"
2016,Brazil,213871,tonnes,"Cocoa, beans"
2017,Brazil,235809,tonnes,"Cocoa, beans"
2018,Brazil,239318,tonnes,"Cocoa, beans"
2019,Brazil,259425,tonnes,"Cocoa, beans"
1961,Colombia,14300,tonnes,"Cocoa, beans"
1962,Colombia,15000,tonnes,"Cocoa, beans"
1963,Colombia,15700,tonnes,"Cocoa, beans"
1964,Colombia,16400,tonnes,"Cocoa, beans"
1965,Colombia,17100,tonnes,"Cocoa, beans"
1966,Colombia,17800,tonnes,"Cocoa, beans"
1967,Colombia,17000,tonnes,"Cocoa, beans"
1968,Colombia,18000,tonnes,"Cocoa, beans"
1969,Colombia,18500,tonnes,"Cocoa, beans"
1970,Colombia,19000,tonnes,"Cocoa, beans"
1971,Colombia,21000,tonnes,"Cocoa, beans"
1972,Colombia,22000,tonnes,"Cocoa, beans"
1973,Colombia,23000,tonnes,"Cocoa, beans"
1974,Colombia,24500,tonnes,"Cocoa, beans"
1975,Colombia,26000,tonnes,"Cocoa, beans"
1976,Colombia,29200,tonnes,"Cocoa, beans"
1977,Colombia,27000,tonnes,"Cocoa, beans"
1978,Colombia,31000,tonnes,"Cocoa, beans"
1979,Colombia,32300,tonnes,"Cocoa, beans"
1980,Colombia,35700,tonnes,"Cocoa, beans"
1981,Colombia,38300,tonnes,"Cocoa, beans"
1982,Colombia,39400,tonnes,"Cocoa, beans"
1983,Colombia,37000,tonnes,"Cocoa, beans"
1984,Colombia,40700,tonnes,"Cocoa, beans"
1985,Colombia,42500,tonnes,"Cocoa, beans"
1986,Colombia,46700,tonnes,"Cocoa, beans"
1987,Colombia,53680,tonnes,"Cocoa, beans"
1988,Colombia,54080,tonnes,"Cocoa, beans"
1989,Colombia,55430,tonnes,"Cocoa, beans"
1990,Colombia,56153,tonnes,"Cocoa, beans"
1991,Colombia,58141,tonnes,"Cocoa, beans"
1992,Colombia,54857,tonnes,"Cocoa, beans"
1993,Colombia,57472,tonnes,"Cocoa, beans"
1994,Colombia,50624,tonnes,"Cocoa, beans"
1995,Colombia,56652,tonnes,"Cocoa, beans"
1996,Colombia,49635,tonnes,"Cocoa, beans"
1997,Colombia,50317,tonnes,"Cocoa, beans"
1998,Colombia,50685,tonnes,"Cocoa, beans"
1999,Colombia,51485,tonnes,"Cocoa, beans"
2000,Colombia,36731,tonnes,"Cocoa, beans"
2001,Colombia,36070,tonnes,"Cocoa, beans"
2002,Colombia,34002,tonnes,"Cocoa, beans"
2003,Colombia,41704,tonnes,"Cocoa, beans"
2004,Colombia,38753,tonnes,"Cocoa, beans"
2005,Colombia,37099,tonnes,"Cocoa, beans"
2006,Colombia,35258,tonnes,"Cocoa, beans"
2007,Colombia,39904,tonnes,"Cocoa, beans"
2008,Colombia,44740,tonnes,"Cocoa, beans"
2009,Colombia,44740,tonnes,"Cocoa, beans"
2010,Colombia,39534,tonnes,"Cocoa, beans"
2011,Colombia,37202,tonnes,"Cocoa, beans"
2012,Colombia,41670,tonnes,"Cocoa, beans"
2013,Colombia,46739,tonnes,"Cocoa, beans"
2014,Colombia,47732,tonnes,"Cocoa, beans"
2015,Colombia,54798,tonnes,"Cocoa, beans"
2016,Colombia,56785,tonnes,"Cocoa, beans"
2017,Colombia,89282,tonnes,"Cocoa, beans"
2018,Colombia,97978,tonnes,"Cocoa, beans"
2019,Colombia,102154,tonnes,"Cocoa, beans"
1961,Costa Rica,10600,tonnes,"Cocoa, beans"
1962,Costa Rica,12600,tonnes,"Cocoa, beans"
1963,Costa Rica,10700,tonnes,"Cocoa, beans"
1964,Costa Rica,10200,tonnes,"Cocoa, beans"
1965,Costa Rica,7600,tonnes,"Cocoa, beans"
1966,Costa Rica,9300,tonnes,"Cocoa, beans"
1967,Costa Rica,7200,tonnes,"Cocoa, beans"
1968,Costa Rica,9100,tonnes,"Cocoa, beans"
1969,Costa Rica,4800,tonnes,"Cocoa, beans"
1970,Costa Rica,4200,tonnes,"Cocoa, beans"
1971,Costa Rica,7300,tonnes,"Cocoa, beans"
1972,Costa Rica,5000,tonnes,"Cocoa, beans"
1973,Costa Rica,6600,tonnes,"Cocoa, beans"
1974,Costa Rica,5919,tonnes,"Cocoa, beans"
1975,Costa Rica,6609,tonnes,"Cocoa, beans"
1976,Costa Rica,5855,tonnes,"Cocoa, beans"
1977,Costa Rica,7694,tonnes,"Cocoa, beans"
1978,Costa Rica,10381,tonnes,"Cocoa, beans"
1979,Costa Rica,10365,tonnes,"Cocoa, beans"
1980,Costa Rica,5266,tonnes,"Cocoa, beans"
1981,Costa Rica,5049,tonnes,"Cocoa, beans"
1982,Costa Rica,3545,tonnes,"Cocoa, beans"
1983,Costa Rica,2161,tonnes,"Cocoa, beans"
1984,Costa Rica,4139,tonnes,"Cocoa, beans"
1985,Costa Rica,4451,tonnes,"Cocoa, beans"
1986,Costa Rica,3857,tonnes,"Cocoa, beans"
1987,Costa Rica,3592,tonnes,"Cocoa, beans"
1988,Costa Rica,3976,tonnes,"Cocoa, beans"
1989,Costa Rica,4270,tonnes,"Cocoa, beans"
1990,Costa Rica,3500,tonnes,"Cocoa, beans"
1991,Costa Rica,3400,tonnes,"Cocoa, beans"
1992,Costa Rica,3000,tonnes,"Cocoa, beans"
1993,Costa Rica,2800,tonnes,"Cocoa, beans"
1994,Costa Rica,2000,tonnes,"Cocoa, beans"
1995,Costa Rica,2000,tonnes,"Cocoa, beans"
1996,Costa Rica,2000,tonnes,"Cocoa, beans"
1997,Costa Rica,800,tonnes,"Cocoa, beans"
1998,Costa Rica,849,tonnes,"Cocoa, beans"
1999,Costa Rica,888,tonnes,"Cocoa, beans"
2000,Costa Rica,708,tonnes,"Cocoa, beans"
2001,Costa Rica,708,tonnes,"Cocoa, beans"
2002,Costa Rica,708,tonnes,"Cocoa, beans"
2003,Costa Rica,708,tonnes,"Cocoa, beans"
2004,Costa Rica,708,tonnes,"Cocoa, beans"
2005,Costa Rica,343,tonnes,"Cocoa, beans"
2006,Costa Rica,450,tonnes,"Cocoa, beans"
2007,Costa Rica,555,tonnes,"Cocoa, beans"
2008,Costa Rica,593,tonnes,"Cocoa, beans"
2009,Costa Rica,650,tonnes,"Cocoa, beans"
2010,Costa Rica,665,tonnes,"Cocoa, beans"
2011,Costa Rica,690,tonnes,"Cocoa, beans"
2012,Costa Rica,700,tonnes,"Cocoa, beans"
2013,Costa Rica,700,tonnes,"Cocoa, beans"
2014,Costa Rica,700,tonnes,"Cocoa, beans"
2015,Costa Rica,600,tonnes,"Cocoa, beans"
2016,Costa Rica,650,tonnes,"Cocoa, beans"
2017,Costa Rica,545,tonnes,"Cocoa, beans"
2018,Costa Rica,550,tonnes,"Cocoa, beans"
2019,Costa Rica,500,tonnes,"Cocoa, beans"
1961,Costa Rica,,tonnes,Ginger
1962,Costa Rica,,tonnes,Ginger
1963,Costa Rica,,tonnes,Ginger
1964,Costa Rica,,tonnes,Ginger
1965,Costa Rica,,tonnes,Ginger
1966,Costa Rica,,tonnes,Ginger
1967,Costa Rica,,tonnes,Ginger
1968,Costa Rica,,tonnes,Ginger
1969,Costa Rica,,tonnes,Ginger
1970,Costa Rica,,tonnes,Ginger
1971,Costa Rica,,tonnes,Ginger
1972,Costa Rica,,tonnes,Ginger
1973,Costa Rica,,tonnes,Ginger
1974,Costa Rica,,tonnes,Ginger
1975,Costa Rica,,tonnes,Ginger
1976,Costa Rica,,tonnes,Ginger
1977,Costa Rica,,tonnes,Ginger
1978,Costa Rica,,tonnes,Ginger
1979,Costa Rica,,tonnes,Ginger
1980,Costa Rica,,tonnes,Ginger
1981,Costa Rica,,tonnes,Ginger
1982,Costa Rica,,tonnes,Ginger
1983,Costa Rica,,tonnes,Ginger
1984,Costa Rica,,tonnes,Ginger
1985,Costa Rica,,tonnes,Ginger
1986,Costa Rica,2500,tonnes,Ginger
1987,Costa Rica,2500,tonnes,Ginger
1988,Costa Rica,3500,tonnes,Ginger
1989,Costa Rica,4500,tonnes,Ginger
1990,Costa Rica,7787,tonnes,Ginger
1991,Costa Rica,7787,tonnes,Ginger
1992,Costa Rica,7787,tonnes,Ginger
1993,Costa Rica,4560,tonnes,Ginger
1994,Costa Rica,10400,tonnes,Ginger
1995,Costa Rica,20660,tonnes,Ginger
1996,Costa Rica,11993,tonnes,Ginger
1997,Costa Rica,15535,tonnes,Ginger
1998,Costa Rica,21315,tonnes,Ginger
1999,Costa Rica,1225,tonnes,Ginger
2000,Costa Rica,3788,tonnes,Ginger
2001,Costa Rica,4163,tonnes,Ginger
2002,Costa Rica,3134,tonnes,Ginger
2003,Costa Rica,1527,tonnes,Ginger
2004,Costa Rica,1336,tonnes,Ginger
2005,Costa Rica,4300,tonnes,Ginger
2006,Costa Rica,4229,tonnes,Ginger
2007,Costa Rica,1044,tonnes,Ginger
2008,Costa Rica,960,tonnes,Ginger
2009,Costa Rica,1449,tonnes,Ginger
2010,Costa Rica,1690,tonnes,Ginger
2011,Costa Rica,1703,tonnes,Ginger
2012,Costa Rica,1836,tonnes,Ginger
2013,Costa Rica,1836,tonnes,Ginger
2014,Costa Rica,2148,tonnes,Ginger
2015,Costa Rica,4056,tonnes,Ginger
2016,Costa Rica,3708,tonnes,Ginger
2017,Costa Rica,3888,tonnes,Ginger
2018,Costa Rica,3135,tonnes,Ginger
2019,Costa Rica,2500,tonnes,Ginger
1961,Dominican Republic,34850,tonnes,"Cocoa, beans"
1962,Dominican Republic,33230,tonnes,"Cocoa, beans"
1963,Dominican Republic,38036,tonnes,"Cocoa, beans"
1964,Dominican Republic,41223,tonnes,"Cocoa, beans"
1965,Dominican Republic,25000,tonnes,"Cocoa, beans"
1966,Dominican Republic,27990,tonnes,"Cocoa, beans"
1967,Dominican Republic,25908,tonnes,"Cocoa, beans"
1968,Dominican Republic,27266,tonnes,"Cocoa, beans"
1969,Dominican Republic,25823,tonnes,"Cocoa, beans"
1970,Dominican Republic,37924,tonnes,"Cocoa, beans"
1971,Dominican Republic,32470,tonnes,"Cocoa, beans"
1972,Dominican Republic,36093,tonnes,"Cocoa, beans"
1973,Dominican Republic,35900,tonnes,"Cocoa, beans"
1974,Dominican Republic,38300,tonnes,"Cocoa, beans"
1975,Dominican Republic,30909,tonnes,"Cocoa, beans"
1976,Dominican Republic,33100,tonnes,"Cocoa, beans"
1977,Dominican Republic,34474,tonnes,"Cocoa, beans"
1978,Dominican Republic,36960,tonnes,"Cocoa, beans"
1979,Dominican Republic,35916,tonnes,"Cocoa, beans"
1980,Dominican Republic,28481,tonnes,"Cocoa, beans"
1981,Dominican Republic,31920,tonnes,"Cocoa, beans"
1982,Dominican Republic,34921,tonnes,"Cocoa, beans"
1983,Dominican Republic,42826,tonnes,"Cocoa, beans"
1984,Dominican Republic,42596,tonnes,"Cocoa, beans"
1985,Dominican Republic,34506,tonnes,"Cocoa, beans"
1986,Dominican Republic,36231,tonnes,"Cocoa, beans"
1987,Dominican Republic,43102,tonnes,"Cocoa, beans"
1988,Dominican Republic,41481,tonnes,"Cocoa, beans"
1989,Dominican Republic,48668,tonnes,"Cocoa, beans"
1990,Dominican Republic,43157,tonnes,"Cocoa, beans"
1991,Dominican Republic,48860,tonnes,"Cocoa, beans"
1992,Dominican Republic,50376,tonnes,"Cocoa, beans"
1993,Dominican Republic,53980,tonnes,"Cocoa, beans"
1994,Dominican Republic,62385,tonnes,"Cocoa, beans"
1995,Dominican Republic,59398,tonnes,"Cocoa, beans"
1996,Dominican Republic,62938,tonnes,"Cocoa, beans"
1997,Dominican Republic,52456,tonnes,"Cocoa, beans"
1998,Dominican Republic,59291,tonnes,"Cocoa, beans"
1999,Dominican Republic,25861,tonnes,"Cocoa, beans"
2000,Dominican Republic,37107,tonnes,"Cocoa, beans"
2001,Dominican Republic,44908,tonnes,"Cocoa, beans"
2002,Dominican Republic,45468,tonnes,"Cocoa, beans"
2003,Dominican Republic,46698,tonnes,"Cocoa, beans"
2004,Dominican Republic,47318,tonnes,"Cocoa, beans"
2005,Dominican Republic,31361,tonnes,"Cocoa, beans"
2006,Dominican Republic,45912,tonnes,"Cocoa, beans"
2007,Dominican Republic,42154,tonnes,"Cocoa, beans"
2008,Dominican Republic,45291,tonnes,"Cocoa, beans"
2009,Dominican Republic,54994,tonnes,"Cocoa, beans"
2010,Dominican Republic,58334,tonnes,"Cocoa, beans"
2011,Dominican Republic,54279,tonnes,"Cocoa, beans"
2012,Dominican Republic,72225,tonnes,"Cocoa, beans"
2013,Dominican Republic,68021,tonnes,"Cocoa, beans"
2014,Dominican Republic,69913,tonnes,"Cocoa, beans"
2015,Dominican Republic,75500,tonnes,"Cocoa, beans"
2016,Dominican Republic,81246,tonnes,"Cocoa, beans"
2017,Dominican Republic,86599,tonnes,"Cocoa, beans"
2018,Dominican Republic,85139,tonnes,"Cocoa, beans"
2019,Dominican Republic,88961,tonnes,"Cocoa, beans"
1961,Dominican Republic,370,tonnes,Ginger
1962,Dominican Republic,350,tonnes,Ginger
1963,Dominican Republic,380,tonnes,Ginger
1964,Dominican Republic,403,tonnes,Ginger
1965,Dominican Republic,398,tonnes,Ginger
1966,Dominican Republic,413,tonnes,Ginger
1967,Dominican Republic,429,tonnes,Ginger
1968,Dominican Republic,444,tonnes,Ginger
1969,Dominican Republic,459,tonnes,Ginger
1970,Dominican Republic,475,tonnes,Ginger
1971,Dominican Republic,490,tonnes,Ginger
1972,Dominican Republic,505,tonnes,Ginger
1973,Dominican Republic,520,tonnes,Ginger
1974,Dominican Republic,600,tonnes,Ginger
1975,Dominican Republic,650,tonnes,Ginger
1976,Dominican Republic,800,tonnes,Ginger
1977,Dominican Republic,900,tonnes,Ginger
1978,Dominican Republic,1000,tonnes,Ginger
1979,Dominican Republic,1200,tonnes,Ginger
1980,Dominican Republic,1100,tonnes,Ginger
1981,Dominican Republic,1100,tonnes,Ginger
1982,Dominican Republic,1100,tonnes,Ginger
1983,Dominican Republic,1200,tonnes,Ginger
1984,Dominican Republic,1200,tonnes,Ginger
1985,Dominican Republic,1200,tonnes,Ginger
1986,Dominican Republic,1200,tonnes,Ginger
1987,Dominican Republic,1300,tonnes,Ginger
1988,Dominican Republic,1300,tonnes,Ginger
1989,Dominican Republic,1200,tonnes,Ginger
1990,Dominican Republic,1200,tonnes,Ginger
1991,Dominican Republic,1100,tonnes,Ginger
1992,Dominican Republic,1100,tonnes,Ginger
1993,Dominican Republic,1100,tonnes,Ginger
1994,Dominican Republic,1100,tonnes,Ginger
1995,Dominican Republic,1100,tonnes,Ginger
1996,Dominican Republic,1100,tonnes,Ginger
1997,Dominican Republic,1100,tonnes,Ginger
1998,Dominican Republic,1000,tonnes,Ginger
1999,Dominican Republic,1000,tonnes,Ginger
2000,Dominican Republic,900,tonnes,Ginger
2001,Dominican Republic,900,tonnes,Ginger
2002,Dominican Republic,800,tonnes,Ginger
2003,Dominican Republic,800,tonnes,Ginger
2004,Dominican Republic,700,tonnes,Ginger
2005,Dominican Republic,700,tonnes,Ginger
2006,Dominican Republic,600,tonnes,Ginger
2007,Dominican Republic,550,tonnes,Ginger
