Year,Nation,Production Quantity,Unit,Item
2016,Argentina,2430866,tonnes,Potatoes
2017,Argentina,2454850,tonnes,Potatoes
2018,Argentina,2193455,tonnes,Potatoes
2019,Argentina,2209220,tonnes,Potatoes
1961,Argentina,388200,tonnes,Sweet potatoes
1962,Argentina,364800,tonnes,Sweet potatoes
1963,Argentina,365500,tonnes,Sweet potatoes
1964,Argentina,341500,tonnes,Sweet potatoes
1965,Argentina,340500,tonnes,Sweet potatoes
1966,Argentina,362200,tonnes,Sweet potatoes
1967,Argentina,443600,tonnes,Sweet potatoes
1968,Argentina,379000,tonnes,Sweet potatoes
1969,Argentina,479506,tonnes,Sweet potatoes
1970,Argentina,438000,tonnes,Sweet potatoes
1971,Argentina,453600,tonnes,Sweet potatoes
1972,Argentina,372900,tonnes,Sweet potatoes
1973,Argentina,473600,tonnes,Sweet potatoes
1974,Argentina,294800,tonnes,Sweet potatoes
1975,Argentina,418000,tonnes,Sweet potatoes
1976,Argentina,348000,tonnes,Sweet potatoes
1977,Argentina,330000,tonnes,Sweet potatoes
1978,Argentina,320000,tonnes,Sweet potatoes
1979,Argentina,322000,tonnes,Sweet potatoes
1980,Argentina,302000,tonnes,Sweet potatoes
1981,Argentina,246600,tonnes,Sweet potatoes
1982,Argentina,368000,tonnes,Sweet potatoes
1983,Argentina,310000,tonnes,Sweet potatoes
1984,Argentina,325000,tonnes,Sweet potatoes
1985,Argentina,377000,tonnes,Sweet potatoes
1986,Argentina,409000,tonnes,Sweet potatoes
1987,Argentina,353500,tonnes,Sweet potatoes
1988,Argentina,461800,tonnes,Sweet potatoes
1989,Argentina,311900,tonnes,Sweet potatoes
1990,Argentina,290100,tonnes,Sweet potatoes
1991,Argentina,289000,tonnes,Sweet potatoes
1992,Argentina,266000,tonnes,Sweet potatoes
1993,Argentina,270500,tonnes,Sweet potatoes
1994,Argentina,371000,tonnes,Sweet potatoes
1995,Argentina,336000,tonnes,Sweet potatoes
1996,Argentina,340000,tonnes,Sweet potatoes
1997,Argentina,241639,tonnes,Sweet potatoes
1998,Argentina,311686,tonnes,Sweet potatoes
1999,Argentina,244784,tonnes,Sweet potatoes
2000,Argentina,266936,tonnes,Sweet potatoes
2001,Argentina,271621,tonnes,Sweet potatoes
2002,Argentina,280602,tonnes,Sweet potatoes
2003,Argentina,280602,tonnes,Sweet potatoes
2004,Argentina,350000,tonnes,Sweet potatoes
2005,Argentina,380000,tonnes,Sweet potatoes
2006,Argentina,330000,tonnes,Sweet potatoes
2007,Argentina,340000,tonnes,Sweet potatoes
2008,Argentina,326916,tonnes,Sweet potatoes
2009,Argentina,327132,tonnes,Sweet potatoes
2010,Argentina,329499,tonnes,Sweet potatoes
2011,Argentina,331403,tonnes,Sweet potatoes
2012,Argentina,333308,tonnes,Sweet potatoes
2013,Argentina,335212,tonnes,Sweet potatoes
2014,Argentina,334564,tonnes,Sweet potatoes
2015,Argentina,334327,tonnes,Sweet potatoes
2016,Argentina,333217,tonnes,Sweet potatoes
2017,Argentina,334640,tonnes,Sweet potatoes
2018,Argentina,336064,tonnes,Sweet potatoes
2019,Argentina,337487,tonnes,Sweet potatoes
1961,Bahamas,500,tonnes,Cassava
1962,Bahamas,500,tonnes,Cassava
1963,Bahamas,550,tonnes,Cassava
1964,Bahamas,600,tonnes,Cassava
1965,Bahamas,650,tonnes,Cassava
1966,Bahamas,700,tonnes,Cassava
1967,Bahamas,750,tonnes,Cassava
1968,Bahamas,800,tonnes,Cassava
1969,Bahamas,850,tonnes,Cassava
1970,Bahamas,900,tonnes,Cassava
1971,Bahamas,950,tonnes,Cassava
1972,Bahamas,1000,tonnes,Cassava
1973,Bahamas,1050,tonnes,Cassava
1974,Bahamas,1100,tonnes,Cassava
1975,Bahamas,1150,tonnes,Cassava
1976,Bahamas,1200,tonnes,Cassava
1977,Bahamas,1250,tonnes,Cassava
1978,Bahamas,1285,tonnes,Cassava
1979,Bahamas,1150,tonnes,Cassava
1980,Bahamas,1150,tonnes,Cassava
1981,Bahamas,1100,tonnes,Cassava
1982,Bahamas,1100,tonnes,Cassava
1983,Bahamas,1050,tonnes,Cassava
1984,Bahamas,1050,tonnes,Cassava
1985,Bahamas,1000,tonnes,Cassava
1986,Bahamas,1000,tonnes,Cassava
1987,Bahamas,1000,tonnes,Cassava
1988,Bahamas,900,tonnes,Cassava
1989,Bahamas,900,tonnes,Cassava
1990,Bahamas,800,tonnes,Cassava
1991,Bahamas,600,tonnes,Cassava
1992,Bahamas,545,tonnes,Cassava
1993,Bahamas,500,tonnes,Cassava
1994,Bahamas,400,tonnes,Cassava
1995,Bahamas,368,tonnes,Cassava
1996,Bahamas,347,tonnes,Cassava
1997,Bahamas,347,tonnes,Cassava
1998,Bahamas,300,tonnes,Cassava
1999,Bahamas,200,tonnes,Cassava
2000,Bahamas,130,tonnes,Cassava
2001,Bahamas,133,tonnes,Cassava
2002,Bahamas,130,tonnes,Cassava
2003,Bahamas,135,tonnes,Cassava
2004,Bahamas,155,tonnes,Cassava
2005,Bahamas,174,tonnes,Cassava
2006,Bahamas,170,tonnes,Cassava
2007,Bahamas,190,tonnes,Cassava
2008,Bahamas,415,tonnes,Cassava
2009,Bahamas,644,tonnes,Cassava
2010,Bahamas,865,tonnes,Cassava
2011,Bahamas,878,tonnes,Cassava
2012,Bahamas,892,tonnes,Cassava
2013,Bahamas,910,tonnes,Cassava
2014,Bahamas,918,tonnes,Cassava
2015,Bahamas,751,tonnes,Cassava
2016,Bahamas,610,tonnes,Cassava
2017,Bahamas,461,tonnes,Cassava
2018,Bahamas,322,tonnes,Cassava
2019,Bahamas,203,tonnes,Cassava
1991,Bahamas,,tonnes,Potatoes
1992,Bahamas,,tonnes,Potatoes
1993,Bahamas,,tonnes,Potatoes
1994,Bahamas,,tonnes,Potatoes
1995,Bahamas,,tonnes,Potatoes
1996,Bahamas,,tonnes,Potatoes
1997,Bahamas,,tonnes,Potatoes
1998,Bahamas,,tonnes,Potatoes
1999,Bahamas,,tonnes,Potatoes
2000,Bahamas,,tonnes,Potatoes
2001,Bahamas,,tonnes,Potatoes
2002,Bahamas,,tonnes,Potatoes
2003,Bahamas,,tonnes,Potatoes
2004,Bahamas,,tonnes,Potatoes
2005,Bahamas,,tonnes,Potatoes
2006,Bahamas,,tonnes,Potatoes
2007,Bahamas,,tonnes,Potatoes
2008,Bahamas,,tonnes,Potatoes
2009,Bahamas,,tonnes,Potatoes
2010,Bahamas,,tonnes,Potatoes
2011,Bahamas,,tonnes,Potatoes
2012,Bahamas,,tonnes,Potatoes
2013,Bahamas,,tonnes,Potatoes
2014,Bahamas,,tonnes,Potatoes
2015,Bahamas,,tonnes,Potatoes
2016,Bahamas,,tonnes,Potatoes
2017,Bahamas,,tonnes,Potatoes
2018,Bahamas,,tonnes,Potatoes
2019,Bahamas,,tonnes,Potatoes
1961,Bahamas,140,tonnes,Sweet potatoes
1962,Bahamas,160,tonnes,Sweet potatoes
1963,Bahamas,180,tonnes,Sweet potatoes
1964,Bahamas,200,tonnes,Sweet potatoes
1965,Bahamas,220,tonnes,Sweet potatoes
1966,Bahamas,230,tonnes,Sweet potatoes
1967,Bahamas,235,tonnes,Sweet potatoes
1968,Bahamas,240,tonnes,Sweet potatoes
1969,Bahamas,245,tonnes,Sweet potatoes
1970,Bahamas,250,tonnes,Sweet potatoes
1971,Bahamas,255,tonnes,Sweet potatoes
1972,Bahamas,260,tonnes,Sweet potatoes
1973,Bahamas,265,tonnes,Sweet potatoes
1974,Bahamas,270,tonnes,Sweet potatoes
1975,Bahamas,280,tonnes,Sweet potatoes
1976,Bahamas,290,tonnes,Sweet potatoes
1977,Bahamas,300,tonnes,Sweet potatoes
1978,Bahamas,310,tonnes,Sweet potatoes
1979,Bahamas,320,tonnes,Sweet potatoes
1980,Bahamas,330,tonnes,Sweet potatoes
1981,Bahamas,330,tonnes,Sweet potatoes
1982,Bahamas,340,tonnes,Sweet potatoes
1983,Bahamas,350,tonnes,Sweet potatoes
1984,Bahamas,350,tonnes,Sweet potatoes
1985,Bahamas,360,tonnes,Sweet potatoes
1986,Bahamas,360,tonnes,Sweet potatoes
1987,Bahamas,340,tonnes,Sweet potatoes
1988,Bahamas,320,tonnes,Sweet potatoes
1989,Bahamas,350,tonnes,Sweet potatoes
1990,Bahamas,324,tonnes,Sweet potatoes
1991,Bahamas,213,tonnes,Sweet potatoes
1992,Bahamas,216,tonnes,Sweet potatoes
1993,Bahamas,221,tonnes,Sweet potatoes
1994,Bahamas,240,tonnes,Sweet potatoes
1995,Bahamas,215,tonnes,Sweet potatoes
1996,Bahamas,213,tonnes,Sweet potatoes
1997,Bahamas,462,tonnes,Sweet potatoes
1998,Bahamas,460,tonnes,Sweet potatoes
1999,Bahamas,259,tonnes,Sweet potatoes
2000,Bahamas,812,tonnes,Sweet potatoes
2001,Bahamas,550,tonnes,Sweet potatoes
2002,Bahamas,835,tonnes,Sweet potatoes
2003,Bahamas,850,tonnes,Sweet potatoes
2004,Bahamas,880,tonnes,Sweet potatoes
2005,Bahamas,1026,tonnes,Sweet potatoes
2006,Bahamas,1149,tonnes,Sweet potatoes
2007,Bahamas,1166,tonnes,Sweet potatoes
2008,Bahamas,1249,tonnes,Sweet potatoes
2009,Bahamas,1332,tonnes,Sweet potatoes
2010,Bahamas,1416,tonnes,Sweet potatoes
2011,Bahamas,1499,tonnes,Sweet potatoes
2012,Bahamas,1583,tonnes,Sweet potatoes
2013,Bahamas,1666,tonnes,Sweet potatoes
2014,Bahamas,1729,tonnes,Sweet potatoes
2015,Bahamas,1836,tonnes,Sweet potatoes
2016,Bahamas,1866,tonnes,Sweet potatoes
2017,Bahamas,1936,tonnes,Sweet potatoes
2018,Bahamas,2006,tonnes,Sweet potatoes
2019,Bahamas,2080,tonnes,Sweet potatoes
1961,Barbados,902,tonnes,Cassava
1962,Barbados,829,tonnes,Cassava
1963,Barbados,829,tonnes,Cassava
1964,Barbados,704,tonnes,Cassava
1965,Barbados,700,tonnes,Cassava
1966,Barbados,700,tonnes,Cassava
1967,Barbados,700,tonnes,Cassava
1968,Barbados,750,tonnes,Cassava
1969,Barbados,800,tonnes,Cassava
1970,Barbados,800,tonnes,Cassava
1971,Barbados,850,tonnes,Cassava
1972,Barbados,850,tonnes,Cassava
1973,Barbados,870,tonnes,Cassava
1974,Barbados,900,tonnes,Cassava
1975,Barbados,900,tonnes,Cassava
1976,Barbados,910,tonnes,Cassava
1977,Barbados,910,tonnes,Cassava
1978,Barbados,920,tonnes,Cassava
1979,Barbados,920,tonnes,Cassava
1980,Barbados,930,tonnes,Cassava
1981,Barbados,930,tonnes,Cassava
1982,Barbados,950,tonnes,Cassava
1983,Barbados,960,tonnes,Cassava
1984,Barbados,960,tonnes,Cassava
1985,Barbados,960,tonnes,Cassava
1986,Barbados,960,tonnes,Cassava
1987,Barbados,960,tonnes,Cassava
1988,Barbados,1000,tonnes,Cassava
1989,Barbados,1100,tonnes,Cassava
1990,Barbados,1150,tonnes,Cassava
1991,Barbados,1242,tonnes,Cassava
1992,Barbados,2430,tonnes,Cassava
1993,Barbados,693,tonnes,Cassava
1994,Barbados,411,tonnes,Cassava
1995,Barbados,818,tonnes,Cassava
1996,Barbados,720,tonnes,Cassava
1997,Barbados,650,tonnes,Cassava
1998,Barbados,600,tonnes,Cassava
1999,Barbados,550,tonnes,Cassava
2000,Barbados,500,tonnes,Cassava
2001,Barbados,430,tonnes,Cassava
2002,Barbados,397,tonnes,Cassava
2003,Barbados,412,tonnes,Cassava
2004,Barbados,317,tonnes,Cassava
2005,Barbados,199,tonnes,Cassava
2006,Barbados,375,tonnes,Cassava
2007,Barbados,448,tonnes,Cassava
2008,Barbados,466,tonnes,Cassava
2009,Barbados,691,tonnes,Cassava
2010,Barbados,400,tonnes,Cassava
2011,Barbados,308,tonnes,Cassava
2012,Barbados,220,tonnes,Cassava
2013,Barbados,340,tonnes,Cassava
2014,Barbados,553,tonnes,Cassava
2015,Barbados,379,tonnes,Cassava
2016,Barbados,491,tonnes,Cassava
2017,Barbados,479,tonnes,Cassava
2018,Barbados,673,tonnes,Cassava
2019,Barbados,486,tonnes,Cassava
1961,Barbados,9078,tonnes,Sweet potatoes
1962,Barbados,12000,tonnes,Sweet potatoes
1963,Barbados,8000,tonnes,Sweet potatoes
1964,Barbados,6000,tonnes,Sweet potatoes
1965,Barbados,6500,tonnes,Sweet potatoes
1966,Barbados,7120,tonnes,Sweet potatoes
1967,Barbados,7000,tonnes,Sweet potatoes
1968,Barbados,6000,tonnes,Sweet potatoes
1969,Barbados,4948,tonnes,Sweet potatoes
1970,Barbados,5694,tonnes,Sweet potatoes
1971,Barbados,6762,tonnes,Sweet potatoes
1972,Barbados,7645,tonnes,Sweet potatoes
1973,Barbados,4178,tonnes,Sweet potatoes
1974,Barbados,2041,tonnes,Sweet potatoes
1975,Barbados,4444,tonnes,Sweet potatoes
1976,Barbados,2874,tonnes,Sweet potatoes
1977,Barbados,4989,tonnes,Sweet potatoes
1978,Barbados,4989,tonnes,Sweet potatoes
1979,Barbados,2219,tonnes,Sweet potatoes
1980,Barbados,4631,tonnes,Sweet potatoes
1981,Barbados,3000,tonnes,Sweet potatoes
1982,Barbados,3700,tonnes,Sweet potatoes
1983,Barbados,4300,tonnes,Sweet potatoes
1984,Barbados,1957,tonnes,Sweet potatoes
1985,Barbados,2066,tonnes,Sweet potatoes
1986,Barbados,2192,tonnes,Sweet potatoes
1987,Barbados,3578,tonnes,Sweet potatoes
1988,Barbados,2478,tonnes,Sweet potatoes
1989,Barbados,2537,tonnes,Sweet potatoes
1990,Barbados,2646,tonnes,Sweet potatoes
1991,Barbados,1932,tonnes,Sweet potatoes
1992,Barbados,2419,tonnes,Sweet potatoes
1993,Barbados,2251,tonnes,Sweet potatoes
1994,Barbados,3170,tonnes,Sweet potatoes
1995,Barbados,5167,tonnes,Sweet potatoes
1996,Barbados,5100,tonnes,Sweet potatoes
1997,Barbados,4800,tonnes,Sweet potatoes
1998,Barbados,4200,tonnes,Sweet potatoes
1999,Barbados,3500,tonnes,Sweet potatoes
2000,Barbados,2700,tonnes,Sweet potatoes
2001,Barbados,2600,tonnes,Sweet potatoes
2002,Barbados,1468,tonnes,Sweet potatoes
2003,Barbados,2610,tonnes,Sweet potatoes
2004,Barbados,1913,tonnes,Sweet potatoes
2005,Barbados,2084,tonnes,Sweet potatoes
2006,Barbados,2201,tonnes,Sweet potatoes
2007,Barbados,1335,tonnes,Sweet potatoes
2008,Barbados,884,tonnes,Sweet potatoes
2009,Barbados,888,tonnes,Sweet potatoes
2010,Barbados,1176,tonnes,Sweet potatoes
2011,Barbados,507,tonnes,Sweet potatoes
2012,Barbados,1202,tonnes,Sweet potatoes
2013,Barbados,1220,tonnes,Sweet potatoes
2014,Barbados,1232,tonnes,Sweet potatoes
2015,Barbados,1335,tonnes,Sweet potatoes
2016,Barbados,2794,tonnes,Sweet potatoes
2017,Barbados,1167,tonnes,Sweet potatoes
2018,Barbados,1654,tonnes,Sweet potatoes
2019,Barbados,2093,tonnes,Sweet potatoes
1961,Barbados,12600,tonnes,Yams
1962,Barbados,13136,tonnes,Yams
1963,Barbados,13908,tonnes,Yams
1964,Barbados,13944,tonnes,Yams
1965,Barbados,10000,tonnes,Yams
1966,Barbados,8680,tonnes,Yams
1967,Barbados,11000,tonnes,Yams
1968,Barbados,14000,tonnes,Yams
1969,Barbados,11004,tonnes,Yams
1970,Barbados,15420,tonnes,Yams
1971,Barbados,14349,tonnes,Yams
1972,Barbados,12043,tonnes,Yams
1973,Barbados,7766,tonnes,Yams
1974,Barbados,5103,tonnes,Yams
1975,Barbados,6610,tonnes,Yams
1976,Barbados,5782,tonnes,Yams
1977,Barbados,5896,tonnes,Yams
1978,Barbados,6851,tonnes,Yams
1979,Barbados,5909,tonnes,Yams
1980,Barbados,7700,tonnes,Yams
1981,Barbados,4000,tonnes,Yams
1982,Barbados,4500,tonnes,Yams
1983,Barbados,4500,tonnes,Yams
1984,Barbados,3195,tonnes,Yams
1985,Barbados,2493,tonnes,Yams
1986,Barbados,1989,tonnes,Yams
1987,Barbados,2462,tonnes,Yams
1988,Barbados,1365,tonnes,Yams
1989,Barbados,2538,tonnes,Yams
1990,Barbados,2647,tonnes,Yams
1991,Barbados,1989,tonnes,Yams
1992,Barbados,1566,tonnes,Yams
1993,Barbados,1927,tonnes,Yams
1994,Barbados,1173,tonnes,Yams
1995,Barbados,2570,tonnes,Yams
1996,Barbados,1500,tonnes,Yams
1997,Barbados,1319,tonnes,Yams
1998,Barbados,1350,tonnes,Yams
1999,Barbados,1050,tonnes,Yams
2000,Barbados,1150,tonnes,Yams
2001,Barbados,1200,tonnes,Yams
2002,Barbados,349,tonnes,Yams
2003,Barbados,1220,tonnes,Yams
2004,Barbados,603,tonnes,Yams
2005,Barbados,818,tonnes,Yams
2006,Barbados,794,tonnes,Yams
2007,Barbados,647,tonnes,Yams
2008,Barbados,280,tonnes,Yams
2009,Barbados,824,tonnes,Yams
2010,Barbados,807,tonnes,Yams
2011,Barbados,243,tonnes,Yams
2012,Barbados,348,tonnes,Yams
2013,Barbados,749,tonnes,Yams
2014,Barbados,567,tonnes,Yams
2015,Barbados,578,tonnes,Yams
2016,Barbados,378,tonnes,Yams
2017,Barbados,181,tonnes,Yams
2018,Barbados,345,tonnes,Yams
2019,Barbados,197,tonnes,Yams
1961,Belize,,tonnes,Cassava
1962,Belize,,tonnes,Cassava
1963,Belize,,tonnes,Cassava
1964,Belize,,tonnes,Cassava
1965,Belize,,tonnes,Cassava
1966,Belize,,tonnes,Cassava
1967,Belize,,tonnes,Cassava
1968,Belize,,tonnes,Cassava
1969,Belize,,tonnes,Cassava
1970,Belize,,tonnes,Cassava
1971,Belize,,tonnes,Cassava
1972,Belize,,tonnes,Cassava
1973,Belize,,tonnes,Cassava
1974,Belize,,tonnes,Cassava
1975,Belize,,tonnes,Cassava
1976,Belize,,tonnes,Cassava
1977,Belize,,tonnes,Cassava
1978,Belize,,tonnes,Cassava
1979,Belize,,tonnes,Cassava
1980,Belize,,tonnes,Cassava
1981,Belize,,tonnes,Cassava
1982,Belize,,tonnes,Cassava
1983,Belize,,tonnes,Cassava
1984,Belize,,tonnes,Cassava
1985,Belize,,tonnes,Cassava
1986,Belize,,tonnes,Cassava
1987,Belize,,tonnes,Cassava
1988,Belize,,tonnes,Cassava
1989,Belize,780,tonnes,Cassava
1990,Belize,507,tonnes,Cassava
1991,Belize,765,tonnes,Cassava
1992,Belize,1006,tonnes,Cassava
1993,Belize,791,tonnes,Cassava
1994,Belize,530,tonnes,Cassava
1995,Belize,685,tonnes,Cassava
1996,Belize,634,tonnes,Cassava
1997,Belize,350,tonnes,Cassava
1998,Belize,1020,tonnes,Cassava
1999,Belize,684,tonnes,Cassava
2000,Belize,907,tonnes,Cassava
2001,Belize,1614,tonnes,Cassava
2002,Belize,1500,tonnes,Cassava
2003,Belize,1227,tonnes,Cassava
2004,Belize,1190,tonnes,Cassava
2005,Belize,180,tonnes,Cassava
2006,Belize,239,tonnes,Cassava
2007,Belize,327,tonnes,Cassava
2008,Belize,304,tonnes,Cassava
2009,Belize,328,tonnes,Cassava
2010,Belize,411,tonnes,Cassava
2011,Belize,317,tonnes,Cassava
2012,Belize,420,tonnes,Cassava
2013,Belize,442,tonnes,Cassava
2014,Belize,927,tonnes,Cassava
2015,Belize,681,tonnes,Cassava
2016,Belize,631,tonnes,Cassava
2017,Belize,573,tonnes,Cassava
2018,Belize,694,tonnes,Cassava
2019,Belize,725,tonnes,Cassava
1961,Belize,,tonnes,Potatoes
1962,Belize,,tonnes,Potatoes
1963,Belize,,tonnes,Potatoes
1964,Belize,,tonnes,Potatoes
1965,Belize,,tonnes,Potatoes
1966,Belize,,tonnes,Potatoes
1967,Belize,,tonnes,Potatoes
1968,Belize,,tonnes,Potatoes
1969,Belize,,tonnes,Potatoes
1970,Belize,,tonnes,Potatoes
1971,Belize,,tonnes,Potatoes
1972,Belize,,tonnes,Potatoes
1973,Belize,,tonnes,Potatoes
1974,Belize,,tonnes,Potatoes
1975,Belize,,tonnes,Potatoes
1976,Belize,,tonnes,Potatoes
1977,Belize,,tonnes,Potatoes
1978,Belize,,tonnes,Potatoes
1979,Belize,,tonnes,Potatoes
1980,Belize,,tonnes,Potatoes
1981,Belize,,tonnes,Potatoes
1982,Belize,,tonnes,Potatoes
1983,Belize,,tonnes,Potatoes
1984,Belize,,tonnes,Potatoes
1985,Belize,,tonnes,Potatoes
1986,Belize,,tonnes,Potatoes
1987,Belize,,tonnes,Potatoes
1988,Belize,,tonnes,Potatoes
1989,Belize,230,tonnes,Potatoes
1990,Belize,235,tonnes,Potatoes
1991,Belize,238,tonnes,Potatoes
1992,Belize,240,tonnes,Potatoes
1993,Belize,240,tonnes,Potatoes
1994,Belize,240,tonnes,Potatoes
1995,Belize,406,tonnes,Potatoes
1996,Belize,239,tonnes,Potatoes
1997,Belize,227,tonnes,Potatoes
1998,Belize,436,tonnes,Potatoes
1999,Belize,926,tonnes,Potatoes
2000,Belize,1236,tonnes,Potatoes
2001,Belize,1081,tonnes,Potatoes
2002,Belize,629,tonnes,Potatoes
2003,Belize,479,tonnes,Potatoes
2004,Belize,726,tonnes,Potatoes
2005,Belize,1039,tonnes,Potatoes
2006,Belize,1171,tonnes,Potatoes
2007,Belize,478,tonnes,Potatoes
2008,Belize,865,tonnes,Potatoes
2009,Belize,1065,tonnes,Potatoes
2010,Belize,821,tonnes,Potatoes
2011,Belize,1122,tonnes,Potatoes
2012,Belize,1367,tonnes,Potatoes
2013,Belize,1012,tonnes,Potatoes
2014,Belize,1079,tonnes,Potatoes
2015,Belize,1016,tonnes,Potatoes
2016,Belize,986,tonnes,Potatoes
2017,Belize,1308,tonnes,Potatoes
2018,Belize,1540,tonnes,Potatoes
2019,Belize,1582,tonnes,Potatoes
1961,Belize,1600,tonnes,Roots and tubers nes
1962,Belize,1700,tonnes,Roots and tubers nes
1963,Belize,2000,tonnes,Roots and tubers nes
1964,Belize,2100,tonnes,Roots and tubers nes
1965,Belize,2200,tonnes,Roots and tubers nes
1966,Belize,2300,tonnes,Roots and tubers nes
1967,Belize,2400,tonnes,Roots and tubers nes
1968,Belize,2200,tonnes,Roots and tubers nes
1969,Belize,1350,tonnes,Roots and tubers nes
1970,Belize,1350,tonnes,Roots and tubers nes
1971,Belize,1400,tonnes,Roots and tubers nes
1972,Belize,1500,tonnes,Roots and tubers nes
1973,Belize,1560,tonnes,Roots and tubers nes
1974,Belize,1452,tonnes,Roots and tubers nes
1975,Belize,1900,tonnes,Roots and tubers nes
1976,Belize,2300,tonnes,Roots and tubers nes
1977,Belize,2600,tonnes,Roots and tubers nes
