Year,Nation,Production Quantity,Unit,Item
2015,Bolivia (Plurinational State of),20954,tonnes,"Coffee, green"
2016,Bolivia (Plurinational State of),21427,tonnes,"Coffee, green"
2017,Bolivia (Plurinational State of),21181,tonnes,"Coffee, green"
2018,Bolivia (Plurinational State of),22121,tonnes,"Coffee, green"
2019,Bolivia (Plurinational State of),24841,tonnes,"Coffee, green"
1961,Brazil,2228704,tonnes,"Coffee, green"
1962,Brazil,2190303,tonnes,"Coffee, green"
1963,Brazil,1650527,tonnes,"Coffee, green"
1964,Brazil,1042013,tonnes,"Coffee, green"
1965,Brazil,2294047,tonnes,"Coffee, green"
1966,Brazil,1202868,tonnes,"Coffee, green"
1967,Brazil,1507500,tonnes,"Coffee, green"
1968,Brazil,1057700,tonnes,"Coffee, green"
1969,Brazil,1283500,tonnes,"Coffee, green"
1970,Brazil,754800,tonnes,"Coffee, green"
1971,Brazil,1551462,tonnes,"Coffee, green"
1972,Brazil,1495705,tonnes,"Coffee, green"
1973,Brazil,872897,tonnes,"Coffee, green"
1974,Brazil,1615309,tonnes,"Coffee, green"
1975,Brazil,1272298,tonnes,"Coffee, green"
1976,Brazil,375985,tonnes,"Coffee, green"
1977,Brazil,975385,tonnes,"Coffee, green"
1978,Brazil,1267661,tonnes,"Coffee, green"
1979,Brazil,1332772,tonnes,"Coffee, green"
1980,Brazil,1061195,tonnes,"Coffee, green"
1981,Brazil,2032210,tonnes,"Coffee, green"
1982,Brazil,957931,tonnes,"Coffee, green"
1983,Brazil,1671588,tonnes,"Coffee, green"
1984,Brazil,1420281,tonnes,"Coffee, green"
1985,Brazil,1910646,tonnes,"Coffee, green"
1986,Brazil,1041406,tonnes,"Coffee, green"
1987,Brazil,2202708,tonnes,"Coffee, green"
1988,Brazil,1348014,tonnes,"Coffee, green"
1989,Brazil,1532335,tonnes,"Coffee, green"
1990,Brazil,1464856,tonnes,"Coffee, green"
1991,Brazil,1520382,tonnes,"Coffee, green"
1992,Brazil,1294373,tonnes,"Coffee, green"
1993,Brazil,1278759,tonnes,"Coffee, green"
1994,Brazil,1307289,tonnes,"Coffee, green"
1995,Brazil,930135,tonnes,"Coffee, green"
1996,Brazil,1369196,tonnes,"Coffee, green"
1997,Brazil,1228513,tonnes,"Coffee, green"
1998,Brazil,1689366,tonnes,"Coffee, green"
1999,Brazil,1631852,tonnes,"Coffee, green"
2000,Brazil,1903562,tonnes,"Coffee, green"
2001,Brazil,1819569,tonnes,"Coffee, green"
2002,Brazil,2610524,tonnes,"Coffee, green"
2003,Brazil,1987074,tonnes,"Coffee, green"
2004,Brazil,2465710,tonnes,"Coffee, green"
2005,Brazil,2140169,tonnes,"Coffee, green"
2006,Brazil,2573368,tonnes,"Coffee, green"
2007,Brazil,2249011,tonnes,"Coffee, green"
2008,Brazil,2796927,tonnes,"Coffee, green"
2009,Brazil,2440056,tonnes,"Coffee, green"
2010,Brazil,2907265,tonnes,"Coffee, green"
2011,Brazil,2700540,tonnes,"Coffee, green"
2012,Brazil,3037534,tonnes,"Coffee, green"
2013,Brazil,2964538,tonnes,"Coffee, green"
2014,Brazil,2804070,tonnes,"Coffee, green"
2015,Brazil,2647504,tonnes,"Coffee, green"
2016,Brazil,3024466,tonnes,"Coffee, green"
2017,Brazil,2684508,tonnes,"Coffee, green"
2018,Brazil,3552729,tonnes,"Coffee, green"
2019,Brazil,3009402,tonnes,"Coffee, green"
1961,Colombia,450000,tonnes,"Coffee, green"
1962,Colombia,482100,tonnes,"Coffee, green"
1963,Colombia,450000,tonnes,"Coffee, green"
1964,Colombia,468000,tonnes,"Coffee, green"
1965,Colombia,492000,tonnes,"Coffee, green"
1966,Colombia,492000,tonnes,"Coffee, green"
1967,Colombia,456000,tonnes,"Coffee, green"
1968,Colombia,480000,tonnes,"Coffee, green"
1969,Colombia,474000,tonnes,"Coffee, green"
1970,Colombia,507000,tonnes,"Coffee, green"
1971,Colombia,468000,tonnes,"Coffee, green"
1972,Colombia,432000,tonnes,"Coffee, green"
1973,Colombia,528000,tonnes,"Coffee, green"
1974,Colombia,470000,tonnes,"Coffee, green"
1975,Colombia,513200,tonnes,"Coffee, green"
1976,Colombia,483000,tonnes,"Coffee, green"
1977,Colombia,639420,tonnes,"Coffee, green"
1978,Colombia,683220,tonnes,"Coffee, green"
1979,Colombia,713340,tonnes,"Coffee, green"
1980,Colombia,724380,tonnes,"Coffee, green"
1981,Colombia,782200,tonnes,"Coffee, green"
1982,Colombia,773600,tonnes,"Coffee, green"
1983,Colombia,768600,tonnes,"Coffee, green"
1984,Colombia,807800,tonnes,"Coffee, green"
1985,Colombia,643100,tonnes,"Coffee, green"
1986,Colombia,713500,tonnes,"Coffee, green"
1987,Colombia,651600,tonnes,"Coffee, green"
1988,Colombia,708700,tonnes,"Coffee, green"
1989,Colombia,664000,tonnes,"Coffee, green"
1990,Colombia,845000,tonnes,"Coffee, green"
1991,Colombia,970740,tonnes,"Coffee, green"
1992,Colombia,1100000,tonnes,"Coffee, green"
1993,Colombia,818220,tonnes,"Coffee, green"
1994,Colombia,721860,tonnes,"Coffee, green"
1995,Colombia,821820,tonnes,"Coffee, green"
1996,Colombia,671401,tonnes,"Coffee, green"
1997,Colombia,642239,tonnes,"Coffee, green"
1998,Colombia,766980,tonnes,"Coffee, green"
1999,Colombia,546720,tonnes,"Coffee, green"
2000,Colombia,637140,tonnes,"Coffee, green"
2001,Colombia,656160,tonnes,"Coffee, green"
2002,Colombia,696840,tonnes,"Coffee, green"
2003,Colombia,694080,tonnes,"Coffee, green"
2004,Colombia,674400,tonnes,"Coffee, green"
2005,Colombia,667140,tonnes,"Coffee, green"
2006,Colombia,724740,tonnes,"Coffee, green"
2007,Colombia,757080,tonnes,"Coffee, green"
2008,Colombia,688680,tonnes,"Coffee, green"
2009,Colombia,468720,tonnes,"Coffee, green"
2010,Colombia,535380,tonnes,"Coffee, green"
2011,Colombia,468540,tonnes,"Coffee, green"
2012,Colombia,462000,tonnes,"Coffee, green"
2013,Colombia,653160,tonnes,"Coffee, green"
2014,Colombia,728400,tonnes,"Coffee, green"
2015,Colombia,827750,tonnes,"Coffee, green"
2016,Colombia,818243,tonnes,"Coffee, green"
2017,Colombia,851640,tonnes,"Coffee, green"
2018,Colombia,813420,tonnes,"Coffee, green"
2019,Colombia,885120,tonnes,"Coffee, green"
1961,Costa Rica,61769,tonnes,"Coffee, green"
1962,Costa Rica,54523,tonnes,"Coffee, green"
1963,Costa Rica,62295,tonnes,"Coffee, green"
1964,Costa Rica,47219,tonnes,"Coffee, green"
1965,Costa Rica,58384,tonnes,"Coffee, green"
1966,Costa Rica,68344,tonnes,"Coffee, green"
1967,Costa Rica,76014,tonnes,"Coffee, green"
1968,Costa Rica,69372,tonnes,"Coffee, green"
1969,Costa Rica,84549,tonnes,"Coffee, green"
1970,Costa Rica,73192,tonnes,"Coffee, green"
1971,Costa Rica,89350,tonnes,"Coffee, green"
1972,Costa Rica,78787,tonnes,"Coffee, green"
1973,Costa Rica,95721,tonnes,"Coffee, green"
1974,Costa Rica,84287,tonnes,"Coffee, green"
1975,Costa Rica,80248,tonnes,"Coffee, green"
1976,Costa Rica,81784,tonnes,"Coffee, green"
1977,Costa Rica,87183,tonnes,"Coffee, green"
1978,Costa Rica,98549,tonnes,"Coffee, green"
1979,Costa Rica,98575,tonnes,"Coffee, green"
1980,Costa Rica,106389,tonnes,"Coffee, green"
1981,Costa Rica,113102,tonnes,"Coffee, green"
1982,Costa Rica,115087,tonnes,"Coffee, green"
1983,Costa Rica,124008,tonnes,"Coffee, green"
1984,Costa Rica,136857,tonnes,"Coffee, green"
1985,Costa Rica,124000,tonnes,"Coffee, green"
1986,Costa Rica,128227,tonnes,"Coffee, green"
1987,Costa Rica,138000,tonnes,"Coffee, green"
1988,Costa Rica,144900,tonnes,"Coffee, green"
1989,Costa Rica,157000,tonnes,"Coffee, green"
1990,Costa Rica,151100,tonnes,"Coffee, green"
1991,Costa Rica,158000,tonnes,"Coffee, green"
1992,Costa Rica,168000,tonnes,"Coffee, green"
1993,Costa Rica,156927,tonnes,"Coffee, green"
1994,Costa Rica,147998,tonnes,"Coffee, green"
1995,Costa Rica,150061,tonnes,"Coffee, green"
1996,Costa Rica,154131,tonnes,"Coffee, green"
1997,Costa Rica,132015,tonnes,"Coffee, green"
1998,Costa Rica,152385,tonnes,"Coffee, green"
1999,Costa Rica,147868,tonnes,"Coffee, green"
2000,Costa Rica,161395,tonnes,"Coffee, green"
2001,Costa Rica,150289,tonnes,"Coffee, green"
2002,Costa Rica,140874,tonnes,"Coffee, green"
2003,Costa Rica,132259,tonnes,"Coffee, green"
2004,Costa Rica,126000,tonnes,"Coffee, green"
2005,Costa Rica,125669,tonnes,"Coffee, green"
2006,Costa Rica,101038,tonnes,"Coffee, green"
2007,Costa Rica,121058,tonnes,"Coffee, green"
2008,Costa Rica,111959,tonnes,"Coffee, green"
2009,Costa Rica,91403,tonnes,"Coffee, green"
2010,Costa Rica,91620,tonnes,"Coffee, green"
2011,Costa Rica,95038,tonnes,"Coffee, green"
2012,Costa Rica,117873,tonnes,"Coffee, green"
2013,Costa Rica,71381,tonnes,"Coffee, green"
2014,Costa Rica,96735,tonnes,"Coffee, green"
2015,Costa Rica,83846,tonnes,"Coffee, green"
2016,Costa Rica,93720,tonnes,"Coffee, green"
2017,Costa Rica,90419,tonnes,"Coffee, green"
2018,Costa Rica,78434,tonnes,"Coffee, green"
2019,Costa Rica,84096,tonnes,"Coffee, green"
1961,Dominican Republic,36210,tonnes,"Coffee, green"
1962,Dominican Republic,45968,tonnes,"Coffee, green"
1963,Dominican Republic,44783,tonnes,"Coffee, green"
1964,Dominican Republic,51974,tonnes,"Coffee, green"
1965,Dominican Republic,43072,tonnes,"Coffee, green"
1966,Dominican Republic,44535,tonnes,"Coffee, green"
1967,Dominican Republic,42400,tonnes,"Coffee, green"
1968,Dominican Republic,44500,tonnes,"Coffee, green"
1969,Dominican Republic,43550,tonnes,"Coffee, green"
1970,Dominican Republic,42494,tonnes,"Coffee, green"
1971,Dominican Republic,45000,tonnes,"Coffee, green"
1972,Dominican Republic,45300,tonnes,"Coffee, green"
1973,Dominican Republic,58682,tonnes,"Coffee, green"
1974,Dominican Republic,54311,tonnes,"Coffee, green"
1975,Dominican Republic,51855,tonnes,"Coffee, green"
1976,Dominican Republic,56997,tonnes,"Coffee, green"
1977,Dominican Republic,60208,tonnes,"Coffee, green"
1978,Dominican Republic,43405,tonnes,"Coffee, green"
1979,Dominican Republic,60391,tonnes,"Coffee, green"
1980,Dominican Republic,60091,tonnes,"Coffee, green"
1981,Dominican Republic,52206,tonnes,"Coffee, green"
1982,Dominican Republic,63493,tonnes,"Coffee, green"
1983,Dominican Republic,68027,tonnes,"Coffee, green"
1984,Dominican Republic,72109,tonnes,"Coffee, green"
1985,Dominican Republic,71965,tonnes,"Coffee, green"
1986,Dominican Republic,68504,tonnes,"Coffee, green"
1987,Dominican Republic,67134,tonnes,"Coffee, green"
1988,Dominican Republic,67939,tonnes,"Coffee, green"
1989,Dominican Republic,64611,tonnes,"Coffee, green"
1990,Dominican Republic,59377,tonnes,"Coffee, green"
1991,Dominican Republic,55222,tonnes,"Coffee, green"
1992,Dominican Republic,42464,tonnes,"Coffee, green"
1993,Dominican Republic,37744,tonnes,"Coffee, green"
1994,Dominican Republic,32715,tonnes,"Coffee, green"
1995,Dominican Republic,42407,tonnes,"Coffee, green"
1996,Dominican Republic,47895,tonnes,"Coffee, green"
1997,Dominican Republic,33997,tonnes,"Coffee, green"
1998,Dominican Republic,56943,tonnes,"Coffee, green"
1999,Dominican Republic,34609,tonnes,"Coffee, green"
2000,Dominican Republic,45546,tonnes,"Coffee, green"
2001,Dominican Republic,35476,tonnes,"Coffee, green"
2002,Dominican Republic,37330,tonnes,"Coffee, green"
2003,Dominican Republic,36929,tonnes,"Coffee, green"
2004,Dominican Republic,35421,tonnes,"Coffee, green"
2005,Dominican Republic,40303,tonnes,"Coffee, green"
2006,Dominican Republic,41352,tonnes,"Coffee, green"
2007,Dominican Republic,41232,tonnes,"Coffee, green"
2008,Dominican Republic,35582,tonnes,"Coffee, green"
2009,Dominican Republic,37950,tonnes,"Coffee, green"
2010,Dominican Republic,21876,tonnes,"Coffee, green"
2011,Dominican Republic,22680,tonnes,"Coffee, green"
2012,Dominican Republic,27009,tonnes,"Coffee, green"
2013,Dominican Republic,18552,tonnes,"Coffee, green"
2014,Dominican Republic,13213,tonnes,"Coffee, green"
2015,Dominican Republic,9888,tonnes,"Coffee, green"
2016,Dominican Republic,11471,tonnes,"Coffee, green"
2017,Dominican Republic,15241,tonnes,"Coffee, green"
2018,Dominican Republic,18416,tonnes,"Coffee, green"
2019,Dominican Republic,15241,tonnes,"Coffee, green"
1961,Ecuador,53500,tonnes,"Coffee, green"
1962,Ecuador,55500,tonnes,"Coffee, green"
1963,Ecuador,42800,tonnes,"Coffee, green"
1964,Ecuador,47000,tonnes,"Coffee, green"
1965,Ecuador,66200,tonnes,"Coffee, green"
1966,Ecuador,57222,tonnes,"Coffee, green"
1967,Ecuador,61731,tonnes,"Coffee, green"
1968,Ecuador,60493,tonnes,"Coffee, green"
1969,Ecuador,44345,tonnes,"Coffee, green"
1970,Ecuador,72053,tonnes,"Coffee, green"
1971,Ecuador,62252,tonnes,"Coffee, green"
1972,Ecuador,71385,tonnes,"Coffee, green"
1973,Ecuador,74980,tonnes,"Coffee, green"
1974,Ecuador,69638,tonnes,"Coffee, green"
1975,Ecuador,76437,tonnes,"Coffee, green"
1976,Ecuador,87101,tonnes,"Coffee, green"
1977,Ecuador,82680,tonnes,"Coffee, green"
1978,Ecuador,75447,tonnes,"Coffee, green"
1979,Ecuador,89728,tonnes,"Coffee, green"
1980,Ecuador,69445,tonnes,"Coffee, green"
1981,Ecuador,86085,tonnes,"Coffee, green"
1982,Ecuador,83938,tonnes,"Coffee, green"
1983,Ecuador,81075,tonnes,"Coffee, green"
1984,Ecuador,97258,tonnes,"Coffee, green"
1985,Ecuador,120861,tonnes,"Coffee, green"
1986,Ecuador,118000,tonnes,"Coffee, green"
1987,Ecuador,111720,tonnes,"Coffee, green"
1988,Ecuador,144401,tonnes,"Coffee, green"
1989,Ecuador,129309,tonnes,"Coffee, green"
1990,Ecuador,134980,tonnes,"Coffee, green"
1991,Ecuador,116917,tonnes,"Coffee, green"
1992,Ecuador,137671,tonnes,"Coffee, green"
1993,Ecuador,137004,tonnes,"Coffee, green"
1994,Ecuador,186797,tonnes,"Coffee, green"
1995,Ecuador,148205,tonnes,"Coffee, green"
1996,Ecuador,168919,tonnes,"Coffee, green"
1997,Ecuador,173868,tonnes,"Coffee, green"
1998,Ecuador,48190,tonnes,"Coffee, green"
1999,Ecuador,132939,tonnes,"Coffee, green"
2000,Ecuador,27606,tonnes,"Coffee, green"
2001,Ecuador,164790,tonnes,"Coffee, green"
2002,Ecuador,23325,tonnes,"Coffee, green"
2003,Ecuador,23579,tonnes,"Coffee, green"
2004,Ecuador,27932,tonnes,"Coffee, green"
2005,Ecuador,40805,tonnes,"Coffee, green"
2006,Ecuador,31461,tonnes,"Coffee, green"
2007,Ecuador,38687,tonnes,"Coffee, green"
2008,Ecuador,32096,tonnes,"Coffee, green"
2009,Ecuador,33624,tonnes,"Coffee, green"
2010,Ecuador,31347,tonnes,"Coffee, green"
2011,Ecuador,23829,tonnes,"Coffee, green"
2012,Ecuador,7340,tonnes,"Coffee, green"
2013,Ecuador,7760,tonnes,"Coffee, green"
2014,Ecuador,4225,tonnes,"Coffee, green"
2015,Ecuador,5297,tonnes,"Coffee, green"
2016,Ecuador,3905,tonnes,"Coffee, green"
2017,Ecuador,7564,tonnes,"Coffee, green"
2018,Ecuador,5065,tonnes,"Coffee, green"
2019,Ecuador,8141,tonnes,"Coffee, green"
1961,El Salvador,122500,tonnes,"Coffee, green"
1962,El Salvador,98300,tonnes,"Coffee, green"
1963,El Salvador,122700,tonnes,"Coffee, green"
1964,El Salvador,123100,tonnes,"Coffee, green"
1965,El Salvador,109200,tonnes,"Coffee, green"
1966,El Salvador,123100,tonnes,"Coffee, green"
1967,El Salvador,144800,tonnes,"Coffee, green"
1968,El Salvador,123800,tonnes,"Coffee, green"
1969,El Salvador,143980,tonnes,"Coffee, green"
1970,El Salvador,129490,tonnes,"Coffee, green"
1971,El Salvador,144624,tonnes,"Coffee, green"
1972,El Salvador,147476,tonnes,"Coffee, green"
1973,El Salvador,126500,tonnes,"Coffee, green"
1974,El Salvador,159436,tonnes,"Coffee, green"
1975,El Salvador,161415,tonnes,"Coffee, green"
1976,El Salvador,138690,tonnes,"Coffee, green"
1977,El Salvador,147465,tonnes,"Coffee, green"
1978,El Salvador,158490,tonnes,"Coffee, green"
1979,El Salvador,185625,tonnes,"Coffee, green"
1980,El Salvador,184230,tonnes,"Coffee, green"
1981,El Salvador,180000,tonnes,"Coffee, green"
1982,El Salvador,174616,tonnes,"Coffee, green"
1983,El Salvador,154560,tonnes,"Coffee, green"
1984,El Salvador,163852,tonnes,"Coffee, green"
1985,El Salvador,148810,tonnes,"Coffee, green"
1986,El Salvador,138184,tonnes,"Coffee, green"
1987,El Salvador,147890,tonnes,"Coffee, green"
1988,El Salvador,120290,tonnes,"Coffee, green"
1989,El Salvador,121900,tonnes,"Coffee, green"
1990,El Salvador,147200,tonnes,"Coffee, green"
1991,El Salvador,149450,tonnes,"Coffee, green"
1992,El Salvador,175720,tonnes,"Coffee, green"
1993,El Salvador,140576,tonnes,"Coffee, green"
1994,El Salvador,140534,tonnes,"Coffee, green"
1995,El Salvador,139513,tonnes,"Coffee, green"
1996,El Salvador,148859,tonnes,"Coffee, green"
1997,El Salvador,124239,tonnes,"Coffee, green"
1998,El Salvador,117214,tonnes,"Coffee, green"
1999,El Salvador,160782,tonnes,"Coffee, green"
2000,El Salvador,114087,tonnes,"Coffee, green"
2001,El Salvador,112201,tonnes,"Coffee, green"
2002,El Salvador,91513,tonnes,"Coffee, green"
2003,El Salvador,81157,tonnes,"Coffee, green"
2004,El Salvador,83088,tonnes,"Coffee, green"
2005,El Salvador,87963,tonnes,"Coffee, green"
2006,El Salvador,85350,tonnes,"Coffee, green"
2007,El Salvador,96355,tonnes,"Coffee, green"
2008,El Salvador,97727,tonnes,"Coffee, green"
2009,El Salvador,76591,tonnes,"Coffee, green"
2010,El Salvador,112636,tonnes,"Coffee, green"
2011,El Salvador,82095,tonnes,"Coffee, green"
2012,El Salvador,89489,tonnes,"Coffee, green"
2013,El Salvador,32864,tonnes,"Coffee, green"
2014,El Salvador,41965,tonnes,"Coffee, green"
2015,El Salvador,35682,tonnes,"Coffee, green"
2016,El Salvador,38636,tonnes,"Coffee, green"
2017,El Salvador,41141,tonnes,"Coffee, green"
2018,El Salvador,45660,tonnes,"Coffee, green"
2019,El Salvador,39600,tonnes,"Coffee, green"
1961,Guatemala,100600,tonnes,"Coffee, green"
1962,Guatemala,117700,tonnes,"Coffee, green"
1963,Guatemala,104400,tonnes,"Coffee, green"
1964,Guatemala,105200,tonnes,"Coffee, green"
1965,Guatemala,126100,tonnes,"Coffee, green"
1966,Guatemala,106200,tonnes,"Coffee, green"
1967,Guatemala,102363,tonnes,"Coffee, green"
1968,Guatemala,112392,tonnes,"Coffee, green"
1969,Guatemala,118685,tonnes,"Coffee, green"
1970,Guatemala,126546,tonnes,"Coffee, green"
1971,Guatemala,128386,tonnes,"Coffee, green"
1972,Guatemala,142682,tonnes,"Coffee, green"
1973,Guatemala,145642,tonnes,"Coffee, green"
1974,Guatemala,157437,tonnes,"Coffee, green"
1975,Guatemala,139091,tonnes,"Coffee, green"
1976,Guatemala,158433,tonnes,"Coffee, green"
1977,Guatemala,168217,tonnes,"Coffee, green"
1978,Guatemala,169636,tonnes,"Coffee, green"
1979,Guatemala,164810,tonnes,"Coffee, green"
1980,Guatemala,177430,tonnes,"Coffee, green"
1981,Guatemala,193830,tonnes,"Coffee, green"
1982,Guatemala,189330,tonnes,"Coffee, green"
1983,Guatemala,183010,tonnes,"Coffee, green"
1984,Guatemala,196610,tonnes,"Coffee, green"
1985,Guatemala,181630,tonnes,"Coffee, green"
1986,Guatemala,196560,tonnes,"Coffee, green"
1987,Guatemala,193200,tonnes,"Coffee, green"
1988,Guatemala,179400,tonnes,"Coffee, green"
1989,Guatemala,193200,tonnes,"Coffee, green"
1990,Guatemala,202400,tonnes,"Coffee, green"
1991,Guatemala,196190,tonnes,"Coffee, green"
1992,Guatemala,206586,tonnes,"Coffee, green"
1993,Guatemala,208650,tonnes,"Coffee, green"
1994,Guatemala,213900,tonnes,"Coffee, green"
1995,Guatemala,210920,tonnes,"Coffee, green"
1996,Guatemala,240300,tonnes,"Coffee, green"
1997,Guatemala,271440,tonnes,"Coffee, green"
1998,Guatemala,253080,tonnes,"Coffee, green"
1999,Guatemala,293520,tonnes,"Coffee, green"
2000,Guatemala,312060,tonnes,"Coffee, green"
2001,Guatemala,261097,tonnes,"Coffee, green"
2002,Guatemala,255091,tonnes,"Coffee, green"
2003,Guatemala,244200,tonnes,"Coffee, green"
2004,Guatemala,250279,tonnes,"Coffee, green"
2005,Guatemala,248277,tonnes,"Coffee, green"
2006,Guatemala,240331,tonnes,"Coffee, green"
2007,Guatemala,248614,tonnes,"Coffee, green"
2008,Guatemala,254914,tonnes,"Coffee, green"
2009,Guatemala,247503,tonnes,"Coffee, green"
2010,Guatemala,248355,tonnes,"Coffee, green"
