calib_targets,sector
efficfactor_entc_technology_fuel_use_st_compressed_air,ElectricEnergy
efficfactor_entc_technology_fuel_use_st_flywheels,ElectricEnergy
ef_fgtv_distribution_tonne_ch4_per_m3_fuel_natural_gas,Fugitive
ef_fgtv_distribution_tonne_co2_per_m3_fuel_natural_gas,Fugitive
ef_fgtv_distribution_tonne_nmvoc_per_m3_fuel_natural_gas,Fugitive
ef_fgtv_production_flaring_tonne_ch4_per_m3_fuel_coal,Fugitive
ef_fgtv_production_flaring_tonne_ch4_per_m3_fuel_natural_gas,Fugitive
ef_fgtv_production_flaring_tonne_ch4_per_m3_fuel_oil,Fugitive
ef_fgtv_production_flaring_tonne_co2_per_m3_fuel_coal,Fugitive
ef_fgtv_production_flaring_tonne_co2_per_m3_fuel_natural_gas,Fugitive
ef_fgtv_production_flaring_tonne_co2_per_m3_fuel_oil,Fugitive
ef_fgtv_production_flaring_tonne_n2o_per_m3_fuel_natural_gas,Fugitive
ef_fgtv_production_flaring_tonne_n2o_per_m3_fuel_oil,Fugitive
ef_fgtv_production_flaring_tonne_nmvoc_per_m3_fuel_natural_gas,Fugitive
ef_fgtv_production_flaring_tonne_nmvoc_per_m3_fuel_oil,Fugitive
ef_fgtv_production_fugitive_tonne_ch4_per_m3_fuel_coal,Fugitive
ef_fgtv_production_fugitive_tonne_ch4_per_m3_fuel_natural_gas,Fugitive
ef_fgtv_production_fugitive_tonne_ch4_per_m3_fuel_oil,Fugitive
ef_fgtv_production_fugitive_tonne_co2_per_m3_fuel_coal,Fugitive
ef_fgtv_production_fugitive_tonne_co2_per_m3_fuel_natural_gas,Fugitive
ef_fgtv_production_fugitive_tonne_co2_per_m3_fuel_oil,Fugitive
ef_fgtv_production_fugitive_tonne_n2o_per_m3_fuel_oil,Fugitive
ef_fgtv_production_fugitive_tonne_nmvoc_per_m3_fuel_natural_gas,Fugitive
ef_fgtv_production_fugitive_tonne_nmvoc_per_m3_fuel_oil,Fugitive
ef_fgtv_production_venting_tonne_ch4_per_m3_fuel_coal,Fugitive
ef_fgtv_production_venting_tonne_ch4_per_m3_fuel_oil,Fugitive
ef_fgtv_production_venting_tonne_co2_per_m3_fuel_coal,Fugitive
ef_fgtv_production_venting_tonne_co2_per_m3_fuel_oil,Fugitive
ef_fgtv_production_venting_tonne_n2o_per_m3_fuel_oil,Fugitive
ef_fgtv_production_venting_tonne_nmvoc_per_m3_fuel_oil,Fugitive
ef_fgtv_transmission_tonne_ch4_per_m3_fuel_natural_gas,Fugitive
ef_fgtv_transmission_tonne_ch4_per_m3_fuel_oil,Fugitive
ef_fgtv_transmission_tonne_co2_per_m3_fuel_natural_gas,Fugitive
ef_fgtv_transmission_tonne_co2_per_m3_fuel_oil,Fugitive
ef_fgtv_transmission_tonne_n2o_per_m3_fuel_oil,Fugitive
ef_fgtv_transmission_tonne_nmvoc_per_m3_fuel_natural_gas,Fugitive
ef_fgtv_transmission_tonne_nmvoc_per_m3_fuel_oil,Fugitive
frac_fgtv_drained_and_waste_ch4_flared_fuel_coal,Fugitive
frac_fgtv_drained_and_waste_ch4_flared_fuel_oil,Fugitive
frac_fgtv_reduction_in_fugitive_leaks,Fugitive
elasticity_scoe_enerdem_per_hh_residential_elec_appliances_to_gdppc,NonElectricEnergy
elasticity_scoe_enerdem_per_hh_residential_heat_energy_to_gdppc,NonElectricEnergy
elasticity_scoe_enerdem_per_mmmgdp_commercial_municipal_elec_appliances_to_gdppc,NonElectricEnergy
elasticity_scoe_enerdem_per_mmmgdp_commercial_municipal_heat_energy_to_gdppc,NonElectricEnergy
elasticity_scoe_enerdem_per_mmmgdp_other_se_heat_energy_to_gdppc,NonElectricEnergy
ef_trns_mobile_combustion_aviation_kg_ch4_per_tj_kerosene,NonElectricEnergy
ef_trns_mobile_combustion_aviation_kg_n2o_per_tj_kerosene,NonElectricEnergy
ef_trns_mobile_combustion_powered_bikes_kg_ch4_per_tj_gasoline,NonElectricEnergy
ef_trns_mobile_combustion_powered_bikes_kg_n2o_per_tj_gasoline,NonElectricEnergy
ef_trns_mobile_combustion_public_kg_ch4_per_tj_biofuels,NonElectricEnergy
ef_trns_mobile_combustion_public_kg_ch4_per_tj_diesel,NonElectricEnergy
ef_trns_mobile_combustion_public_kg_ch4_per_tj_gasoline,NonElectricEnergy
ef_trns_mobile_combustion_public_kg_ch4_per_tj_natural_gas,NonElectricEnergy
ef_trns_mobile_combustion_public_kg_n2o_per_tj_biofuels,NonElectricEnergy
ef_trns_mobile_combustion_public_kg_n2o_per_tj_diesel,NonElectricEnergy
ef_trns_mobile_combustion_public_kg_n2o_per_tj_gasoline,NonElectricEnergy
ef_trns_mobile_combustion_public_kg_n2o_per_tj_natural_gas,NonElectricEnergy
ef_trns_mobile_combustion_rail_freight_kg_ch4_per_tj_diesel,NonElectricEnergy
ef_trns_mobile_combustion_rail_freight_kg_ch4_per_tj_natural_gas,NonElectricEnergy
ef_trns_mobile_combustion_rail_freight_kg_n2o_per_tj_diesel,NonElectricEnergy
ef_trns_mobile_combustion_rail_freight_kg_n2o_per_tj_natural_gas,NonElectricEnergy
ef_trns_mobile_combustion_rail_passenger_kg_ch4_per_tj_diesel,NonElectricEnergy
ef_trns_mobile_combustion_rail_passenger_kg_ch4_per_tj_natural_gas,NonElectricEnergy
ef_trns_mobile_combustion_rail_passenger_kg_n2o_per_tj_diesel,NonElectricEnergy
ef_trns_mobile_combustion_rail_passenger_kg_n2o_per_tj_natural_gas,NonElectricEnergy
ef_trns_mobile_combustion_road_heavy_freight_kg_ch4_per_tj_biofuels,NonElectricEnergy
ef_trns_mobile_combustion_road_heavy_freight_kg_ch4_per_tj_diesel,NonElectricEnergy
ef_trns_mobile_combustion_road_heavy_freight_kg_ch4_per_tj_gasoline,NonElectricEnergy
ef_trns_mobile_combustion_road_heavy_freight_kg_ch4_per_tj_natural_gas,NonElectricEnergy
ef_trns_mobile_combustion_road_heavy_freight_kg_n2o_per_tj_biofuels,NonElectricEnergy
ef_trns_mobile_combustion_road_heavy_freight_kg_n2o_per_tj_diesel,NonElectricEnergy
ef_trns_mobile_combustion_road_heavy_freight_kg_n2o_per_tj_gasoline,NonElectricEnergy
ef_trns_mobile_combustion_road_heavy_freight_kg_n2o_per_tj_natural_gas,NonElectricEnergy
ef_trns_mobile_combustion_road_heavy_regional_kg_ch4_per_tj_biofuels,NonElectricEnergy
ef_trns_mobile_combustion_road_heavy_regional_kg_ch4_per_tj_diesel,NonElectricEnergy
ef_trns_mobile_combustion_road_heavy_regional_kg_ch4_per_tj_gasoline,NonElectricEnergy
ef_trns_mobile_combustion_road_heavy_regional_kg_ch4_per_tj_natural_gas,NonElectricEnergy
ef_trns_mobile_combustion_road_heavy_regional_kg_n2o_per_tj_biofuels,NonElectricEnergy
ef_trns_mobile_combustion_road_heavy_regional_kg_n2o_per_tj_diesel,NonElectricEnergy
ef_trns_mobile_combustion_road_heavy_regional_kg_n2o_per_tj_gasoline,NonElectricEnergy
ef_trns_mobile_combustion_road_heavy_regional_kg_n2o_per_tj_natural_gas,NonElectricEnergy
ef_trns_mobile_combustion_road_light_kg_ch4_per_tj_biofuels,NonElectricEnergy
ef_trns_mobile_combustion_road_light_kg_ch4_per_tj_diesel,NonElectricEnergy
ef_trns_mobile_combustion_road_light_kg_ch4_per_tj_gasoline,NonElectricEnergy
ef_trns_mobile_combustion_road_light_kg_n2o_per_tj_biofuels,NonElectricEnergy
ef_trns_mobile_combustion_road_light_kg_n2o_per_tj_diesel,NonElectricEnergy
ef_trns_mobile_combustion_road_light_kg_n2o_per_tj_gasoline,NonElectricEnergy
ef_trns_mobile_combustion_water_borne_kg_ch4_per_tj_diesel,NonElectricEnergy
ef_trns_mobile_combustion_water_borne_kg_ch4_per_tj_natural_gas,NonElectricEnergy
ef_trns_mobile_combustion_water_borne_kg_n2o_per_tj_diesel,NonElectricEnergy
ef_trns_mobile_combustion_water_borne_kg_n2o_per_tj_natural_gas,NonElectricEnergy
elecfuelefficiency_trns_aviation_km_per_kwh,NonElectricEnergy
elecfuelefficiency_trns_powered_bikes_km_per_kwh,NonElectricEnergy
elecfuelefficiency_trns_public_km_per_kwh,NonElectricEnergy
elecfuelefficiency_trns_rail_freight_km_per_kwh,NonElectricEnergy
elecfuelefficiency_trns_rail_passenger_km_per_kwh,NonElectricEnergy
elecfuelefficiency_trns_road_heavy_freight_km_per_kwh,NonElectricEnergy
elecfuelefficiency_trns_road_heavy_regional_km_per_kwh,NonElectricEnergy
elecfuelefficiency_trns_road_light_km_per_kwh,NonElectricEnergy
elecfuelefficiency_trns_water_borne_km_per_kwh,NonElectricEnergy
elasticity_trde_mtkm_to_gdp_freight,NonElectricEnergy
elasticity_trde_pkm_to_gdppc_private_and_public,NonElectricEnergy
elasticity_trde_pkm_to_gdppc_regional,NonElectricEnergy
