time,area,value,id,type
3,argentina,14.34681368979694,11,simulation
4,argentina,14.701247992752691,11,simulation
5,argentina,15.054552587256708,11,simulation
6,argentina,15.406971287477086,11,simulation
7,argentina,15.758696704042519,11,simulation
8,argentina,16.110012606283412,11,simulation
0,argentina,12.980107253014053,12,simulation
1,argentina,13.322990240456487,12,simulation
2,argentina,13.665531066091344,12,simulation
3,argentina,14.007596227742443,12,simulation
4,argentina,14.349587488189112,12,simulation
5,argentina,14.690489317046197,12,simulation
6,argentina,15.030534521800108,12,simulation
7,argentina,15.369909049952621,12,simulation
8,argentina,15.708886788224971,12,simulation
0,argentina,13.373186209850795,13,simulation
1,argentina,13.716521020968804,13,simulation
2,argentina,14.059445187059458,13,simulation
3,argentina,14.401828819425592,13,simulation
4,argentina,14.74407527044841,13,simulation
5,argentina,15.085176800616384,13,simulation
6,argentina,15.425366082145597,13,simulation
7,argentina,15.764831982435139,13,simulation
8,argentina,16.103851001015222,13,simulation
0,argentina,13.083618848462683,14,simulation
1,argentina,13.421953107254172,14,simulation
2,argentina,13.759907112561852,14,simulation
3,argentina,14.097351692776954,14,simulation
4,argentina,14.434680811020485,14,simulation
5,argentina,14.770906182073581,14,simulation
6,argentina,15.106252218227038,14,simulation
7,argentina,15.440904050493128,14,simulation
8,argentina,15.775133307522546,14,simulation
0,argentina,13.32050891982531,15,simulation
1,argentina,13.66553478922395,15,simulation
2,argentina,14.010197343960769,15,simulation
3,argentina,14.354363072059046,15,simulation
4,argentina,14.698441698113218,15,simulation
5,argentina,15.0414008498939,15,simulation
6,argentina,15.383482888614441,15,simulation
7,argentina,15.724875750086916,15,simulation
8,argentina,16.06585575244324,15,simulation
0,argentina,13.397070597746538,16,simulation
1,argentina,13.754431805979667,16,simulation
2,argentina,14.111423629838413,16,simulation
3,argentina,14.467908221663254,16,simulation
4,argentina,14.824292751502302,16,simulation
5,argentina,15.179550405591828,16,simulation
6,argentina,15.533904953679327,16,simulation
7,argentina,15.88755054124994,16,simulation
8,argentina,16.240772857082707,16,simulation
0,argentina,12.535725700796746,17,simulation
1,argentina,12.856136449717926,17,simulation
2,argentina,13.1761877280557,17,simulation
3,argentina,13.495757654720068,17,simulation
4,argentina,13.815210928467588,17,simulation
5,argentina,14.133633040796205,17,simulation
6,argentina,14.45122307345699,17,simulation
7,argentina,14.768156249600093,17,simulation
8,argentina,15.084689685910169,17,simulation
0,argentina,13.027886102869916,18,simulation
1,argentina,13.36458795812755,18,simulation
2,argentina,13.70090629126236,18,simulation
3,argentina,14.036712881918167,18,simulation
4,argentina,14.37239891919347,18,simulation
5,argentina,14.70698398357947,18,simulation
6,argentina,15.040689851405357,18,simulation
7,argentina,15.37370094678578,18,simulation
8,argentina,15.706287740213522,18,simulation
0,argentina,13.150640794201506,19,simulation
1,argentina,13.496641268729151,19,simulation
2,argentina,13.842269836111363,19,simulation
3,argentina,14.187393581512097,19,simulation
4,argentina,14.532412029652328,19,simulation
5,argentina,14.876320038286085,19,simulation
6,argentina,15.219342277778118,19,simulation
7,argentina,15.561667353193787,19,simulation
8,argentina,15.903572426397714,19,simulation
0,argentina,12.79380277772072,20,simulation
1,argentina,13.116018930848426,20,simulation
2,argentina,13.43785340923742,20,simulation
3,argentina,13.759184744189412,20,simulation
4,argentina,14.080380873592745,20,simulation
5,argentina,14.40052268419503,20,simulation
6,argentina,14.719811625124077,20,simulation
7,argentina,15.038424721158316,20,simulation
8,argentina,15.356621227603622,20,simulation
0,argentina,13.710996290313961,21,simulation
1,argentina,14.065337967185613,21,simulation
2,argentina,14.41929201165868,21,simulation
3,argentina,14.772722180598072,21,simulation
4,argentina,15.126048123383603,21,simulation
5,argentina,15.478215002623879,21,simulation
6,argentina,15.829469450821389,21,simulation
7,argentina,16.180005029614364,21,simulation
8,argentina,16.53010597577963,21,simulation
0,argentina,9.791235569522597,22,simulation
1,argentina,10.032905054960889,22,simulation
2,argentina,10.27426468540881,22,simulation
3,argentina,10.515224448273672,22,simulation
4,argentina,10.756065149894997,22,simulation
5,argentina,10.99608921621099,22,simulation
6,argentina,11.235454739898588,22,simulation
7,argentina,11.474295479798595,22,simulation
8,argentina,11.712806734279948,22,simulation
0,argentina,11.088335573621276,23,simulation
1,argentina,11.372371915982136,23,simulation
2,argentina,11.656077462317747,23,simulation
3,argentina,11.939344571652702,23,simulation
4,argentina,12.2225014026476,23,simulation
5,argentina,12.50472689809163,23,simulation
6,argentina,12.786204956994158,23,simulation
7,argentina,13.067091427959424,23,simulation
8,argentina,13.347614695353954,23,simulation
0,argentina,13.38353450113021,24,simulation
1,argentina,13.725030355059559,24,simulation
2,argentina,14.066119728291564,24,simulation
3,argentina,14.40667392069847,24,simulation
4,argentina,14.747083356124554,24,simulation
5,argentina,15.08637292753222,24,simulation
6,argentina,15.424756864500711,24,simulation
7,argentina,15.762422840693162,24,simulation
8,argentina,16.099645672802986,24,simulation
0,argentina,13.284164729306575,25,simulation
1,argentina,13.625202268137926,25,simulation
2,argentina,13.965830204791134,25,simulation
3,argentina,14.305919562094708,25,simulation
4,argentina,14.645871921827084,25,simulation
5,argentina,14.984684201375018,25,simulation
6,argentina,15.32258895159054,25,simulation
7,argentina,15.659773850970618,25,simulation
8,argentina,15.99651361600295,25,simulation
0,argentina,13.362075247147967,26,simulation
1,argentina,13.703502206046071,26,simulation
2,argentina,14.044517136037832,26,simulation
3,argentina,14.384990893522565,26,simulation
4,argentina,14.725328267331697,26,simulation
5,argentina,15.06451840009103,26,simulation
6,argentina,15.402798434275427,26,simulation
7,argentina,15.74035637881395,26,simulation
8,argentina,16.077467374324815,26,simulation
0,argentina,13.367899417891095,27,simulation
1,argentina,13.708013292358135,27,simulation
2,argentina,14.047720898965155,27,simulation
3,argentina,14.38689354449726,27,simulation
4,argentina,14.725931400089088,27,simulation
5,argentina,15.063834659617829,27,simulation
6,argentina,15.400834766071702,27,simulation
7,argentina,15.737118821345254,27,simulation
8,argentina,16.072960739771524,27,simulation
0,argentina,12.291540046882321,28,simulation
1,argentina,12.616242535477301,28,simulation
2,argentina,12.940613430166602,28,simulation
3,argentina,13.264527033860851,28,simulation
4,argentina,13.588358093781878,28,simulation
5,argentina,13.911160811676297,28,simulation
6,argentina,14.233146272251293,28,simulation
7,argentina,14.554490792819625,28,simulation
8,argentina,14.875453904208694,28,simulation
0,argentina,12.104651301919414,29,simulation
1,argentina,12.41364471355384,29,simulation
2,argentina,12.722256131538023,29,simulation
3,argentina,13.030369928295674,29,simulation
4,argentina,13.33833838257384,29,simulation
5,argentina,13.645284091666849,29,simulation
6,argentina,13.951398893847559,29,simulation
7,argentina,14.25685312876595,29,simulation
8,argentina,14.561895895568064,29,simulation
0,argentina,13.467797319316205,30,simulation
1,argentina,13.822780528477265,30,simulation
2,argentina,14.177361591010246,30,simulation
3,argentina,14.531405502742796,30,simulation
4,argentina,14.885317411451172,30,simulation
5,argentina,15.238081629200234,30,simulation
6,argentina,15.589920449417287,30,simulation
7,argentina,15.94102809726508,30,simulation
8,argentina,16.291689515302497,30,simulation
0,argentina,13.374691824321786,31,simulation
1,argentina,13.720156981069225,31,simulation
2,argentina,14.065206759821525,31,simulation
3,argentina,14.409710895348313,31,simulation
4,argentina,14.754068847899815,31,simulation
5,argentina,15.097283232900867,31,simulation
6,argentina,15.439577886217588,31,simulation
7,argentina,15.78114284275938,31,simulation
8,argentina,16.12225628408512,31,simulation
0,argentina,13.332485823954174,32,simulation
1,argentina,13.674810993926089,32,simulation
2,argentina,14.016708249135933,32,simulation
3,argentina,14.358049892530264,32,simulation
4,argentina,14.699222860428229,32,simulation
5,argentina,15.03926434252533,32,simulation
6,argentina,15.378381400417755,32,simulation
7,argentina,15.716762874216233,32,simulation
8,argentina,16.054684823337126,32,simulation
0,argentina,13.419162708854955,33,simulation
1,argentina,13.772472826324023,33,simulation
2,argentina,14.125411226635983,33,simulation
3,argentina,14.477841225910101,33,simulation
4,argentina,14.830180469674422,33,simulation
5,argentina,15.181376493839428,33,simulation
6,argentina,15.531674456757445,33,simulation
7,argentina,15.881266746667276,33,simulation
8,argentina,16.230436256217253,33,simulation
0,argentina,11.79656545127877,34,simulation
1,argentina,12.091051750933058,34,simulation
2,argentina,12.385184462804808,34,simulation
3,argentina,12.678852840290459,34,simulation
4,argentina,12.972393509676486,34,simulation
5,argentina,13.2649664347218,34,simulation
6,argentina,13.556756130267814,34,simulation
7,argentina,13.847924586098273,34,simulation
8,argentina,14.138708915760375,34,simulation
0,argentina,13.360360702701568,0,historical
1,argentina,13.732835754663576,0,historical
2,argentina,14.104335509204736,0,historical
3,argentina,14.474386270264187,0,historical
4,argentina,14.842514341781069,0,historical
5,argentina,15.087177587832665,0,historical
6,argentina,15.330642641082536,0,historical
7,argentina,15.650779277181432,0,historical
8,argentina,15.970915913280324,0,historical
0,bahamas,0.3269131174322215,0,simulation
1,bahamas,0.32597741591089935,0,simulation
2,bahamas,0.3250443640273573,0,simulation
3,bahamas,0.32412169192015466,0,simulation
4,bahamas,0.3232170231711542,0,simulation
5,bahamas,0.3223304370661545,0,simulation
6,bahamas,0.32145769211306613,0,simulation
7,bahamas,0.32059169757001454,0,simulation
8,bahamas,0.31972961808049527,0,simulation
0,bahamas,0.33272084999627627,1,simulation
1,bahamas,0.3317507275712487,1,simulation
2,bahamas,0.3307834046380317,1,simulation
3,bahamas,0.32982695032659953,1,simulation
4,bahamas,0.32888929632243435,1,simulation
5,bahamas,0.32797053958042616,1,simulation
6,bahamas,0.3270662733585293,1,simulation
7,bahamas,0.3261691025774216,1,simulation
8,bahamas,0.32527602603440414,1,simulation
0,bahamas,0.3348428009554838,2,simulation
1,bahamas,0.3338649070555891,2,simulation
2,bahamas,0.3328898824187523,2,simulation
3,bahamas,0.3319259146334239,2,simulation
4,bahamas,0.33098102632052057,2,simulation
5,bahamas,0.3300553298957742,2,simulation
6,bahamas,0.3291443743147268,2,simulation
7,bahamas,0.32824066240130195,2,simulation
8,bahamas,0.3273411083367118,2,simulation
0,bahamas,0.3367510088838218,3,simulation
1,bahamas,0.3357639775042348,3,simulation
2,bahamas,0.33477981500164533,3,simulation
3,bahamas,0.3338067523362078,3,simulation
4,bahamas,0.3328528701591008,3,simulation
5,bahamas,0.3319182728269418,3,simulation
6,bahamas,0.3309984732072444,3,simulation
7,bahamas,0.33008593045681783,3,simulation
8,bahamas,0.3291775671891007,3,simulation
0,bahamas,0.32985313371245223,4,simulation
1,bahamas,0.32889226256490534,4,simulation
2,bahamas,0.3279342020480355,4,simulation
3,bahamas,0.32698699137088616,4,simulation
4,bahamas,0.32605851064175817,4,simulation
5,bahamas,0.3251488688480716,4,simulation
6,bahamas,0.3242536934769287,4,simulation
7,bahamas,0.32336562251816725,4,simulation
8,bahamas,0.3224816305071339,4,simulation
0,bahamas,0.34444240202315146,5,simulation
1,bahamas,0.3434357307509969,5,simulation
2,bahamas,0.3424320109146496,5,simulation
3,bahamas,0.341439667320663,5,simulation
4,bahamas,0.34046695674767946,5,simulation
5,bahamas,0.33951399386711756,5,simulation
6,bahamas,0.3385761972524578,5,simulation
7,bahamas,0.33764585206902964,5,simulation
8,bahamas,0.33671978586804263,5,simulation
0,bahamas,0.33797902394019363,6,simulation
1,bahamas,0.33699545462875835,6,simulation
2,bahamas,0.3360146970471042,6,simulation
3,bahamas,0.3350449015162598,6,simulation
4,bahamas,0.33409409404400603,6,simulation
5,bahamas,0.3331623645505347,6,simulation
6,bahamas,0.33224525033064245,6,simulation
7,bahamas,0.33133527821305003,6,simulation
8,bahamas,0.3304294398930182,6,simulation
0,bahamas,0.33585456543811765,7,simulation
1,bahamas,0.3348686265193683,7,simulation
2,bahamas,0.3338855841807463,7,simulation
3,bahamas,0.33291369815840827,7,simulation
4,bahamas,0.3319610595298891,7,simulation
5,bahamas,0.33102778296063406,7,simulation
6,bahamas,0.33010937999751316,7,simulation
7,bahamas,0.32919828797268785,7,simulation
8,bahamas,0.32829139029813903,7,simulation
0,bahamas,0.3308721269458299,8,simulation
1,bahamas,0.3299092530741299,8,simulation
2,bahamas,0.32894915549365766,8,simulation
3,bahamas,0.32799984467450105,8,simulation
4,bahamas,0.3270691939961663,8,simulation
5,bahamas,0.32615730026634526,8,simulation
6,bahamas,0.3252597894710293,8,simulation
7,bahamas,0.3243693204838978,8,simulation
8,bahamas,0.3234829127430662,8,simulation
0,bahamas,0.3366179527968742,9,simulation
1,bahamas,0.33563594279013564,9,simulation
2,bahamas,0.33465676942781036,9,simulation
3,bahamas,0.3336886049072274,9,simulation
4,bahamas,0.33273948026839173,9,simulation
5,bahamas,0.3318094948275104,9,simulation
6,bahamas,0.3308941871596534,9,simulation
7,bahamas,0.32998606823081256,9,simulation
8,bahamas,0.32908209535754496,9,simulation
0,bahamas,0.37231531928470674,10,simulation
1,bahamas,0.37122596006463315,10,simulation
2,bahamas,0.37013972149675833,10,simulation
3,bahamas,0.36906563846385043,10,simulation
4,bahamas,0.36801260428500654,10,simulation
5,bahamas,0.3669807207348648,10,simulation
6,bahamas,0.3659650437952755,10,simulation
7,bahamas,0.3649572901826908,10,simulation
8,bahamas,0.363954119102865,10,simulation
0,bahamas,0.36110438827369046,11,simulation
1,bahamas,0.3600423664496656,11,simulation
2,bahamas,0.35898340134997825,11,simulation
3,bahamas,0.35793631324002567,11,simulation
4,bahamas,0.3569097782996046,11,simulation
5,bahamas,0.35590389892180296,11,simulation
6,bahamas,0.35491385305820033,11,simulation
7,bahamas,0.3539315556518835,11,simulation
8,bahamas,0.35295373606126795,11,simulation
0,bahamas,0.32005088671333715,12,simulation
1,bahamas,0.3191255678928905,12,simulation
2,bahamas,0.31820290953554553,12,simulation
3,bahamas,0.3172905995544496,12,simulation
4,bahamas,0.3163961990423759,12,simulation
5,bahamas,0.3155197982200855,12,simulation
6,bahamas,0.31465719533874403,12,simulation
7,bahamas,0.31380134366017076,12,simulation
8,bahamas,0.31294939024778934,12,simulation
0,bahamas,0.3368240251146517,13,simulation
1,bahamas,0.33584514399011045,13,simulation
2,bahamas,0.33486903194787443,13,simulation
3,bahamas,0.33390377066792687,13,simulation
4,bahamas,0.33295733284048845,13,simulation
5,bahamas,0.3320297999363823,13,simulation
6,bahamas,0.33111673556556553,13,simulation
7,bahamas,0.33021072589985523,13,simulation
8,bahamas,0.3293088105488963,13,simulation
0,bahamas,0.3419741771317265,14,simulation
1,bahamas,0.340984626463834,14,simulation
2,bahamas,0.3399979277253965,14,simulation
3,bahamas,0.33902231117949977,14,simulation
4,bahamas,0.3380658672302389,14,simulation
5,bahamas,0.33712869476161045,14,simulation
6,bahamas,0.3362062989209859,14,simulation
7,bahamas,0.3352911368967926,14,simulation
8,bahamas,0.33438014794850496,14,simulation
0,bahamas,0.3472015096456257,15,simulation
1,bahamas,0.34618195588880846,15,simulation
2,bahamas,0.34516539105634153,15,simulation
3,bahamas,0.3441603467474115,15,simulation
4,bahamas,0.34317518486306187,15,simulation
5,bahamas,0.3422100212420277,15,simulation
6,bahamas,0.34126021598749123,15,simulation
7,bahamas,0.340317956351003,15,simulation
8,bahamas,0.33938003042642306,15,simulation
0,bahamas,0.34266903292509987,16,simulation
1,bahamas,0.3416736346917997,16,simulation
2,bahamas,0.3406811388437572,16,simulation
3,bahamas,0.3396998582304844,16,simulation
4,bahamas,0.33873794821957937,16,simulation
5,bahamas,0.3377955174102761,16,simulation
6,bahamas,0.3368680386357751,16,simulation
7,bahamas,0.3359478974792207,16,simulation
8,bahamas,0.3350319768483998,16,simulation
0,bahamas,0.3310218349026877,17,simulation
1,bahamas,0.33007015822346913,17,simulation
2,bahamas,0.3291211609190229,17,simulation
3,bahamas,0.32818268620502267,17,simulation
4,bahamas,0.3272624781611677,17,simulation
5,bahamas,0.3263606122306018,17,simulation
6,bahamas,0.32547277764521443,17,simulation
7,bahamas,0.3245917776545374,17,simulation
8,bahamas,0.3237147497507148,17,simulation
0,bahamas,0.3404781241495654,18,simulation
1,bahamas,0.33948912728964575,18,simulation
2,bahamas,0.3385030086251436,18,simulation
3,bahamas,0.33752802502369117,18,simulation
4,bahamas,0.33657227823552943,18,simulation
5,bahamas,0.33563587559081065,18,simulation
6,bahamas,0.33471431952480035,18,simulation
7,bahamas,0.33380004659458273,18,simulation
8,bahamas,0.3328899626388686,18,simulation
0,bahamas,0.365731220962961,19,simulation
1,bahamas,0.3646680352657096,19,simulation
2,bahamas,0.3636079460035243,19,simulation
3,bahamas,0.36255982825167776,19,simulation
4,bahamas,0.3615323907932874,19,simulation
5,bahamas,0.3605257485695545,19,simulation
6,bahamas,0.3595350667635291,19,simulation
7,bahamas,0.3585522155047961,19,simulation
8,bahamas,0.3575738698014205,19,simulation
0,bahamas,0.34583386870673083,20,simulation
1,bahamas,0.34483399028813866,20,simulation
2,bahamas,0.343837022446541,20,simulation
3,bahamas,0.34285131300740845,20,simulation
4,bahamas,0.3418850528964533,20,simulation
5,bahamas,0.3409383506327609,20,simulation
6,bahamas,0.3400066591353,20,simulation
7,bahamas,0.33908233165507545,20,simulation
8,bahamas,0.33816223985287464,20,simulation
0,bahamas,0.4084084167510127,21,simulation
1,bahamas,0.4072072499655855,21,simulation
2,bahamas,0.40600957909303437,21,simulation
3,bahamas,0.4048254260268927,21,simulation
4,bahamas,0.4036646271711462,21,simulation
5,bahamas,0.402527310950029,21,simulation
6,bahamas,0.4014080158765819,21,simulation
7,bahamas,0.4002975609613264,21,simulation
8,bahamas,0.39919219528965844,21,simulation
0,bahamas,0.3483502303628421,22,simulation
1,bahamas,0.3473290190744991,22,simulation
2,bahamas,0.34631081195650526,22,simulation
3,bahamas,0.3453041678840061,22,simulation
4,bahamas,0.34431746922477274,22,simulation
5,bahamas,0.3433508357135009,22,simulation
6,bahamas,0.3423996176960476,22,simulation
7,bahamas,0.3414559790458679,22,simulation
8,bahamas,0.3405166875657927,22,simulation
0,bahamas,0.36713814569720443,23,simulation
1,bahamas,0.36606201737347904,23,simulation
2,bahamas,0.36498901818902174,23,simulation
3,bahamas,0.36392812514826844,23,simulation
4,bahamas,0.3628881499264246,23,simulation
5,bahamas,0.3618692071832592,23,simulation
6,bahamas,0.3608664042605406,23,simulation
7,bahamas,0.3598715171872481,23,simulation
8,bahamas,0.3588811873691362,23,simulation
0,bahamas,0.32181767567528663,24,simulation
1,bahamas,0.32089016491726674,24,simulation
2,bahamas,0.3199652827749667,24,simulation
3,bahamas,0.3190506944550688,24,simulation
4,bahamas,0.31815395820602166,24,simulation
5,bahamas,0.31727515337445944,24,simulation
6,bahamas,0.31641007514465025,24,simulation
7,bahamas,0.31555169266757244,24,simulation
8,bahamas,0.31469719233295146,24,simulation
0,bahamas,0.342198997623009,25,simulation
1,bahamas,0.3411975962841427,25,simulation
2,bahamas,0.3401991451898235,25,simulation
3,bahamas,0.3392120446607082,25,simulation
4,bahamas,0.33824451834070035,25,simulation
5,bahamas,0.33729668576031907,25,simulation
6,bahamas,0.33636398625601427,25,simulation
7,bahamas,0.33543872975611183,25,simulation
8,bahamas,0.33451773838106863,25,simulation
0,bahamas,0.3373773929573818,26,simulation
1,bahamas,0.3363892465054934,26,simulation
2,bahamas,0.33540395920811605,26,simulation
3,bahamas,0.33442975946469644,26,simulation
4,bahamas,0.3334747311051778,26,simulation
5,bahamas,0.3325389754582526,26,simulation
6,bahamas,0.3316180023563916,26,simulation
7,bahamas,0.33070427187931883,26,simulation
8,bahamas,0.3297947165475523,26,simulation
0,bahamas,0.33617426370026116,27,simulation
1,bahamas,0.3352028493947198,27,simulation
2,bahamas,0.33423421370201256,27,simulation
3,bahamas,0.33327641513307626,27,simulation
4,bahamas,0.3323373852595546,27,simulation
5,bahamas,0.3314172155425862,27,simulation
6,bahamas,0.3305114970608897,27,simulation
7,bahamas,0.3296128418949674,27,simulation
8,bahamas,0.3287182689723176,27,simulation
0,bahamas,0.3268840907286831,28,simulation
1,bahamas,0.3259286534553286,28,simulation
2,bahamas,0.32497593549650017,28,simulation
3,bahamas,0.3240338402389127,28,simulation
4,bahamas,0.32311015709063884,28,simulation
5,bahamas,0.32220496962398903,28,simulation
6,bahamas,0.3213139450843361,28,simulation
7,bahamas,0.32042983505304135,28,simulation
8,bahamas,0.3195497328211194,28,simulation
0,bahamas,0.3595756986707461,29,simulation
1,bahamas,0.35852765464407044,29,simulation
2,bahamas,0.35748267186845173,29,simulation
3,bahamas,0.35644951024669913,29,simulation
4,bahamas,0.3554367602801083,29,simulation
5,bahamas,0.3544445383697099,29,simulation
6,bahamas,0.3534680766971662,29,simulation
7,bahamas,0.3524993522373069,29,simulation
8,bahamas,0.35153507473226125,29,simulation
0,bahamas,0.3423415982784801,30,simulation
1,bahamas,0.341351145932269,30,simulation
2,bahamas,0.3403635798133175,30,simulation
3,bahamas,0.33938717650989536,30,simulation
4,bahamas,0.3384300536466931,30,simulation
5,bahamas,0.3374923208786753,30,simulation
6,bahamas,0.33656947281332095,30,simulation
7,bahamas,0.3356539288466994,30,simulation
8,bahamas,0.33474258178411825,30,simulation
0,bahamas,0.35367413388670815,31,simulation
1,bahamas,0.3526351192773215,31,simulation
2,bahamas,0.3515991504089845,31,simulation
3,bahamas,0.3505749233081121,31,simulation
4,bahamas,0.3495709603442686,31,simulation
5,bahamas,0.34858738005597406,31,simulation
6,bahamas,0.34761945375031533,31,simulation
7,bahamas,0.3466592182933492,31,simulation
8,bahamas,0.3457033987166147,31,simulation
0,bahamas,0.3436596062494245,32,simulation
1,bahamas,0.3426586407468609,32,simulation
2,bahamas,0.34166054381147437,32,simulation
3,bahamas,0.3406736192272083,32,simulation
4,bahamas,0.33970603973261787,32,simulation
5,bahamas,0.3387578994170211,32,simulation
6,bahamas,0.3378246551090174,32,simulation
7,bahamas,0.3368986940466347,32,simulation
8,bahamas,0.33597694425468067,32,simulation
0,bahamas,0.3399285374880677,33,simulation
1,bahamas,0.3389465406317651,33,simulation
2,bahamas,0.33796734763758185,33,simulation
3,bahamas,0.3369990950053517,33,simulation
4,bahamas,0.33604979560041254,33,simulation
5,bahamas,0.3351195390781341,33,simulation
6,bahamas,0.3342038700532197,33,simulation
7,bahamas,0.3332953279287415,33,simulation
8,bahamas,0.33239091013596556,33,simulation
0,bahamas,0.34161070814651207,34,simulation
1,bahamas,0.34061289168927467,34,simulation
2,bahamas,0.33961797911776836,34,simulation
3,bahamas,0.3386343005459138,34,simulation
4,bahamas,0.33767002976431676,34,simulation
5,bahamas,0.33672527494235927,34,simulation
6,bahamas,0.3357954984652104,34,simulation
7,bahamas,0.334873069750107,34,simulation
8,bahamas,0.33395486747367636,34,simulation
0,bahamas,0.3628547904227429,0,historical
1,bahamas,0.3609855323355893,0,historical
2,bahamas,0.34596956951497687,0,historical
3,bahamas,0.3257431207586465,0,historical
4,bahamas,0.3256148703225935,0,historical
5,bahamas,0.323186815272602,0,historical
6,bahamas,0.3292760942027309,0,historical
7,bahamas,0.3141346852223146,0,historical
8,bahamas,0.3180431273841064,0,historical
0,barbados,0.16666583131547755,0,simulation
1,barbados,0.16469790040917845,0,simulation
2,barbados,0.16272801977418747,0,simulation
3,barbados,0.16075585410033627,0,simulation
4,barbados,0.15878412525176494,0,simulation
5,barbados,0.15681486239012069,0,simulation
6,barbados,0.15484835260845953,0,simulation
7,barbados,0.15288391687872682,0,simulation
8,barbados,0.15092067462986886,0,simulation
0,barbados,0.17154456596498874,1,simulation
1,barbados,0.16949075941129932,1,simulation
2,barbados,0.167434987625485,1,simulation
3,barbados,0.1653769075212872,1,simulation
4,barbados,0.16331936360650545,1,simulation
5,barbados,0.1612644760756196,1,simulation
6,barbados,0.15921254458522366,1,simulation
7,barbados,0.15716286051653927,1,simulation
8,barbados,0.15511450430881382,1,simulation
0,barbados,0.16910255000479724,2,simulation
