,Nation,Year,personas,rural_pob_share,urban_pob_share
11890,peru,2004,27624226.0,0.25356,0.7464400000000001
11899,paraguay,2004,5730556.0,0.42695,0.57305
11915,el_salvador,2004,6023801.0,0.38893,0.61107
11954,uruguay,2004,3321486.0,0.06922,0.93078
11979,argentina,2005,38892924.0,0.0996899999999999,0.90031
11993,bahamas,2005,324848.0,0.17782,0.82218
11996,belize,2005,283798.0,0.54687,0.45313000000000003
11999,brazil,2005,186127108.0,0.17166,0.8283400000000001
12000,barbados,2005,276320.0,0.67159,0.32841000000000004
12009,chile,2005,16182713.0,0.13217,0.86783
12015,colombia,2005,42647731.0,0.23976,0.76024
12018,costa_rica,2005,4285504.0,0.34328000000000003,0.65672
12029,dominican_republic,2005,9097262.0,0.32630000000000003,0.6737000000000001
12036,ecuador,2005,13825839.0,0.38289,0.6171099999999999
12062,guatemala,2005,12948292.0,0.5308700000000001,0.46913
12064,guyana,2005,746156.0,0.72178,0.27821999999999997
12067,honduras,2005,7458982.0,0.51415,0.48585
12070,haiti,2005,9195289.0,0.57362,0.42638
12087,jamaica,2005,2740000.0,0.47189,0.52811
12124,mexico,2005,106005199.0,0.23692,0.7630800000000001
12145,nicaragua,2005,5438692.0,0.44065,0.55935
12155,panama,2005,3330222.0,0.36318,0.63682
12156,peru,2005,27866140.0,0.24966000000000002,0.75034
12165,paraguay,2005,5824095.0,0.42367,0.57633
12181,el_salvador,2005,6052124.0,0.38351999999999997,0.61648
12220,uruguay,2005,3321799.0,0.06681,0.9331900000000001
12245,argentina,2006,39289876.0,0.098,0.902
12259,bahamas,2006,331032.0,0.17739999999999997,0.8226
12262,belize,2006,291338.0,0.54704,0.45296
12265,brazil,2006,188167353.0,0.16857,0.83143
12266,barbados,2006,277475.0,0.67354,0.32646000000000003
12275,chile,2006,16354507.0,0.13158,0.86842
12281,colombia,2006,43200901.0,0.23577,0.76423
12284,costa_rica,2006,4345421.0,0.33065,0.66935
12295,dominican_republic,2006,9218681.0,0.3129,0.6870999999999999
12302,ecuador,2006,14059379.0,0.38093000000000005,0.61907
12328,guatemala,2006,13213330.0,0.5279,0.4721
12330,guyana,2006,746335.0,0.72418,0.27582
12333,honduras,2006,7634295.0,0.5075500000000001,0.49245
12336,haiti,2006,9344784.0,0.56396,0.43604
12353,jamaica,2006,2754414.0,0.47002000000000005,0.52998
12390,mexico,2006,107560155.0,0.23384,0.76616
12411,nicaragua,2006,5513757.0,0.43868,0.5613199999999999
12421,panama,2006,3391673.0,0.36024,0.63976
12422,peru,2006,28102055.0,0.24579,0.75421
12431,paraguay,2006,5913212.0,0.4204,0.5796
12447,el_salvador,2006,6079395.0,0.37813,0.6218699999999999
12486,uruguay,2006,3325403.0,0.06447,0.93553
12511,argentina,2007,39684303.0,0.09634000000000001,0.90366
12525,bahamas,2007,337387.0,0.17698,0.8230200000000001
12528,belize,2007,299031.0,0.54721,0.45279
12531,brazil,2007,190130445.0,0.16552,0.8344799999999999
12532,barbados,2007,278701.0,0.67549,0.32451
12541,chile,2007,16530201.0,0.131,0.8690000000000001
12547,colombia,2007,43737512.0,0.23184000000000002,0.7681600000000001
12550,costa_rica,2007,4404626.0,0.31826,0.68174
12561,dominican_republic,2007,9338856.0,0.2998,0.7001999999999999
12568,ecuador,2007,14296554.0,0.37896,0.62104
12594,guatemala,2007,13477017.0,0.5249199999999999,0.47508
12596,guyana,2007,746477.0,0.7265699999999999,0.27343
12599,honduras,2007,7808520.0,0.50095,0.49905
12602,haiti,2007,9495336.0,0.55426,0.44573999999999997
12619,jamaica,2007,2768229.0,0.46816,0.53184
12656,mexico,2007,109170503.0,0.23079999999999998,0.7692
12677,nicaragua,2007,5590066.0,0.43672,0.56328
12687,panama,2007,3453671.0,0.35731999999999997,0.64268
12688,peru,2007,28333050.0,0.24197,0.75803
12697,paraguay,2007,5998430.0,0.41714,0.58286
12713,el_salvador,2007,6105810.0,0.37226,0.62774
12752,uruguay,2007,3331753.0,0.06221,0.93779
12777,argentina,2008,40080159.0,0.0947,0.9053
12791,bahamas,2008,343680.0,0.17657,0.82343
12794,belize,2008,306822.0,0.54738,0.45262
12797,brazil,2008,192030362.0,0.16251000000000002,0.83749
12798,barbados,2008,279946.0,0.67744,0.32256
12807,chile,2008,16708255.0,0.13041,0.8695900000000001
12813,colombia,2008,44254972.0,0.22796,0.77204
12816,costa_rica,2008,4463123.0,0.3061,0.6939
12827,dominican_republic,2008,9458079.0,0.287,0.713
12834,ecuador,2008,14535740.0,0.377,0.623
12860,guatemala,2008,13739299.0,0.52193,0.47807
12862,guyana,2008,746815.0,0.72895,0.27105
12865,honduras,2008,7980955.0,0.49434,0.50566
12868,haiti,2008,9646570.0,0.54449,0.45551
12885,jamaica,2008,2781869.0,0.46629,0.53371
12922,mexico,2008,110815272.0,0.22777999999999998,0.7722199999999999
12943,nicaragua,2008,5667436.0,0.43475,0.56525
12953,panama,2008,3516204.0,0.3544,0.6456000000000001
12954,peru,2008,28562321.0,0.23948,0.7605200000000001
12963,paraguay,2008,6081296.0,0.41387999999999997,0.58612
12979,el_salvador,2008,6131767.0,0.36322000000000004,0.63678
13018,uruguay,2008,3340221.0,0.06002,0.93998
13043,argentina,2009,40482786.0,0.09308999999999999,0.90691
13057,bahamas,2009,349600.0,0.17614999999999997,0.8238500000000001
13060,belize,2009,314655.0,0.54755,0.45244999999999996
13063,brazil,2009,193886505.0,0.15956,0.84044
13064,barbados,2009,281107.0,0.67937,0.32063
13073,chile,2009,16886184.0,0.12983,0.87017
13079,colombia,2009,44750054.0,0.22413,0.7758700000000001
13082,costa_rica,2009,4520739.0,0.29425,0.70575
13093,dominican_republic,2009,9576736.0,0.27458,0.7254200000000001
13100,ecuador,2009,14774412.0,0.37505000000000005,0.62495
13126,guatemala,2009,14000190.0,0.51896,0.48103999999999997
13128,guyana,2009,747718.0,0.73131,0.26869
13131,honduras,2009,8150780.0,0.48774999999999996,0.51225
13134,haiti,2009,9798046.0,0.53472,0.46527999999999997
13151,jamaica,2009,2795839.0,0.46442999999999995,0.53557
13188,mexico,2009,112463886.0,0.2248,0.7752
13209,nicaragua,2009,5745538.0,0.43279,0.56721
13219,panama,2009,3579215.0,0.35149,0.64851
13220,peru,2009,28792663.0,0.23759,0.76241
13229,paraguay,2009,6163970.0,0.41063000000000005,0.58937
13245,el_salvador,2009,6157678.0,0.3543,0.6456999999999999
13284,uruguay,2009,3349676.0,0.05791,0.94209
13309,argentina,2010,40788453.0,0.09151,0.90849
13323,bahamas,2010,354936.0,0.17573,0.8242700000000001
13326,belize,2010,322465.0,0.54772,0.45228
13329,brazil,2010,195713637.0,0.15664999999999998,0.8433499999999999
13330,barbados,2010,282131.0,0.6812999999999999,0.3187
13339,chile,2010,17062531.0,0.12926,0.87074
13345,colombia,2010,45222699.0,0.22036,0.77964
13348,costa_rica,2010,4577371.0,0.28264,0.71736
13359,dominican_republic,2010,9695117.0,0.26247,0.73753
13366,ecuador,2010,15011114.0,0.37310000000000004,0.6269
13392,guatemala,2010,14259687.0,0.51597,0.48402999999999996
13394,guyana,2010,749430.0,0.73366,0.26634
13397,honduras,2010,8317467.0,0.48115,0.51885
13400,haiti,2010,9949318.0,0.52491,0.47509
13417,jamaica,2010,2810464.0,0.46257,0.5374300000000001
13454,mexico,2010,114092961.0,0.22185,0.77815
13475,nicaragua,2010,5824058.0,0.43083,0.5691700000000001
13485,panama,2010,3642691.0,0.3486,0.6514
13486,peru,2010,29027680.0,0.2357,0.7643000000000001
13495,paraguay,2010,6248017.0,0.40739,0.5926100000000001
13511,el_salvador,2010,6183877.0,0.34548,0.65452
13550,uruguay,2010,3359273.0,0.05586,0.94414
13575,argentina,2011,41261490.0,0.09010000000000011,0.9098999999999999
13589,bahamas,2011,359583.0,0.17524,0.8247599999999999
13592,belize,2011,330236.0,0.54772,0.45228
13595,brazil,2011,197514541.0,0.15369,0.84631
13596,barbados,2011,282987.0,0.6829999999999999,0.317
13605,chile,2011,17233584.0,0.12868000000000002,0.8713200000000001
13611,colombia,2011,45662747.0,0.21664999999999998,0.78335
13614,costa_rica,2011,4633086.0,0.27132,0.72868
13625,dominican_republic,2011,9813219.0,0.25173,0.74827
13632,ecuador,2011,15243885.0,0.37149,0.62851
13658,guatemala,2011,14521515.0,0.51299,0.48701
13660,guyana,2011,752029.0,0.736,0.264
13663,honduras,2011,8480670.0,0.47457,0.52543
13666,haiti,2011,10100320.0,0.51508,0.48491999999999996
13683,jamaica,2011,2825932.0,0.4607,0.5393
13720,mexico,2011,115695468.0,0.21889,0.7811100000000001
13741,nicaragua,2011,5903035.0,0.42887000000000003,0.57113
13751,panama,2011,3706479.0,0.34563000000000005,0.65437
13752,peru,2011,29264314.0,0.23382999999999998,0.76617
13761,paraguay,2011,6333981.0,0.40415999999999996,0.59584
13777,el_salvador,2011,6210567.0,0.33675,0.66325
13816,uruguay,2011,3368926.0,0.053880000000000094,0.94612
13841,argentina,2012,41733271.0,0.08879,0.91121
13855,bahamas,2012,363581.0,0.17468,0.8253199999999999
13858,belize,2012,338001.0,0.54754,0.45246000000000003
13861,brazil,2012,199287292.0,0.15077,0.84923
13862,barbados,2012,283698.0,0.68447,0.31553000000000003
13871,chile,2012,17400359.0,0.12811,0.8718899999999999
13877,colombia,2012,46075721.0,0.21298999999999998,0.78701
13880,costa_rica,2012,4688003.0,0.26054,0.73946
13891,dominican_republic,2012,9930916.0,0.24198,0.75802
13898,ecuador,2012,15474099.0,0.37012,0.62988
13924,guatemala,2012,14781942.0,0.51,0.49
13926,guyana,2012,755388.0,0.736,0.264
13929,honduras,2012,8640692.0,0.46798,0.5320199999999999
13932,haiti,2012,10250922.0,0.5052300000000001,0.49477
13949,jamaica,2012,2842128.0,0.45868000000000003,0.54132
13986,mexico,2012,117274156.0,0.21594999999999998,0.78405
14007,nicaragua,2012,5982530.0,0.42691,0.57309
14017,panama,2012,3770635.0,0.34259,0.65741
14018,peru,2012,29506790.0,0.23196000000000003,0.7680400000000001
14027,paraguay,2012,6421510.0,0.40093,0.59907
14043,el_salvador,2012,6237922.0,0.32813000000000003,0.67187
14082,uruguay,2012,3378975.0,0.052610000000000004,0.9473900000000001
14107,argentina,2013,42202935.0,0.08750999999999999,0.9124899999999999
14121,bahamas,2013,367162.0,0.17404,0.82596
14124,belize,2013,345707.0,0.54718,0.45281999999999994
14127,brazil,2013,201035904.0,0.14791,0.85209
14128,barbados,2013,284294.0,0.6857099999999999,0.31428999999999996
14137,chile,2013,17571511.0,0.12754,0.8724599999999999
14143,colombia,2013,46495492.0,0.20939,0.79061
14146,costa_rica,2013,4742111.0,0.2503,0.7497
14157,dominican_republic,2013,10048226.0,0.23251000000000002,0.76749
14164,ecuador,2013,15707473.0,0.36875,0.63125
14190,guatemala,2013,15043981.0,0.50689,0.49311
14192,guyana,2013,759281.0,0.736,0.264
14195,honduras,2013,8798524.0,0.46142000000000005,0.53858
14198,haiti,2013,10400672.0,0.4954,0.5046
14215,jamaica,2013,2858710.0,0.45649999999999996,0.5435
14252,mexico,2013,118827158.0,0.21300999999999998,0.78699
14273,nicaragua,2013,6062462.0,0.42495,0.5750500000000001
14283,panama,2013,3835447.0,0.33948,0.6605200000000001
14284,peru,2013,29773986.0,0.23010999999999998,0.7698900000000001
14293,paraguay,2013,6510273.0,0.39803,0.60197
14309,el_salvador,2013,6266076.0,0.31964,0.68036
14348,uruguay,2013,3389436.0,0.05157,0.94843
14373,argentina,2014,42669500.0,0.08622999999999999,0.91377
14387,bahamas,2014,370625.0,0.17332,0.8266800000000001
14390,belize,2014,353366.0,0.54665,0.45335000000000003
14393,brazil,2014,202763744.0,0.14508,0.85492
14394,barbados,2014,284825.0,0.68672,0.31328
14403,chile,2014,17758969.0,0.12697,0.87303
14409,colombia,2014,46967706.0,0.20585,0.79415
14412,costa_rica,2014,4795390.0,0.24059,0.75941
14423,dominican_republic,2014,10165182.0,0.22329999999999997,0.7767000000000001
14430,ecuador,2014,15951832.0,0.36739,0.63261
14456,guatemala,2014,15306316.0,0.50366,0.49634
14458,guyana,2014,763371.0,0.73586,0.26414000000000004
14461,honduras,2014,8955579.0,0.45486,0.5451400000000001
14464,haiti,2014,10549007.0,0.48556,0.51444
14481,jamaica,2014,2875137.0,0.45415999999999995,0.54584
14518,mexico,2014,120355137.0,0.21007,0.7899299999999999
14539,nicaragua,2014,6142734.0,0.423,0.5770000000000001
14549,panama,2014,3901311.0,0.33629,0.6637099999999999
14550,peru,2014,30090372.0,0.22827000000000003,0.77173
14559,paraguay,2014,6599524.0,0.39526000000000006,0.6047399999999999
14575,el_salvador,2014,6295124.0,0.31126000000000004,0.6887399999999999
14614,uruguay,2014,3400439.0,0.0505500000000001,0.9494499999999999
14639,argentina,2015,43131966.0,0.08497,0.91503
14653,bahamas,2015,374200.0,0.17254000000000003,0.82746
14656,belize,2015,360926.0,0.54594,0.45405999999999996
14659,brazil,2015,204471759.0,0.1423,0.8576999999999999
14660,barbados,2015,285327.0,0.6875100000000001,0.31249
14669,chile,2015,17969356.0,0.1264,0.8736
14675,colombia,2015,47520667.0,0.20236,0.7976399999999999
14678,costa_rica,2015,4847805.0,0.23138000000000003,0.76862
14689,dominican_republic,2015,10281675.0,0.21434,0.78566
14696,ecuador,2015,16212022.0,0.36601999999999996,0.63398
14722,guatemala,2015,15567419.0,0.50029,0.49971
14724,guyana,2015,767433.0,0.73559,0.26441
14727,honduras,2015,9112904.0,0.44835,0.55165
14730,haiti,2015,10695540.0,0.47573,0.52427
14747,jamaica,2015,2891024.0,0.45167,0.54833
14784,mexico,2015,121858251.0,0.20715,0.7928499999999999
14805,nicaragua,2015,6223234.0,0.42105,0.5789500000000001
14815,panama,2015,3968490.0,0.33304,0.66696
14816,peru,2015,30470739.0,0.22643000000000002,0.77357
14825,paraguay,2015,6688746.0,0.3925,0.6075
14841,el_salvador,2015,6325121.0,0.303,0.6970000000000001
14880,uruguay,2015,3412013.0,0.049550000000000004,0.95045
14905,argentina,2016,43590368.0,0.08373,0.9162699999999999
14919,bahamas,2016,377923.0,0.17168,0.82832
14922,belize,2016,368399.0,0.54505,0.45494999999999997
14925,brazil,2016,206163056.0,0.13958,0.86042
14926,barbados,2016,285798.0,0.6880700000000001,0.31193000000000004
14935,chile,2016,18209072.0,0.12578,0.87422
14941,colombia,2016,48175048.0,0.19891999999999999,0.80108
14944,costa_rica,2016,4899336.0,0.22265000000000001,0.77735
14955,dominican_republic,2016,10397738.0,0.20564,0.7943600000000001
14962,ecuador,2016,16491116.0,0.36466,0.63534
14988,guatemala,2016,15827690.0,0.49681,0.50319
14990,guyana,2016,771363.0,0.7351800000000001,0.26482
14993,honduras,2016,9270794.0,0.44187,0.55813
14996,haiti,2016,10839976.0,0.46604,0.53396
15013,jamaica,2016,2906242.0,0.44902000000000003,0.55098
15050,mexico,2016,123333379.0,0.20423,0.79577
15071,nicaragua,2016,6303970.0,0.4191,0.5809000000000001
15081,panama,2016,4037073.0,0.32972999999999997,0.67027
15082,peru,2016,30926036.0,0.22460999999999998,0.77539
15091,paraguay,2016,6777878.0,0.38974,0.61026
15107,el_salvador,2016,6356137.0,0.29499,0.70501
15146,uruguay,2016,3424139.0,0.0485599999999999,0.9514400000000001
15171,argentina,2017,44044811.0,0.08251,0.9174899999999999
15185,bahamas,2017,381749.0,0.17074999999999999,0.8292499999999999
15188,belize,2017,375775.0,0.54399,0.45600999999999997
15191,brazil,2017,207833825.0,0.13691,0.86309
15192,barbados,2017,286229.0,0.68841,0.31159
15201,chile,2017,18470435.0,0.1251,0.8748999999999999
15207,colombia,2017,48909844.0,0.19554,0.80446
15210,costa_rica,2017,4949955.0,0.2144,0.7856000000000001
15221,dominican_republic,2017,10513111.0,0.19723,0.80277
15228,ecuador,2017,16785356.0,0.36329999999999996,0.6367
15254,guatemala,2017,16087418.0,0.4932,0.5068
15256,guyana,2017,775218.0,0.73462,0.26538
15259,honduras,2017,9429016.0,0.43543,0.56457
15262,haiti,2017,10982367.0,0.45654000000000006,0.5434599999999999
15279,jamaica,2017,2920848.0,0.44622,0.55378
15316,mexico,2017,124777326.0,0.20132999999999998,0.79867
15337,nicaragua,2017,6384843.0,0.41701,0.58299
15347,panama,2017,4106764.0,0.32635,0.67365
15348,peru,2017,31444299.0,0.2228,0.7772
15357,paraguay,2017,6867058.0,0.387,0.613
15373,el_salvador,2017,6388124.0,0.28725,0.7127500000000001
15412,uruguay,2017,3436645.0,0.047600000000000094,0.9523999999999999
15437,argentina,2018,44494502.0,0.08130000000000001,0.9187000000000001
15451,bahamas,2018,385635.0,0.16975,0.83025
15454,belize,2018,383071.0,0.54276,0.45724
15457,brazil,2018,209469320.0,0.13430999999999998,0.8656900000000001
15458,barbados,2018,286640.0,0.68853,0.31146999999999997
15467,chile,2018,18729166.0,0.12436,0.87564
15473,colombia,2018,49661056.0,0.19222,0.80778
15476,costa_rica,2018,4999443.0,0.2066,0.7934
15487,dominican_republic,2018,10627147.0,0.18925999999999998,0.81074
15494,ecuador,2018,17084359.0,0.36179,0.6382099999999999
15520,guatemala,2018,16346950.0,0.48946,0.51054
15522,guyana,2018,779007.0,0.73394,0.26606
15525,honduras,2018,9587523.0,0.42904000000000003,0.5709599999999999
15528,haiti,2018,11123183.0,0.44722,0.5527799999999999
15545,jamaica,2018,2934853.0,0.44326,0.55674
15582,mexico,2018,126190782.0,0.19844,0.80156
15603,nicaragua,2018,6465502.0,0.41478000000000004,0.58522
15613,panama,2018,4176868.0,0.32291,0.6770900000000001
15614,peru,2018,31989265.0,0.22093,0.7790699999999999
15623,paraguay,2018,6956069.0,0.38415,0.61585
15639,el_salvador,2018,6420740.0,0.27977,0.7202299999999999
15678,uruguay,2018,3449290.0,0.04666000000000001,0.9533400000000001
15703,argentina,2019,44938712.0,0.08009000000000001,0.91991
15717,bahamas,2019,389486.0,0.16868,0.8313200000000001
15720,belize,2019,390351.0,0.54134,0.45866
15723,brazil,2019,211049519.0,0.13176,0.86824
15724,barbados,2019,287021.0,0.68842,0.31158
15733,chile,2019,18952035.0,0.12357,0.87643
15739,colombia,2019,50339443.0,0.18896000000000002,0.81104
15742,costa_rica,2019,5047561.0,0.19924,0.8007599999999999
15753,dominican_republic,2019,10738957.0,0.18172,0.81828
15760,ecuador,2019,17373657.0,0.36014,0.63986
15786,guatemala,2019,16604026.0,0.48561,0.51439
15788,guyana,2019,782775.0,0.73311,0.26689
15791,honduras,2019,9746115.0,0.4227,0.5772999999999999
15794,haiti,2019,11263079.0,0.43808,0.56192
15811,jamaica,2019,2948277.0,0.44015,0.55985
15848,mexico,2019,127575529.0,0.19556,0.80444
15869,nicaragua,2019,6545503.0,0.41240000000000004,0.5876
15879,panama,2019,4246440.0,0.31940999999999997,0.68059
15880,peru,2019,32510462.0,0.21901,0.7809900000000001
15889,paraguay,2019,7044639.0,0.38121000000000005,0.61879
15905,el_salvador,2019,6453550.0,0.27254,0.72746
15944,uruguay,2019,3461731.0,0.045739999999999996,0.95426
15969,argentina,2020,45376763.0,0.07889,0.9211100000000001
15983,bahamas,2020,393248.0,0.16754999999999998,0.83245
15986,belize,2020,397621.0,0.5397500000000001,0.46025
15989,brazil,2020,212559409.0,0.12927,0.8707299999999999
15990,barbados,2020,287371.0,0.68809,0.31190999999999997
15999,chile,2020,19116209.0,0.12272999999999999,0.87727
16005,colombia,2020,50882884.0,0.18575,0.8142499999999999
16008,costa_rica,2020,5094114.0,0.19229,0.80771
16019,dominican_republic,2020,10847904.0,0.1746,0.8254
16026,ecuador,2020,17643060.0,0.35834000000000005,0.64166
16052,guatemala,2020,16858333.0,0.48164,0.5183599999999999
16054,guyana,2020,786559.0,0.73214,0.26786
16057,honduras,2020,9904608.0,0.41641,0.58359
16060,haiti,2020,11402533.0,0.42912,0.57088
16077,jamaica,2020,2961161.0,0.43689,0.56311
16114,mexico,2020,128932753.0,0.19268999999999997,0.80731
16135,nicaragua,2020,6624554.0,0.40988,0.59012
16145,panama,2020,4314768.0,0.31586,0.68414
16146,peru,2020,32971846.0,0.21703,0.7829699999999999
16155,paraguay,2020,7132530.0,0.37817,0.62183
16171,el_salvador,2020,6486201.0,0.26556,0.73444
16210,uruguay,2020,3473727.0,0.04485,0.95515
16235,argentina,2021,,,
16249,bahamas,2021,,,
16252,belize,2021,,,
16255,brazil,2021,,,
16256,barbados,2021,,,
16265,chile,2021,,,
16271,colombia,2021,,,
16274,costa_rica,2021,,,
16285,dominican_republic,2021,,,
16292,ecuador,2021,,,
16318,guatemala,2021,,,
16320,guyana,2021,,,
16323,honduras,2021,,,
16326,haiti,2021,,,
16343,jamaica,2021,,,
16380,mexico,2021,,,
16401,nicaragua,2021,,,
16411,panama,2021,,,
16412,peru,2021,,,
16421,paraguay,2021,,,
16437,el_salvador,2021,,,
16476,uruguay,2021,,,
