Nation,iso_code3,Code,Year,nemomod_entc_residual_capacity_pp_hydropower_gw
uruguay,URY,858,2045,1.5382
uruguay,URY,858,2046,1.5382
uruguay,URY,858,2047,1.5382
uruguay,URY,858,2048,1.5382
uruguay,URY,858,2049,1.5382
uruguay,URY,858,2050,1.5382
venezuela,VEN,862,2022,15.092
venezuela,VEN,862,2023,15.092
venezuela,VEN,862,2024,15.092
venezuela,VEN,862,2025,15.092
venezuela,VEN,862,2026,15.092
venezuela,VEN,862,2027,15.092
venezuela,VEN,862,2028,15.092
venezuela,VEN,862,2029,15.092
venezuela,VEN,862,2030,15.092
venezuela,VEN,862,2031,15.092
venezuela,VEN,862,2032,15.092
venezuela,VEN,862,2033,15.092
venezuela,VEN,862,2034,15.092
venezuela,VEN,862,2035,15.092
venezuela,VEN,862,2036,15.092
venezuela,VEN,862,2037,15.092
venezuela,VEN,862,2038,15.092
venezuela,VEN,862,2039,15.092
venezuela,VEN,862,2040,15.092
venezuela,VEN,862,2041,15.092
venezuela,VEN,862,2042,15.092
venezuela,VEN,862,2043,15.092
venezuela,VEN,862,2044,15.092
venezuela,VEN,862,2045,15.092
venezuela,VEN,862,2046,15.092
venezuela,VEN,862,2047,15.092
venezuela,VEN,862,2048,15.092
venezuela,VEN,862,2049,15.092
venezuela,VEN,862,2050,15.092
