Nation,Year,value,mineria_share,manu_share,industrial_share,comercio_share,total_share
guyana,1976,2.6340879681859497,0.137845286200159,0.118739547575037,0.20244696769650594,0.385001320306311,0.844033121778013
honduras,1976,5.20418842055849,0.009320190809422691,0.134643921908157,0.07307121932756802,0.43100888097214,0.6480442130172878
haiti,1976,9.46301363239726,0.0168074783318057,,,,
jamaica,1976,9.11302763031234,0.0699654045701079,,,,
mexico,1976,385.385005138169,0.00259089443803599,0.208056673960613,0.09567979576951097,0.537261925601751,0.843589289769911
nicaragua,1976,7.8331050684433405,0.00253960825884105,,,,
panama,1976,8.4563885492908,0.0,0.184434833812835,0.074998512425688,0.624967447237478,0.884400793476001
peru,1976,61.192861422695096,0.0164491799940402,0.19785917893989702,0.114253761073214,0.460976416741463,0.7895385367486143
paraguay,1976,7.02746583724818,0.0,0.155160252068258,0.062138843083305,0.395760245528311,0.613059340679874
el_salvador,1976,13.804300024741101,1.125229290425e-05,0.184926203681421,0.055044923503835,0.36669127567598103,0.6066736551541413
uruguay,1976,19.988515118558702,0.0,,,,
argentina,1977,269.376820356684,0.00043100831561327995,0.36594986734934204,0.11211145459627198,0.44106655821422597,0.9195588884754533
bahamas,1977,4.15508906095536,0.0,,,,
belize,1977,0.275141945018513,0.0,,,,
brazil,1977,641.107419354292,0.0061931439624018205,0.258318072036362,0.08186424209843202,0.410920721863856,0.7572961799610518
barbados,1977,3.0230282954941803,0.0,0.2119280119878259,0.09942390585703637,0.4905068403484653,0.8018587581933276
chile,1977,43.186282553663595,0.0732665707863382,0.217443857232693,0.143671331984485,0.523765336862304,0.9581470968658201
colombia,1977,72.41343199544569,0.00016919951452481,0.23840654498630598,0.06461190817690404,0.45040075192485196,0.7535884046025868
costa_rica,1977,13.2172332224583,0.0,0.18990380411276198,0.071722363471582,0.519519050376918,0.781145217961262
dominican_republic,1977,13.712931937413,0.0170610543537458,0.189793115476009,0.09421680569182303,0.406291534956726,0.7073625104783038
ecuador,1977,29.7158638737949,3.200873363858e-05,0.20724710624503398,0.07190877538922999,0.49271544726955,0.7719033376374526
guatemala,1977,19.881914004504,0.0005156526360768,0.15992363251806802,0.04890226990594801,0.5281225060442479,0.7374640611043408
guyana,1977,2.56458282474307,0.183081142908474,0.109273584066862,0.21436827598470704,0.395305414777274,0.902028417737317
honduras,1977,5.74458557419491,0.007101227667601921,0.132674457402649,0.07067984638154698,0.40581013494489804,0.6162656663966959
haiti,1977,9.81391603518763,0.0178161813658563,,,,
jamaica,1977,8.876312299785761,0.08666211792167941,,,,
mexico,1977,398.45202214634696,0.00239106424238653,0.214968090859924,0.09467474310438098,0.527403028664143,0.8394369268708345
nicaragua,1977,8.48861694122597,0.00095728829141528,,,,
panama,1977,8.54890362937473,0.0,0.187718092268676,0.05339551340943699,0.63727826764854,0.878391873326653
peru,1977,61.406463488487,0.0161700322202093,0.37207945621095706,0.24635671464066988,0.8872432608693499,1.5218494639411861
paraguay,1977,7.83520849515227,0.0,0.16891871386735102,0.060133833057674974,0.39086232796686,0.619914874891886
el_salvador,1977,14.7402400878125,3.3817896646200003e-06,0.166301785184394,0.062740509962453,0.340898262843235,0.5699439397797466
uruguay,1977,20.2794401963105,0.0,,,,
argentina,1978,257.238364642468,0.00031165751972908,0.341276092101854,0.11970038802286698,0.46397952503057505,0.9252676626750251
bahamas,1978,4.744260751135161,0.0,,,,
belize,1978,0.296935407950815,0.0,0.165443873807777,0.062362435803375,0.406456346294938,0.63426265590609
brazil,1978,672.969802174375,0.00493967995779491,0.272599470679728,0.08353290004786196,0.42819386640767,0.7892659170930549
barbados,1978,3.17045955095227,0.0,0.1985881184566551,0.09224497656740546,0.46548385025934885,0.7563169452834094
chile,1978,46.5121029162795,0.060803823715218704,0.223944099683704,0.136066918839101,0.541709464654886,0.9625243068929097
colombia,1978,78.5467778793158,9.644537489228e-05,0.232389248004644,0.06725329773817601,0.472582895632373,0.7723218867500853
costa_rica,1978,14.0456480078089,0.0,0.187382222690382,0.07329295111418102,0.535187579861952,0.795862753666515
dominican_republic,1978,14.006482570199498,0.00805252155404613,0.184542919905373,0.09668960597303802,0.443963374450828,0.7332484218832851
ecuador,1978,31.4116962058418,1.704808681559e-05,0.196868081975452,0.07399083326739,0.501684724246561,0.7725606875762185
guatemala,1978,20.8753515777305,0.00092383065302185,0.16213854768429703,0.049826918267487974,0.529598901933947,0.7424881985387538
guyana,1978,2.51826161770457,0.169541573511689,0.108464147669007,0.199968446793405,0.385028003470853,0.863002171444954
honduras,1978,6.0873197170454505,0.00333891604546711,0.168115619145614,0.06754733269184701,0.36574385849359,0.6047457263765181
haiti,1978,10.4232486894128,0.0162088049193009,,,,
jamaica,1978,8.87154569213806,0.109668809585679,,,,
mexico,1978,434.141139975766,0.0015221101281039,0.213098759092854,0.09499905862216498,0.53022648694908,0.8398464147922029
nicaragua,1978,7.8232112046148,0.00013003111370451,,,,
panama,1978,9.386067320700649,0.0,0.171018486150936,0.07459822115710898,0.638695661098554,0.884312368406599
peru,1978,59.7837958616148,0.0152878559013456,0.202320067894259,0.137949771554373,0.43194028230433096,0.7874979776543085
paraguay,1978,8.777684565682248,0.0,0.16673177446658102,0.06897086270935296,0.39335962448301304,0.629062261658947
el_salvador,1978,15.524828551438999,9.10596705448e-06,0.18107648435402002,0.06916968247675798,0.37939100883643,0.6296462816342625
uruguay,1978,21.3692543411802,0.0,,,,
argentina,1979,283.53523420077397,0.00059226066325449,0.32685157673152404,0.11342966122700099,0.481755980553814,0.9226294791755936
bahamas,1979,5.9843771009470705,0.0,,,,
belize,1979,0.319256106447618,0.0,0.138010540184453,0.061923583662714,0.431488801054018,0.631422924901185
brazil,1979,718.459600555531,0.00567145362696702,0.283534938609462,0.08765238408987203,0.44160915154052605,0.8184679278668271
barbados,1979,3.42070418124354,0.0,0.1944151998847955,0.09712718980943041,0.46915669629271206,0.760699085986938
chile,1979,50.4276334556474,0.0755880390271199,0.212406245362764,0.16055166828212794,0.539199948204106,0.9877459008761178
colombia,1979,82.7719025224992,0.00052239021952594,0.22467629584704799,0.070559219795814,0.490237774190645,0.785995680053033
costa_rica,1979,14.7393799731703,0.00017822334593744,0.183073868280371,0.08149338866957298,0.5504186763323581,0.8151641566282395
dominican_republic,1979,14.6411722116514,0.0200854536766231,0.16887320870008002,0.12012713453946097,0.430184767585655,0.7392705645018192
ecuador,1979,32.5846241458131,7.184832366417999e-05,0.20526325856374,0.08171179312004201,0.511320038132824,0.7983669381402703
guatemala,1979,21.8593021074257,0.0032737716771382604,0.16348882555880898,0.051758104141683,0.5309380079698081,0.7494587093474383
guyana,1979,2.47203398335386,0.14847487270668702,0.110097277731694,0.191916145087098,0.388432244928738,0.838920540454217
honduras,1979,6.42881389064335,0.00851044440934238,0.181590836599874,0.06373577821523599,0.390370402889345,0.6442074621137973
haiti,1979,11.211290213958401,0.0121008544605112,,,,
jamaica,1979,8.777503642317921,0.11078010315381899,,,,
mexico,1979,476.24488636909996,0.00446369707276278,0.211473239895698,0.10028692959582702,0.528807692307692,0.8450315588719798
nicaragua,1979,5.75171962729013,0.0032067766746311,,,,
panama,1979,9.80982489646423,0.0,0.173916864864293,0.07280341296906201,0.6431940373026519,0.8899143151360069
peru,1979,62.229401834042505,0.031494276533026805,0.19655393089061501,0.16178896333327197,0.380688409013493,0.7705255797704068
paraguay,1979,9.81890640964739,0.0,0.15300779997863,0.07558406927533201,0.39342274583405,0.622014615088012
el_salvador,1979,14.875849509353701,0.00027614639155257,0.177824490357673,0.058712800946772004,0.374438462843669,0.6112519005396666
uruguay,1979,22.6939593623582,0.0,,,,
argentina,1980,287.84152182872197,0.0006591791054576101,0.294760969895125,0.11743568676916999,0.52426832507347,0.9371241608432226
bahamas,1980,6.37307926489301,0.0,,,,
belize,1980,0.362153533481736,0.0,0.182048935787887,0.05079028607108799,0.438624945290909,0.671464167149884
brazil,1980,784.557883806638,0.00707475214459924,0.299492571691429,0.09248084276749396,0.40392161302790397,0.8029697796314261
barbados,1980,3.57029379218768,0.0,0.19073702221754388,0.09593683084958785,0.48515385155731017,0.771827704624442
chile,1980,54.4550972966942,0.0687269781503619,0.214317790688917,0.15864896049209898,0.5511256028271859,0.9928193321585638
colombia,1980,86.15508292054311,0.005009093699592891,0.232697751293434,0.08319074427057899,0.488278355803512,0.8091759450671179
costa_rica,1980,14.8502046936185,0.00118451966280343,0.185992195510409,0.08368453304639198,0.552276860759525,0.8231381089791294
dominican_republic,1980,15.8078889398321,0.0303791236311233,0.150119059944094,0.11696510680113201,0.430686450830462,0.7281497412068113
ecuador,1980,33.7930845519767,0.00011539550018264,0.18339520245770402,0.08464190816252198,0.533466928194198,0.8016194343146067
guatemala,1980,22.6812070934547,0.00311537599181638,0.16647893688044998,0.05339039435439802,0.5316834757003059,0.7546681829269704
guyana,1980,2.5148963266338202,0.131830110483028,0.10742705570291801,0.20954907161803699,0.362068965517241,0.810875203321224
honduras,1980,6.46734524718503,0.00862253656898485,0.16632142125385202,0.07053747597984897,0.41613138026835,0.6616128140710358
haiti,1980,12.0380878790553,0.00796734893262546,,,,
jamaica,1980,8.27594310637882,0.106913232866446,,,,
mexico,1980,520.217776787932,0.00540401900190305,0.183439751057554,0.095871009255862,0.598809312621193,0.883524091936512
nicaragua,1980,6.01697353794566,0.0108475665660914,,,,
panama,1980,11.0933896427722,0.0,0.173197753730836,0.078973618699468,0.646070173285008,0.8982415457153121
peru,1980,65.9279039014008,0.047077051430289105,,,,
paraguay,1980,10.968911058344801,0.0,0.156439632515492,0.08836507219974998,0.398928378347033,0.643733083062275
el_salvador,1980,12.519981409984899,0.00086762633906559,0.164926304853057,0.054527752255978,0.400967005813356,0.6212886892614566
uruguay,1980,24.0200583882092,0.0,,,,
argentina,1981,272.903153788289,0.00030222649866643004,0.287652362921224,0.115729904152027,0.531862535984306,0.9355470295562234
bahamas,1981,5.78507315585173,0.0,,,,
belize,1981,0.366259524578124,0.0,0.156210142999828,0.05166800908853203,0.492567775176127,0.700445927264487
brazil,1981,751.214173744859,0.0064695506565740106,0.30184309482099503,0.09901852186445192,0.41759968423497595,0.8249308515769969
barbados,1981,3.5024670797831203,0.0,0.18728243290458618,0.09134334176764985,0.49924033463703216,0.7778661093092682
chile,1981,58.0084940781859,0.0402403099072834,0.220406444679139,0.141271628430656,0.575964119718801,0.9778825027358794
colombia,1981,88.1167245240005,0.0025316062101174903,0.21314341076865598,0.092892630674313,0.503086838483276,0.8116544861363624
costa_rica,1981,14.5143442213712,0.00129127788052131,0.189444630556483,0.07676694730050501,0.503597899017053,0.7711007547545623
dominican_republic,1981,16.4844456377451,0.0190118634515784,0.14984194516815902,0.10578860466607298,0.44542599817491696,0.7200684114607274
ecuador,1981,35.689844469697405,3.190886300448e-05,0.184934371581471,0.09738649611987196,0.5301345687162641,0.8124873452806115
guatemala,1981,22.827922434536703,0.00017058384441235,0.160260918027502,0.05720406422756702,0.532678900981276,0.7503144670807573
guyana,1981,2.55252334839233,0.12037958611277799,0.12586099723613,0.13212273839215702,0.399499085754482,0.777862407495547
honduras,1981,6.38831202317582,0.0038841308170896997,0.155292874830168,0.06992834426379602,0.45183602662947997,0.6809413765405337
haiti,1981,11.694676176986,0.00994881676080934,,,,
jamaica,1981,8.49438232069193,0.10638279376658501,,,,
mexico,1981,564.569498226919,0.00219722359105492,0.179070678596715,0.093204213775197,0.607343624936046,0.8818157408990129
nicaragua,1981,6.33968128943029,0.00560198723710292,,,,
panama,1981,12.1147368890299,0.0,0.154299533272065,0.091342282502476,0.654493092907189,0.9001349086817301
peru,1981,69.5882486936544,0.0124772635262776,,,,
paraguay,1981,11.9748105332035,0.0,0.16035948067488,0.09165374374372995,0.41119870634368505,0.663211930762295
el_salvador,1981,11.803714468986401,0.00034303907864594003,0.17061560743537701,0.054171997313394976,0.43131616249760496,0.6564468063250228
uruguay,1981,24.3946655698204,0.0,,,,
argentina,1982,270.895516735076,0.00018986991669102,0.313602562635854,0.097425923807345,0.493009953094612,0.904228309454502
bahamas,1982,6.17260929167674,0.0,,,,
belize,1982,0.36586502487454997,0.0,0.125998988040403,0.058551208223110024,0.556886196848908,0.741436393112421
brazil,1982,757.449251386938,0.00680272611723059,0.322592038111973,0.10293594571741294,0.424190255795566,0.8565209657421826
barbados,1982,3.33081332300542,0.0,0.1892732779373646,0.09116398014309024,0.5076112489133856,0.7880485069938404
chile,1982,51.619261579215795,0.0494006171626794,0.19410297553229502,0.16459208021216995,0.597970585545515,1.0060662584526594
colombia,1982,88.9524418556884,0.00146454347587047,0.212198143753769,0.096628836446431,0.507146924395887,0.8174384480719575
costa_rica,1982,13.456891680427601,0.0009751505350869801,0.203354492660878,0.05403819941548402,0.497660125966355,0.756027968577804
dominican_republic,1982,16.7644683384177,0.00782645976922222,0.17599246437816,0.08924221252912004,0.45987857125577597,0.7329397079322781
ecuador,1982,35.9092818201435,1.0755603580469999e-05,0.19722464019116198,0.09873912541477803,0.518205147512839,0.8141796687223595
guatemala,1982,22.0220764537722,8.90747824752e-06,0.15747431997732,0.05488896598218301,0.536393743365621,0.7487659368033714
guyana,1982,2.21584208589264,0.12206101521387501,0.12378976486860299,0.12655601659750998,0.412171507607192,0.78457830428718
honduras,1982,6.2557762117441795,0.00830318986526464,0.17089801461823,0.07872115792314499,0.465184130902151,0.7231064933087906
haiti,1982,11.2779077133284,0.00825725074343737,,,,
jamaica,1982,8.67015076593734,0.0806198380080213,,,,
mexico,1982,561.629174878246,0.00360885629777964,0.169589668377888,0.09423305792720202,0.612553173843936,0.8799847564468057
nicaragua,1982,6.287926545601869,0.00305114069711797,,,,
panama,1982,12.762688314223,0.0,0.147173615077307,0.099011365777815,0.6599299427625159,0.9061149236176379
peru,1982,69.4332593494149,0.0219205186383094,,,,
paraguay,1982,11.8074484595632,0.0,0.159340062954521,0.09606805600781501,0.420518560729404,0.67592667969174
el_salvador,1982,11.0590805204236,0.00013840779266508,0.165767417882106,0.055827550164831985,0.452469914074507,0.67420328991411
uruguay,1982,22.0142654601839,0.0,,,,
argentina,1983,282.67701544806897,0.00022178068365112,0.30669467531281397,0.10886838980728808,0.497853685268061,0.9136385310718143
bahamas,1983,6.39464124950525,0.0,,,,
belize,1983,0.358023878945882,0.0,0.140377433701765,0.04385876903196301,0.566909898033657,0.751146100767385
brazil,1983,735.2559883213011,0.00978205452129993,0.31962059413154004,0.10364069933902498,0.43441550369324405,0.867458851685109
barbados,1983,3.34750912913578,0.0,0.1950802415458039,0.08796408619733975,0.5126904524191362,0.7957347801622798
chile,1983,49.029306153964995,0.0706337870396204,0.20869218677352902,0.176999344914754,0.528985894178337,0.9853112129062404
colombia,1983,90.3525141854803,0.00244720173149452,0.209811806084665,0.10519436423447898,0.508059068732018,0.8255124407826565
costa_rica,1983,13.842161507208,0.0014138556278774001,0.218559475385496,0.067578916435962,0.493886972794902,0.7814392202442374
dominican_republic,1983,17.540318938739798,0.010445897649308599,0.16560745504630903,0.09569723197492996,0.440318417456565,0.7120690021271125
ecuador,1983,35.7883146638059,5.50479706756e-06,0.192800902879395,0.08447100752840903,0.525537496191874,0.8028149113967455
guatemala,1983,21.455648509438703,0.0,0.158535760948696,0.046506097391995016,0.5415390810369469,0.7465809393776379
guyana,1983,2.0653335229944503,0.0674791671724872,0.10762942779291601,0.07833787465940001,0.43324250681198895,0.6866889764367922
honduras,1983,6.31243439436024,0.011761239180738901,0.176632573823273,0.07436562049507903,0.48745141816462,0.7502108516637109
haiti,1983,11.380331580330099,0.0,,,,
jamaica,1983,8.83567074166377,0.0631655797464268,,,,
mexico,1983,542.048412869775,0.00590489727028894,0.17455843348445702,0.115549433896499,0.59125488931926,0.8872676539705049
nicaragua,1983,6.5780019041080395,0.00329902285551379,,,,
panama,1983,12.189469481694001,0.0,0.161224924882539,0.06838218975228197,0.670531528822786,0.900138643457607
peru,1983,62.206586143773805,0.029760424299138402,,,,
paraguay,1983,11.448192920922,0.0,0.161043315348369,0.102578810042361,0.432086214758197,0.695708340148927
el_salvador,1983,11.2292825658094,0.00012463252286294,0.16593008828160202,0.05755518605427498,0.464709376519922,0.688319283378662
uruguay,1983,19.7524319472384,0.0,0.253564810855498,0.07784144359873402,0.586265286923801,0.917671541378033
argentina,1984,287.11713273202,0.00028056467255029,0.297084408031154,0.09999747129924602,0.519458352298589,0.9168207963015393
bahamas,1984,7.30083536497493,0.0,,,0.7343099309196021,
belize,1984,0.36508434264492295,0.0,0.150753443042325,0.05616003371021899,0.543616159080016,0.75052963583256
brazil,1984,774.95981169065,0.00989265235651377,0.342712467175543,0.11981518389907103,0.433285062530407,0.9057053659615348
barbados,1984,3.46803197963926,0.0,0.20295778877218124,0.0870438740427954,0.5194537971272978,0.8094554599422744
chile,1984,51.0413135741276,0.060031432079934305,0.229581526472105,0.15409777994545598,0.49284044103619,0.9365511795336853
colombia,1984,93.3799411860546,0.0027752022113900297,0.22110655440151197,0.11151630562176204,0.49825389515695795,0.833651957391622
costa_rica,1984,14.952871483256,0.0008828793656701799,0.224934038153277,0.06958491732761402,0.493401974959957,0.7888038098065182
dominican_republic,1984,17.7600808888016,0.00683252994680559,0.147317578057616,0.095781488565297,0.405244048645851,0.6551756452155696
ecuador,1984,36.7278557218459,0.00150423367151932,0.22141514804895898,0.07385310387681102,0.483660060736821,0.7804325463341103
guatemala,1984,21.5622182325299,0.0,0.158564665696255,0.03899797213307299,0.546174661603224,0.743737299432552
guyana,1984,1.96147331410808,0.16983615851039902,0.110042085986645,0.09561033700479099,0.429945855084434,0.805434436586269
honduras,1984,6.71184078815149,0.0123910537307538,0.191973877659677,0.07978039882605603,0.48619386433302303,0.7703391945495098
haiti,1984,11.414576936745199,0.0,,,,
jamaica,1984,8.69939414510477,0.108652301491774,,,,
mexico,1984,560.53667675625,0.00419146472428234,0.185138308938633,0.10117061539899,0.588177586078809,0.8786779751407143
nicaragua,1984,6.4749842167,0.00108727111571612,,,,
panama,1984,12.519739960332199,0.0,0.16761734034086298,0.06630102456305803,0.668657522670706,0.902575887574627
peru,1984,64.4511780174545,0.0305139059670069,,,,
paraguay,1984,11.7706426593899,0.0,0.155623254691912,0.10374743964861402,0.426831104329831,0.686201798670357
el_salvador,1984,11.3792224629349,4.406873415693999e-05,0.170682014725795,0.05494418223050099,0.484952549420302,0.710622815110755
uruguay,1984,19.526737212918302,0.0,0.272777908932629,0.07134373063416699,0.59571148227934,0.939833121846136
argentina,1985,272.218554795346,0.00022592435804899,0.296418473138549,0.09634307257304403,0.530895381715363,0.9238828517850051
bahamas,1985,7.6534058545743395,0.0,,,0.729865977070107,
belize,1985,0.368780872413167,0.0,0.127402537726057,0.06478489067746701,0.557073732268065,0.749261160671589
brazil,1985,835.79415690837,0.00924130442189596,0.324717029208534,0.11127908308038598,0.415153906033135,0.860391322743951
barbados,1985,3.50611928737413,0.0,0.20120223562104667,0.08510629700624467,0.5294655815594762,0.8157741141867676
chile,1985,53.088027476754405,0.0721348513884394,0.219461545925227,0.17332986075394397,0.501638896974552,0.9665651550421623
colombia,1985,96.2813551223022,0.00259642509965428,0.21386830901976497,0.13216884086878508,0.481553230311709,0.8301868052999133
costa_rica,1985,15.060771662470101,0.00021460201284417,0.22086976644075001,0.067805242325427,0.522658672856379,0.8115482836354002
dominican_republic,1985,17.383116959889197,0.0141167154036053,0.122597402845534,0.05120233071803801,0.5943076781005999,0.7822241270677772
ecuador,1985,38.1730973629211,0.00089491029009176,0.216161789649699,0.078790381400622,0.47762348641032,0.7734705677507328
guatemala,1985,21.4308312375384,0.0,0.158378743623635,0.038317453987222,0.5447888133595901,0.7414850109704471
guyana,1985,2.00854215092072,0.138846170878945,0.116410256410256,0.090256410256411,0.407179487179487,0.752692324725099
honduras,1985,7.08946471356177,0.0101134664661192,0.18885544155624198,0.07674421820797603,0.49812919994663096,0.7738423261769681
haiti,1985,11.4834788952888,0.0,,,,
jamaica,1985,8.44331568424295,0.08407530486827619,,,,
mexico,1985,572.799499048938,0.00327940264347317,0.19145228789046,0.090935900336825,0.579554586336838,0.8652221772075962
nicaragua,1985,6.21068497711563,0.0008286089930885699,,,,
panama,1985,13.1384947617262,0.0,0.193996236744531,0.063714440186972,0.642822381370829,0.9005330583023321
peru,1985,65.7796019146539,0.0335568193683492,,,,
paraguay,1985,12.303044797100402,0.0,0.156302423864168,0.10532721963983996,0.432060299645155,0.693689943149163
el_salvador,1985,11.449126874432698,0.0,0.17836351452856397,0.055205618739193024,0.497312786975453,0.73088192024321
uruguay,1985,19.813103849448602,0.0,0.293980011364776,0.06549578834776204,0.588296369956881,0.947772169669419
argentina,1986,288.96918890665995,0.00011046784939921,0.274195971594836,0.09960837731993799,0.548191624683246,0.9221064414474192
bahamas,1986,7.790937575188019,0.0,,,0.72958543983822,
belize,1986,0.385521521383659,0.0,0.116936288137297,0.071160259069661,0.552400739434078,0.740497286641036
brazil,1986,898.3951392608051,0.00720688505804194,0.306763705455377,0.11343498416456799,0.40644701314311,0.833852587821097
barbados,1986,3.68507745933385,0.0,0.1952029602994024,0.09010892378595545,0.5216762726005227,0.8069881566858805
chile,1986,55.942938254399,0.0606592838164563,0.178677290566327,0.174939583979802,0.516585853628718,0.9308620119913034
colombia,1986,101.888854551783,0.00265949765796032,0.224767809337597,0.13697171873241404,0.45579611889057603,0.8201951446185474
costa_rica,1986,15.8945737606203,0.00031810049844622,0.213208894663907,0.06302029407983598,0.514793415343462,0.7913407045856512
dominican_republic,1986,17.995349157118,0.00537934960540324,0.126766668353889,0.10104312581879099,0.49871489873852,0.7319040425166032
ecuador,1986,39.4957121661056,0.00126013933164119,0.205233450773489,0.06640563676164199,0.47261652220911204,0.7455157490758841
guatemala,1986,21.461487955504,0.0,0.15913883596957398,0.04176587926653702,0.542990254179882,0.743894969415993
guyana,1986,1.9904531753984498,0.131476170721094,0.124884798381788,0.104608299751534,0.391244211578074,0.75221348043249
honduras,1986,7.46738808491573,0.00144126437427604,0.186914384866261,0.07512564100964403,0.498644801580564,0.7621260918307451
haiti,1986,11.426348037878201,0.0,,,,
jamaica,1986,8.602268547774639,0.0636875365019397,,,,
mexico,1986,555.16325808349,0.00183110119935462,0.202771282047569,0.08421318104799003,0.584686256423265,0.8735018207181786
nicaragua,1986,6.147503109859491,0.0010550872851647,,,,
panama,1986,13.6072484311972,0.0,0.17733440747937,0.071980102133118,0.6428676504054781,0.8921821600179661
peru,1986,71.97996243217149,0.010435891042486701,,,,
paraguay,1986,12.9138707529813,0.0,0.15337034148076,0.12056021270373901,0.446170044796206,0.720100598980705
el_salvador,1986,11.4714152375189,0.0,0.175128654117367,0.05179900474676499,0.498783162823234,0.725710821687366
uruguay,1986,21.5586003158237,0.0,0.297154581565031,0.06510647998930796,0.567978626513141,0.9302396880674799
argentina,1987,296.785426414167,0.00012139309585007001,0.274966462800495,0.10332028989855296,0.540769662656489,0.9191778084513871
bahamas,1987,8.02345961426896,0.0,,,0.731171729225193,
belize,1987,0.42690842920100097,0.0,0.139976643778657,0.071343402426087,0.50761645315735,0.718936499362094
brazil,1987,930.10848767671,0.00672495643474972,0.298818225886643,0.13019697268132607,0.41246412566565,0.8482042806683687
barbados,1987,3.78055660064181,0.0,0.1957839779719268,0.09482630653674287,0.5214959370125566,0.8121062215212262
chile,1987,59.557114174235295,0.0749238211912996,0.175082302695969,0.18695485751084298,0.503304661367462,0.9402656427655736
colombia,1987,107.359198019181,0.00337280013755121,0.203175782443423,0.14430554434926401,0.462691208294086,0.8135453352243243
costa_rica,1987,16.6518760170166,0.0001191418113222,0.213325746643452,0.062409896342574045,0.543557979485009,0.8194127642823572
dominican_republic,1987,19.8160047394224,0.0117151096347502,0.12792586459319,0.071308740245738,0.601867530218358,0.8128172446920362
ecuador,1987,39.3933792860295,0.00241321469341335,0.212206233458431,0.05975594506450202,0.46921104170984695,0.7435864349261934
guatemala,1987,22.222079505602,0.0,0.15681249860115198,0.041651742796042,0.541748061470229,0.740212302867423
guyana,1987,2.00835524347719,0.16511556347343098,0.12028776632265399,0.139856111083278,0.34503590373997395,0.7702953446193369
honduras,1987,7.96309988840904,0.00129560380602338,0.198748009546045,0.080425972686136,0.48982796784597804,0.7702975538841824
haiti,1987,11.3356629752257,0.0,,,,
jamaica,1987,9.27757715193829,0.047017504869965504,,,,
mexico,1987,564.725608284547,0.0032195376609498397,0.20919504015246201,0.092936435327682,0.558918101300116,0.8642691144412098
nicaragua,1987,6.10408004083407,0.0012653169750111901,,,,
panama,1987,13.3610857576231,0.0,0.169465058575733,0.07309999510374401,0.650273176103111,0.892838229782588
peru,1987,78.98083897894611,0.0199440898477938,,,,
paraguay,1987,13.8930397403125,0.0,0.144721883338191,0.13330877723901705,0.439521874544338,0.717552535121546
el_salvador,1987,11.7591377428139,0.0,0.19837375302731497,0.05748025957658204,0.536610036195135,0.792464048799032
uruguay,1987,23.2818088184512,0.0,0.289462375687017,0.06886596225651898,0.530841416235137,0.8891697541786729
argentina,1988,293.55066309828004,0.00187625494530018,0.279996758567287,0.10486935225369598,0.525355207001495,0.9120975727677781
bahamas,1988,8.20877807564358,0.0,,,,
belize,1988,0.468692994374546,0.0,0.135988454049843,0.07564468410636599,0.49738499155189103,0.7090181297081
brazil,1988,929.550422584105,0.00707689247708438,0.299785921678101,0.12291139213467606,0.447803183067001,0.8775773893568624
barbados,1988,3.91307956180149,0.0,0.19077281910535165,0.10087924422070083,0.501294583038549,0.7929466463646015
chile,1988,63.931649993963404,0.10903808022552701,0.180586152572568,0.23137985754693602,0.459335515308778,0.980339605653809
colombia,1988,111.722461821308,0.0062231086770132005,0.21157935132433198,0.15075292285251507,0.465686466721471,0.8342418495753312
costa_rica,1988,17.2233929434393,9.013311153107001e-05,0.212718889423885,0.05957406414084898,0.548220578093388,0.8206036647696531
dominican_republic,1988,20.243230535179197,0.056833760581883296,0.12112449125584099,0.12373476740335002,0.515685532944704,0.8173785521857783
ecuador,1988,41.713833407299305,0.00167219996640375,0.214979882152108,0.076156076785866,0.44418851370152296,0.7369966726059007
guatemala,1988,23.087048852838297,0.0,0.15425717169892,0.04765083614458501,0.539605725177096,0.7415137330206011
guyana,1988,1.93417597777938,0.090918098791784,0.111164816606206,0.14644756274643703,0.386176906384169,0.7347073845285961
honduras,1988,8.102138304503141,0.0206802613586381,0.187146642093521,0.08355618239831097,0.483498515287734,0.774881601138204
haiti,1988,11.3583826860645,0.0,0.136174739093688,0.08464131436274402,0.42618752751607303,0.647003580972505
jamaica,1988,9.646296087668341,0.0394180912090956,,,,
mexico,1988,571.97251175802,0.013103635000696301,0.221015500416474,0.07643104305413001,0.5700251461822741,0.8805753246535744
nicaragua,1988,5.34413293874984,0.00161138156731986,,,,
panama,1988,11.5733933555852,0.0,0.150501812416156,0.06612070502197298,0.6834698356033191,0.9000923530414481
peru,1988,71.5240420007667,0.122636638502872,,,,
paraguay,1988,14.714864732232,0.0,0.154865575899626,0.14052740368681402,0.419969593709662,0.715362573296102
el_salvador,1988,11.979995158850201,0.0,0.198623564398026,0.05517208130065801,0.536452404364803,0.790248050063487
uruguay,1988,23.626597846988098,0.0,0.272628201144396,0.06937690581200695,0.572962269039951,0.9149673759963539
argentina,1989,272.541389926803,0.00296510962884838,0.309493718883737,0.11398441181212404,0.48036092241251604,0.9068041627372254
bahamas,1989,8.76100964928617,0.0,0.04292586544742,0.11073416067929501,0.6848252775963419,0.838485303723057
belize,1989,0.529666302436085,0.0,0.126931188944172,0.07772564477574401,0.516466698306745,0.7211235320266609
brazil,1989,958.924215937766,0.00753599780789144,0.292608957285905,0.13022934850659101,0.483673092660952,0.9140473962613395
barbados,1989,4.05395042602634,0.0,0.18543851820726898,0.10358716461341871,0.5057667477173716,0.7947924305380594
