time,area,value,id,type
0,argentina,18.519784837955427,0,simulation
1,argentina,18.91912000047935,0,simulation
2,argentina,19.281781462006904,0,simulation
3,argentina,19.610615847775478,0,simulation
4,argentina,19.916301255313805,0,simulation
5,argentina,20.271386613778034,0,simulation
6,argentina,20.63402974378467,0,simulation
7,argentina,21.00062174234175,0,simulation
8,argentina,21.377179124883657,0,simulation
0,argentina,18.466746753423127,1,simulation
1,argentina,18.85500524241116,1,simulation
2,argentina,19.208856617579887,1,simulation
3,argentina,19.531674317536847,1,simulation
4,argentina,19.827733670262003,1,simulation
5,argentina,20.174878508901976,1,simulation
6,argentina,20.527394263398868,1,simulation
7,argentina,20.882120180626586,1,simulation
8,argentina,21.244265167112687,1,simulation
0,argentina,18.44274298076253,2,simulation
1,argentina,18.846389182699877,2,simulation
2,argentina,19.213272393433893,2,simulation
3,argentina,19.546291658503524,2,simulation
4,argentina,19.85608125674256,2,simulation
5,argentina,20.214562384030707,2,simulation
6,argentina,20.580189026365797,2,simulation
7,argentina,20.94962345570915,2,simulation
8,argentina,21.328955464928967,2,simulation
0,argentina,18.45241191554532,3,simulation
1,argentina,18.854334509738187,3,simulation
2,argentina,19.218624746008174,3,simulation
3,argentina,19.548463190891816,3,simulation
4,argentina,19.855837378793293,3,simulation
5,argentina,20.211794017811574,3,simulation
6,argentina,20.575347275756823,3,simulation
7,argentina,20.94273689790316,3,simulation
8,argentina,21.320029145853187,3,simulation
0,argentina,18.441052694901416,4,simulation
1,argentina,18.839329055113474,4,simulation
2,argentina,19.20157907137309,4,simulation
3,argentina,19.53115820975089,4,simulation
4,argentina,19.837766272780236,4,simulation
5,argentina,20.19476439437179,4,simulation
6,argentina,20.55917293934947,4,simulation
7,argentina,20.92729879349663,4,simulation
8,argentina,21.30490147038472,4,simulation
0,argentina,18.49289886207664,5,simulation
1,argentina,18.88503175190437,5,simulation
2,argentina,19.242361152415228,5,simulation
3,argentina,19.568167263113654,5,simulation
4,argentina,19.870902264075443,5,simulation
5,argentina,20.225129264615997,5,simulation
6,argentina,20.58699948217149,5,simulation
7,argentina,20.95268707303663,5,simulation
8,argentina,21.3277460228888,5,simulation
0,argentina,18.44441855657714,6,simulation
1,argentina,18.85662730282526,6,simulation
2,argentina,19.229595044017394,6,simulation
3,argentina,19.566750887522417,6,simulation
4,argentina,19.881653071940367,6,simulation
5,argentina,20.24473091611853,6,simulation
6,argentina,20.61552683172902,6,simulation
7,argentina,20.99007878702948,6,simulation
8,argentina,21.374617992014677,6,simulation
0,argentina,18.398644467899278,7,simulation
1,argentina,18.80158463375149,7,simulation
2,argentina,19.168047718680008,7,simulation
3,argentina,19.501242711294942,7,simulation
4,argentina,19.812826394808,7,simulation
5,argentina,20.174593531231224,7,simulation
6,argentina,20.54458456151396,7,simulation
7,argentina,20.918799378981927,7,simulation
8,argentina,21.3031836436671,7,simulation
0,argentina,18.41638655477498,8,simulation
1,argentina,18.814772111974438,8,simulation
2,argentina,19.17464009909608,8,simulation
3,argentina,19.498938522528896,8,simulation
4,argentina,19.802178843080785,8,simulation
5,argentina,20.153403225997245,8,simulation
6,argentina,20.513501027929248,8,simulation
7,argentina,20.878585401478816,8,simulation
8,argentina,21.255000441018502,8,simulation
0,argentina,18.38621703905129,9,simulation
1,argentina,18.787255737992627,9,simulation
2,argentina,19.150178145750413,9,simulation
3,argentina,19.47809628346374,9,simulation
4,argentina,19.78443300959202,9,simulation
5,argentina,20.139317391225365,9,simulation
6,argentina,20.502419301350287,9,simulation
7,argentina,20.869620723712288,9,simulation
8,argentina,21.247056247298833,9,simulation
0,argentina,18.267236576766223,10,simulation
1,argentina,18.661966196599977,10,simulation
2,argentina,19.020241159200427,10,simulation
3,argentina,19.344778322971635,10,simulation
4,argentina,19.64692036259177,10,simulation
5,argentina,19.99741314081274,10,simulation
6,argentina,20.355767310569423,10,simulation
7,argentina,20.718528871711925,10,simulation
8,argentina,21.091776097450374,10,simulation
0,argentina,18.35508525995265,11,simulation
1,argentina,18.75426301627333,11,simulation
2,argentina,19.117622795996493,11,simulation
3,argentina,19.447906897814676,11,simulation
4,argentina,19.75546392318287,11,simulation
5,argentina,20.112516665848194,11,simulation
6,argentina,20.477196615546145,11,simulation
7,argentina,20.84599431046843,11,simulation
8,argentina,21.224900276991953,11,simulation
0,argentina,18.350558414137627,12,simulation
1,argentina,18.751314698779154,12,simulation
2,argentina,19.116198229154357,12,simulation
3,argentina,19.4481259816341,12,simulation
4,argentina,19.755729445076565,12,simulation
5,argentina,20.112524262292332,12,simulation
6,argentina,20.475964726745087,12,simulation
7,argentina,20.842927452613868,12,simulation
8,argentina,21.2192999546627,12,simulation
0,argentina,18.313280784020886,13,simulation
1,argentina,18.717784235739575,13,simulation
2,argentina,19.08240458333039,13,simulation
3,argentina,19.41046623563887,13,simulation
4,argentina,19.715792622462573,13,simulation
5,argentina,20.068240695092932,13,simulation
6,argentina,20.42841546727366,13,simulation
7,argentina,20.792776665774927,13,simulation
8,argentina,21.167726003821727,13,simulation
0,argentina,18.374315269797062,14,simulation
1,argentina,18.770513230493417,14,simulation
2,argentina,19.128307870237713,14,simulation
3,argentina,19.451074760568577,14,simulation
4,argentina,19.749814738199056,14,simulation
5,argentina,20.097001581021747,14,simulation
6,argentina,20.451408540276535,14,simulation
7,argentina,20.809519707851656,14,simulation
8,argentina,21.17733611874328,14,simulation
0,argentina,18.453302776923856,15,simulation
1,argentina,18.853780547252498,15,simulation
2,argentina,19.216844831840127,15,simulation
3,argentina,19.54590778105898,15,simulation
4,argentina,19.85292054898417,15,simulation
5,argentina,20.209843571446534,15,simulation
6,argentina,20.574778370203084,15,simulation
7,argentina,20.943524148039984,15,simulation
8,argentina,21.321923121003884,15,simulation
0,argentina,18.428618316152544,16,simulation
1,argentina,18.824026810860087,16,simulation
2,argentina,19.18391639237031,16,simulation
3,argentina,19.51109508146626,16,simulation
4,argentina,19.814737668224183,16,simulation
5,argentina,20.167984187565086,16,simulation
6,argentina,20.52840908651575,16,simulation
7,argentina,20.892766912537663,16,simulation
8,argentina,21.26696878488798,16,simulation
0,argentina,18.414830488733216,17,simulation
1,argentina,18.815490594668,17,simulation
2,argentina,19.179033338165763,17,simulation
3,argentina,19.50837640618824,17,simulation
4,argentina,19.81736322039125,17,simulation
5,argentina,20.175365621199667,17,simulation
6,argentina,20.542327951274956,17,simulation
7,argentina,20.914212111122062,17,simulation
8,argentina,21.297245932063255,17,simulation
0,argentina,18.338110913296664,18,simulation
1,argentina,18.74023455275431,18,simulation
2,argentina,19.10557519594018,18,simulation
3,argentina,19.43706271050025,18,simulation
4,argentina,19.74716400475466,18,simulation
5,argentina,20.106425566305205,18,simulation
6,argentina,20.473945512854904,18,simulation
7,argentina,20.845779386877094,18,simulation
8,argentina,21.22800403596393,18,simulation
0,argentina,18.376918034318077,19,simulation
1,argentina,18.780745904578932,19,simulation
2,argentina,19.147362935805404,19,simulation
3,argentina,19.480016542935125,19,simulation
4,argentina,19.791167961489005,19,simulation
5,argentina,20.151931235708446,19,simulation
6,argentina,20.520976796400053,19,simulation
7,argentina,20.894235320698538,19,simulation
8,argentina,21.277709494770477,19,simulation
0,argentina,18.446487223855158,20,simulation
1,argentina,18.82847538962722,20,simulation
2,argentina,19.175282468367808,20,simulation
3,argentina,19.490212128762423,20,simulation
4,argentina,19.78198516937602,20,simulation
5,argentina,20.12374957976943,20,simulation
6,argentina,20.47289725181205,20,simulation
7,argentina,20.825867753528875,20,simulation
8,argentina,21.188230950621186,20,simulation
0,argentina,18.33229181297522,21,simulation
1,argentina,18.73064522326031,21,simulation
2,argentina,19.091746397033006,21,simulation
3,argentina,19.419077623099746,21,simulation
4,argentina,19.7235912961321,21,simulation
5,argentina,20.07671910489712,21,simulation
6,argentina,20.436887329507144,21,simulation
7,argentina,20.800307078332747,21,simulation
8,argentina,21.17280260493856,21,simulation
0,argentina,18.35230754758562,22,simulation
1,argentina,18.75857315588281,22,simulation
2,argentina,19.127724776667193,22,simulation
3,argentina,19.462752399188986,22,simulation
4,argentina,19.775771554828605,22,simulation
5,argentina,20.137631599325864,22,simulation
6,argentina,20.507311404656583,22,simulation
7,argentina,20.881035869749276,22,simulation
8,argentina,21.264914055383276,22,simulation
0,argentina,18.35314531458759,23,simulation
1,argentina,18.749125379746808,23,simulation
2,argentina,19.106973970717956,23,simulation
3,argentina,19.43040469147506,23,simulation
4,argentina,19.72884719888159,23,simulation
5,argentina,20.07564448500196,23,simulation
6,argentina,20.4287319923624,23,simulation
7,argentina,20.784719710182785,23,simulation
8,argentina,21.14940922220376,23,simulation
0,argentina,18.27555383741736,24,simulation
1,argentina,18.671099970759144,24,simulation
2,argentina,19.031430340668933,24,simulation
3,argentina,19.3595564243858,24,simulation
4,argentina,19.664060908304403,24,simulation
5,argentina,20.018279852855464,24,simulation
6,argentina,20.37939481561936,24,simulation
7,argentina,20.7438842779392,24,simulation
8,argentina,21.117428839286653,24,simulation
0,argentina,18.348947529764814,25,simulation
1,argentina,18.747611259067025,25,simulation
2,argentina,19.11101790506968,25,simulation
3,argentina,19.442146090476307,25,simulation
4,argentina,19.752166044759726,25,simulation
5,argentina,20.112615473261577,25,simulation
6,argentina,20.48153128376348,25,simulation
7,argentina,20.855096205405697,25,simulation
8,argentina,21.239248848748247,25,simulation
0,argentina,18.322017247884464,26,simulation
1,argentina,18.7194910726618,26,simulation
2,argentina,19.08039822177946,26,simulation
3,argentina,19.407734442662512,26,simulation
4,argentina,19.71467010991386,26,simulation
5,argentina,20.071097486503287,26,simulation
6,argentina,20.436447718773383,26,simulation
7,argentina,20.806570473729852,26,simulation
8,argentina,21.18751521779312,26,simulation
0,argentina,18.26325394061972,27,simulation
1,argentina,18.6765814375649,27,simulation
2,argentina,19.050101197260748,27,simulation
3,argentina,19.386840009850218,27,simulation
4,argentina,19.704737164434846,27,simulation
5,argentina,20.0702295443287,27,simulation
6,argentina,20.44542757456681,27,simulation
7,argentina,20.825816230972542,27,simulation
8,argentina,21.21801863632657,27,simulation
0,argentina,18.273589294082917,28,simulation
1,argentina,18.679678827222663,28,simulation
2,argentina,19.047638240376152,28,simulation
3,argentina,19.380409611857715,28,simulation
4,argentina,19.69082877512532,28,simulation
5,argentina,20.049101084642516,28,simulation
6,argentina,20.415022447820004,28,simulation
7,argentina,20.784886880106036,28,simulation
8,argentina,21.164929763152696,28,simulation
0,argentina,18.29078956844423,29,simulation
1,argentina,18.70517564381354,29,simulation
2,argentina,19.079551576379348,29,simulation
3,argentina,19.41707892742815,29,simulation
4,argentina,19.735144616006036,29,simulation
5,argentina,20.100879314368797,29,simulation
6,argentina,20.476022070063642,29,simulation
7,argentina,20.856056740488178,29,simulation
8,argentina,21.247526902739825,29,simulation
0,argentina,18.28035401099571,30,simulation
1,argentina,18.678125613896736,30,simulation
2,argentina,19.039192886026886,30,simulation
3,argentina,19.36637968623229,30,simulation
4,argentina,19.674775837205015,30,simulation
5,argentina,20.03190658191358,30,simulation
6,argentina,20.39868076107502,30,simulation
7,argentina,20.770936751915407,30,simulation
8,argentina,21.15497792548934,30,simulation
0,argentina,18.26001854442976,31,simulation
1,argentina,18.6557066870415,31,simulation
2,argentina,19.01593026065142,31,simulation
3,argentina,19.343525951133056,31,simulation
4,argentina,19.648295302782714,31,simulation
5,argentina,20.00301607412832,31,simulation
6,argentina,20.365363498353656,31,simulation
7,argentina,20.7315089840305,31,simulation
8,argentina,21.107212896166352,31,simulation
0,argentina,18.196496648733948,32,simulation
1,argentina,18.60388913113888,32,simulation
2,argentina,18.97235334813044,32,simulation
3,argentina,19.30502151795519,32,simulation
4,argentina,19.615810767780367,32,simulation
5,argentina,19.97366452048288,32,simulation
6,argentina,20.339222121255432,32,simulation
7,argentina,20.708667097487577,32,simulation
8,argentina,21.088274258209058,32,simulation
0,argentina,18.244854730637982,33,simulation
1,argentina,18.644210525950317,33,simulation
2,argentina,19.006951418876003,33,simulation
3,argentina,19.336371383224694,33,simulation
4,argentina,19.643582984347322,33,simulation
5,argentina,20.00033000336617,33,simulation
6,argentina,20.364867751363054,33,simulation
7,argentina,20.733210432664904,33,simulation
8,argentina,21.11112760225072,33,simulation
0,argentina,18.168859576519868,34,simulation
1,argentina,18.569954648466652,34,simulation
2,argentina,18.933085217635508,34,simulation
3,argentina,19.26128212083755,34,simulation
4,argentina,19.566249369788828,34,simulation
5,argentina,19.91861012319408,34,simulation
6,argentina,20.27805935403794,34,simulation
7,argentina,20.641193404700648,34,simulation
8,argentina,21.014149151458774,34,simulation
0,argentina,17.707497172502954,0,historical
1,argentina,18.260563012242184,0,historical
2,argentina,18.79919381445213,0,historical
3,argentina,19.325312556880302,0,historical
4,argentina,19.840842217274204,0,historical
5,argentina,20.314667933197846,0,historical
6,argentina,20.78416059697811,0,historical
7,argentina,21.27519530543834,0,historical
8,argentina,21.76623001389858,0,historical
