Nation,Year,va_manufacturing_mmm_usd
argentina,2006,84.08383510495385
bahamas,2006,0.2992958934550782
belize,2006,0.145676531736175
bolivia,2006,2.3968311603407755
brazil,2006,200.72476871908088
barbados,2006,0.7076588840606048
chile,2006,22.948482963937394
colombia,2006,32.01891606381751
costa_rica,2006,6.525932699443828
dominican_republic,2006,8.097107770299363
ecuador,2006,9.63775239353141
guatemala,2006,8.621060481333602
guyana,2006,0.21008185290695885
honduras,2006,2.9663740526454156
haiti,2006,1.9767471894585429
jamaica,2006,1.1032214936611178
mexico,2006,163.83431083213466
nicaragua,2006,1.211233304242848
panama,2006,2.27361271796865
peru,2006,19.089161014445917
paraguay,2006,4.386849133358693
el_salvador,2006,3.2422406977511486
suriname,2006,0.925702609054784
trinidad_and_tobago,2006,
uruguay,2006,5.114315960616452
argentina,2007,87.40053930979272
bahamas,2007,0.27632692923250046
belize,2007,0.15994171889516023
bolivia,2007,2.5246582594190983
brazil,2007,213.5923796878041
barbados,2007,0.7087377350185077
chile,2007,22.333277311675722
colombia,2007,34.55212990249
costa_rica,2007,6.910037040564937
dominican_republic,2007,8.045911714329952
ecuador,2007,9.909893468123807
guatemala,2007,8.95359208239998
guyana,2007,0.22299348816539585
honduras,2007,2.980793896782757
haiti,2007,1.9621594823616426
jamaica,2007,1.1299592087666683
mexico,2007,160.15362513502976
nicaragua,2007,1.30987823088064
panama,2007,2.2664932496039794
peru,2007,20.772899241755646
paraguay,2007,4.592319603582137
el_salvador,2007,3.277443263847486
suriname,2007,0.984784826796303
trinidad_and_tobago,2007,
uruguay,2007,5.146049417476738
argentina,2008,88.23084578612725
bahamas,2008,0.24680088707584671
belize,2008,0.18739040462788892
bolivia,2008,2.6220292462607997
brazil,2008,221.3158479168658
barbados,2008,0.7250832741242234
chile,2008,21.55346815281326
colombia,2008,33.96227822321562
costa_rica,2008,6.790189372147306
dominican_republic,2008,8.291059356330795
ecuador,2008,10.519880292198076
guatemala,2008,9.336212323559291
guyana,2008,0.2328907833209356
honduras,2008,3.081620080290512
haiti,2008,2.1982430696450526
jamaica,2008,1.1717616168626468
mexico,2008,161.18475953154874
nicaragua,2008,1.356359207800814
panama,2008,2.4606062414286316
peru,2008,22.36478382058467
paraguay,2008,5.466423029869299
el_salvador,2008,3.478709624094872
suriname,2008,1.105556017849031
trinidad_and_tobago,2008,
uruguay,2008,6.001910210490432
argentina,2009,78.21763688020661
bahamas,2009,0.23583711741330315
belize,2009,0.17177678088505896
bolivia,2009,2.81882002460399
brazil,2009,206.8500928869964
barbados,2009,0.6582137514525936
chile,2009,21.389125434558796
colombia,2009,33.022983572784156
costa_rica,2009,6.2944714906571395
dominican_republic,2009,7.940386530133684
ecuador,2009,10.713911004139982
guatemala,2009,9.47398770847405
guyana,2009,0.2296753629728173
honduras,2009,2.8083410124900112
haiti,2009,2.3060316450422422
jamaica,2009,1.144593471219712
mexico,2009,145.4761541183888
nicaragua,2009,1.2751052893454422
panama,2009,2.566154348708729
peru,2009,21.217620870941897
paraguay,2009,5.306756045995198
el_salvador,2009,3.26770421150737
suriname,2009,0.9117907640459213
trinidad_and_tobago,2009,
uruguay,2009,6.202903429399336
argentina,2010,87.58059236156205
bahamas,2010,0.2434529593346349
belize,2010,0.1888870307520379
bolivia,2010,2.847544982908299
brazil,2010,216.67235714927818
barbados,2010,0.631922669199685
chile,2010,21.705968215487776
colombia,2010,32.60902202617595
costa_rica,2010,6.829925023501455
dominican_republic,2010,8.544510118622357
ecuador,2010,10.710151510621744
guatemala,2010,9.739354040458354
guyana,2010,0.2086726087895745
honduras,2010,2.896643937782673
haiti,2010,1.867819620605584
jamaica,2010,1.064875174501297
mexico,2010,157.63691062677816
nicaragua,2010,1.3949836465079808
panama,2010,2.6451901449739177
peru,2010,23.381530422128307
paraguay,2010,5.525786931261263
el_salvador,2010,3.328718687524812
suriname,2010,0.99299902590469
trinidad_and_tobago,2010,
uruguay,2010,6.104699690500974
argentina,2011,92.87309266460275
bahamas,2011,0.2523068324555103
belize,2011,0.2132208454667478
bolivia,2011,2.748112177648679
brazil,2011,208.6722531747901
barbados,2011,0.6210970594791284
chile,2011,23.543420258708796
colombia,2011,33.00340586296726
costa_rica,2011,6.993916781305055
dominican_republic,2011,8.698701438616194
ecuador,2011,11.241756091614997
guatemala,2011,10.154817918324296
guyana,2011,0.23031097379523047
honduras,2011,3.1274008667326525
haiti,2011,1.9871079116712433
jamaica,2011,1.102278559359508
mexico,2011,161.20183225561587
nicaragua,2011,1.4608863804041372
panama,2011,2.629758772192632
peru,2011,24.117742850614967
paraguay,2011,5.71362822531258
el_salvador,2011,3.4784342548543594
suriname,2011,1.0423932431131817
trinidad_and_tobago,2011,
uruguay,2011,6.042605425718569
argentina,2012,88.24378778592973
bahamas,2012,0.3496037096859962
belize,2012,0.19812585371152164
bolivia,2012,2.854157473354488
brazil,2012,192.68596081138654
barbados,2012,0.6306633114034823
chile,2012,24.331590018154365
colombia,2012,33.96177275810406
costa_rica,2012,7.120793996910643
dominican_republic,2012,8.888048076266891
ecuador,2012,11.797456962755698
guatemala,2012,10.71605692421966
guyana,2012,0.2426015021454449
honduras,2012,3.3496553217189287
haiti,2012,2.197772379238886
jamaica,2012,1.1231723673607026
mexico,2012,177.90704553371725
nicaragua,2012,1.5729532619467337
panama,2012,2.838319595946953
peru,2012,25.72222291531351
paraguay,2012,5.712592392317796
el_salvador,2012,3.56022033737912
suriname,2012,1.0949946603892298
trinidad_and_tobago,2012,4.656367063151658
uruguay,2012,5.981132805260453
argentina,2013,89.14449163259403
bahamas,2013,0.29755432547581684
belize,2013,0.16413632728207747
bolivia,2013,2.9626595151281405
brazil,2013,194.82587207688053
barbados,2013,0.5872088382210101
chile,2013,26.04226258398952
colombia,2013,34.54077860003375
costa_rica,2013,6.753996223695361
dominican_republic,2013,9.071815809588959
ecuador,2013,12.46522257992132
guatemala,2013,8.246125937049628
guyana,2013,0.26526948179385235
honduras,2013,3.3668711319866103
haiti,2013,2.2416588997353006
jamaica,2013,1.1406139000834652
mexico,2013,174.63634576467786
nicaragua,2013,1.683880888235212
panama,2013,3.228935467418286
peru,2013,26.629738201989475
paraguay,2013,6.117861565204807
el_salvador,2013,3.59555466062159
suriname,2013,0.9944781752955476
trinidad_and_tobago,2013,3.7863016539206775
uruguay,2013,5.792236308736188
argentina,2014,85.52516588325555
bahamas,2014,0.31007878600907507
belize,2014,0.14783492219479866
bolivia,2014,3.0648042567998237
brazil,2014,193.14486973758224
barbados,2014,0.5814998107938256
chile,2014,26.987213174594153
colombia,2014,34.97440201777551
costa_rica,2014,6.691160896982609
dominican_republic,2014,9.681379663304561
ecuador,2014,13.653639238294184
guatemala,2014,8.409596045445877
guyana,2014,0.25700168970439047
honduras,2014,3.4618732219978754
haiti,2014,2.405063090080516
jamaica,2014,1.142847143511614
mexico,2014,180.56471651441757
nicaragua,2014,1.793489723024448
panama,2014,3.3794442537492566
peru,2014,25.661665906285457
paraguay,2014,6.6007779995353
el_salvador,2014,3.6797119346963307
suriname,2014,0.8678806516333062
trinidad_and_tobago,2014,3.947981528971336
uruguay,2014,6.445364117150191
