Nation,Year,gdp_mmm_usd
argentina,2006,470.325565798353
bahamas,2006,11.8682378031636
belize,2006,1.4201178618322001
bolivia,2006,21.1517393887862
brazil,2006,1422.67728973878
barbados,2006,4.951871749474379
chile,2006,178.06564433388698
colombia,2006,200.386165569774
costa_rica,2006,39.5847442883189
dominican_republic,2006,46.153809276705395
ecuador,2006,70.6243527251051
guatemala,2006,45.291044075398595
guyana,2006,3.09414429334208
honduras,2006,15.6370788558054
haiti,2006,12.0146205553541
jamaica,2006,14.4875237907845
mexico,2006,983.401498615029
nicaragua,2006,8.910671758512859
panama,2006,28.278363256778
peru,2006,115.887184858498
paraguay,2006,23.9435564146514
el_salvador,2006,19.8295513948563
suriname,2006,3.98960107706266
trinidad_and_tobago,2006,22.4750792372722
uruguay,2006,35.1659117484727
argentina,2007,512.69085074156
bahamas,2007,12.039939621447001
belize,2007,1.4273748687031902
bolivia,2007,22.1171857332695
brazil,2007,1509.03196038582
barbados,2007,5.06091623326325
chile,2007,186.800342017845
colombia,2007,213.888575539514
costa_rica,2007,42.8366832769223
dominican_republic,2007,49.5765534872134
ecuador,2007,72.1710712297691
guatemala,2007,48.161463040734596
guyana,2007,3.31665151910056
honduras,2007,16.60475245473
haiti,2007,12.5800922689792
jamaica,2007,14.6949784725175
mexico,2007,1005.93561010939
nicaragua,2007,9.363036176620769
panama,2007,31.6672382243465
peru,2007,125.75890463943401
paraguay,2007,25.241685745642
el_salvador,2007,20.1983224931921
suriname,2007,4.19352904849709
trinidad_and_tobago,2007,23.5435916346616
uruguay,2007,37.4662936780781
argentina,2008,533.4919136562789
bahamas,2008,11.7601907531026
belize,2008,1.47718747196485
bolivia,2008,23.4770602776956
brazil,2008,1585.90499782247
barbados,2008,5.09639482129025
chile,2008,193.393517162917
colombia,2008,220.91149181570998
costa_rica,2008,44.866360242487396
dominican_republic,2008,51.167715084129796
ecuador,2008,76.75908048319839
guatemala,2008,49.747672384869595
guyana,2008,3.3699169980601003
honduras,2008,17.307399177885102
haiti,2008,12.9144751858995
jamaica,2008,14.575693938716801
mexico,2008,1017.43933470369
nicaragua,2008,9.684632561382049
panama,2008,34.7882518619712
peru,2008,137.236376966525
paraguay,2008,26.8814593876179
el_salvador,2008,20.6278800363086
suriname,2008,4.3672840167413
trinidad_and_tobago,2008,24.342128361644797
uruguay,2008,40.1549291141067
argentina,2009,501.917060966235
bahamas,2009,11.269108054259899
belize,2009,1.48039977527698
bolivia,2009,24.2651854867802
brazil,2009,1583.90973897916
barbados,2009,4.83760982626978
chile,2009,190.36837948721399
colombia,2009,223.429106639898
costa_rica,2009,44.4744723526084
dominican_republic,2009,51.6518410646387
ecuador,2009,77.19391422030901
guatemala,2009,49.984918092548796
guyana,2009,3.50055268581197
honduras,2009,16.8865476341935
haiti,2009,13.6751867135516
jamaica,2009,13.942336039189199
mexico,2009,963.660094723917
nicaragua,2009,9.36573551675866
panama,2009,35.2206672459997
peru,2009,138.740245654411
paraguay,2009,26.8112618628241
el_salvador,2009,20.1973093857791
suriname,2009,4.4989008107238
trinidad_and_tobago,2009,23.2730879909318
uruguay,2009,41.8589011921605
argentina,2010,552.738161802463
bahamas,2010,11.4424704317143
belize,2010,1.52486398602698
bolivia,2010,25.266542224071202
brazil,2010,1703.15004088474
barbados,2010,4.72700011065619
chile,2010,201.493845099574
colombia,2010,233.471483024664
costa_rica,2010,46.8584568521451
dominican_republic,2010,55.9594243753002
ecuador,2010,79.9152302508205
guatemala,2010,51.426570817881895
guyana,2010,3.6328105737984098
honduras,2010,17.5166084257374
haiti,2010,12.902331959073098
jamaica,2010,13.739175678658501
mexico,2010,1012.98135687087
