Area_Code,Item_Code,Item,Year,Value,Nation,MtCO2e,model
40,6750,Net Forest conversion,2017,0.0,chile,0.0,AFOLU
40,6750,Net Forest conversion,2018,0.0,chile,0.0,AFOLU
40,6750,Net Forest conversion,2019,0.0,chile,0.0,AFOLU
40,6751,Forestland,2011,-81741.4793,chile,-81.7414793,AFOLU
40,6751,Forestland,2012,-81741.4793,chile,-81.7414793,AFOLU
40,6751,Forestland,2013,-81741.4793,chile,-81.7414793,AFOLU
40,6751,Forestland,2014,-81741.4793,chile,-81.7414793,AFOLU
40,6751,Forestland,2015,-81741.4793,chile,-81.7414793,AFOLU
40,6751,Forestland,2016,-58269.1025,chile,-58.2691025,AFOLU
40,6751,Forestland,2017,-58269.1025,chile,-58.2691025,AFOLU
40,6751,Forestland,2018,-58269.1025,chile,-58.2691025,AFOLU
40,6751,Forestland,2019,-58269.1025,chile,-58.2691025,AFOLU
40,6992,Forest fires,2011,161.7402,chile,0.1617402,AFOLU
40,6992,Forest fires,2012,131.5208,chile,0.1315208,AFOLU
40,6992,Forest fires,2013,50.8269,chile,0.0508269,AFOLU
40,6992,Forest fires,2014,143.9854,chile,0.1439854,AFOLU
40,6992,Forest fires,2015,543.4102,chile,0.5434102,AFOLU
40,6992,Forest fires,2016,98.6268,chile,0.0986268,AFOLU
40,6992,Forest fires,2017,1286.5958,chile,1.2865958,AFOLU
40,6992,Forest fires,2018,40.4186,chile,0.0404186,AFOLU
40,6992,Forest fires,2019,170.5272,chile,0.17052720000000002,AFOLU
44,5058,Enteric Fermentation,2011,43583.085,colombia,43.583085,AFOLU
44,5058,Enteric Fermentation,2012,40763.9416,colombia,40.7639416,AFOLU
44,5058,Enteric Fermentation,2013,39742.8735,colombia,39.7428735,AFOLU
44,5058,Enteric Fermentation,2014,39437.3741,colombia,39.43737410000001,AFOLU
44,5058,Enteric Fermentation,2015,39390.3883,colombia,39.3903883,AFOLU
44,5058,Enteric Fermentation,2016,39490.0765,colombia,39.4900765,AFOLU
44,5058,Enteric Fermentation,2017,41127.8381,colombia,41.1278381,AFOLU
44,5058,Enteric Fermentation,2018,44243.4815,colombia,44.2434815,AFOLU
44,5058,Enteric Fermentation,2019,46234.1911,colombia,46.234191100000004,AFOLU
44,5059,Manure Management,2011,1622.3516,colombia,1.6223516000000002,AFOLU
44,5059,Manure Management,2012,1555.8333,colombia,1.5558333,AFOLU
44,5059,Manure Management,2013,1513.2067,colombia,1.5132067,AFOLU
44,5059,Manure Management,2014,1564.5331,colombia,1.5645331,AFOLU
44,5059,Manure Management,2015,1558.297,colombia,1.558297,AFOLU
44,5059,Manure Management,2016,1512.4437,colombia,1.5124437,AFOLU
44,5059,Manure Management,2017,1548.1091,colombia,1.5481091,AFOLU
44,5059,Manure Management,2018,1636.3428,colombia,1.6363428,AFOLU
44,5059,Manure Management,2019,1547.3851,colombia,1.5473851,AFOLU
44,5060,Rice Cultivation,2011,2945.5245,colombia,2.9455245,AFOLU
44,5060,Rice Cultivation,2012,2797.5199,colombia,2.7975199,AFOLU
44,5060,Rice Cultivation,2013,3018.7871,colombia,3.0187871,AFOLU
44,5060,Rice Cultivation,2014,2676.1214,colombia,2.6761214,AFOLU
44,5060,Rice Cultivation,2015,2964.02,colombia,2.96402,AFOLU
44,5060,Rice Cultivation,2016,3309.4183,colombia,3.3094183,AFOLU
44,5060,Rice Cultivation,2017,3465.0346,colombia,3.4650345999999996,AFOLU
44,5060,Rice Cultivation,2018,3055.5171,colombia,3.0555171000000003,AFOLU
44,5060,Rice Cultivation,2019,3081.5663,colombia,3.0815662999999995,AFOLU
44,5061,Synthetic Fertilizers,2011,3358.8592,colombia,3.3588592000000004,AFOLU
44,5061,Synthetic Fertilizers,2012,3813.3187,colombia,3.8133187000000004,AFOLU
44,5061,Synthetic Fertilizers,2013,2768.9959999999996,colombia,2.768996,AFOLU
44,5061,Synthetic Fertilizers,2014,3092.9503,colombia,3.0929502999999996,AFOLU
44,5061,Synthetic Fertilizers,2015,2986.3684,colombia,2.9863684,AFOLU
44,5061,Synthetic Fertilizers,2016,2844.6218,colombia,2.8446217999999996,AFOLU
44,5061,Synthetic Fertilizers,2017,3380.0187,colombia,3.3800187000000004,AFOLU
44,5061,Synthetic Fertilizers,2018,3118.821,colombia,3.118821,AFOLU
44,5061,Synthetic Fertilizers,2019,3114.4872,colombia,3.1144872,AFOLU
44,5062,Manure applied to Soils,2011,1873.4105,colombia,1.8734104999999999,AFOLU
44,5062,Manure applied to Soils,2012,1973.6122,colombia,1.9736122,AFOLU
44,5062,Manure applied to Soils,2013,1976.1024,colombia,1.9761023999999998,AFOLU
44,5062,Manure applied to Soils,2014,2022.9692,colombia,2.0229692,AFOLU
44,5062,Manure applied to Soils,2015,2022.9086,colombia,2.0229086,AFOLU
44,5062,Manure applied to Soils,2016,1932.5839999999998,colombia,1.932584,AFOLU
44,5062,Manure applied to Soils,2017,1407.931,colombia,1.407931,AFOLU
44,5062,Manure applied to Soils,2018,1533.9268,colombia,1.5339268,AFOLU
44,5062,Manure applied to Soils,2019,1380.1589999999999,colombia,1.380159,AFOLU
44,5063,Manure left on Pasture,2011,10228.333,colombia,10.228333000000001,AFOLU
44,5063,Manure left on Pasture,2012,9247.6603,colombia,9.2476603,AFOLU
44,5063,Manure left on Pasture,2013,8901.606,colombia,8.901606,AFOLU
44,5063,Manure left on Pasture,2014,8838.5461,colombia,8.8385461,AFOLU
44,5063,Manure left on Pasture,2015,8847.4204,colombia,8.847420399999999,AFOLU
44,5063,Manure left on Pasture,2016,8987.5436,colombia,8.9875436,AFOLU
44,5063,Manure left on Pasture,2017,10143.9774,colombia,10.1439774,AFOLU
44,5063,Manure left on Pasture,2018,10846.2479,colombia,10.8462479,AFOLU
44,5063,Manure left on Pasture,2019,11493.1082,colombia,11.4931082,AFOLU
44,5064,Crop Residues,2011,243.7025,colombia,0.24370250000000002,AFOLU
44,5064,Crop Residues,2012,262.3182,colombia,0.2623182,AFOLU
44,5064,Crop Residues,2013,250.6276,colombia,0.2506276,AFOLU
44,5064,Crop Residues,2014,251.399,colombia,0.251399,AFOLU
44,5064,Crop Residues,2015,256.7681,colombia,0.2567681,AFOLU
44,5064,Crop Residues,2016,282.8118,colombia,0.2828118,AFOLU
44,5064,Crop Residues,2017,296.9042,colombia,0.2969042,AFOLU
44,5064,Crop Residues,2018,271.7646,colombia,0.27176459999999997,AFOLU
44,5064,Crop Residues,2019,275.8197,colombia,0.2758197,AFOLU
44,5066,Burning - Crop residues,2011,106.5992,colombia,0.10659919999999999,AFOLU
44,5066,Burning - Crop residues,2012,110.1529,colombia,0.1101529,AFOLU
44,5066,Burning - Crop residues,2013,111.2896,colombia,0.1112896,AFOLU
44,5066,Burning - Crop residues,2014,96.2159,colombia,0.0962159,AFOLU
44,5066,Burning - Crop residues,2015,89.4379,colombia,0.08943789999999999,AFOLU
44,5066,Burning - Crop residues,2016,94.1488,colombia,0.0941488,AFOLU
44,5066,Burning - Crop residues,2017,93.1719,colombia,0.09317189999999999,AFOLU
44,5066,Burning - Crop residues,2018,92.3419,colombia,0.0923419,AFOLU
44,5066,Burning - Crop residues,2019,90.7198,colombia,0.0907198,AFOLU
44,6729,Drained organic soils,2011,892.9415,colombia,0.8929415,AFOLU
44,6729,Drained organic soils,2012,892.9415,colombia,0.8929415,AFOLU
44,6729,Drained organic soils,2013,898.5871,colombia,0.8985871,AFOLU
44,6729,Drained organic soils,2014,898.5871,colombia,0.8985871,AFOLU
44,6729,Drained organic soils,2015,898.5871,colombia,0.8985871,AFOLU
44,6729,Drained organic soils,2016,904.6061,colombia,0.9046061,AFOLU
44,6729,Drained organic soils,2017,913.3424,colombia,0.9133424000000001,AFOLU
44,6729,Drained organic soils,2018,913.3424,colombia,0.9133424000000001,AFOLU
44,6729,Drained organic soils,2019,913.3424,colombia,0.9133424000000001,AFOLU
44,6750,Net Forest conversion,2011,59250.2035,colombia,59.250203500000005,AFOLU
44,6750,Net Forest conversion,2012,59250.2035,colombia,59.250203500000005,AFOLU
44,6750,Net Forest conversion,2013,59250.2035,colombia,59.250203500000005,AFOLU
44,6750,Net Forest conversion,2014,59250.2035,colombia,59.250203500000005,AFOLU
44,6750,Net Forest conversion,2015,59250.2035,colombia,59.250203500000005,AFOLU
44,6750,Net Forest conversion,2016,82452.6637,colombia,82.4526637,AFOLU
44,6750,Net Forest conversion,2017,82452.6637,colombia,82.4526637,AFOLU
44,6750,Net Forest conversion,2018,82452.6637,colombia,82.4526637,AFOLU
44,6750,Net Forest conversion,2019,82452.6637,colombia,82.4526637,AFOLU
44,6751,Forestland,2011,-3534.3359,colombia,-3.5343359,AFOLU
44,6751,Forestland,2012,-3534.3359,colombia,-3.5343359,AFOLU
44,6751,Forestland,2013,-3534.3359,colombia,-3.5343359,AFOLU
44,6751,Forestland,2014,-3534.3359,colombia,-3.5343359,AFOLU
44,6751,Forestland,2015,-3534.3359,colombia,-3.5343359,AFOLU
44,6751,Forestland,2016,-281.4225,colombia,-0.28142249999999996,AFOLU
44,6751,Forestland,2017,-281.4225,colombia,-0.28142249999999996,AFOLU
44,6751,Forestland,2018,-281.4225,colombia,-0.28142249999999996,AFOLU
44,6751,Forestland,2019,-281.4225,colombia,-0.28142249999999996,AFOLU
44,6992,Forest fires,2011,89.4328,colombia,0.08943279999999999,AFOLU
44,6992,Forest fires,2012,102.5117,colombia,0.1025117,AFOLU
44,6992,Forest fires,2013,133.8709,colombia,0.1338709,AFOLU
44,6992,Forest fires,2014,285.5388,colombia,0.2855388,AFOLU
44,6992,Forest fires,2015,294.6737,colombia,0.2946737,AFOLU
44,6992,Forest fires,2016,309.0711,colombia,0.3090711,AFOLU
44,6992,Forest fires,2017,177.521,colombia,0.177521,AFOLU
44,6992,Forest fires,2018,882.4853,colombia,0.8824853000000001,AFOLU
44,6992,Forest fires,2019,217.4963,colombia,0.21749629999999998,AFOLU
48,5058,Enteric Fermentation,2011,2516.143,costa_rica,2.516143,AFOLU
48,5058,Enteric Fermentation,2012,2435.1712,costa_rica,2.4351712000000005,AFOLU
48,5058,Enteric Fermentation,2013,2471.8848,costa_rica,2.4718847999999998,AFOLU
48,5058,Enteric Fermentation,2014,2475.4996,costa_rica,2.4754996,AFOLU
48,5058,Enteric Fermentation,2015,2486.5357,costa_rica,2.4865357000000006,AFOLU
48,5058,Enteric Fermentation,2016,2642.6656,costa_rica,2.6426656000000004,AFOLU
48,5058,Enteric Fermentation,2017,2688.3749,costa_rica,2.6883749,AFOLU
48,5058,Enteric Fermentation,2018,2724.5868,costa_rica,2.7245868,AFOLU
48,5058,Enteric Fermentation,2019,2758.5586,costa_rica,2.7585585999999997,AFOLU
48,5059,Manure Management,2011,124.5453,costa_rica,0.1245453,AFOLU
48,5059,Manure Management,2012,125.8525,costa_rica,0.1258525,AFOLU
48,5059,Manure Management,2013,126.4002,costa_rica,0.1264002,AFOLU
48,5059,Manure Management,2014,129.235,costa_rica,0.129235,AFOLU
48,5059,Manure Management,2015,131.0435,costa_rica,0.1310435,AFOLU
48,5059,Manure Management,2016,134.5617,costa_rica,0.1345617,AFOLU
48,5059,Manure Management,2017,136.281,costa_rica,0.13628099999999999,AFOLU
48,5059,Manure Management,2018,137.8803,costa_rica,0.13788029999999998,AFOLU
48,5059,Manure Management,2019,139.3946,costa_rica,0.1393946,AFOLU
48,5060,Rice Cultivation,2011,61.78,costa_rica,0.061779999999999995,AFOLU
48,5060,Rice Cultivation,2012,44.3156,costa_rica,0.044315600000000004,AFOLU
48,5060,Rice Cultivation,2013,52.056000000000004,costa_rica,0.05205599999999999,AFOLU
48,5060,Rice Cultivation,2014,36.013000000000005,costa_rica,0.036012999999999996,AFOLU
48,5060,Rice Cultivation,2015,38.336,costa_rica,0.038336,AFOLU
48,5060,Rice Cultivation,2016,37.7998,costa_rica,0.0377998,AFOLU
48,5060,Rice Cultivation,2017,30.0507,costa_rica,0.0300507,AFOLU
48,5060,Rice Cultivation,2018,30.3972,costa_rica,0.0303972,AFOLU
48,5060,Rice Cultivation,2019,24.8191,costa_rica,0.024819099999999997,AFOLU
48,5061,Synthetic Fertilizers,2011,522.0108,costa_rica,0.5220108,AFOLU
48,5061,Synthetic Fertilizers,2012,484.8478,costa_rica,0.4848478,AFOLU
48,5061,Synthetic Fertilizers,2013,496.4676,costa_rica,0.49646759999999995,AFOLU
48,5061,Synthetic Fertilizers,2014,429.9509,costa_rica,0.4299509,AFOLU
48,5061,Synthetic Fertilizers,2015,472.564,costa_rica,0.47256400000000004,AFOLU
48,5061,Synthetic Fertilizers,2016,545.9384,costa_rica,0.5459384,AFOLU
48,5061,Synthetic Fertilizers,2017,500.6871,costa_rica,0.5006871,AFOLU
48,5061,Synthetic Fertilizers,2018,530.8665,costa_rica,0.5308665,AFOLU
48,5061,Synthetic Fertilizers,2019,525.8307,costa_rica,0.5258307,AFOLU
48,5062,Manure applied to Soils,2011,214.7417,costa_rica,0.21474169999999998,AFOLU
48,5062,Manure applied to Soils,2012,215.6107,costa_rica,0.2156107,AFOLU
48,5062,Manure applied to Soils,2013,231.6356,costa_rica,0.23163560000000002,AFOLU
48,5062,Manure applied to Soils,2014,234.5792,costa_rica,0.2345792,AFOLU
48,5062,Manure applied to Soils,2015,238.8159,costa_rica,0.2388159,AFOLU
48,5062,Manure applied to Soils,2016,245.1805,costa_rica,0.2451805,AFOLU
48,5062,Manure applied to Soils,2017,246.9716,costa_rica,0.24697159999999999,AFOLU
48,5062,Manure applied to Soils,2018,248.8888,costa_rica,0.2488888,AFOLU
48,5062,Manure applied to Soils,2019,249.7819,costa_rica,0.2497819,AFOLU
48,5063,Manure left on Pasture,2011,505.8411,costa_rica,0.5058411,AFOLU
48,5063,Manure left on Pasture,2012,488.281,costa_rica,0.488281,AFOLU
48,5063,Manure left on Pasture,2013,475.9962,costa_rica,0.47599620000000004,AFOLU
48,5063,Manure left on Pasture,2014,476.3049,costa_rica,0.4763049,AFOLU
48,5063,Manure left on Pasture,2015,476.189,costa_rica,0.47618900000000003,AFOLU
48,5063,Manure left on Pasture,2016,511.3498,costa_rica,0.5113498,AFOLU
48,5063,Manure left on Pasture,2017,521.8828,costa_rica,0.5218828,AFOLU
48,5063,Manure left on Pasture,2018,530.3107,costa_rica,0.5303107,AFOLU
48,5063,Manure left on Pasture,2019,539.4635,costa_rica,0.5394635,AFOLU
48,5064,Crop Residues,2011,21.4248,costa_rica,0.021424799999999997,AFOLU
48,5064,Crop Residues,2012,16.6424,costa_rica,0.0166424,AFOLU
48,5064,Crop Residues,2013,17.7207,costa_rica,0.0177207,AFOLU
48,5064,Crop Residues,2014,15.8418,costa_rica,0.0158418,AFOLU
48,5064,Crop Residues,2015,15.0803,costa_rica,0.0150803,AFOLU
48,5064,Crop Residues,2016,15.4233,costa_rica,0.015423300000000001,AFOLU
48,5064,Crop Residues,2017,11.8831,costa_rica,0.0118831,AFOLU
48,5064,Crop Residues,2018,12.17,costa_rica,0.01217,AFOLU
48,5064,Crop Residues,2019,11.1179,costa_rica,0.0111179,AFOLU
48,5066,Burning - Crop residues,2011,8.3709,costa_rica,0.0083709,AFOLU
48,5066,Burning - Crop residues,2012,7.1548,costa_rica,0.0071548,AFOLU
48,5066,Burning - Crop residues,2013,7.9019,costa_rica,0.0079019,AFOLU
48,5066,Burning - Crop residues,2014,6.8326,costa_rica,0.006832600000000001,AFOLU
48,5066,Burning - Crop residues,2015,6.8944,costa_rica,0.0068944,AFOLU
48,5066,Burning - Crop residues,2016,6.9664,costa_rica,0.0069664,AFOLU
48,5066,Burning - Crop residues,2017,6.3347,costa_rica,0.0063347,AFOLU
48,5066,Burning - Crop residues,2018,5.9975,costa_rica,0.0059975,AFOLU
48,5066,Burning - Crop residues,2019,5.7978,costa_rica,0.0057978000000000005,AFOLU
48,6729,Drained organic soils,2011,198.43200000000002,costa_rica,0.198432,AFOLU
48,6729,Drained organic soils,2012,198.43200000000002,costa_rica,0.198432,AFOLU
48,6729,Drained organic soils,2013,198.1646,costa_rica,0.1981646,AFOLU
48,6729,Drained organic soils,2014,170.5218,costa_rica,0.17052179999999997,AFOLU
48,6729,Drained organic soils,2015,170.5218,costa_rica,0.17052179999999997,AFOLU
48,6729,Drained organic soils,2016,170.5218,costa_rica,0.17052179999999997,AFOLU
48,6729,Drained organic soils,2017,164.8008,costa_rica,0.16480079999999997,AFOLU
48,6729,Drained organic soils,2018,161.255,costa_rica,0.16125499999999998,AFOLU
48,6729,Drained organic soils,2019,161.255,costa_rica,0.16125499999999998,AFOLU
48,6750,Net Forest conversion,2011,0.0,costa_rica,0.0,AFOLU
48,6750,Net Forest conversion,2012,0.0,costa_rica,0.0,AFOLU
48,6750,Net Forest conversion,2013,0.0,costa_rica,0.0,AFOLU
48,6750,Net Forest conversion,2014,0.0,costa_rica,0.0,AFOLU
48,6750,Net Forest conversion,2015,0.0,costa_rica,0.0,AFOLU
48,6750,Net Forest conversion,2016,0.0,costa_rica,0.0,AFOLU
48,6750,Net Forest conversion,2017,0.0,costa_rica,0.0,AFOLU
48,6750,Net Forest conversion,2018,0.0,costa_rica,0.0,AFOLU
48,6750,Net Forest conversion,2019,0.0,costa_rica,0.0,AFOLU
48,6751,Forestland,2011,-7441.0747,costa_rica,-7.441074700000001,AFOLU
48,6751,Forestland,2012,-7441.0747,costa_rica,-7.441074700000001,AFOLU
48,6751,Forestland,2013,-7441.0747,costa_rica,-7.441074700000001,AFOLU
48,6751,Forestland,2014,-7441.0747,costa_rica,-7.441074700000001,AFOLU
48,6751,Forestland,2015,-7441.0747,costa_rica,-7.441074700000001,AFOLU
48,6751,Forestland,2016,-7441.984,costa_rica,-7.441984,AFOLU
48,6751,Forestland,2017,-7441.984,costa_rica,-7.441984,AFOLU
48,6751,Forestland,2018,-7441.984,costa_rica,-7.441984,AFOLU
48,6751,Forestland,2019,-7441.984,costa_rica,-7.441984,AFOLU
48,6992,Forest fires,2011,0.4333,costa_rica,0.0004333,AFOLU
48,6992,Forest fires,2012,34.689,costa_rica,0.034689,AFOLU
48,6992,Forest fires,2013,38.196,costa_rica,0.038196,AFOLU
48,6992,Forest fires,2014,13.8725,costa_rica,0.0138725,AFOLU
48,6992,Forest fires,2015,58.5468,costa_rica,0.05854680000000001,AFOLU
48,6992,Forest fires,2016,57.1794,costa_rica,0.0571794,AFOLU
48,6992,Forest fires,2017,17.3048,costa_rica,0.0173048,AFOLU
48,6992,Forest fires,2018,27.7794,costa_rica,0.027779400000000003,AFOLU
48,6992,Forest fires,2019,39.7308,costa_rica,0.039730800000000004,AFOLU
56,5058,Enteric Fermentation,2011,5124.056,dominican_republic,5.1240559999999995,AFOLU
56,5058,Enteric Fermentation,2012,5216.414000000001,dominican_republic,5.216414,AFOLU
56,5058,Enteric Fermentation,2013,5246.444,dominican_republic,5.246444,AFOLU
56,5058,Enteric Fermentation,2014,5251.4,dominican_republic,5.2514,AFOLU
56,5058,Enteric Fermentation,2015,5250.2072,dominican_republic,5.2502072,AFOLU
56,5058,Enteric Fermentation,2016,5277.2809,dominican_republic,5.2772809,AFOLU
56,5058,Enteric Fermentation,2017,5296.1935,dominican_republic,5.296193499999999,AFOLU
56,5058,Enteric Fermentation,2018,5312.9278,dominican_republic,5.3129278,AFOLU
56,5058,Enteric Fermentation,2019,5438.1891,dominican_republic,5.4381891,AFOLU
56,5059,Manure Management,2011,363.4641,dominican_republic,0.36346409999999996,AFOLU
56,5059,Manure Management,2012,346.19699999999995,dominican_republic,0.346197,AFOLU
56,5059,Manure Management,2013,345.065,dominican_republic,0.345065,AFOLU
56,5059,Manure Management,2014,343.8643,dominican_republic,0.3438643,AFOLU
56,5059,Manure Management,2015,347.9038,dominican_republic,0.3479038,AFOLU
56,5059,Manure Management,2016,365.9865,dominican_republic,0.3659865,AFOLU
56,5059,Manure Management,2017,375.7257,dominican_republic,0.3757257,AFOLU
56,5059,Manure Management,2018,371.5224,dominican_republic,0.37152240000000003,AFOLU
56,5059,Manure Management,2019,358.5592,dominican_republic,0.3585592,AFOLU
56,5060,Rice Cultivation,2011,1342.547,dominican_republic,1.342547,AFOLU
56,5060,Rice Cultivation,2012,1236.2499,dominican_republic,1.2362499,AFOLU
56,5060,Rice Cultivation,2013,1232.1548,dominican_republic,1.2321548,AFOLU
56,5060,Rice Cultivation,2014,1253.5679,dominican_republic,1.2535678999999997,AFOLU
56,5060,Rice Cultivation,2015,1224.8788,dominican_republic,1.2248788000000002,AFOLU
56,5060,Rice Cultivation,2016,1261.4739,dominican_republic,1.2614739,AFOLU
56,5060,Rice Cultivation,2017,1339.8656,dominican_republic,1.3398656,AFOLU
56,5060,Rice Cultivation,2018,1479.8151,dominican_republic,1.4798151000000002,AFOLU
56,5060,Rice Cultivation,2019,1502.1194,dominican_republic,1.5021194,AFOLU
56,5061,Synthetic Fertilizers,2011,249.4818,dominican_republic,0.24948179999999998,AFOLU
56,5061,Synthetic Fertilizers,2012,186.5251,dominican_republic,0.1865251,AFOLU
56,5061,Synthetic Fertilizers,2013,202.4381,dominican_republic,0.2024381,AFOLU
56,5061,Synthetic Fertilizers,2014,242.2649,dominican_republic,0.24226489999999998,AFOLU
56,5061,Synthetic Fertilizers,2015,334.6614,dominican_republic,0.3346614,AFOLU
56,5061,Synthetic Fertilizers,2016,361.8926,dominican_republic,0.3618926,AFOLU
56,5061,Synthetic Fertilizers,2017,388.9652,dominican_republic,0.3889652,AFOLU
56,5061,Synthetic Fertilizers,2018,494.5784,dominican_republic,0.49457840000000003,AFOLU
56,5061,Synthetic Fertilizers,2019,415.1454,dominican_republic,0.41514540000000005,AFOLU
56,5062,Manure applied to Soils,2011,357.5344,dominican_republic,0.35753440000000003,AFOLU
56,5062,Manure applied to Soils,2012,348.3601,dominican_republic,0.34836009999999995,AFOLU
56,5062,Manure applied to Soils,2013,357.3829,dominican_republic,0.3573829,AFOLU
56,5062,Manure applied to Soils,2014,358.2618,dominican_republic,0.3582618,AFOLU
56,5062,Manure applied to Soils,2015,365.0876,dominican_republic,0.36508759999999996,AFOLU
56,5062,Manure applied to Soils,2016,388.523,dominican_republic,0.388523,AFOLU
56,5062,Manure applied to Soils,2017,408.0401,dominican_republic,0.40804009999999996,AFOLU
56,5062,Manure applied to Soils,2018,406.6045,dominican_republic,0.4066045,AFOLU
56,5062,Manure applied to Soils,2019,400.9893,dominican_republic,0.4009893,AFOLU
56,5063,Manure left on Pasture,2011,1561.7661,dominican_republic,1.5617661,AFOLU
56,5063,Manure left on Pasture,2012,1575.6202,dominican_republic,1.5756202,AFOLU
56,5063,Manure left on Pasture,2013,1563.7284,dominican_republic,1.5637284,AFOLU
56,5063,Manure left on Pasture,2014,1560.8638,dominican_republic,1.5608638000000001,AFOLU
56,5063,Manure left on Pasture,2015,1564.0363,dominican_republic,1.5640363000000002,AFOLU
56,5063,Manure left on Pasture,2016,1563.8409,dominican_republic,1.5638409,AFOLU
56,5063,Manure left on Pasture,2017,1572.2818,dominican_republic,1.5722818,AFOLU
56,5063,Manure left on Pasture,2018,1575.3316,dominican_republic,1.5753316000000002,AFOLU
56,5063,Manure left on Pasture,2019,1593.7608,dominican_republic,1.5937608,AFOLU
56,5064,Crop Residues,2011,56.4408,dominican_republic,0.0564408,AFOLU
56,5064,Crop Residues,2012,47.0045,dominican_republic,0.047004500000000005,AFOLU
56,5064,Crop Residues,2013,49.989,dominican_republic,0.049989,AFOLU
56,5064,Crop Residues,2014,56.5465,dominican_republic,0.056546500000000006,AFOLU
56,5064,Crop Residues,2015,55.8011,dominican_republic,0.0558011,AFOLU
56,5064,Crop Residues,2016,58.4304,dominican_republic,0.0584304,AFOLU
56,5064,Crop Residues,2017,61.6727,dominican_republic,0.0616727,AFOLU
56,5064,Crop Residues,2018,66.2354,dominican_republic,0.06623539999999999,AFOLU
56,5064,Crop Residues,2019,67.8721,dominican_republic,0.0678721,AFOLU
56,5066,Burning - Crop residues,2011,17.1999,dominican_republic,0.017199900000000004,AFOLU
56,5066,Burning - Crop residues,2012,17.3593,dominican_republic,0.017359299999999998,AFOLU
56,5066,Burning - Crop residues,2013,17.5433,dominican_republic,0.017543299999999998,AFOLU
56,5066,Burning - Crop residues,2014,17.2182,dominican_republic,0.017218200000000003,AFOLU
56,5066,Burning - Crop residues,2015,17.0007,dominican_republic,0.0170007,AFOLU
56,5066,Burning - Crop residues,2016,17.8514,dominican_republic,0.0178514,AFOLU
56,5066,Burning - Crop residues,2017,18.473,dominican_republic,0.018473,AFOLU
56,5066,Burning - Crop residues,2018,19.8874,dominican_republic,0.019887400000000003,AFOLU
56,5066,Burning - Crop residues,2019,19.2147,dominican_republic,0.0192147,AFOLU
56,6750,Net Forest conversion,2011,0.0,dominican_republic,0.0,AFOLU
56,6750,Net Forest conversion,2012,0.0,dominican_republic,0.0,AFOLU
56,6750,Net Forest conversion,2013,0.0,dominican_republic,0.0,AFOLU
56,6750,Net Forest conversion,2014,0.0,dominican_republic,0.0,AFOLU
56,6750,Net Forest conversion,2015,0.0,dominican_republic,0.0,AFOLU
56,6750,Net Forest conversion,2016,603.68,dominican_republic,0.60368,AFOLU
56,6750,Net Forest conversion,2017,603.68,dominican_republic,0.60368,AFOLU
56,6750,Net Forest conversion,2018,603.68,dominican_republic,0.60368,AFOLU
56,6750,Net Forest conversion,2019,603.68,dominican_republic,0.60368,AFOLU
56,6751,Forestland,2011,-1175.405,dominican_republic,-1.175405,AFOLU
56,6751,Forestland,2012,-1175.405,dominican_republic,-1.175405,AFOLU
56,6751,Forestland,2013,-1175.405,dominican_republic,-1.175405,AFOLU
56,6751,Forestland,2014,-1175.405,dominican_republic,-1.175405,AFOLU
56,6751,Forestland,2015,-1175.405,dominican_republic,-1.175405,AFOLU
56,6751,Forestland,2016,-2161.005,dominican_republic,-2.161005,AFOLU
56,6751,Forestland,2017,-2161.005,dominican_republic,-2.161005,AFOLU
56,6751,Forestland,2018,-2161.005,dominican_republic,-2.161005,AFOLU
56,6751,Forestland,2019,-2161.005,dominican_republic,-2.161005,AFOLU
56,6992,Forest fires,2011,1.7706,dominican_republic,0.0017706,AFOLU
56,6992,Forest fires,2012,2.6138,dominican_republic,0.0026138000000000003,AFOLU
56,6992,Forest fires,2013,8.332,dominican_republic,0.008331999999999999,AFOLU
56,6992,Forest fires,2014,7.6181,dominican_republic,0.0076181,AFOLU
56,6992,Forest fires,2015,32.4406,dominican_republic,0.0324406,AFOLU
56,6992,Forest fires,2016,0.6474,dominican_republic,0.0006474,AFOLU
56,6992,Forest fires,2017,0.8672,dominican_republic,0.0008672,AFOLU
56,6992,Forest fires,2018,0.0,dominican_republic,0.0,AFOLU
56,6992,Forest fires,2019,4.9925,dominican_republic,0.0049924999999999995,AFOLU
58,5058,Enteric Fermentation,2011,9321.9923,ecuador,9.321992300000002,AFOLU
58,5058,Enteric Fermentation,2012,9065.9778,ecuador,9.0659778,AFOLU
58,5058,Enteric Fermentation,2013,8926.1948,ecuador,8.926194800000001,AFOLU
58,5058,Enteric Fermentation,2014,7956.7857,ecuador,7.9567857,AFOLU
58,5058,Enteric Fermentation,2015,7112.7006,ecuador,7.112700599999999,AFOLU
58,5058,Enteric Fermentation,2016,7123.7764,ecuador,7.1237764000000015,AFOLU
58,5058,Enteric Fermentation,2017,7188.0208,ecuador,7.188020799999999,AFOLU
58,5058,Enteric Fermentation,2018,6953.8203,ecuador,6.953820299999999,AFOLU
58,5058,Enteric Fermentation,2019,7439.8002,ecuador,7.4398002000000005,AFOLU
58,5059,Manure Management,2011,523.1936,ecuador,0.5231935999999999,AFOLU
58,5059,Manure Management,2012,463.82199999999995,ecuador,0.463822,AFOLU
58,5059,Manure Management,2013,481.2559,ecuador,0.4812559,AFOLU
58,5059,Manure Management,2014,529.7172,ecuador,0.5297172,AFOLU
