year,value,country,category
2003,1303.3149405589197,costa_rica,imputed
2004,1315.7917541520812,costa_rica,imputed
2005,1320.0,costa_rica,imputed
2006,1353.6218116046166,costa_rica,imputed
2007,1381.4424922837347,costa_rica,imputed
2008,1409.2631729628524,costa_rica,imputed
2009,1437.0838536419706,costa_rica,imputed
2010,1464.9045343210885,costa_rica,imputed
2011,1492.7252150002064,costa_rica,imputed
2012,1520.545895679324,costa_rica,imputed
2013,1548.3665763584422,costa_rica,imputed
2014,1576.18725703756,costa_rica,imputed
2015,1604.007937716678,costa_rica,imputed
2016,1631.8286183957962,costa_rica,imputed
2017,1659.6492990749139,costa_rica,imputed
2018,1687.469979754032,costa_rica,imputed
1990,432.4733720373756,costa_rica,forecasted
1991,500.5873120007928,costa_rica,forecasted
1992,570.0028426965597,costa_rica,forecasted
1993,641.2401035757808,costa_rica,forecasted
1994,714.8192340895614,costa_rica,forecasted
1995,791.2603736890059,costa_rica,forecasted
1996,871.0836618252191,costa_rica,forecasted
1997,964.2103621071078,costa_rica,forecasted
1998,1057.1794823552218,costa_rica,forecasted
1999,1145.9311545479122,costa_rica,forecasted
2000,1226.4055106635315,costa_rica,forecasted
2001,1261.0892556343888,costa_rica,forecasted
2002,1285.9032533262703,costa_rica,forecasted
2003,1303.3149405589197,costa_rica,forecasted
2004,1315.7917541520812,costa_rica,forecasted
2005,1325.801130925499,costa_rica,forecasted
2006,1353.6218116046166,costa_rica,forecasted
2007,1381.4424922837347,costa_rica,forecasted
2008,1409.2631729628524,costa_rica,forecasted
2009,1437.0838536419706,costa_rica,forecasted
2010,1464.9045343210885,costa_rica,forecasted
2011,1492.7252150002064,costa_rica,forecasted
2012,1520.545895679324,costa_rica,forecasted
2013,1548.3665763584422,costa_rica,forecasted
2014,1576.18725703756,costa_rica,forecasted
2015,1604.007937716678,costa_rica,forecasted
2016,1631.8286183957962,costa_rica,forecasted
2017,1659.6492990749139,costa_rica,forecasted
2018,1687.469979754032,costa_rica,forecasted
1990,430.0,costa_rica,observed
1991,500.5873120007928,costa_rica,observed
1992,570.0028426965597,costa_rica,observed
1993,641.2401035757808,costa_rica,observed
1994,714.8192340895614,costa_rica,observed
1995,791.2603736890059,costa_rica,observed
1996,870.0,costa_rica,observed
1997,964.2103621071078,costa_rica,observed
1998,1057.1794823552218,costa_rica,observed
1999,1145.9311545479122,costa_rica,observed
2000,1236.0,costa_rica,observed
2001,1261.0892556343888,costa_rica,observed
2002,1285.9032533262703,costa_rica,observed
2003,1303.3149405589197,costa_rica,observed
2004,1315.7917541520812,costa_rica,observed
2005,1320.0,costa_rica,observed
2006,1353.6218116046166,costa_rica,observed
2007,1381.4424922837347,costa_rica,observed
2008,1409.2631729628524,costa_rica,observed
2009,1437.0838536419706,costa_rica,observed
2010,1464.9045343210885,costa_rica,observed
2011,1492.7252150002064,costa_rica,observed
2012,1520.545895679324,costa_rica,observed
2013,1548.3665763584422,costa_rica,observed
2014,1576.18725703756,costa_rica,observed
2015,1604.007937716678,costa_rica,observed
2016,1631.8286183957962,costa_rica,observed
2017,1659.6492990749139,costa_rica,observed
2018,1687.469979754032,costa_rica,observed
1990,1305.0,dominican_republic,imputed
1991,1644.3919616470632,dominican_republic,imputed
1992,1967.3515795335948,dominican_republic,imputed
1993,2259.4131896805106,dominican_republic,imputed
1994,2519.0,dominican_republic,imputed
1995,2310.6958009020163,dominican_republic,imputed
1996,2080.7806707859527,dominican_republic,imputed
1997,1841.6952705489673,dominican_republic,imputed
1998,1615.0,dominican_republic,imputed
1999,1634.6928962233399,dominican_republic,imputed
2000,1673.0,dominican_republic,imputed
2001,1894.2886335433489,dominican_republic,imputed
2002,2125.303021565858,dominican_republic,imputed
2003,2372.491032937003,dominican_republic,imputed
2004,2633.830964738205,dominican_republic,imputed
2005,2907.3011140508834,dominican_republic,imputed
2006,3190.8797779564593,dominican_republic,imputed
2007,3482.5452535363534,dominican_republic,imputed
2008,3780.275837871986,dominican_republic,imputed
2009,4082.0498280447773,dominican_republic,imputed
2010,4390.0,dominican_republic,imputed
2011,4615.532409503414,dominican_republic,imputed
2012,4845.219297870677,dominican_republic,imputed
2013,5074.906186237942,dominican_republic,imputed
2014,5304.593074605207,dominican_republic,imputed
2015,5534.279962972471,dominican_republic,imputed
2016,5763.9668513397355,dominican_republic,imputed
2017,5993.653739707001,dominican_republic,imputed
2018,6223.340628074266,dominican_republic,imputed
1990,1309.383268078259,dominican_republic,forecasted
1991,1644.3919616470632,dominican_republic,forecasted
1992,1967.3515795335948,dominican_republic,forecasted
1993,2259.4131896805106,dominican_republic,forecasted
1994,2501.7278600304676,dominican_republic,forecasted
1995,2310.6958009020163,dominican_republic,forecasted
1996,2080.7806707859527,dominican_republic,forecasted
1997,1841.6952705489673,dominican_republic,forecasted
1998,1623.1524010577511,dominican_republic,forecasted
1999,1634.6928962233399,dominican_republic,forecasted
2000,1681.4695717880554,dominican_republic,forecasted
2001,1894.2886335433489,dominican_republic,forecasted
2002,2125.303021565858,dominican_republic,forecasted
2003,2372.491032937003,dominican_republic,forecasted
2004,2633.830964738205,dominican_republic,forecasted
2005,2907.3011140508834,dominican_republic,forecasted
2006,3190.8797779564593,dominican_republic,forecasted
2007,3482.5452535363534,dominican_republic,forecasted
2008,3780.275837871986,dominican_republic,forecasted
2009,4082.0498280447773,dominican_republic,forecasted
2010,4385.845521136149,dominican_republic,forecasted
2011,4615.532409503414,dominican_republic,forecasted
2012,4845.219297870677,dominican_republic,forecasted
2013,5074.906186237942,dominican_republic,forecasted
2014,5304.593074605207,dominican_republic,forecasted
2015,5534.279962972471,dominican_republic,forecasted
2016,5763.9668513397355,dominican_republic,forecasted
2017,5993.653739707001,dominican_republic,forecasted
2018,6223.340628074266,dominican_republic,forecasted
1990,1305.0,dominican_republic,observed
1991,1644.3919616470632,dominican_republic,observed
1992,1967.3515795335948,dominican_republic,observed
1993,2259.4131896805106,dominican_republic,observed
1994,2519.0,dominican_republic,observed
1995,2310.6958009020163,dominican_republic,observed
1996,2080.7806707859527,dominican_republic,observed
1997,1841.6952705489673,dominican_republic,observed
1998,1615.0,dominican_republic,observed
1999,1634.6928962233399,dominican_republic,observed
2000,1673.0,dominican_republic,observed
2001,1894.2886335433489,dominican_republic,observed
2002,2125.303021565858,dominican_republic,observed
2003,2372.491032937003,dominican_republic,observed
2004,2633.830964738205,dominican_republic,observed
2005,2907.3011140508834,dominican_republic,observed
2006,3190.8797779564593,dominican_republic,observed
2007,3482.5452535363534,dominican_republic,observed
2008,3780.275837871986,dominican_republic,observed
2009,4082.0498280447773,dominican_republic,observed
2010,4390.0,dominican_republic,observed
2011,4615.532409503414,dominican_republic,observed
2012,4845.219297870677,dominican_republic,observed
2013,5074.906186237942,dominican_republic,observed
2014,5304.593074605207,dominican_republic,observed
2015,5534.279962972471,dominican_republic,observed
2016,5763.9668513397355,dominican_republic,observed
2017,5993.653739707001,dominican_republic,observed
2018,6223.340628074266,dominican_republic,observed
1990,4653.0,ecuador,imputed
1991,3709.418939065386,ecuador,imputed
1992,2908.6083631669826,ecuador,imputed
1993,2183.616146738185,ecuador,imputed
1994,1433.0,ecuador,imputed
1995,1353.7739165873113,ecuador,imputed
1996,1272.0322167856048,ecuador,imputed
1997,1312.3255042942437,ecuador,imputed
1998,1426.2751160376456,ecuador,imputed
1999,1565.5023889402287,ecuador,imputed
2000,1688.0,ecuador,imputed
2001,1710.6279884885869,ecuador,imputed
2002,1700.3359173972349,ecuador,imputed
2003,1682.9407119908092,ecuador,imputed
2004,1690.6306376077646,ecuador,imputed
2005,1755.593959586556,ecuador,imputed
2006,1845.0,ecuador,imputed
2007,2232.6132420194217,ecuador,imputed
2008,2610.4635169712374,ecuador,imputed
2009,2977.1758172803748,ecuador,imputed
2010,3345.0,ecuador,imputed
2011,3356.7977503440493,ecuador,imputed
2012,3378.0,ecuador,imputed
2013,3397.979243108023,ecuador,imputed
2014,3420.6821157961185,ecuador,imputed
2015,3443.3849884842143,ecuador,imputed
2016,3466.08786117231,ecuador,imputed
2017,3488.790733860406,ecuador,imputed
2018,3511.4936065485017,ecuador,imputed
1990,4514.560897437444,ecuador,forecasted
1991,3709.418939065386,ecuador,forecasted
1992,2908.6083631669826,ecuador,forecasted
1993,2183.616146738185,ecuador,forecasted
1994,1605.9292667749453,ecuador,forecasted
1995,1353.7739165873113,ecuador,forecasted
1996,1272.0322167856048,ecuador,forecasted
1997,1312.3255042942437,ecuador,forecasted
1998,1426.2751160376456,ecuador,forecasted
1999,1565.5023889402287,ecuador,forecasted
2000,1681.62865992641,ecuador,forecasted
2001,1710.6279884885869,ecuador,forecasted
2002,1700.3359173972349,ecuador,forecasted
2003,1682.9407119908092,ecuador,forecasted
2004,1690.6306376077646,ecuador,forecasted
2005,1755.593959586556,ecuador,forecasted
2006,1910.0189432656384,ecuador,forecasted
2007,2232.6132420194217,ecuador,forecasted
2008,2610.4635169712374,ecuador,forecasted
2009,2977.1758172803748,ecuador,forecasted
2010,3266.356192106118,ecuador,forecasted
2011,3356.7977503440493,ecuador,forecasted
2012,3375.276370419927,ecuador,forecasted
2013,3397.979243108023,ecuador,forecasted
2014,3420.6821157961185,ecuador,forecasted
2015,3443.3849884842143,ecuador,forecasted
2016,3466.08786117231,ecuador,forecasted
2017,3488.790733860406,ecuador,forecasted
2018,3511.4936065485017,ecuador,forecasted
1990,4653.0,ecuador,observed
1991,3709.418939065386,ecuador,observed
1992,2908.6083631669826,ecuador,observed
1993,2183.616146738185,ecuador,observed
1994,1433.0,ecuador,observed
1995,1353.7739165873113,ecuador,observed
1996,1272.0322167856048,ecuador,observed
1997,1312.3255042942437,ecuador,observed
1998,1426.2751160376456,ecuador,observed
1999,1565.5023889402287,ecuador,observed
2000,1688.0,ecuador,observed
2001,1710.6279884885869,ecuador,observed
2002,1700.3359173972349,ecuador,observed
2003,1682.9407119908092,ecuador,observed
2004,1690.6306376077646,ecuador,observed
2005,1755.593959586556,ecuador,observed
2006,1845.0,ecuador,observed
2007,2232.6132420194217,ecuador,observed
2008,2610.4635169712374,ecuador,observed
2009,2977.1758172803748,ecuador,observed
2010,3345.0,ecuador,observed
2011,3356.7977503440493,ecuador,observed
2012,3378.0,ecuador,observed
2013,3397.979243108023,ecuador,observed
2014,3420.6821157961185,ecuador,observed
2015,3443.3849884842143,ecuador,observed
2016,3466.08786117231,ecuador,observed
2017,3488.790733860406,ecuador,observed
2018,3511.4936065485017,ecuador,observed
1990,663.710510247314,el_salvador,imputed
1991,716.1658941918893,el_salvador,imputed
1992,769.1735483503867,el_salvador,imputed
1993,823.0260843295584,el_salvador,imputed
1994,876.0,el_salvador,imputed
1995,939.4950943981796,el_salvador,imputed
1996,1002.2741705458193,el_salvador,imputed
1997,1066.2233326305134,el_salvador,imputed
1998,1131.2125711037002,el_salvador,imputed
1999,1197.1118764168182,el_salvador,imputed
2000,1263.791239021306,el_salvador,imputed
2001,1331.1206493686013,el_salvador,imputed
2002,1398.9700979101435,el_salvador,imputed
2003,1467.2095750973704,el_salvador,imputed
2004,1535.7090713817202,el_salvador,imputed
2005,1605.0,el_salvador,imputed
2006,1671.1259555604984,el_salvador,imputed
2007,1737.9133339063646,el_salvador,imputed
2008,1804.7007122522316,el_salvador,imputed
2009,1871.488090598098,el_salvador,imputed
2010,1938.2754689439644,el_salvador,imputed
2011,2005.062847289831,el_salvador,imputed
2012,2071.850225635698,el_salvador,imputed
2013,2138.6376039815646,el_salvador,imputed
2014,2205.4249823274313,el_salvador,imputed
2015,2272.2123606732976,el_salvador,imputed
2016,2338.999739019164,el_salvador,imputed
2017,2405.7871173650306,el_salvador,imputed
2018,2472.5744957108973,el_salvador,imputed
1990,663.710510247314,el_salvador,forecasted
1991,716.1658941918893,el_salvador,forecasted
1992,769.1735483503867,el_salvador,forecasted
1993,823.0260843295584,el_salvador,forecasted
1994,878.0161137361558,el_salvador,forecasted
1995,939.4950943981796,el_salvador,forecasted
1996,1002.2741705458193,el_salvador,forecasted
1997,1066.2233326305134,el_salvador,forecasted
1998,1131.2125711037002,el_salvador,forecasted
1999,1197.1118764168182,el_salvador,forecasted
2000,1263.791239021306,el_salvador,forecasted
2001,1331.1206493686013,el_salvador,forecasted
2002,1398.9700979101435,el_salvador,forecasted
2003,1467.2095750973704,el_salvador,forecasted
2004,1535.7090713817202,el_salvador,forecasted
2005,1604.3385772146316,el_salvador,forecasted
2006,1671.1259555604984,el_salvador,forecasted
2007,1737.9133339063646,el_salvador,forecasted
2008,1804.7007122522316,el_salvador,forecasted
2009,1871.488090598098,el_salvador,forecasted
2010,1938.2754689439644,el_salvador,forecasted
2011,2005.062847289831,el_salvador,forecasted
2012,2071.850225635698,el_salvador,forecasted
2013,2138.6376039815646,el_salvador,forecasted
2014,2205.4249823274313,el_salvador,forecasted
2015,2272.2123606732976,el_salvador,forecasted
2016,2338.999739019164,el_salvador,forecasted
2017,2405.7871173650306,el_salvador,forecasted
2018,2472.5744957108973,el_salvador,forecasted
1990,663.710510247314,el_salvador,observed
1991,716.1658941918893,el_salvador,observed
1992,769.1735483503867,el_salvador,observed
1993,823.0260843295584,el_salvador,observed
1994,876.0,el_salvador,observed
1995,939.4950943981796,el_salvador,observed
1996,1002.2741705458193,el_salvador,observed
1997,1066.2233326305134,el_salvador,observed
1998,1131.2125711037002,el_salvador,observed
1999,1197.1118764168182,el_salvador,observed
2000,1263.791239021306,el_salvador,observed
2001,1331.1206493686013,el_salvador,observed
2002,1398.9700979101435,el_salvador,observed
2003,1467.2095750973704,el_salvador,observed
2004,1535.7090713817202,el_salvador,observed
2005,1605.0,el_salvador,observed
2006,1671.1259555604984,el_salvador,observed
2007,1737.9133339063646,el_salvador,observed
2008,1804.7007122522316,el_salvador,observed
2009,1871.488090598098,el_salvador,observed
2010,1938.2754689439644,el_salvador,observed
2011,2005.062847289831,el_salvador,observed
2012,2071.850225635698,el_salvador,observed
2013,2138.6376039815646,el_salvador,observed
2014,2205.4249823274313,el_salvador,observed
2015,2272.2123606732976,el_salvador,observed
2016,2338.999739019164,el_salvador,observed
2017,2405.7871173650306,el_salvador,observed
2018,2472.5744957108973,el_salvador,observed
1990,781.0,guatemala,imputed
1991,798.4258461501507,guatemala,imputed
1992,818.7962583983385,guatemala,imputed
1993,840.1258401054331,guatemala,imputed
1994,860.0,guatemala,imputed
1995,890.6758249894101,guatemala,imputed
1996,920.1350831563386,guatemala,imputed
1997,951.0312207622654,guatemala,imputed
1998,983.1380909792408,guatemala,imputed
1999,1016.229546979316,guatemala,imputed
2000,1049.0,guatemala,imputed
2001,1085.5254652086203,guatemala,imputed
2002,1121.3973221844603,guatemala,imputed
2003,1157.5885544366206,guatemala,imputed
2004,1193.9927035396618,guatemala,imputed
2005,1232.0,guatemala,imputed
2006,1265.4445758452985,guatemala,imputed
2007,1300.385840622454,guatemala,imputed
2008,1335.3271053996098,guatemala,imputed
2009,1370.268370176765,guatemala,imputed
2010,1405.2096349539208,guatemala,imputed
2011,1440.1508997310764,guatemala,imputed
2012,1475.0921645082321,guatemala,imputed
2013,1510.0334292853877,guatemala,imputed
2014,1544.9746940625432,guatemala,imputed
2015,1579.9159588396988,guatemala,imputed
2016,1614.8572236168543,guatemala,imputed
2017,1649.7984883940098,guatemala,imputed
2018,1684.7397531711654,guatemala,imputed
1990,778.5496015428741,guatemala,forecasted
1991,798.4258461501507,guatemala,forecasted
1992,818.7962583983385,guatemala,forecasted
1993,840.1258401054331,guatemala,forecasted
1994,862.8795930894288,guatemala,forecasted
1995,890.6758249894101,guatemala,forecasted
1996,920.1350831563386,guatemala,forecasted
1997,951.0312207622654,guatemala,forecasted
1998,983.1380909792408,guatemala,forecasted
1999,1016.229546979316,guatemala,forecasted
2000,1050.0794419345414,guatemala,forecasted
2001,1085.5254652086203,guatemala,forecasted
2002,1121.3973221844603,guatemala,forecasted
2003,1157.5885544366206,guatemala,forecasted
2004,1193.9927035396618,guatemala,forecasted
2005,1230.503311068143,guatemala,forecasted
2006,1265.4445758452985,guatemala,forecasted
2007,1300.385840622454,guatemala,forecasted
2008,1335.3271053996098,guatemala,forecasted
2009,1370.268370176765,guatemala,forecasted
2010,1405.2096349539208,guatemala,forecasted
2011,1440.1508997310764,guatemala,forecasted
2012,1475.0921645082321,guatemala,forecasted
2013,1510.0334292853877,guatemala,forecasted
2014,1544.9746940625432,guatemala,forecasted
2015,1579.9159588396988,guatemala,forecasted
2016,1614.8572236168543,guatemala,forecasted
2017,1649.7984883940098,guatemala,forecasted
2018,1684.7397531711654,guatemala,forecasted
1990,781.0,guatemala,observed
1991,798.4258461501507,guatemala,observed
1992,818.7962583983385,guatemala,observed
1993,840.1258401054331,guatemala,observed
1994,860.0,guatemala,observed
1995,890.6758249894101,guatemala,observed
1996,920.1350831563386,guatemala,observed
1997,951.0312207622654,guatemala,observed
1998,983.1380909792408,guatemala,observed
1999,1016.229546979316,guatemala,observed
2000,1049.0,guatemala,observed
2001,1085.5254652086203,guatemala,observed
2002,1121.3973221844603,guatemala,observed
2003,1157.5885544366206,guatemala,observed
2004,1193.9927035396618,guatemala,observed
2005,1232.0,guatemala,observed
2006,1265.4445758452985,guatemala,observed
2007,1300.385840622454,guatemala,observed
2008,1335.3271053996098,guatemala,observed
2009,1370.268370176765,guatemala,observed
2010,1405.2096349539208,guatemala,observed
2011,1440.1508997310764,guatemala,observed
2012,1475.0921645082321,guatemala,observed
2013,1510.0334292853877,guatemala,observed
2014,1544.9746940625432,guatemala,observed
2015,1579.9159588396988,guatemala,observed
2016,1614.8572236168543,guatemala,observed
2017,1649.7984883940098,guatemala,observed
2018,1684.7397531711654,guatemala,observed
1990,45.46456650712413,guyana,imputed
1991,46.4617536835769,guyana,imputed
1992,47.460656234830026,guyana,imputed
1993,48.50544861001421,guyana,imputed
1994,49.6403052582602,guyana,imputed
1995,50.909400628698684,guyana,imputed
1996,52.35690917046038,guyana,imputed
1997,54.027005332676026,guyana,imputed
1998,55.96386356447633,guyana,imputed
1999,58.0,guyana,imputed
2000,62.0,guyana,imputed
2001,66.0,guyana,imputed
2002,67.0,guyana,imputed
2003,68.0,guyana,imputed
2004,73.0,guyana,imputed
2005,75.8779024743914,guyana,imputed
2006,78.92507010756286,guyana,imputed
2007,81.97223774073431,guyana,imputed
2008,85.01940537390577,guyana,imputed
2009,88.06657300707722,guyana,imputed
2010,91.11374064024868,guyana,imputed
2011,94.16090827342015,guyana,imputed
2012,97.20807590659159,guyana,imputed
2013,100.25524353976304,guyana,imputed
2014,103.30241117293451,guyana,imputed
2015,106.34957880610595,guyana,imputed
2016,109.39674643927741,guyana,imputed
2017,112.44391407244888,guyana,imputed
2018,115.49108170562032,guyana,imputed
1990,45.46456650712413,guyana,forecasted
1991,46.4617536835769,guyana,forecasted
1992,47.460656234830026,guyana,forecasted
1993,48.50544861001421,guyana,forecasted
1994,49.6403052582602,guyana,forecasted
1995,50.909400628698684,guyana,forecasted
1996,52.35690917046038,guyana,forecasted
1997,54.027005332676026,guyana,forecasted
1998,55.96386356447633,guyana,forecasted
1999,58.21165831499199,guyana,forecasted
2000,61.98582339025948,guyana,forecasted
2001,65.73531550687932,guyana,forecasted
2002,66.99592879656375,guyana,forecasted
2003,68.27275909904438,guyana,forecasted
2004,72.83073484121995,guyana,forecasted
2005,75.8779024743914,guyana,forecasted
2006,78.92507010756286,guyana,forecasted
2007,81.97223774073431,guyana,forecasted
2008,85.01940537390577,guyana,forecasted
2009,88.06657300707722,guyana,forecasted
2010,91.11374064024868,guyana,forecasted
2011,94.16090827342015,guyana,forecasted
2012,97.20807590659159,guyana,forecasted
2013,100.25524353976304,guyana,forecasted
2014,103.30241117293451,guyana,forecasted
2015,106.34957880610595,guyana,forecasted
2016,109.39674643927741,guyana,forecasted
2017,112.44391407244888,guyana,forecasted
2018,115.49108170562032,guyana,forecasted
1990,45.46456650712413,guyana,observed
1991,46.4617536835769,guyana,observed
1992,47.460656234830026,guyana,observed
1993,48.50544861001421,guyana,observed
1994,49.6403052582602,guyana,observed
1995,50.909400628698684,guyana,observed
1996,52.35690917046038,guyana,observed
1997,54.027005332676026,guyana,observed
1998,55.96386356447633,guyana,observed
1999,58.0,guyana,observed
2000,62.0,guyana,observed
2001,66.0,guyana,observed
2002,67.0,guyana,observed
2003,68.0,guyana,observed
2004,73.0,guyana,observed
2005,75.8779024743914,guyana,observed
2006,78.92507010756286,guyana,observed
2007,81.97223774073431,guyana,observed
2008,85.01940537390577,guyana,observed
2009,88.06657300707722,guyana,observed
2010,91.11374064024868,guyana,observed
2011,94.16090827342015,guyana,observed
2012,97.20807590659159,guyana,observed
2013,100.25524353976304,guyana,observed
2014,103.30241117293451,guyana,observed
2015,106.34957880610595,guyana,observed
2016,109.39674643927741,guyana,observed
2017,112.44391407244888,guyana,observed
2018,115.49108170562032,guyana,observed
1990,151.82127539641033,haiti,imputed
1991,153.8861230102675,haiti,imputed
1992,156.00761495073806,haiti,imputed
1993,158.20511974530245,haiti,imputed
1994,155.0,haiti,imputed
1995,159.0,haiti,imputed
1996,223.0,haiti,imputed
1997,171.0,haiti,imputed
1998,176.0,haiti,imputed
1999,181.0,haiti,imputed
2000,189.0,haiti,imputed
2001,192.02294878802715,haiti,imputed
2002,195.21862518638898,haiti,imputed
2003,198.41430158475083,haiti,imputed
2004,201.6099779831127,haiti,imputed
2005,204.80565438147457,haiti,imputed
2006,208.00133077983642,haiti,imputed
2007,211.19700717819825,haiti,imputed
2008,214.3926835765601,haiti,imputed
2009,217.58835997492199,haiti,imputed
2010,220.7840363732838,haiti,imputed
2011,223.9797127716457,haiti,imputed
2012,227.17538917000755,haiti,imputed
2013,230.3710655683694,haiti,imputed
2014,233.56674196673126,haiti,imputed
2015,236.76241836509308,haiti,imputed
2016,239.95809476345497,haiti,imputed
2017,243.15377116181682,haiti,imputed
2018,246.3494475601787,haiti,imputed
1990,151.82127539641033,haiti,forecasted
1991,153.8861230102675,haiti,forecasted
1992,156.00761495073806,haiti,forecasted
1993,158.20511974530245,haiti,forecasted
1994,160.49800592144098,haiti,forecasted
1995,165.1535057709679,haiti,forecasted
1996,202.7441982380715,haiti,forecasted
1997,175.20411012582352,haiti,forecasted
1998,178.77726653416943,haiti,forecasted
1999,182.90924573387434,haiti,forecasted
2000,188.82727238966527,haiti,forecasted
2001,192.02294878802715,haiti,forecasted
2002,195.21862518638898,haiti,forecasted
2003,198.41430158475083,haiti,forecasted
2004,201.6099779831127,haiti,forecasted
2005,204.80565438147457,haiti,forecasted
2006,208.00133077983642,haiti,forecasted
2007,211.19700717819825,haiti,forecasted
2008,214.3926835765601,haiti,forecasted
2009,217.58835997492199,haiti,forecasted
2010,220.7840363732838,haiti,forecasted
2011,223.9797127716457,haiti,forecasted
2012,227.17538917000755,haiti,forecasted
2013,230.3710655683694,haiti,forecasted
2014,233.56674196673126,haiti,forecasted
2015,236.76241836509308,haiti,forecasted
2016,239.95809476345497,haiti,forecasted
2017,243.15377116181682,haiti,forecasted
2018,246.3494475601787,haiti,forecasted
1990,151.82127539641033,haiti,observed
1991,153.8861230102675,haiti,observed
1992,156.00761495073806,haiti,observed
1993,158.20511974530245,haiti,observed
1994,155.0,haiti,observed
1995,159.0,haiti,observed
1996,223.0,haiti,observed
1997,171.0,haiti,observed
1998,176.0,haiti,observed
1999,181.0,haiti,observed
2000,189.0,haiti,observed
2001,192.02294878802715,haiti,observed
2002,195.21862518638898,haiti,observed
2003,198.41430158475083,haiti,observed
2004,201.6099779831127,haiti,observed
2005,204.80565438147457,haiti,observed
2006,208.00133077983642,haiti,observed
2007,211.19700717819825,haiti,observed
2008,214.3926835765601,haiti,observed
2009,217.58835997492199,haiti,observed
2010,220.7840363732838,haiti,observed
2011,223.9797127716457,haiti,observed
2012,227.17538917000755,haiti,observed
2013,230.3710655683694,haiti,observed
2014,233.56674196673126,haiti,observed
2015,236.76241836509308,haiti,observed
2016,239.95809476345497,haiti,observed
2017,243.15377116181682,haiti,observed
2018,246.3494475601787,haiti,observed
1990,3623.365764303362,honduras,imputed
1991,3497.9865920444563,honduras,imputed
1992,3369.176243781141,honduras,imputed
1993,3235.117468253613,honduras,imputed
1994,3093.993014202073,honduras,imputed
1995,2944.0,honduras,imputed
1996,2705.438831675101,honduras,imputed
1997,2461.0796905911475,honduras,imputed
1998,2215.7960457661384,honduras,imputed
1999,1974.475735851352,honduras,imputed
2000,1742.0,honduras,imputed
2001,1560.484531534386,honduras,imputed
2002,1393.862777191228,honduras,imputed
2003,1243.302637876338,honduras,imputed
2004,1109.965414997459,honduras,imputed
2005,995.0,honduras,imputed
2006,974.8057378695866,honduras,imputed
2007,972.1900331031862,honduras,imputed
2008,985.2107437379826,honduras,imputed
2009,1011.9133178488264,honduras,imputed
2010,1050.3432035105677,honduras,imputed
2011,1098.5458487980572,honduras,imputed
2012,1154.566701786145,honduras,imputed
2013,1216.4512105496813,honduras,imputed
2014,1282.2448231635171,honduras,imputed
2015,1350.0,honduras,imputed
2016,1374.6890103028143,honduras,imputed
2017,1399.385032903126,honduras,imputed
2018,1424.0810555034384,honduras,imputed
1990,3623.365764303362,honduras,forecasted
1991,3497.9865920444563,honduras,forecasted
1992,3369.176243781141,honduras,forecasted
1993,3235.117468253613,honduras,forecasted
1994,3093.993014202073,honduras,forecasted
1995,2943.9856303667175,honduras,forecasted
1996,2705.438831675101,honduras,forecasted
1997,2461.0796905911475,honduras,forecasted
1998,2215.7960457661384,honduras,forecasted
1999,1974.475735851352,honduras,forecasted
2000,1742.0065994980696,honduras,forecasted
2001,1560.484531534386,honduras,forecasted
2002,1393.862777191228,honduras,forecasted
2003,1243.302637876338,honduras,forecasted
2004,1109.965414997459,honduras,forecasted
2005,995.0124099623332,honduras,forecasted
2006,974.8057378695866,honduras,forecasted
2007,972.1900331031862,honduras,forecasted
2008,985.2107437379826,honduras,forecasted
2009,1011.9133178488264,honduras,forecasted
2010,1050.3432035105677,honduras,forecasted
2011,1098.5458487980572,honduras,forecasted
2012,1154.566701786145,honduras,forecasted
2013,1216.4512105496813,honduras,forecasted
2014,1282.2448231635171,honduras,forecasted
2015,1349.9929877025022,honduras,forecasted
2016,1374.6890103028143,honduras,forecasted
2017,1399.385032903126,honduras,forecasted
2018,1424.0810555034384,honduras,forecasted
1990,3623.365764303362,honduras,observed
1991,3497.9865920444563,honduras,observed
1992,3369.176243781141,honduras,observed
1993,3235.117468253613,honduras,observed
1994,3093.993014202073,honduras,observed
1995,2944.0,honduras,observed
1996,2705.438831675101,honduras,observed
1997,2461.0796905911475,honduras,observed
1998,2215.7960457661384,honduras,observed
1999,1974.475735851352,honduras,observed
2000,1742.0,honduras,observed
2001,1560.484531534386,honduras,observed
2002,1393.862777191228,honduras,observed
2003,1243.302637876338,honduras,observed
2004,1109.965414997459,honduras,observed
2005,995.0,honduras,observed
2006,974.8057378695866,honduras,observed
2007,972.1900331031862,honduras,observed
2008,985.2107437379826,honduras,observed
2009,1011.9133178488264,honduras,observed
2010,1050.3432035105677,honduras,observed
2011,1098.5458487980572,honduras,observed
2012,1154.566701786145,honduras,observed
2013,1216.4512105496813,honduras,observed
2014,1282.2448231635171,honduras,observed
2015,1350.0,honduras,observed
2016,1374.6890103028143,honduras,observed
2017,1399.385032903126,honduras,observed
2018,1424.0810555034384,honduras,observed
1990,309.2659965622822,jamaica,imputed
1991,327.182518731885,jamaica,imputed
1992,345.29560496844346,jamaica,imputed
1993,363.65788614310617,jamaica,imputed
1994,382.0,jamaica,imputed
1995,403.0474536009723,jamaica,imputed
1996,423.94572033509206,jamaica,imputed
1997,444.83514290914854,jamaica,imputed
1998,465.5340709029095,jamaica,imputed
1999,485.86085389614294,jamaica,imputed
2000,505.6338414686167,jamaica,imputed
2001,524.6713832000985,jamaica,imputed
