Nation,iso_code3,Code,Year,nemomod_entc_residual_capacity_pp_hydropower_gw
belize,BLZ,84,1983,0.0
belize,BLZ,84,1984,0.0
belize,BLZ,84,1985,0.0
belize,BLZ,84,1986,0.0
belize,BLZ,84,1987,0.0
belize,BLZ,84,1988,0.0
belize,BLZ,84,1989,0.0
belize,BLZ,84,1990,0.0
belize,BLZ,84,1991,0.0
belize,BLZ,84,1992,0.0
belize,BLZ,84,1993,0.0
belize,BLZ,84,1994,0.0
belize,BLZ,84,1995,0.0
belize,BLZ,84,1996,0.0
belize,BLZ,84,1997,0.0
belize,BLZ,84,1998,0.0
belize,BLZ,84,1999,0.0
belize,BLZ,84,2000,0.0
belize,BLZ,84,2001,0.0
belize,BLZ,84,2002,0.0
belize,BLZ,84,2003,0.0
belize,BLZ,84,2004,0.0
belize,BLZ,84,2005,0.0
belize,BLZ,84,2006,0.0
belize,BLZ,84,2007,0.0
belize,BLZ,84,2008,0.0
belize,BLZ,84,2009,0.0
belize,BLZ,84,2010,0.0
belize,BLZ,84,2011,0.0
belize,BLZ,84,2012,0.0
belize,BLZ,84,2013,0.0
belize,BLZ,84,2014,0.0
belize,BLZ,84,2015,0.0
belize,BLZ,84,2016,0.0
belize,BLZ,84,2017,0.0
belize,BLZ,84,2018,0.0
belize,BLZ,84,2019,0.0
belize,BLZ,84,2020,0.0
belize,BLZ,84,2021,0.0
bolivia,BOL,68,1970,0.13488
bolivia,BOL,68,1971,0.13488
bolivia,BOL,68,1972,0.13488
bolivia,BOL,68,1973,0.17088
bolivia,BOL,68,1974,0.19968000000000002
bolivia,BOL,68,1975,0.19968000000000002
bolivia,BOL,68,1976,0.19968000000000002
bolivia,BOL,68,1977,0.19968000000000002
bolivia,BOL,68,1978,0.19968000000000002
bolivia,BOL,68,1979,0.19968000000000002
bolivia,BOL,68,1980,0.22668000000000002
bolivia,BOL,68,1981,0.24468
bolivia,BOL,68,1982,0.24468
bolivia,BOL,68,1983,0.26268
bolivia,BOL,68,1984,0.26268
bolivia,BOL,68,1985,0.26268
bolivia,BOL,68,1986,0.26268
bolivia,BOL,68,1987,0.26268
bolivia,BOL,68,1988,0.26268
bolivia,BOL,68,1989,0.27068000000000003
bolivia,BOL,68,1990,0.27068000000000003
bolivia,BOL,68,1991,0.27068000000000003
bolivia,BOL,68,1992,0.27068000000000003
bolivia,BOL,68,1993,0.27068000000000003
bolivia,BOL,68,1994,0.27068000000000003
bolivia,BOL,68,1995,0.27068000000000003
bolivia,BOL,68,1996,0.27068000000000003
bolivia,BOL,68,1997,0.29068
bolivia,BOL,68,1998,0.3064800000000001
bolivia,BOL,68,1999,0.3440800000000001
bolivia,BOL,68,2000,0.3440800000000001
bolivia,BOL,68,2001,0.3531700000000001
bolivia,BOL,68,2002,0.44757000000000013
bolivia,BOL,68,2003,0.44757000000000013
bolivia,BOL,68,2004,0.4688700000000001
bolivia,BOL,68,2005,0.4688700000000001
bolivia,BOL,68,2006,0.48637000000000014
bolivia,BOL,68,2007,0.4884700000000001
bolivia,BOL,68,2008,0.49127000000000015
bolivia,BOL,68,2009,0.49127000000000015
bolivia,BOL,68,2010,0.49127000000000015
bolivia,BOL,68,2011,0.49127000000000015
bolivia,BOL,68,2012,0.49127000000000015
bolivia,BOL,68,2013,0.49127000000000015
bolivia,BOL,68,2014,0.49127000000000015
bolivia,BOL,68,2015,0.49247000000000013
bolivia,BOL,68,2016,0.49247000000000013
bolivia,BOL,68,2017,0.6124700000000001
bolivia,BOL,68,2018,0.6809700000000001
bolivia,BOL,68,2019,0.74997
bolivia,BOL,68,2020,0.74997
bolivia,BOL,68,2021,0.74997
brazil,BRA,76,1970,11.10764999999999
brazil,BRA,76,1971,12.585849999999992
brazil,BRA,76,1972,12.593189999999991
brazil,BRA,76,1973,16.967619999999975
brazil,BRA,76,1974,17.422059999999995
brazil,BRA,76,1975,20.288739999999994
brazil,BRA,76,1976,20.292539999999995
brazil,BRA,76,1977,21.380809999999997
brazil,BRA,76,1978,24.62016
brazil,BRA,76,1979,27.58449
brazil,BRA,76,1980,32.765319999999996
brazil,BRA,76,1981,32.76820999999999
brazil,BRA,76,1982,35.41774000000001
brazil,BRA,76,1983,35.44196000000001
brazil,BRA,76,1984,43.98572000000001
brazil,BRA,76,1985,43.992330000000024
brazil,BRA,76,1986,44.06861000000002
brazil,BRA,76,1987,44.429650000000024
brazil,BRA,76,1988,45.92038000000003
brazil,BRA,76,1989,53.42429000000003
brazil,BRA,76,1990,53.42957000000003
brazil,BRA,76,1991,53.44376000000003
brazil,BRA,76,1992,55.27216000000004
brazil,BRA,76,1993,56.08911000000005
brazil,BRA,76,1994,59.79153000000005
brazil,BRA,76,1995,59.89258000000006
brazil,BRA,76,1996,60.27056000000006
brazil,BRA,76,1997,60.47801000000006
brazil,BRA,76,1998,62.47543000000006
brazil,BRA,76,1999,65.50545000000005
brazil,BRA,76,2000,67.23669000000004
brazil,BRA,76,2001,68.44075000000004
brazil,BRA,76,2002,70.58107000000004
brazil,BRA,76,2003,71.82128000000002
brazil,BRA,76,2004,72.42159000000001
brazil,BRA,76,2005,73.92957000000004
brazil,BRA,76,2006,75.63321000000002
brazil,BRA,76,2007,76.99403000000007
brazil,BRA,76,2008,77.91058000000007
brazil,BRA,76,2009,79.14657000000001
brazil,BRA,76,2010,81.20789000000003
brazil,BRA,76,2011,83.16054000000001
brazil,BRA,76,2012,87.55964000000003
brazil,BRA,76,2013,92.18666
brazil,BRA,76,2014,93.04225000000001
brazil,BRA,76,2015,95.02017000000002
brazil,BRA,76,2016,106.77301000000003
brazil,BRA,76,2017,107.72035000000002
brazil,BRA,76,2018,107.94180000000001
brazil,BRA,76,2019,109.27793000000001
brazil,BRA,76,2020,109.44796000000001
brazil,BRA,76,2021,109.56589
chile,CHL,152,1970,1.0561
chile,CHL,152,1971,1.0561
chile,CHL,152,1972,1.0561
chile,CHL,152,1973,1.5048400000000013
chile,CHL,152,1974,1.5048400000000013
chile,CHL,152,1975,1.5048400000000013
chile,CHL,152,1976,1.5048400000000013
chile,CHL,152,1977,1.5048400000000013
chile,CHL,152,1978,1.5048400000000013
chile,CHL,152,1979,1.5048400000000013
chile,CHL,152,1980,1.5048400000000013
chile,CHL,152,1981,1.8240100000000012
chile,CHL,152,1982,1.8240100000000012
chile,CHL,152,1983,1.8240100000000012
chile,CHL,152,1984,1.8240100000000012
chile,CHL,152,1985,2.3915899999999986
chile,CHL,152,1986,2.3915899999999986
chile,CHL,152,1987,2.393629999999998
chile,CHL,152,1988,2.393629999999998
chile,CHL,152,1989,2.411589999999998
chile,CHL,152,1990,2.5831599999999972
chile,CHL,152,1991,3.3290099999999976
chile,CHL,152,1992,3.3290099999999976
chile,CHL,152,1993,3.4936099999999977
chile,CHL,152,1994,3.5258099999999977
chile,CHL,152,1995,3.537649999999998
chile,CHL,152,1996,4.040389999999998
chile,CHL,152,1997,4.080319999999998
chile,CHL,152,1998,4.258449999999997
chile,CHL,152,1999,4.260949999999998
chile,CHL,152,2000,4.400729999999998
chile,CHL,152,2001,4.405429999999997
chile,CHL,152,2002,4.442069999999998
chile,CHL,152,2003,4.443939999999998
chile,CHL,152,2004,5.13291
chile,CHL,152,2005,5.13291
chile,CHL,152,2006,5.14088
chile,CHL,152,2007,5.2629399999999995
chile,CHL,152,2008,5.356510000000001
chile,CHL,152,2009,5.37628
chile,CHL,152,2010,5.559110000000002
chile,CHL,152,2011,5.886120000000003
chile,CHL,152,2012,5.964560000000002
chile,CHL,152,2013,6.018970000000001
chile,CHL,152,2014,6.452010000000001
chile,CHL,152,2015,6.500400000000003
chile,CHL,152,2016,6.639300000000003
chile,CHL,152,2017,6.6668100000000035
chile,CHL,152,2018,6.709280000000002
chile,CHL,152,2019,6.730190000000002
chile,CHL,152,2020,6.756670000000004
chile,CHL,152,2021,6.776670000000004
colombia,COL,170,1970,1.2345800000000005
colombia,COL,170,1971,1.2345800000000005
colombia,COL,170,1972,1.7945800000000005
colombia,COL,170,1973,1.8455800000000004
colombia,COL,170,1974,1.8465400000000005
colombia,COL,170,1975,1.8760400000000004
colombia,COL,170,1976,1.8760400000000004
colombia,COL,170,1977,2.3760400000000006
colombia,COL,170,1978,2.3760400000000006
colombia,COL,170,1979,2.3760400000000006
colombia,COL,170,1980,2.3760400000000006
colombia,COL,170,1981,2.3760400000000006
colombia,COL,170,1982,2.8760400000000006
colombia,COL,170,1983,2.8940400000000004
colombia,COL,170,1984,3.5140400000000005
colombia,COL,170,1985,4.001040000000001
colombia,COL,170,1986,4.601039999999999
colombia,COL,170,1987,5.761039999999998
colombia,COL,170,1988,6.138039999999997
colombia,COL,170,1989,6.138039999999997
colombia,COL,170,1990,6.138039999999997
colombia,COL,170,1991,6.138039999999997
colombia,COL,170,1992,6.142049999999996
colombia,COL,170,1993,7.411049999999996
colombia,COL,170,1994,7.722529999999996
colombia,COL,170,1995,7.764529999999996
colombia,COL,170,1996,7.784429999999996
colombia,COL,170,1997,7.7868099999999965
colombia,COL,170,1998,7.7868099999999965
colombia,COL,170,1999,7.794209999999997
colombia,COL,170,2000,8.156609999999997
colombia,COL,170,2001,8.586109999999998
colombia,COL,170,2002,8.98811
colombia,COL,170,2003,9.02589
colombia,COL,170,2004,9.118540000000005
colombia,COL,170,2005,9.126540000000004
colombia,COL,170,2006,9.126540000000004
colombia,COL,170,2007,9.135130000000004
colombia,COL,170,2008,9.142420000000003
colombia,COL,170,2009,9.143170000000003
colombia,COL,170,2010,9.186690000000002
colombia,COL,170,2011,9.886690000000003
colombia,COL,170,2012,9.946860000000001
colombia,COL,170,2013,10.18115
colombia,COL,170,2014,11.098449999999998
colombia,COL,170,2015,11.677349999999997
colombia,COL,170,2016,11.715219999999999
colombia,COL,170,2017,11.821239999999996
colombia,COL,170,2018,11.872239999999996
colombia,COL,170,2019,11.939579999999996
colombia,COL,170,2020,11.943779999999997
colombia,COL,170,2021,11.943779999999997
costa_rica,CRI,188,1970,0.316
costa_rica,CRI,188,1971,0.316
costa_rica,CRI,188,1972,0.316
costa_rica,CRI,188,1973,0.316
costa_rica,CRI,188,1974,0.316
costa_rica,CRI,188,1975,0.316
costa_rica,CRI,188,1976,0.316
costa_rica,CRI,188,1977,0.316
costa_rica,CRI,188,1978,0.316
costa_rica,CRI,188,1979,0.482
costa_rica,CRI,188,1980,0.482
costa_rica,CRI,188,1981,0.482
costa_rica,CRI,188,1982,0.656
costa_rica,CRI,188,1983,0.656
costa_rica,CRI,188,1984,0.656
costa_rica,CRI,188,1985,0.656
costa_rica,CRI,188,1986,0.656
costa_rica,CRI,188,1987,0.756
costa_rica,CRI,188,1988,0.756
costa_rica,CRI,188,1989,0.756
costa_rica,CRI,188,1990,0.7607
costa_rica,CRI,188,1991,0.7607
costa_rica,CRI,188,1992,0.7917000000000001
costa_rica,CRI,188,1993,0.7917000000000001
costa_rica,CRI,188,1994,0.8077000000000001
costa_rica,CRI,188,1995,0.8327000000000001
costa_rica,CRI,188,1996,0.9177000000000001
costa_rica,CRI,188,1997,0.9377000000000001
costa_rica,CRI,188,1998,1.0461000000000003
costa_rica,CRI,188,1999,1.0461000000000003
costa_rica,CRI,188,2000,1.2261000000000002
costa_rica,CRI,188,2001,1.2261000000000002
costa_rica,CRI,188,2002,1.2621000000000002
costa_rica,CRI,188,2003,1.2691000000000001
costa_rica,CRI,188,2004,1.2691000000000001
costa_rica,CRI,188,2005,1.2691000000000001
costa_rica,CRI,188,2006,1.3761
costa_rica,CRI,188,2007,1.4581000000000002
costa_rica,CRI,188,2008,1.4751
costa_rica,CRI,188,2009,1.4831
costa_rica,CRI,188,2010,1.5071
costa_rica,CRI,188,2011,1.6471000000000002
costa_rica,CRI,188,2012,1.7181000000000002
costa_rica,CRI,188,2013,1.7751000000000001
costa_rica,CRI,188,2014,1.8131000000000002
costa_rica,CRI,188,2015,2.1931
costa_rica,CRI,188,2016,2.2791
costa_rica,CRI,188,2017,2.2791
costa_rica,CRI,188,2018,2.3071
costa_rica,CRI,188,2019,2.3071
costa_rica,CRI,188,2020,2.3071
costa_rica,CRI,188,2021,2.3071
dominican_republic,DOM,214,1970,0.0159
dominican_republic,DOM,214,1971,0.0159
dominican_republic,DOM,214,1972,0.0159
dominican_republic,DOM,214,1973,0.11190000000000001
dominican_republic,DOM,214,1974,0.11190000000000001
dominican_republic,DOM,214,1975,0.1389
dominican_republic,DOM,214,1976,0.16590000000000002
dominican_republic,DOM,214,1977,0.16590000000000002
dominican_republic,DOM,214,1978,0.1759
dominican_republic,DOM,214,1979,0.1759
dominican_republic,DOM,214,1980,0.1889
dominican_republic,DOM,214,1981,0.1952
dominican_republic,DOM,214,1982,0.1952
dominican_republic,DOM,214,1983,0.1952
dominican_republic,DOM,214,1984,0.20320000000000002
dominican_republic,DOM,214,1985,0.20320000000000002
dominican_republic,DOM,214,1986,0.20320000000000002
dominican_republic,DOM,214,1987,0.22120000000000004
dominican_republic,DOM,214,1988,0.22120000000000004
dominican_republic,DOM,214,1989,0.22120000000000004
dominican_republic,DOM,214,1990,0.22120000000000004
dominican_republic,DOM,214,1991,0.22120000000000004
dominican_republic,DOM,214,1992,0.3712
dominican_republic,DOM,214,1993,0.3712
dominican_republic,DOM,214,1994,0.3715
dominican_republic,DOM,214,1995,0.3722
dominican_republic,DOM,214,1996,0.39840000000000003
dominican_republic,DOM,214,1997,0.39840000000000003
dominican_republic,DOM,214,1998,0.40160000000000007
dominican_republic,DOM,214,1999,0.4017000000000001
dominican_republic,DOM,214,2000,0.4017000000000001
dominican_republic,DOM,214,2001,0.4115000000000001
dominican_republic,DOM,214,2002,0.4635000000000001
dominican_republic,DOM,214,2003,0.46410000000000007
dominican_republic,DOM,214,2004,0.46810000000000007
dominican_republic,DOM,214,2005,0.46810000000000007
dominican_republic,DOM,214,2006,0.4690000000000001
dominican_republic,DOM,214,2007,0.4690000000000001
dominican_republic,DOM,214,2008,0.47390000000000004
dominican_republic,DOM,214,2009,0.47470000000000007
dominican_republic,DOM,214,2010,0.5246999999999999
dominican_republic,DOM,214,2011,0.5246999999999999
dominican_republic,DOM,214,2012,0.6046999999999999
dominican_republic,DOM,214,2013,0.6046999999999999
dominican_republic,DOM,214,2014,0.7097
dominican_republic,DOM,214,2015,0.7097
dominican_republic,DOM,214,2016,0.7097
dominican_republic,DOM,214,2017,0.7097
dominican_republic,DOM,214,2018,0.7097
dominican_republic,DOM,214,2019,0.7097
dominican_republic,DOM,214,2020,0.7097
dominican_republic,DOM,214,2021,0.7097
ecuador,ECU,218,1970,0.10247
ecuador,ECU,218,1971,0.10247
ecuador,ECU,218,1972,0.10247
ecuador,ECU,218,1973,0.10247
ecuador,ECU,218,1974,0.10863
ecuador,ECU,218,1975,0.10863
ecuador,ECU,218,1976,0.11313000000000001
ecuador,ECU,218,1977,0.18313000000000001
ecuador,ECU,218,1978,0.20713000000000004
ecuador,ECU,218,1979,0.20713000000000004
ecuador,ECU,218,1980,0.23683
ecuador,ECU,218,1981,0.23683
ecuador,ECU,218,1982,0.23683
ecuador,ECU,218,1983,1.31183
ecuador,ECU,218,1984,1.31183
ecuador,ECU,218,1985,1.31183
ecuador,ECU,218,1986,1.31183
ecuador,ECU,218,1987,1.47598
ecuador,ECU,218,1988,1.47598
ecuador,ECU,218,1989,1.47598
ecuador,ECU,218,1990,1.49214
ecuador,ECU,218,1991,1.49214
ecuador,ECU,218,1992,1.4929400000000002
ecuador,ECU,218,1993,1.4934800000000001
ecuador,ECU,218,1994,1.4934800000000001
ecuador,ECU,218,1995,1.4934800000000001
ecuador,ECU,218,1996,1.4934800000000001
ecuador,ECU,218,1997,1.49648
ecuador,ECU,218,1998,1.49648
ecuador,ECU,218,1999,1.717
ecuador,ECU,218,2000,1.7252
ecuador,ECU,218,2001,1.7252
ecuador,ECU,218,2002,1.7290500000000002
ecuador,ECU,218,2003,1.7290500000000002
ecuador,ECU,218,2004,1.7315200000000002
ecuador,ECU,218,2005,1.7835100000000002
ecuador,ECU,218,2006,1.8127100000000003
ecuador,ECU,218,2007,2.0247100000000002
ecuador,ECU,218,2008,2.0247100000000002
ecuador,ECU,218,2009,2.0259000000000005
ecuador,ECU,218,2010,2.19781
ecuador,ECU,218,2011,2.19781
ecuador,ECU,218,2012,2.22489
ecuador,ECU,218,2013,2.2691399999999997
ecuador,ECU,218,2014,2.26954
ecuador,ECU,218,2015,2.3838199999999996
ecuador,ECU,218,2016,4.398039999999996
ecuador,ECU,218,2017,4.476309999999996
ecuador,ECU,218,2018,5.020749999999995
ecuador,ECU,218,2019,5.031949999999996
ecuador,ECU,218,2020,5.038889999999995
ecuador,ECU,218,2021,5.047989999999995
el_salvador,SLV,222,1970,0.1192
el_salvador,SLV,222,1971,0.1192
el_salvador,SLV,222,1972,0.1192
el_salvador,SLV,222,1973,0.1192
el_salvador,SLV,222,1974,0.1192
el_salvador,SLV,222,1975,0.1192
el_salvador,SLV,222,1976,0.292
el_salvador,SLV,222,1977,0.292
el_salvador,SLV,222,1978,0.292
el_salvador,SLV,222,1979,0.292
el_salvador,SLV,222,1980,0.292
el_salvador,SLV,222,1981,0.292
el_salvador,SLV,222,1982,0.292
el_salvador,SLV,222,1983,0.47200000000000003
el_salvador,SLV,222,1984,0.47200000000000003
el_salvador,SLV,222,1985,0.47200000000000003
el_salvador,SLV,222,1986,0.47200000000000003
el_salvador,SLV,222,1987,0.47200000000000003
el_salvador,SLV,222,1988,0.47200000000000003
el_salvador,SLV,222,1989,0.47200000000000003
el_salvador,SLV,222,1990,0.47200000000000003
el_salvador,SLV,222,1991,0.47200000000000003
el_salvador,SLV,222,1992,0.47200000000000003
el_salvador,SLV,222,1993,0.47200000000000003
el_salvador,SLV,222,1994,0.47200000000000003
el_salvador,SLV,222,1995,0.47200000000000003
el_salvador,SLV,222,1996,0.47200000000000003
el_salvador,SLV,222,1997,0.47200000000000003
el_salvador,SLV,222,1998,0.47200000000000003
el_salvador,SLV,222,1999,0.47200000000000003
el_salvador,SLV,222,2000,0.47200000000000003
el_salvador,SLV,222,2001,0.47200000000000003
el_salvador,SLV,222,2002,0.47200000000000003
el_salvador,SLV,222,2003,0.47200000000000003
el_salvador,SLV,222,2004,0.47200000000000003
el_salvador,SLV,222,2005,0.47200000000000003
el_salvador,SLV,222,2006,0.47200000000000003
el_salvador,SLV,222,2007,0.47200000000000003
el_salvador,SLV,222,2008,0.47200000000000003
el_salvador,SLV,222,2009,0.47200000000000003
el_salvador,SLV,222,2010,0.47200000000000003
el_salvador,SLV,222,2011,0.47200000000000003
el_salvador,SLV,222,2012,0.47200000000000003
el_salvador,SLV,222,2013,0.47200000000000003
el_salvador,SLV,222,2014,0.47200000000000003
el_salvador,SLV,222,2015,0.47200000000000003
el_salvador,SLV,222,2016,0.47200000000000003
el_salvador,SLV,222,2017,0.552
el_salvador,SLV,222,2018,0.552
el_salvador,SLV,222,2019,0.552
el_salvador,SLV,222,2020,0.552
el_salvador,SLV,222,2021,0.552
guatemala,GTM,320,1970,0.0853
guatemala,GTM,320,1971,0.0853
guatemala,GTM,320,1972,0.0853
guatemala,GTM,320,1973,0.0853
guatemala,GTM,320,1974,0.0853
guatemala,GTM,320,1975,0.0853
guatemala,GTM,320,1976,0.0853
guatemala,GTM,320,1977,0.0853
guatemala,GTM,320,1978,0.0853
guatemala,GTM,320,1979,0.08589999999999999
guatemala,GTM,320,1980,0.08589999999999999
guatemala,GTM,320,1981,0.08589999999999999
guatemala,GTM,320,1982,0.1759
guatemala,GTM,320,1983,0.47590000000000005
guatemala,GTM,320,1984,0.47590000000000005
guatemala,GTM,320,1985,0.47590000000000005
guatemala,GTM,320,1986,0.47590000000000005
guatemala,GTM,320,1987,0.47590000000000005
guatemala,GTM,320,1988,0.47590000000000005
guatemala,GTM,320,1989,0.47590000000000005
guatemala,GTM,320,1990,0.47940000000000005
guatemala,GTM,320,1991,0.47940000000000005
guatemala,GTM,320,1992,0.47940000000000005
guatemala,GTM,320,1993,0.47940000000000005
guatemala,GTM,320,1994,0.47940000000000005
guatemala,GTM,320,1995,0.48940000000000006
guatemala,GTM,320,1996,0.48965000000000003
guatemala,GTM,320,1997,0.48965000000000003
guatemala,GTM,320,1998,0.5061500000000001
guatemala,GTM,320,1999,0.5061500000000001
guatemala,GTM,320,2000,0.5189
guatemala,GTM,320,2001,0.5189
guatemala,GTM,320,2002,0.57983
guatemala,GTM,320,2003,0.62793
guatemala,GTM,320,2004,0.69603
guatemala,GTM,320,2005,0.71434
guatemala,GTM,320,2006,0.73244
guatemala,GTM,320,2007,0.75844
guatemala,GTM,320,2008,0.7589999999999999
guatemala,GTM,320,2009,0.7609999999999999
guatemala,GTM,320,2010,0.86449
guatemala,GTM,320,2011,0.9063700000000001
guatemala,GTM,320,2012,0.9969400000000002
guatemala,GTM,320,2013,1.0069200000000003
guatemala,GTM,320,2014,1.0144200000000005
guatemala,GTM,320,2015,1.0946900000000008
guatemala,GTM,320,2016,1.3603300000000007
guatemala,GTM,320,2017,1.4357200000000008
guatemala,GTM,320,2018,1.4807200000000007
guatemala,GTM,320,2019,1.5567200000000008
guatemala,GTM,320,2020,1.5567200000000008
guatemala,GTM,320,2021,1.5567200000000008
guyana,GUY,328,1970,0.0
guyana,GUY,328,1971,0.0
guyana,GUY,328,1972,0.0
guyana,GUY,328,1973,0.0
guyana,GUY,328,1974,0.0
guyana,GUY,328,1975,0.0
guyana,GUY,328,1976,0.0
guyana,GUY,328,1977,0.0
guyana,GUY,328,1978,0.0
guyana,GUY,328,1979,0.0
guyana,GUY,328,1980,0.0
